# event_ticker=KXATPMATCH-26MAR30PINZHA
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Zhizhen Zhang
# fav_player=Jack Pinnington Jones
# dog_player=Zhizhen Zhang
# kalshi_date=2026-03-30
timestamp,Jack Pinnington Jones,Zhizhen Zhang
2026-03-30T17:34:00Z,47.00,54.00
2026-03-30T17:39:00Z,47.00,54.00
2026-03-30T17:44:00Z,47.00,54.00
2026-03-30T17:45:00Z,47.00,54.00
2026-03-30T17:46:00Z,47.00,54.00
2026-03-30T17:47:00Z,47.00,54.00
2026-03-30T17:49:00Z,47.00,55.00
2026-03-30T17:51:00Z,47.00,55.00
2026-03-30T17:52:00Z,47.00,55.00
2026-03-30T17:53:00Z,47.00,55.00
2026-03-30T17:54:00Z,47.00,55.00
2026-03-30T17:59:00Z,47.00,55.00
2026-03-30T18:00:00Z,47.00,55.00
2026-03-30T18:01:00Z,47.00,55.00
2026-03-30T18:04:00Z,47.00,55.00
2026-03-30T18:08:00Z,47.00,55.00
2026-03-30T18:12:00Z,47.00,55.00
2026-03-30T18:13:00Z,47.00,55.00
2026-03-30T18:15:00Z,48.00,55.00
2026-03-30T18:16:00Z,47.00,55.00
2026-03-30T18:20:00Z,48.00,55.00
2026-03-30T18:21:00Z,48.00,55.00
2026-03-30T18:22:00Z,48.00,55.00
2026-03-30T18:24:00Z,48.00,55.00
2026-03-30T18:27:00Z,48.00,55.00
2026-03-30T18:28:00Z,48.00,55.00
2026-03-30T18:31:00Z,48.00,53.00
2026-03-30T18:33:00Z,48.00,53.00
2026-03-30T18:34:00Z,48.00,53.00
2026-03-30T18:35:00Z,48.00,53.00
2026-03-30T18:36:00Z,48.00,53.00
2026-03-30T18:38:00Z,48.00,53.00
2026-03-30T18:41:00Z,48.00,53.00
2026-03-30T18:42:00Z,48.00,54.00
2026-03-30T18:43:00Z,48.00,54.00
2026-03-30T18:44:00Z,48.00,54.00
2026-03-30T18:45:00Z,48.00,54.00
2026-03-30T18:47:00Z,48.00,54.00
2026-03-30T18:48:00Z,48.00,54.00
2026-03-30T18:49:00Z,48.00,54.00
2026-03-30T18:54:00Z,48.00,54.00
2026-03-30T18:56:00Z,48.00,54.00
2026-03-30T18:58:00Z,48.00,54.00
2026-03-30T19:01:00Z,48.00,54.00
2026-03-30T19:02:00Z,48.00,54.00
2026-03-30T19:06:00Z,48.00,54.00
2026-03-30T19:07:00Z,48.00,54.00
2026-03-30T19:08:00Z,48.00,54.00
2026-03-30T19:09:00Z,48.83,54.00
2026-03-30T19:10:00Z,48.81,54.00
2026-03-30T19:11:00Z,49.00,54.00
2026-03-30T19:12:00Z,49.00,54.00
2026-03-30T19:14:00Z,49.00,53.66
2026-03-30T19:16:00Z,49.00,54.00
2026-03-30T19:17:00Z,48.00,54.00
2026-03-30T19:18:00Z,49.00,54.00
2026-03-30T19:19:00Z,49.00,54.00
2026-03-30T19:21:00Z,49.00,54.00
2026-03-30T19:23:00Z,49.00,54.61
2026-03-30T19:24:00Z,48.00,54.61
2026-03-30T19:25:00Z,47.00,55.00
2026-03-30T19:26:00Z,47.00,55.80
2026-03-30T19:27:00Z,46.00,55.80
2026-03-30T19:28:00Z,47.00,55.94
2026-03-30T19:29:00Z,46.41,55.94
2026-03-30T19:30:00Z,46.41,56.00
2026-03-30T19:31:00Z,46.00,56.00
2026-03-30T19:32:00Z,46.00,56.59
2026-03-30T19:33:00Z,46.00,57.00
2026-03-30T19:34:00Z,46.00,57.00
2026-03-30T19:35:00Z,46.00,57.00
2026-03-30T19:36:00Z,46.00,57.00
2026-03-30T19:37:00Z,46.00,57.00
2026-03-30T19:38:00Z,46.00,57.00
2026-03-30T19:39:00Z,45.00,57.00
2026-03-30T19:40:00Z,45.00,57.00
2026-03-30T19:41:00Z,45.00,57.00
2026-03-30T19:43:00Z,45.00,57.00
2026-03-30T19:44:00Z,45.00,57.00
2026-03-30T19:45:00Z,45.00,57.00
2026-03-30T19:46:00Z,45.00,57.00
2026-03-30T19:47:00Z,45.00,58.00
2026-03-30T19:48:00Z,45.00,58.00
2026-03-30T19:49:00Z,45.00,57.00
2026-03-30T19:50:00Z,44.99,57.00
2026-03-30T19:51:00Z,45.00,57.00
2026-03-30T19:52:00Z,45.00,58.00
2026-03-30T19:53:00Z,45.00,58.00
2026-03-30T19:54:00Z,45.00,58.00
2026-03-30T19:55:00Z,45.00,58.00
2026-03-30T19:56:00Z,45.00,58.00
2026-03-30T19:57:00Z,45.05,57.00
2026-03-30T19:58:00Z,45.00,57.00
2026-03-30T19:59:00Z,45.00,56.00
2026-03-30T20:00:00Z,45.00,56.00
2026-03-30T20:01:00Z,45.00,56.00
2026-03-30T20:02:00Z,45.00,56.00
2026-03-30T20:03:00Z,45.00,56.52
2026-03-30T20:04:00Z,45.00,56.52
2026-03-30T20:05:00Z,45.00,57.00
2026-03-30T20:06:00Z,45.05,57.00
2026-03-30T20:07:00Z,46.00,56.00
2026-03-30T20:08:00Z,44.01,56.00
2026-03-30T20:09:00Z,45.61,56.00
2026-03-30T20:10:00Z,45.81,56.00
2026-03-30T20:11:00Z,46.00,56.00
2026-03-30T20:12:00Z,46.00,55.00
2026-03-30T20:13:00Z,46.00,55.91
2026-03-30T20:14:00Z,46.00,55.00
2026-03-30T20:15:00Z,45.94,56.00
2026-03-30T20:16:00Z,45.97,56.31
2026-03-30T20:17:00Z,46.00,56.00
2026-03-30T20:18:00Z,46.00,56.70
2026-03-30T20:19:00Z,46.00,56.00
2026-03-30T20:20:00Z,46.00,56.00
2026-03-30T20:21:00Z,46.00,55.00
2026-03-30T20:22:00Z,46.00,56.00
2026-03-30T20:23:00Z,46.00,56.12
2026-03-30T20:24:00Z,45.26,56.00
2026-03-30T20:25:00Z,46.00,56.01
2026-03-30T20:26:00Z,45.92,56.00
2026-03-30T20:27:00Z,46.00,56.00
2026-03-30T20:28:00Z,46.00,56.00
2026-03-30T20:29:00Z,45.94,56.00
2026-03-30T20:30:00Z,45.09,57.63
2026-03-30T20:31:00Z,42.00,59.99
2026-03-30T20:32:00Z,43.66,58.33
2026-03-30T20:33:00Z,45.87,55.72
2026-03-30T20:34:00Z,45.78,55.18
2026-03-30T20:35:00Z,44.74,57.30
2026-03-30T20:36:00Z,47.41,54.65
2026-03-30T20:37:00Z,42.34,57.46
2026-03-30T20:38:00Z,42.00,59.00
2026-03-30T20:39:00Z,42.00,59.59
2026-03-30T20:40:00Z,41.88,59.13
2026-03-30T20:41:00Z,34.79,67.47
2026-03-30T20:42:00Z,26.25,73.26
2026-03-30T20:43:00Z,22.39,76.06
2026-03-30T20:44:00Z,29.44,74.21
2026-03-30T20:45:00Z,28.83,74.07
2026-03-30T20:46:00Z,23.20,76.88
2026-03-30T20:47:00Z,22.98,77.07
2026-03-30T20:48:00Z,24.11,77.42
2026-03-30T20:49:00Z,23.71,77.89
2026-03-30T20:50:00Z,19.83,80.77
2026-03-30T20:51:00Z,17.81,83.24
2026-03-30T20:52:00Z,16.20,84.77
2026-03-30T20:53:00Z,16.89,84.98
2026-03-30T20:54:00Z,15.99,84.94
2026-03-30T20:55:00Z,16.00,85.28
2026-03-30T20:56:00Z,14.62,86.59
2026-03-30T20:57:00Z,9.02,89.35
2026-03-30T20:58:00Z,7.12,93.12
2026-03-30T20:59:00Z,7.03,93.49
2026-03-30T21:00:00Z,7.55,94.75
2026-03-30T21:01:00Z,5.68,94.72
2026-03-30T21:02:00Z,4.07,95.79
2026-03-30T21:03:00Z,2.99,96.46
2026-03-30T21:04:00Z,4.74,95.99
2026-03-30T21:05:00Z,4.26,95.99
2026-03-30T21:06:00Z,6.00,94.99
2026-03-30T21:07:00Z,6.00,94.78
2026-03-30T21:08:00Z,7.50,93.89
2026-03-30T21:09:00Z,6.66,94.87
2026-03-30T21:10:00Z,7.84,92.19
2026-03-30T21:11:00Z,7.91,92.93
2026-03-30T21:12:00Z,8.83,91.88
2026-03-30T21:13:00Z,4.23,95.67
2026-03-30T21:14:00Z,4.33,95.36
2026-03-30T21:15:00Z,6.34,94.54
2026-03-30T21:16:00Z,6.94,93.91
2026-03-30T21:17:00Z,6.84,94.04
2026-03-30T21:18:00Z,5.69,95.95
2026-03-30T21:19:00Z,5.27,94.51
2026-03-30T21:20:00Z,4.13,96.20
2026-03-30T21:21:00Z,3.34,96.46
2026-03-30T21:22:00Z,4.91,95.88
2026-03-30T21:23:00Z,5.00,95.79
2026-03-30T21:24:00Z,5.00,95.91
2026-03-30T21:25:00Z,4.93,95.81
2026-03-30T21:26:00Z,4.51,96.18
2026-03-30T21:27:00Z,4.17,97.78
2026-03-30T21:28:00Z,4.17,95.06
2026-03-30T21:29:00Z,2.90,97.47
2026-03-30T21:30:00Z,1.44,97.56
2026-03-30T21:31:00Z,1.80,98.07
2026-03-30T21:32:00Z,1.46,98.98
2026-03-30T21:33:00Z,1.00,99.00
2026-03-30T21:34:00Z,1.00,99.00
2026-03-30T21:35:00Z,1.00,99.00
2026-03-30T21:36:00Z,1.00,99.00
2026-03-30T21:37:00Z,1.00,99.00
