# event_ticker=KXATPMATCH-26MAR30PINZHA
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Zhizhen Zhang
# fav_player=Jack Pinnington Jones
# dog_player=Zhizhen Zhang
# kalshi_date=2026-03-30
timestamp,Jack Pinnington Jones,Zhizhen Zhang
2026-03-30T08:48:00Z,,54.00
2026-03-30T08:59:00Z,,55.00
2026-03-30T09:29:00Z,47.00,55.00
2026-03-30T09:36:00Z,47.00,54.00
2026-03-30T10:29:00Z,47.00,54.00
2026-03-30T10:38:00Z,47.00,55.00
2026-03-30T10:42:00Z,47.00,55.00
2026-03-30T10:44:00Z,47.00,55.00
2026-03-30T10:53:00Z,47.00,55.00
2026-03-30T11:02:00Z,47.00,55.00
2026-03-30T11:08:00Z,47.00,53.00
2026-03-30T11:09:00Z,47.00,53.00
2026-03-30T11:14:00Z,47.00,53.00
2026-03-30T11:29:00Z,47.00,53.00
2026-03-30T11:31:00Z,47.00,53.00
2026-03-30T12:05:00Z,48.00,53.00
2026-03-30T12:19:00Z,48.00,53.00
2026-03-30T12:28:00Z,48.00,53.00
2026-03-30T12:29:00Z,48.00,53.00
2026-03-30T12:37:00Z,48.00,53.00
2026-03-30T12:41:00Z,48.00,53.00
2026-03-30T12:47:00Z,48.00,53.00
2026-03-30T13:00:00Z,48.00,53.00
2026-03-30T13:05:00Z,48.00,53.00
2026-03-30T13:13:00Z,48.00,54.00
2026-03-30T13:22:00Z,48.00,54.00
2026-03-30T13:27:00Z,48.00,54.00
2026-03-30T13:33:00Z,48.00,54.00
2026-03-30T13:35:00Z,48.00,54.00
2026-03-30T13:41:00Z,48.00,54.00
2026-03-30T13:48:00Z,48.00,54.00
2026-03-30T13:57:00Z,48.00,54.00
2026-03-30T14:00:00Z,47.00,54.00
2026-03-30T14:01:00Z,47.00,54.00
2026-03-30T14:04:00Z,47.00,52.00
2026-03-30T14:05:00Z,47.00,54.00
2026-03-30T14:16:00Z,47.00,54.00
2026-03-30T14:24:00Z,47.00,54.00
2026-03-30T14:28:00Z,47.00,54.00
2026-03-30T14:32:00Z,48.00,54.00
2026-03-30T14:36:00Z,48.00,54.00
2026-03-30T14:37:00Z,47.00,54.00
2026-03-30T14:43:00Z,48.00,54.00
2026-03-30T14:44:00Z,48.00,54.00
2026-03-30T14:45:00Z,48.00,54.00
2026-03-30T14:49:00Z,48.00,54.00
2026-03-30T14:51:00Z,47.00,54.00
2026-03-30T14:52:00Z,47.00,54.00
2026-03-30T14:58:00Z,47.00,54.00
2026-03-30T15:02:00Z,47.00,54.00
2026-03-30T15:03:00Z,47.00,54.00
2026-03-30T15:06:00Z,47.00,53.00
2026-03-30T15:07:00Z,47.00,54.00
2026-03-30T15:08:00Z,47.00,54.00
2026-03-30T15:09:00Z,47.00,54.00
2026-03-30T15:14:00Z,47.00,54.00
2026-03-30T15:15:00Z,47.00,54.00
2026-03-30T15:16:00Z,47.00,54.00
2026-03-30T15:20:00Z,47.00,54.00
2026-03-30T15:21:00Z,47.00,54.00
2026-03-30T15:23:00Z,46.00,54.00
2026-03-30T15:28:00Z,46.00,54.00
2026-03-30T15:30:00Z,46.00,54.00
2026-03-30T15:32:00Z,47.00,54.00
2026-03-30T15:36:00Z,47.00,54.00
2026-03-30T15:38:00Z,47.00,54.00
2026-03-30T15:49:00Z,47.00,54.00
2026-03-30T15:50:00Z,47.00,54.00
2026-03-30T15:51:00Z,47.00,54.00
2026-03-30T15:56:00Z,47.24,54.00
2026-03-30T15:57:00Z,48.00,54.00
2026-03-30T16:00:00Z,48.00,54.00
2026-03-30T16:03:00Z,48.00,54.00
2026-03-30T16:04:00Z,47.00,54.00
2026-03-30T16:10:00Z,47.00,54.00
2026-03-30T16:12:00Z,48.00,54.00
2026-03-30T16:13:00Z,48.00,54.00
2026-03-30T16:16:00Z,48.00,54.00
2026-03-30T16:18:00Z,48.00,54.00
2026-03-30T16:21:00Z,48.00,54.00
2026-03-30T16:23:00Z,48.00,54.00
2026-03-30T16:24:00Z,48.00,54.00
2026-03-30T16:26:00Z,48.00,54.00
2026-03-30T16:29:00Z,48.00,54.00
2026-03-30T16:32:00Z,48.00,54.00
2026-03-30T16:33:00Z,48.00,52.00
2026-03-30T16:36:00Z,48.00,52.00
2026-03-30T16:39:00Z,48.00,52.00
2026-03-30T16:44:00Z,48.00,53.00
2026-03-30T16:48:00Z,48.00,54.00
2026-03-30T16:49:00Z,48.00,54.00
2026-03-30T16:50:00Z,48.00,54.00
2026-03-30T16:54:00Z,48.00,54.00
2026-03-30T16:55:00Z,48.00,54.00
2026-03-30T16:57:00Z,48.00,54.00
2026-03-30T17:01:00Z,48.00,54.41
2026-03-30T17:03:00Z,47.00,54.41
2026-03-30T17:04:00Z,47.00,54.41
2026-03-30T17:07:00Z,47.00,55.00
2026-03-30T17:11:00Z,47.00,55.00
2026-03-30T17:13:00Z,47.00,55.00
2026-03-30T17:15:00Z,47.00,55.00
2026-03-30T17:16:00Z,47.00,55.00
2026-03-30T17:22:00Z,46.38,55.00
2026-03-30T17:23:00Z,46.38,55.00
2026-03-30T17:24:00Z,47.00,55.00
2026-03-30T17:25:00Z,47.00,55.00
2026-03-30T17:28:00Z,47.00,55.00
2026-03-30T17:30:00Z,47.00,54.00
2026-03-30T17:32:00Z,47.00,54.00
2026-03-30T17:33:00Z,47.00,54.00
