# event_ticker=KXATPCHALLENGERMATCH-26APR13RODCOR
# final_score=6-1 4-6 6-3
# match_winner=Federico Coria
# fav_player=Federico Coria
# dog_player=Lorenzo Joaquin Rodriguez
# kalshi_date=2026-04-13
timestamp,Federico Coria,Lorenzo Joaquin Rodriguez
2026-04-13T21:43:00Z,58.00,43.00
2026-04-13T21:44:00Z,58.00,43.00
2026-04-13T21:49:00Z,58.00,43.00
2026-04-13T21:52:00Z,58.00,43.00
2026-04-13T21:55:00Z,58.00,43.00
2026-04-13T22:00:00Z,58.00,43.00
2026-04-13T22:02:00Z,58.00,43.92
2026-04-13T22:04:00Z,59.00,43.92
2026-04-13T22:09:00Z,59.00,43.92
2026-04-13T22:12:00Z,59.00,43.92
2026-04-13T22:13:00Z,59.00,41.00
2026-04-13T22:16:00Z,59.00,41.00
2026-04-13T22:20:00Z,59.00,41.00
2026-04-13T22:22:00Z,59.00,41.00
2026-04-13T22:27:00Z,59.00,43.00
2026-04-13T22:28:00Z,58.00,43.00
2026-04-13T22:30:00Z,59.00,43.00
2026-04-13T22:31:00Z,59.00,41.00
2026-04-13T22:32:00Z,59.00,42.00
2026-04-13T22:34:00Z,59.00,42.00
2026-04-13T22:37:00Z,59.00,42.00
2026-04-13T22:38:00Z,59.00,42.00
2026-04-13T22:39:00Z,59.00,42.00
2026-04-13T22:40:00Z,56.69,42.00
2026-04-13T22:42:00Z,59.00,42.00
2026-04-13T22:43:00Z,57.00,42.00
2026-04-13T22:44:00Z,57.00,41.00
2026-04-13T22:46:00Z,57.00,42.00
2026-04-13T22:47:00Z,57.00,42.00
2026-04-13T22:48:00Z,58.14,42.00
2026-04-13T22:49:00Z,56.58,43.00
2026-04-13T22:50:00Z,58.00,43.00
2026-04-13T22:51:00Z,56.00,43.23
2026-04-13T22:53:00Z,56.27,43.23
2026-04-13T22:55:00Z,56.01,43.23
2026-04-13T22:57:00Z,56.98,43.23
2026-04-13T22:59:00Z,56.20,43.23
2026-04-13T23:00:00Z,56.20,43.00
2026-04-13T23:01:00Z,58.00,43.00
2026-04-13T23:02:00Z,56.10,43.00
2026-04-13T23:06:00Z,58.00,43.64
2026-04-13T23:08:00Z,56.07,43.93
2026-04-13T23:09:00Z,56.00,43.93
2026-04-13T23:10:00Z,58.00,43.93
2026-04-13T23:13:00Z,58.00,43.93
2026-04-13T23:14:00Z,57.94,43.93
2026-04-13T23:15:00Z,57.94,44.00
2026-04-13T23:16:00Z,58.00,44.00
2026-04-13T23:17:00Z,57.72,44.00
2026-04-13T23:18:00Z,57.72,44.00
2026-04-13T23:20:00Z,57.72,44.00
2026-04-13T23:21:00Z,57.72,44.00
2026-04-13T23:22:00Z,57.72,44.00
2026-04-13T23:23:00Z,57.72,44.00
2026-04-13T23:24:00Z,57.72,44.00
2026-04-13T23:25:00Z,58.00,44.00
2026-04-13T23:26:00Z,58.00,44.00
2026-04-13T23:27:00Z,58.00,44.00
2026-04-13T23:28:00Z,58.00,44.00
2026-04-13T23:29:00Z,58.00,44.00
2026-04-13T23:30:00Z,59.12,44.00
2026-04-13T23:31:00Z,59.94,43.00
2026-04-13T23:32:00Z,59.75,43.00
2026-04-13T23:33:00Z,59.42,42.00
2026-04-13T23:34:00Z,59.94,42.00
2026-04-13T23:35:00Z,59.53,41.00
2026-04-13T23:36:00Z,59.92,42.00
2026-04-13T23:37:00Z,59.64,42.00
2026-04-13T23:38:00Z,60.00,42.00
2026-04-13T23:39:00Z,57.99,41.70
2026-04-13T23:40:00Z,58.14,42.38
2026-04-13T23:41:00Z,59.00,43.00
2026-04-13T23:42:00Z,60.66,41.31
2026-04-13T23:43:00Z,64.75,36.89
2026-04-13T23:44:00Z,68.66,31.88
2026-04-13T23:45:00Z,70.23,30.38
2026-04-13T23:46:00Z,72.04,30.38
2026-04-13T23:47:00Z,74.17,29.98
2026-04-13T23:48:00Z,77.96,25.00
2026-04-13T23:49:00Z,75.68,26.20
2026-04-13T23:50:00Z,72.02,29.96
2026-04-13T23:51:00Z,74.08,28.35
2026-04-13T23:52:00Z,75.81,24.95
2026-04-13T23:53:00Z,83.00,17.98
2026-04-13T23:54:00Z,82.66,17.57
2026-04-13T23:55:00Z,80.28,20.02
2026-04-13T23:56:00Z,78.02,23.99
2026-04-13T23:57:00Z,77.14,21.11
2026-04-13T23:58:00Z,81.62,20.38
2026-04-13T23:59:00Z,84.07,15.99
2026-04-14T00:00:00Z,85.00,17.06
2026-04-14T00:01:00Z,81.01,18.97
2026-04-14T00:02:00Z,82.00,19.00
2026-04-14T00:03:00Z,82.70,19.00
2026-04-14T00:04:00Z,83.12,17.00
2026-04-14T00:05:00Z,84.56,16.42
2026-04-14T00:06:00Z,84.81,15.23
2026-04-14T00:07:00Z,85.00,15.00
2026-04-14T00:08:00Z,87.16,15.57
2026-04-14T00:09:00Z,87.69,14.23
2026-04-14T00:10:00Z,87.84,14.94
2026-04-14T00:11:00Z,87.71,13.67
2026-04-14T00:12:00Z,87.48,13.00
2026-04-14T00:13:00Z,88.55,13.78
2026-04-14T00:14:00Z,87.28,14.30
2026-04-14T00:15:00Z,87.04,13.50
2026-04-14T00:16:00Z,87.18,14.96
2026-04-14T00:17:00Z,86.75,15.53
2026-04-14T00:18:00Z,84.97,17.88
2026-04-14T00:19:00Z,81.17,22.71
2026-04-14T00:20:00Z,78.64,24.43
2026-04-14T00:21:00Z,75.06,26.81
2026-04-14T00:22:00Z,74.32,28.21
2026-04-14T00:23:00Z,81.26,21.78
2026-04-14T00:24:00Z,81.00,25.53
2026-04-14T00:25:00Z,78.94,21.01
2026-04-14T00:26:00Z,77.10,24.32
2026-04-14T00:27:00Z,77.23,23.29
2026-04-14T00:28:00Z,75.71,24.23
2026-04-14T00:29:00Z,80.17,21.41
2026-04-14T00:30:00Z,84.56,15.66
2026-04-14T00:31:00Z,87.50,13.83
2026-04-14T00:32:00Z,90.44,10.02
2026-04-14T00:33:00Z,88.94,10.97
2026-04-14T00:34:00Z,90.03,9.76
2026-04-14T00:35:00Z,91.21,9.13
2026-04-14T00:36:00Z,92.60,9.35
2026-04-14T00:37:00Z,91.59,9.17
2026-04-14T00:38:00Z,86.27,13.11
2026-04-14T00:39:00Z,87.95,14.10
2026-04-14T00:40:00Z,87.00,13.97
2026-04-14T00:41:00Z,82.42,19.97
2026-04-14T00:42:00Z,81.36,20.35
2026-04-14T00:43:00Z,85.83,12.79
2026-04-14T00:44:00Z,89.99,12.00
2026-04-14T00:45:00Z,91.12,8.90
2026-04-14T00:46:00Z,91.31,10.07
2026-04-14T00:47:00Z,91.07,10.64
2026-04-14T00:48:00Z,87.20,12.56
2026-04-14T00:49:00Z,86.48,15.98
2026-04-14T00:50:00Z,89.21,11.41
2026-04-14T00:51:00Z,91.03,11.41
2026-04-14T00:52:00Z,81.95,18.38
2026-04-14T00:53:00Z,81.62,19.18
2026-04-14T00:54:00Z,76.73,25.95
2026-04-14T00:55:00Z,73.14,27.96
2026-04-14T00:56:00Z,71.40,31.05
2026-04-14T00:57:00Z,64.12,36.58
2026-04-14T00:58:00Z,61.33,39.70
2026-04-14T00:59:00Z,61.45,37.61
2026-04-14T01:00:00Z,63.55,38.83
2026-04-14T01:01:00Z,66.00,34.77
2026-04-14T01:02:00Z,70.52,35.03
2026-04-14T01:03:00Z,67.83,34.48
2026-04-14T01:04:00Z,60.41,37.71
2026-04-14T01:05:00Z,59.25,40.93
2026-04-14T01:06:00Z,61.23,39.83
2026-04-14T01:07:00Z,61.71,40.97
2026-04-14T01:08:00Z,65.42,37.32
2026-04-14T01:09:00Z,64.29,39.59
2026-04-14T01:10:00Z,68.23,33.19
2026-04-14T01:11:00Z,67.48,37.17
2026-04-14T01:12:00Z,63.66,38.29
2026-04-14T01:13:00Z,61.94,39.79
2026-04-14T01:14:00Z,68.39,31.22
2026-04-14T01:15:00Z,76.48,24.36
2026-04-14T01:16:00Z,71.50,31.83
2026-04-14T01:17:00Z,68.88,32.65
2026-04-14T01:18:00Z,79.14,23.47
2026-04-14T01:19:00Z,85.09,16.83
2026-04-14T01:20:00Z,77.24,23.75
2026-04-14T01:21:00Z,69.72,30.53
2026-04-14T01:22:00Z,67.58,33.34
2026-04-14T01:23:00Z,65.89,34.57
2026-04-14T01:24:00Z,65.96,34.97
2026-04-14T01:25:00Z,64.91,34.95
2026-04-14T01:26:00Z,75.02,26.74
2026-04-14T01:27:00Z,84.73,15.42
2026-04-14T01:28:00Z,87.31,13.66
2026-04-14T01:29:00Z,89.54,12.84
2026-04-14T01:30:00Z,92.73,7.12
2026-04-14T01:31:00Z,93.62,7.40
2026-04-14T01:32:00Z,93.11,8.17
2026-04-14T01:33:00Z,92.44,10.78
2026-04-14T01:34:00Z,91.87,10.49
2026-04-14T01:35:00Z,90.08,11.72
2026-04-14T01:36:00Z,80.89,18.98
2026-04-14T01:37:00Z,82.18,18.34
2026-04-14T01:38:00Z,88.07,13.03
2026-04-14T01:39:00Z,91.89,9.24
2026-04-14T01:40:00Z,87.14,15.36
2026-04-14T01:41:00Z,86.69,12.28
2026-04-14T01:42:00Z,82.29,17.14
2026-04-14T01:43:00Z,90.26,10.67
2026-04-14T01:44:00Z,94.95,5.08
2026-04-14T01:45:00Z,94.98,5.85
2026-04-14T01:46:00Z,94.30,6.41
2026-04-14T01:47:00Z,96.40,4.68
2026-04-14T01:48:00Z,96.49,3.19
2026-04-14T01:49:00Z,93.06,6.90
2026-04-14T01:50:00Z,94.53,5.25
2026-04-14T01:51:00Z,98.75,1.20
2026-04-14T01:52:00Z,97.95,1.60
2026-04-14T01:53:00Z,94.06,7.88
2026-04-14T01:54:00Z,86.40,13.25
2026-04-14T01:55:00Z,91.46,11.52
2026-04-14T01:56:00Z,88.97,10.56
2026-04-14T01:57:00Z,95.17,6.10
2026-04-14T01:58:00Z,99.00,1.00
2026-04-14T01:59:00Z,99.00,1.00
2026-04-14T02:00:00Z,99.00,1.00
2026-04-14T02:01:00Z,99.00,1.00
2026-04-14T02:02:00Z,99.00,1.00
2026-04-14T02:03:00Z,99.00,1.00
