# event_ticker=KXATPCHALLENGERMATCH-26JUN06FERYUN
# final_score=6-2 3-6 6-3
# score_resolution=2-6 6-3 3-6
# match_winner=Yunchaokete Bu
# fav_player=Arthur Fery
# dog_player=Yunchaokete Bu
# kalshi_date=2026-06-06
timestamp,Arthur Fery,Yunchaokete Bu
2026-06-06T21:31:00Z,,79.67
2026-06-06T21:32:00Z,19.00,81.00
2026-06-06T21:33:00Z,20.00,81.00
2026-06-06T21:34:00Z,18.34,81.00
2026-06-06T21:35:00Z,20.00,81.00
2026-06-06T21:36:00Z,20.00,79.17
2026-06-06T21:37:00Z,20.00,79.00
2026-06-06T21:38:00Z,20.00,79.16
2026-06-06T21:39:00Z,20.00,80.21
2026-06-06T21:40:00Z,18.00,79.27
2026-06-06T21:41:00Z,20.00,81.00
2026-06-06T21:42:00Z,19.41,81.00
2026-06-06T21:43:00Z,20.00,81.00
2026-06-06T21:44:00Z,20.00,80.00
2026-06-06T21:45:00Z,20.00,80.99
2026-06-06T21:46:00Z,20.00,80.29
2026-06-06T21:47:00Z,18.93,81.00
2026-06-06T21:48:00Z,18.00,81.09
2026-06-06T21:49:00Z,20.00,82.00
2026-06-06T21:50:00Z,20.00,80.02
2026-06-06T21:51:00Z,19.58,80.00
2026-06-06T21:52:00Z,18.00,80.62
2026-06-06T21:53:00Z,19.00,82.00
2026-06-06T21:54:00Z,18.00,82.00
2026-06-06T21:55:00Z,18.00,82.00
2026-06-06T21:56:00Z,18.00,81.55
2026-06-06T21:57:00Z,19.00,81.81
2026-06-06T21:58:00Z,19.00,81.01
2026-06-06T21:59:00Z,18.00,81.92
2026-06-06T22:00:00Z,19.88,81.91
2026-06-06T22:01:00Z,18.05,81.99
2026-06-06T22:02:00Z,18.15,81.92
2026-06-06T22:03:00Z,18.00,81.03
2026-06-06T22:04:00Z,19.00,81.16
2026-06-06T22:05:00Z,18.04,81.65
2026-06-06T22:06:00Z,18.00,82.00
2026-06-06T22:07:00Z,18.00,81.07
2026-06-06T22:08:00Z,18.36,81.09
2026-06-06T22:09:00Z,18.36,81.00
2026-06-06T22:10:00Z,19.00,81.35
2026-06-06T22:11:00Z,18.69,80.66
2026-06-06T22:12:00Z,19.00,82.00
2026-06-06T22:13:00Z,18.04,82.00
2026-06-06T22:14:00Z,18.91,82.00
2026-06-06T22:15:00Z,18.88,81.62
2026-06-06T22:16:00Z,19.00,81.62
2026-06-06T22:17:00Z,18.84,81.00
2026-06-06T22:18:00Z,19.00,80.80
2026-06-06T22:19:00Z,18.00,80.80
2026-06-06T22:20:00Z,18.83,80.30
2026-06-06T22:21:00Z,19.00,81.00
2026-06-06T22:22:00Z,19.00,80.04
2026-06-06T22:23:00Z,18.00,81.00
2026-06-06T22:24:00Z,19.00,80.33
2026-06-06T22:25:00Z,19.00,80.96
2026-06-06T22:26:00Z,19.00,80.00
2026-06-06T22:27:00Z,19.00,81.97
2026-06-06T22:28:00Z,18.95,81.47
2026-06-06T22:29:00Z,18.98,81.74
2026-06-06T22:30:00Z,18.59,81.74
2026-06-06T22:31:00Z,18.33,80.31
2026-06-06T22:32:00Z,18.67,79.48
2026-06-06T22:33:00Z,18.67,80.02
2026-06-06T22:34:00Z,18.57,80.45
2026-06-06T22:35:00Z,18.24,81.88
2026-06-06T22:36:00Z,18.00,79.09
2026-06-06T22:37:00Z,19.02,80.02
2026-06-06T22:38:00Z,19.07,80.58
2026-06-06T22:39:00Z,19.00,80.33
2026-06-06T22:40:00Z,19.13,80.04
2026-06-06T22:41:00Z,19.00,80.04
2026-06-06T22:42:00Z,20.00,80.87
2026-06-06T22:43:00Z,19.06,80.47
2026-06-06T22:44:00Z,19.06,81.00
2026-06-06T22:45:00Z,19.06,80.91
2026-06-06T22:46:00Z,20.00,81.00
2026-06-06T22:47:00Z,19.86,80.16
2026-06-06T22:48:00Z,20.00,80.07
2026-06-06T22:49:00Z,19.00,81.00
2026-06-06T22:50:00Z,20.00,81.00
2026-06-06T22:51:00Z,20.00,80.28
2026-06-06T22:52:00Z,20.00,81.00
2026-06-06T22:53:00Z,20.00,80.44
2026-06-06T22:54:00Z,19.03,80.02
2026-06-06T22:55:00Z,19.00,80.46
2026-06-06T22:56:00Z,19.40,80.96
2026-06-06T22:57:00Z,19.40,79.32
2026-06-06T22:58:00Z,19.40,80.78
2026-06-06T22:59:00Z,20.00,81.00
2026-06-06T23:00:00Z,20.00,81.00
2026-06-06T23:01:00Z,19.30,80.02
2026-06-06T23:02:00Z,19.77,80.56
2026-06-06T23:03:00Z,20.00,80.43
2026-06-06T23:04:00Z,20.00,80.90
2026-06-06T23:05:00Z,20.00,80.71
2026-06-06T23:06:00Z,19.50,80.15
2026-06-06T23:07:00Z,20.00,80.87
2026-06-06T23:08:00Z,20.50,81.00
2026-06-06T23:09:00Z,20.56,79.00
2026-06-06T23:10:00Z,21.00,79.03
2026-06-06T23:11:00Z,20.91,79.96
2026-06-06T23:12:00Z,20.63,79.31
2026-06-06T23:13:00Z,20.74,79.55
2026-06-06T23:14:00Z,21.00,79.45
2026-06-06T23:15:00Z,21.00,80.00
2026-06-06T23:16:00Z,20.05,80.00
2026-06-06T23:17:00Z,21.00,79.21
2026-06-06T23:18:00Z,20.63,79.53
2026-06-06T23:19:00Z,20.45,79.67
2026-06-06T23:20:00Z,21.00,79.93
2026-06-06T23:21:00Z,21.00,79.24
2026-06-06T23:22:00Z,21.00,80.00
2026-06-06T23:23:00Z,21.00,79.55
2026-06-06T23:24:00Z,20.17,79.86
2026-06-06T23:25:00Z,20.66,79.92
2026-06-06T23:26:00Z,20.34,79.51
2026-06-06T23:27:00Z,20.31,79.51
2026-06-06T23:28:00Z,21.00,79.73
2026-06-06T23:29:00Z,20.00,79.02
2026-06-06T23:30:00Z,21.00,80.00
2026-06-06T23:31:00Z,21.00,80.00
2026-06-06T23:32:00Z,21.00,79.00
2026-06-06T23:33:00Z,19.94,79.26
2026-06-06T23:34:00Z,20.00,79.45
2026-06-06T23:35:00Z,21.00,80.00
2026-06-06T23:36:00Z,20.00,79.90
2026-06-06T23:37:00Z,20.50,79.44
2026-06-06T23:38:00Z,21.00,79.96
2026-06-06T23:39:00Z,19.00,79.00
2026-06-06T23:40:00Z,19.00,80.88
2026-06-06T23:41:00Z,19.25,80.14
2026-06-06T23:42:00Z,20.00,80.48
2026-06-06T23:43:00Z,20.00,81.00
2026-06-06T23:44:00Z,19.00,80.02
2026-06-06T23:45:00Z,20.00,80.77
2026-06-06T23:46:00Z,20.00,80.00
2026-06-06T23:47:00Z,20.00,80.56
2026-06-06T23:48:00Z,20.00,80.87
2026-06-06T23:49:00Z,19.78,81.00
2026-06-06T23:50:00Z,20.00,80.00
2026-06-06T23:51:00Z,20.00,80.96
2026-06-06T23:52:00Z,19.65,80.43
2026-06-06T23:53:00Z,19.89,81.00
2026-06-06T23:54:00Z,19.90,80.79
2026-06-06T23:55:00Z,19.00,80.00
2026-06-06T23:56:00Z,19.00,80.40
2026-06-06T23:57:00Z,19.73,80.79
2026-06-06T23:58:00Z,19.49,80.91
2026-06-06T23:59:00Z,19.91,80.33
2026-06-07T00:00:00Z,19.91,81.00
2026-06-07T00:01:00Z,19.00,80.36
2026-06-07T00:02:00Z,20.00,80.00
2026-06-07T00:03:00Z,19.00,80.00
2026-06-07T00:04:00Z,20.00,80.98
2026-06-07T00:05:00Z,19.91,80.11
2026-06-07T00:06:00Z,19.91,81.00
2026-06-07T00:07:00Z,20.00,81.00
2026-06-07T00:08:00Z,19.00,81.00
2026-06-07T00:09:00Z,19.10,80.08
2026-06-07T00:10:00Z,19.00,80.01
2026-06-07T00:11:00Z,19.00,80.15
2026-06-07T00:12:00Z,19.00,80.34
2026-06-07T00:13:00Z,20.00,80.99
2026-06-07T00:14:00Z,19.00,81.00
2026-06-07T00:15:00Z,20.00,81.00
2026-06-07T00:16:00Z,19.81,80.48
2026-06-07T00:17:00Z,19.00,80.02
2026-06-07T00:18:00Z,19.78,80.34
2026-06-07T00:19:00Z,19.65,80.33
2026-06-07T00:20:00Z,19.27,80.99
2026-06-07T00:21:00Z,19.88,79.50
2026-06-07T00:22:00Z,19.00,80.99
2026-06-07T00:23:00Z,19.00,80.10
2026-06-07T00:24:00Z,19.11,80.96
2026-06-07T00:25:00Z,20.00,80.26
