# event_ticker=KXATPMATCH-25OCT13BOROFN
# final_score=6-3 6-4
# match_winner=Leo Borg
# fav_player=Leo Borg
# dog_player=Sebastian Ofner
# kalshi_date=2025-10-13
timestamp,Leo Borg,Sebastian Ofner
2025-10-13T06:59:00Z,22.00,
2025-10-13T07:14:00Z,22.00,
2025-10-13T08:15:00Z,22.00,
2025-10-13T08:27:00Z,22.00,
2025-10-13T08:40:00Z,22.00,
2025-10-13T08:46:00Z,22.00,80.00
2025-10-13T09:00:00Z,22.00,80.00
2025-10-13T09:01:00Z,22.00,80.00
2025-10-13T09:17:00Z,22.00,80.00
2025-10-13T09:21:00Z,26.81,80.00
2025-10-13T09:25:00Z,27.00,65.00
2025-10-13T09:52:00Z,27.00,65.00
2025-10-13T10:39:00Z,27.00,80.00
2025-10-13T10:43:00Z,27.00,80.00
2025-10-13T10:50:00Z,27.00,80.00
2025-10-13T10:59:00Z,22.00,80.00
2025-10-13T11:03:00Z,22.00,80.00
2025-10-13T11:05:00Z,22.00,80.00
2025-10-13T11:09:00Z,22.00,80.00
2025-10-13T11:10:00Z,22.00,80.77
2025-10-13T11:35:00Z,22.00,80.77
2025-10-13T11:37:00Z,22.00,80.77
2025-10-13T11:39:00Z,22.00,80.77
2025-10-13T12:14:00Z,27.00,80.77
2025-10-13T12:17:00Z,27.00,81.00
2025-10-13T12:20:00Z,27.00,81.00
2025-10-13T12:22:00Z,27.00,81.00
2025-10-13T12:25:00Z,22.00,81.00
2025-10-13T12:26:00Z,22.00,81.00
2025-10-13T12:33:00Z,22.00,81.00
2025-10-13T12:40:00Z,22.00,81.00
2025-10-13T12:43:00Z,22.00,81.00
2025-10-13T12:44:00Z,22.00,81.00
2025-10-13T12:45:00Z,22.00,81.00
2025-10-13T12:46:00Z,22.47,80.00
2025-10-13T12:48:00Z,22.00,80.00
2025-10-13T12:50:00Z,22.00,80.00
2025-10-13T12:52:00Z,22.00,80.00
2025-10-13T12:57:00Z,22.00,81.00
2025-10-13T12:59:00Z,22.00,81.00
2025-10-13T13:02:00Z,22.00,81.00
2025-10-13T13:03:00Z,22.00,81.00
2025-10-13T13:11:00Z,22.00,81.00
2025-10-13T13:16:00Z,22.00,81.00
2025-10-13T13:17:00Z,22.00,81.00
2025-10-13T13:18:00Z,22.00,81.00
2025-10-13T13:26:00Z,21.00,81.00
2025-10-13T13:27:00Z,21.00,81.00
2025-10-13T13:31:00Z,21.00,81.00
2025-10-13T13:32:00Z,21.00,81.00
2025-10-13T13:35:00Z,21.00,81.00
2025-10-13T13:36:00Z,21.00,81.00
2025-10-13T13:43:00Z,21.00,81.00
