# event_ticker=KXATPMATCH-25SEP21MOUETC
# final_score=3-6 3-0 RET
# match_winner=Corentin Moutet
# fav_player=Tomas Martin Etcheverry
# dog_player=Corentin Moutet
# kalshi_date=2025-09-21
timestamp,Tomas Martin Etcheverry,Corentin Moutet
2025-09-21T02:35:00Z,,46.00
2025-09-21T02:40:00Z,55.00,46.00
2025-09-21T02:42:00Z,55.00,45.00
2025-09-21T02:49:00Z,55.00,46.00
2025-09-21T02:50:00Z,55.00,46.00
2025-09-21T02:57:00Z,56.00,46.00
2025-09-21T02:59:00Z,56.00,46.00
2025-09-21T03:02:00Z,56.00,46.00
2025-09-21T03:08:00Z,56.00,45.00
2025-09-21T03:09:00Z,55.00,46.00
2025-09-21T03:10:00Z,55.00,46.00
2025-09-21T03:12:00Z,55.00,46.00
2025-09-21T03:13:00Z,55.98,46.00
2025-09-21T03:15:00Z,55.67,46.00
2025-09-21T03:20:00Z,56.00,46.00
2025-09-21T03:21:00Z,56.00,46.00
2025-09-21T03:22:00Z,55.00,46.00
2025-09-21T03:28:00Z,55.00,46.00
2025-09-21T03:29:00Z,55.00,46.00
2025-09-21T03:33:00Z,56.00,46.00
2025-09-21T03:38:00Z,56.00,46.00
2025-09-21T03:40:00Z,56.00,46.00
2025-09-21T03:43:00Z,55.00,46.00
2025-09-21T03:46:00Z,55.00,46.00
2025-09-21T03:50:00Z,56.00,46.00
2025-09-21T03:54:00Z,56.00,46.00
2025-09-21T03:56:00Z,56.00,46.00
2025-09-21T03:58:00Z,56.00,46.00
2025-09-21T04:04:00Z,55.00,46.00
2025-09-21T04:07:00Z,55.00,46.00
2025-09-21T04:08:00Z,55.65,46.00
2025-09-21T04:13:00Z,56.00,46.00
2025-09-21T04:14:00Z,56.00,46.00
2025-09-21T04:15:00Z,56.00,46.00
2025-09-21T04:16:00Z,56.00,46.00
2025-09-21T04:17:00Z,56.00,46.00
2025-09-21T04:19:00Z,56.00,46.00
2025-09-21T04:23:00Z,56.00,46.00
2025-09-21T04:25:00Z,56.00,46.00
2025-09-21T04:30:00Z,56.00,46.00
2025-09-21T04:38:00Z,56.00,46.00
2025-09-21T04:40:00Z,56.00,46.00
2025-09-21T04:42:00Z,56.00,46.00
2025-09-21T04:45:00Z,56.00,44.00
2025-09-21T04:46:00Z,56.00,44.00
2025-09-21T04:51:00Z,56.00,44.00
2025-09-21T04:53:00Z,56.00,44.00
2025-09-21T04:56:00Z,56.00,44.00
2025-09-21T04:58:00Z,56.00,44.00
2025-09-21T05:05:00Z,56.00,45.00
2025-09-21T05:06:00Z,56.00,45.00
2025-09-21T05:07:00Z,56.00,45.00
2025-09-21T05:08:00Z,56.00,45.00
2025-09-21T05:09:00Z,56.00,45.00
2025-09-21T05:10:00Z,56.00,45.00
2025-09-21T05:11:00Z,56.00,45.00
2025-09-21T05:12:00Z,56.00,45.00
2025-09-21T05:15:00Z,56.00,45.00
2025-09-21T05:17:00Z,56.00,45.00
2025-09-21T05:19:00Z,63.77,45.00
2025-09-21T05:20:00Z,57.67,43.00
2025-09-21T05:21:00Z,57.67,42.00
2025-09-21T05:22:00Z,58.00,43.00
2025-09-21T05:24:00Z,58.00,43.00
2025-09-21T05:28:00Z,58.00,43.00
2025-09-21T05:29:00Z,57.00,44.00
2025-09-21T05:31:00Z,57.00,44.00
2025-09-21T05:32:00Z,57.00,44.00
2025-09-21T05:33:00Z,57.00,44.00
2025-09-21T05:34:00Z,56.00,44.00
2025-09-21T05:35:00Z,57.00,44.00
2025-09-21T05:36:00Z,57.00,44.00
2025-09-21T05:37:00Z,57.00,40.00
2025-09-21T05:39:00Z,57.00,38.00
2025-09-21T05:40:00Z,57.00,38.00
2025-09-21T05:41:00Z,64.00,38.00
2025-09-21T05:42:00Z,63.07,38.00
2025-09-21T05:43:00Z,63.17,39.87
2025-09-21T05:44:00Z,60.18,42.00
2025-09-21T05:45:00Z,58.19,42.85
2025-09-21T05:46:00Z,60.00,41.00
2025-09-21T05:47:00Z,61.00,41.00
2025-09-21T05:48:00Z,58.38,42.72
2025-09-21T05:49:00Z,61.24,42.12
2025-09-21T05:50:00Z,63.56,36.74
2025-09-21T05:52:00Z,58.00,44.00
2025-09-21T05:53:00Z,60.39,44.00
2025-09-21T05:54:00Z,60.39,42.97
2025-09-21T05:55:00Z,59.25,40.09
2025-09-21T05:56:00Z,58.67,39.83
2025-09-21T05:57:00Z,58.67,39.00
2025-09-21T05:58:00Z,62.67,39.00
2025-09-21T05:59:00Z,61.00,41.20
2025-09-21T06:00:00Z,61.00,42.00
2025-09-21T06:01:00Z,59.00,44.00
2025-09-21T06:02:00Z,57.09,44.00
2025-09-21T06:03:00Z,57.09,42.00
2025-09-21T06:04:00Z,60.00,40.00
2025-09-21T06:06:00Z,60.00,40.00
2025-09-21T06:07:00Z,63.00,37.00
2025-09-21T06:08:00Z,69.00,31.32
2025-09-21T06:09:00Z,72.07,27.32
2025-09-21T06:10:00Z,82.72,25.14
2025-09-21T06:11:00Z,79.29,21.91
2025-09-21T06:12:00Z,74.10,25.00
2025-09-21T06:13:00Z,73.00,35.00
2025-09-21T06:14:00Z,69.14,31.57
2025-09-21T06:15:00Z,76.74,22.00
2025-09-21T06:16:00Z,80.00,20.50
2025-09-21T06:17:00Z,80.00,20.50
2025-09-21T06:18:00Z,77.40,21.68
2025-09-21T06:19:00Z,79.00,21.68
2025-09-21T06:20:00Z,79.00,22.74
2025-09-21T06:21:00Z,79.00,21.91
2025-09-21T06:22:00Z,80.96,22.00
2025-09-21T06:23:00Z,81.00,20.00
2025-09-21T06:24:00Z,81.00,20.00
2025-09-21T06:27:00Z,81.00,20.00
2025-09-21T06:28:00Z,81.00,21.00
2025-09-21T06:29:00Z,81.00,22.00
2025-09-21T06:30:00Z,78.84,22.00
2025-09-21T06:32:00Z,72.36,28.29
2025-09-21T06:33:00Z,72.36,33.80
2025-09-21T06:34:00Z,66.36,36.55
2025-09-21T06:35:00Z,66.36,34.88
2025-09-21T06:36:00Z,69.61,35.48
2025-09-21T06:37:00Z,59.73,40.32
2025-09-21T06:38:00Z,60.04,39.00
2025-09-21T06:39:00Z,61.24,41.43
2025-09-21T06:40:00Z,50.00,46.88
2025-09-21T06:42:00Z,50.00,67.67
2025-09-21T06:43:00Z,49.00,67.67
2025-09-21T06:44:00Z,49.00,72.97
2025-09-21T06:45:00Z,49.00,76.00
2025-09-21T06:46:00Z,47.00,76.00
2025-09-21T06:47:00Z,47.00,76.00
2025-09-21T06:48:00Z,38.65,51.73
2025-09-21T06:49:00Z,30.08,60.00
2025-09-21T06:50:00Z,26.27,80.22
2025-09-21T06:51:00Z,2.39,93.41
2025-09-21T06:52:00Z,2.39,99.00
2025-09-21T06:53:00Z,2.39,99.00
2025-09-21T06:54:00Z,2.39,99.00
2025-09-21T06:55:00Z,2.39,99.00
2025-09-21T06:56:00Z,2.39,99.00
2025-09-21T06:57:00Z,2.39,99.00
2025-09-21T06:58:00Z,2.39,99.00
2025-09-21T07:00:00Z,2.39,99.00
2025-09-21T07:01:00Z,1.00,99.00
2025-09-21T07:03:00Z,1.00,99.00
2025-09-21T07:06:00Z,1.00,99.00
2025-09-21T07:08:00Z,1.00,99.00
2025-09-21T07:11:00Z,1.00,99.00
2025-09-21T07:18:00Z,1.00,99.00
2025-09-21T07:19:00Z,1.00,99.00
2025-09-21T07:20:00Z,1.00,99.00
2025-09-21T07:33:00Z,1.00,99.00
2025-09-21T07:40:00Z,1.00,99.00
2025-09-21T07:45:00Z,1.00,99.00
2025-09-21T08:13:00Z,1.00,99.00
2025-09-21T08:25:00Z,1.00,99.00
2025-09-21T08:29:00Z,1.00,99.00
2025-09-21T09:03:00Z,1.00,99.00
2025-09-21T09:27:00Z,1.00,99.00
2025-09-21T10:49:00Z,1.00,99.00
2025-09-21T11:02:00Z,1.00,99.00
2025-09-21T11:12:00Z,1.00,99.00
2025-09-21T11:31:00Z,1.00,99.00
2025-09-21T12:10:00Z,1.00,99.00
2025-09-21T12:42:00Z,1.00,99.00
2025-09-21T12:49:00Z,1.00,99.00
2025-09-21T13:22:00Z,1.00,99.00
2025-09-21T13:49:00Z,1.00,99.00
2025-09-21T13:56:00Z,1.00,99.00
2025-09-21T13:57:00Z,1.00,99.00
2025-09-21T14:06:00Z,1.00,99.00
2025-09-21T14:45:00Z,1.00,99.00
2025-09-21T14:58:00Z,1.00,99.00
2025-09-21T15:15:00Z,1.00,99.00
2025-09-21T15:25:00Z,1.00,99.00
2025-09-21T15:26:00Z,1.00,99.00
2025-09-21T15:28:00Z,1.00,99.00
