# event_ticker=KXATPMATCH-26JAN04DUCMIC
# final_score=6-7(4) 7-6(2) 6-3
# score_resolution=6-7 7-6 6-3
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=James Duckworth
# kalshi_date=2026-01-04
timestamp,Alex Michelsen,James Duckworth
2026-01-04T18:55:00Z,,49.00
2026-01-04T18:59:00Z,54.00,49.00
2026-01-04T19:43:00Z,54.00,48.00
2026-01-04T19:48:00Z,54.00,48.00
2026-01-04T20:33:00Z,54.00,48.00
2026-01-04T21:01:00Z,54.00,48.00
2026-01-04T21:21:00Z,54.00,48.00
2026-01-04T21:24:00Z,54.00,48.00
2026-01-04T21:27:00Z,54.00,47.00
2026-01-04T21:48:00Z,54.00,48.00
2026-01-04T22:34:00Z,55.00,48.00
2026-01-04T22:37:00Z,55.00,47.00
2026-01-05T00:16:00Z,57.00,47.00
2026-01-05T00:54:00Z,57.00,47.00
2026-01-05T01:10:00Z,58.00,47.00
2026-01-05T01:17:00Z,57.00,47.00
2026-01-05T01:21:00Z,57.00,47.00
2026-01-05T01:22:00Z,57.16,47.00
2026-01-05T01:24:00Z,57.16,47.00
2026-01-05T01:50:00Z,57.00,46.00
2026-01-05T02:03:00Z,57.00,46.00
2026-01-05T02:05:00Z,57.00,47.00
2026-01-05T02:10:00Z,57.00,47.00
2026-01-05T02:15:00Z,57.00,46.00
2026-01-05T02:25:00Z,57.00,45.00
2026-01-05T02:35:00Z,55.00,45.00
2026-01-05T02:39:00Z,55.00,46.00
2026-01-05T02:40:00Z,55.00,45.01
2026-01-05T02:44:00Z,56.29,45.00
2026-01-05T02:45:00Z,56.29,45.12
2026-01-05T02:46:00Z,57.00,45.12
2026-01-05T02:48:00Z,62.00,45.12
2026-01-05T02:50:00Z,61.00,44.05
2026-01-05T02:51:00Z,60.00,44.05
2026-01-05T02:52:00Z,59.00,43.00
2026-01-05T02:55:00Z,59.00,46.88
2026-01-05T02:56:00Z,59.00,49.00
2026-01-05T02:57:00Z,45.02,55.00
2026-01-05T02:58:00Z,49.00,50.00
2026-01-05T02:59:00Z,47.33,56.06
2026-01-05T03:00:00Z,52.00,50.00
2026-01-05T03:01:00Z,48.00,57.00
2026-01-05T03:02:00Z,54.89,49.00
2026-01-05T03:04:00Z,56.00,49.00
2026-01-05T03:06:00Z,56.00,50.00
2026-01-05T03:07:00Z,53.00,50.00
2026-01-05T03:09:00Z,55.00,44.99
2026-01-05T03:10:00Z,58.00,44.99
2026-01-05T03:11:00Z,58.00,44.99
2026-01-05T03:13:00Z,57.00,46.00
2026-01-05T03:14:00Z,54.00,46.00
2026-01-05T03:15:00Z,54.00,47.00
2026-01-05T03:16:00Z,54.00,45.57
2026-01-05T03:18:00Z,58.00,45.57
2026-01-05T03:19:00Z,54.00,46.00
2026-01-05T03:20:00Z,54.00,50.00
2026-01-05T03:21:00Z,55.00,50.00
2026-01-05T03:22:00Z,57.55,50.00
2026-01-05T03:23:00Z,57.55,41.00
2026-01-05T03:24:00Z,57.55,48.04
2026-01-05T03:26:00Z,58.00,45.00
2026-01-05T03:27:00Z,57.00,44.09
2026-01-05T03:29:00Z,57.00,49.00
2026-01-05T03:30:00Z,57.00,46.00
2026-01-05T03:31:00Z,52.33,50.00
2026-01-05T03:35:00Z,53.00,50.00
2026-01-05T03:36:00Z,47.00,49.00
2026-01-05T03:37:00Z,49.00,49.00
2026-01-05T03:38:00Z,53.00,47.39
2026-01-05T03:40:00Z,50.00,53.00
2026-01-05T03:41:00Z,52.26,53.00
2026-01-05T03:42:00Z,54.37,42.91
2026-01-05T03:43:00Z,38.57,55.26
2026-01-05T03:44:00Z,24.88,76.39
2026-01-05T03:45:00Z,25.00,77.00
2026-01-05T03:46:00Z,24.03,74.00
2026-01-05T03:47:00Z,28.00,74.00
2026-01-05T03:48:00Z,22.10,77.00
2026-01-05T03:49:00Z,24.01,77.00
2026-01-05T03:50:00Z,24.66,74.41
2026-01-05T03:51:00Z,26.41,75.01
2026-01-05T03:52:00Z,24.77,78.89
2026-01-05T03:53:00Z,20.00,79.32
2026-01-05T03:54:00Z,23.00,80.00
2026-01-05T03:55:00Z,22.98,81.00
2026-01-05T03:56:00Z,17.92,80.81
2026-01-05T03:57:00Z,10.00,87.98
2026-01-05T03:58:00Z,23.00,87.98
2026-01-05T03:59:00Z,24.00,74.87
2026-01-05T04:00:00Z,24.00,78.46
2026-01-05T04:01:00Z,28.00,75.00
2026-01-05T04:02:00Z,26.00,75.00
2026-01-05T04:03:00Z,26.00,78.00
2026-01-05T04:05:00Z,24.00,79.00
2026-01-05T04:06:00Z,24.00,79.00
2026-01-05T04:07:00Z,27.00,80.00
2026-01-05T04:08:00Z,27.00,74.00
2026-01-05T04:09:00Z,27.00,73.00
2026-01-05T04:10:00Z,27.00,78.00
2026-01-05T04:11:00Z,24.00,78.00
2026-01-05T04:12:00Z,24.00,84.24
2026-01-05T04:14:00Z,24.00,73.89
2026-01-05T04:15:00Z,22.63,77.56
2026-01-05T04:16:00Z,22.00,79.27
2026-01-05T04:17:00Z,22.20,79.00
2026-01-05T04:18:00Z,24.00,75.00
2026-01-05T04:19:00Z,25.15,72.03
2026-01-05T04:20:00Z,26.31,73.00
2026-01-05T04:21:00Z,29.06,73.00
2026-01-05T04:22:00Z,30.02,74.20
2026-01-05T04:23:00Z,21.14,79.65
2026-01-05T04:25:00Z,21.14,79.00
2026-01-05T04:26:00Z,24.55,77.60
2026-01-05T04:27:00Z,27.66,73.55
2026-01-05T04:28:00Z,22.00,74.90
2026-01-05T04:29:00Z,18.00,87.95
2026-01-05T04:30:00Z,30.42,74.68
2026-01-05T04:31:00Z,40.66,59.86
2026-01-05T04:32:00Z,41.00,57.00
2026-01-05T04:33:00Z,47.68,53.15
2026-01-05T04:34:00Z,57.85,45.00
2026-01-05T04:35:00Z,54.61,45.61
2026-01-05T04:36:00Z,54.88,46.00
2026-01-05T04:37:00Z,56.32,46.00
2026-01-05T04:38:00Z,56.59,45.70
2026-01-05T04:39:00Z,56.48,45.62
2026-01-05T04:40:00Z,55.94,45.39
2026-01-05T04:41:00Z,54.63,45.29
2026-01-05T04:42:00Z,57.00,46.00
2026-01-05T04:43:00Z,54.61,46.00
2026-01-05T04:44:00Z,54.61,45.45
2026-01-05T04:45:00Z,61.07,41.96
2026-01-05T04:46:00Z,61.23,40.27
2026-01-05T04:47:00Z,63.42,39.66
2026-01-05T04:48:00Z,62.26,39.26
2026-01-05T04:49:00Z,61.00,39.98
2026-01-05T04:50:00Z,53.93,47.98
2026-01-05T04:51:00Z,61.74,43.27
2026-01-05T04:52:00Z,62.00,39.91
2026-01-05T04:53:00Z,62.00,40.00
2026-01-05T04:54:00Z,67.24,33.97
2026-01-05T04:55:00Z,79.05,19.50
2026-01-05T04:56:00Z,84.46,16.39
2026-01-05T04:57:00Z,90.35,9.57
2026-01-05T04:58:00Z,92.98,8.88
2026-01-05T04:59:00Z,94.33,6.04
2026-01-05T05:00:00Z,94.94,6.06
2026-01-05T05:01:00Z,96.54,7.54
