# event_ticker=KXATPMATCH-25OCT04RUBNIS
# final_score=2-6 6-1 6-4
# score_resolution=6-2 1-6 4-6
# match_winner=Yoshihito Nishioka
# fav_player=Andrey Rublev
# dog_player=Yoshihito Nishioka
# kalshi_date=2025-10-04
timestamp,Andrey Rublev,Yoshihito Nishioka
2025-10-04T02:08:00Z,78.00,23.00
2025-10-04T02:13:00Z,78.00,23.00
2025-10-04T02:21:00Z,78.00,23.00
2025-10-04T02:23:00Z,78.00,23.00
2025-10-04T02:28:00Z,78.00,23.00
2025-10-04T02:32:00Z,78.00,23.00
2025-10-04T02:37:00Z,78.00,23.00
2025-10-04T02:38:00Z,78.00,25.00
2025-10-04T02:39:00Z,77.00,25.00
2025-10-04T02:42:00Z,77.00,25.00
2025-10-04T02:54:00Z,77.00,25.00
2025-10-04T02:55:00Z,77.00,25.00
2025-10-04T02:56:00Z,77.00,25.00
2025-10-04T02:59:00Z,77.00,25.00
2025-10-04T03:00:00Z,77.00,25.00
2025-10-04T03:02:00Z,77.00,25.00
2025-10-04T03:04:00Z,77.00,25.00
2025-10-04T03:07:00Z,77.00,25.00
2025-10-04T03:12:00Z,77.00,25.00
2025-10-04T03:16:00Z,77.00,25.00
2025-10-04T03:19:00Z,77.00,25.00
2025-10-04T03:24:00Z,77.00,25.00
2025-10-04T03:25:00Z,77.00,25.00
2025-10-04T03:26:00Z,76.61,25.00
2025-10-04T03:28:00Z,76.61,25.00
2025-10-04T03:35:00Z,77.00,25.00
2025-10-04T03:45:00Z,77.00,25.00
2025-10-04T03:51:00Z,77.00,25.00
2025-10-04T03:56:00Z,77.00,25.00
2025-10-04T03:58:00Z,77.00,25.00
2025-10-04T04:00:00Z,77.00,25.00
2025-10-04T04:01:00Z,77.00,25.00
2025-10-04T04:02:00Z,77.00,24.97
2025-10-04T04:04:00Z,77.00,24.00
2025-10-04T04:07:00Z,77.00,24.00
2025-10-04T04:09:00Z,77.00,24.34
2025-10-04T04:12:00Z,77.00,25.00
2025-10-04T04:15:00Z,77.00,25.00
2025-10-04T04:16:00Z,77.00,25.00
2025-10-04T04:17:00Z,76.92,25.00
2025-10-04T04:20:00Z,77.00,25.00
2025-10-04T04:21:00Z,77.80,24.00
2025-10-04T04:22:00Z,77.80,23.00
2025-10-04T04:23:00Z,77.80,23.24
2025-10-04T04:24:00Z,77.80,24.00
2025-10-04T04:26:00Z,77.88,24.00
2025-10-04T04:28:00Z,77.88,24.00
2025-10-04T04:29:00Z,77.88,24.00
2025-10-04T04:30:00Z,78.00,24.00
2025-10-04T04:31:00Z,78.00,24.00
2025-10-04T04:32:00Z,78.00,24.00
2025-10-04T04:34:00Z,78.00,25.00
2025-10-04T04:35:00Z,78.00,25.00
2025-10-04T04:36:00Z,78.00,25.00
2025-10-04T04:37:00Z,78.00,25.00
2025-10-04T04:38:00Z,78.79,25.00
2025-10-04T04:41:00Z,78.79,24.00
2025-10-04T04:42:00Z,78.79,25.00
2025-10-04T04:43:00Z,77.00,24.97
2025-10-04T04:44:00Z,77.00,27.00
2025-10-04T04:45:00Z,78.00,27.00
2025-10-04T04:46:00Z,79.00,22.42
2025-10-04T04:47:00Z,79.00,20.15
2025-10-04T04:48:00Z,81.00,20.15
2025-10-04T04:49:00Z,76.00,23.02
2025-10-04T04:50:00Z,75.00,25.90
2025-10-04T04:51:00Z,75.42,24.06
2025-10-04T04:52:00Z,76.00,24.99
2025-10-04T04:53:00Z,78.00,24.19
2025-10-04T04:54:00Z,78.00,24.40
2025-10-04T04:55:00Z,77.25,24.08
2025-10-04T04:56:00Z,75.00,24.81
2025-10-04T04:57:00Z,75.00,23.11
2025-10-04T04:58:00Z,75.00,26.00
2025-10-04T04:59:00Z,75.00,26.03
2025-10-04T05:00:00Z,76.00,24.99
2025-10-04T05:01:00Z,76.00,25.00
2025-10-04T05:02:00Z,77.19,24.00
2025-10-04T05:03:00Z,80.00,21.01
2025-10-04T05:04:00Z,80.00,24.00
2025-10-04T05:05:00Z,80.00,18.92
2025-10-04T05:06:00Z,83.00,18.11
2025-10-04T05:08:00Z,87.00,18.11
2025-10-04T05:09:00Z,88.12,12.00
2025-10-04T05:10:00Z,91.00,12.00
2025-10-04T05:11:00Z,91.20,10.00
2025-10-04T05:12:00Z,92.13,5.52
2025-10-04T05:13:00Z,92.15,8.23
2025-10-04T05:15:00Z,92.14,7.00
2025-10-04T05:16:00Z,92.00,9.58
2025-10-04T05:17:00Z,91.33,9.00
2025-10-04T05:18:00Z,92.00,8.00
2025-10-04T05:19:00Z,93.00,8.03
2025-10-04T05:22:00Z,93.00,9.38
2025-10-04T05:23:00Z,92.34,9.38
2025-10-04T05:24:00Z,93.00,7.17
2025-10-04T05:25:00Z,93.00,9.65
2025-10-04T05:26:00Z,93.40,9.65
2025-10-04T05:27:00Z,92.70,8.00
2025-10-04T05:28:00Z,96.00,9.00
2025-10-04T05:29:00Z,96.00,11.00
2025-10-04T05:30:00Z,91.00,12.00
2025-10-04T05:31:00Z,91.00,10.56
2025-10-04T05:32:00Z,89.59,11.25
2025-10-04T05:33:00Z,88.04,12.29
2025-10-04T05:34:00Z,84.27,18.91
2025-10-04T05:35:00Z,77.05,23.57
2025-10-04T05:36:00Z,78.95,23.09
2025-10-04T05:37:00Z,78.95,27.51
2025-10-04T05:38:00Z,73.48,29.49
2025-10-04T05:39:00Z,74.00,30.71
2025-10-04T05:40:00Z,74.00,28.63
2025-10-04T05:41:00Z,72.81,33.90
2025-10-04T05:42:00Z,63.48,37.57
2025-10-04T05:43:00Z,63.39,43.34
2025-10-04T05:44:00Z,61.20,45.20
2025-10-04T05:45:00Z,57.94,46.92
2025-10-04T05:46:00Z,60.05,45.37
2025-10-04T05:47:00Z,58.30,41.74
2025-10-04T05:48:00Z,61.55,41.46
2025-10-04T05:49:00Z,62.62,40.44
2025-10-04T05:50:00Z,60.19,43.67
2025-10-04T05:51:00Z,61.04,39.32
2025-10-04T05:52:00Z,60.03,44.40
2025-10-04T05:53:00Z,59.00,43.38
2025-10-04T05:54:00Z,63.03,41.53
2025-10-04T05:55:00Z,65.80,35.64
2025-10-04T05:56:00Z,66.43,37.54
2025-10-04T05:57:00Z,66.67,34.40
2025-10-04T05:58:00Z,66.50,34.00
2025-10-04T05:59:00Z,66.76,35.78
2025-10-04T06:00:00Z,62.46,41.59
2025-10-04T06:01:00Z,58.46,43.00
2025-10-04T06:02:00Z,66.31,37.14
2025-10-04T06:03:00Z,69.00,33.13
2025-10-04T06:04:00Z,69.00,33.00
2025-10-04T06:05:00Z,66.66,34.54
2025-10-04T06:06:00Z,63.66,36.86
2025-10-04T06:07:00Z,62.99,36.91
2025-10-04T06:08:00Z,67.30,35.98
2025-10-04T06:09:00Z,68.85,34.00
2025-10-04T06:10:00Z,67.52,33.00
2025-10-04T06:11:00Z,71.62,32.98
2025-10-04T06:12:00Z,71.62,28.63
2025-10-04T06:13:00Z,70.69,32.87
2025-10-04T06:14:00Z,62.27,38.50
2025-10-04T06:15:00Z,68.97,40.28
2025-10-04T06:16:00Z,64.78,34.95
2025-10-04T06:17:00Z,65.40,40.35
2025-10-04T06:18:00Z,43.98,53.29
2025-10-04T06:19:00Z,23.99,77.81
2025-10-04T06:20:00Z,23.35,80.99
2025-10-04T06:21:00Z,24.65,77.97
2025-10-04T06:22:00Z,31.32,70.71
2025-10-04T06:23:00Z,32.40,69.07
2025-10-04T06:24:00Z,26.02,71.02
2025-10-04T06:25:00Z,12.12,86.71
2025-10-04T06:26:00Z,11.78,90.27
2025-10-04T06:27:00Z,13.29,86.57
2025-10-04T06:28:00Z,20.47,85.33
2025-10-04T06:29:00Z,16.82,85.41
2025-10-04T06:30:00Z,10.08,95.77
2025-10-04T06:31:00Z,1.00,99.00
2025-10-04T06:32:00Z,1.00,99.00
2025-10-04T06:33:00Z,1.00,99.00
2025-10-04T06:34:00Z,1.00,99.00
2025-10-04T06:35:00Z,1.00,99.00
