# event_ticker=KXATPCHALLENGERMATCH-26MAR17HUEYUZ
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Marc-Andrea Huesler
# fav_player=Takeru Yuzuki
# dog_player=Marc-Andrea Huesler
# kalshi_date=2026-03-17
timestamp,Takeru Yuzuki,Marc-Andrea Huesler
2026-03-17T21:24:00Z,12.00,89.00
2026-03-17T21:25:00Z,12.00,89.00
2026-03-17T21:26:00Z,11.00,89.00
2026-03-17T21:27:00Z,11.00,88.00
2026-03-17T21:28:00Z,12.26,88.00
2026-03-17T21:29:00Z,10.39,88.00
2026-03-17T21:30:00Z,13.01,88.00
2026-03-17T21:31:00Z,12.00,88.00
2026-03-17T21:32:00Z,11.00,88.00
2026-03-17T21:33:00Z,11.00,90.00
2026-03-17T21:34:00Z,10.00,91.00
2026-03-17T21:35:00Z,11.00,90.60
2026-03-17T21:36:00Z,12.22,89.00
2026-03-17T21:37:00Z,13.08,89.00
2026-03-17T21:38:00Z,15.08,86.60
2026-03-17T21:39:00Z,20.14,80.33
2026-03-17T21:40:00Z,25.37,75.00
2026-03-17T21:41:00Z,31.46,75.00
2026-03-17T21:42:00Z,30.71,71.51
2026-03-17T21:43:00Z,32.00,69.00
2026-03-17T21:44:00Z,30.90,70.23
2026-03-17T21:45:00Z,28.99,70.02
2026-03-17T21:46:00Z,32.57,70.00
2026-03-17T21:47:00Z,36.34,64.86
2026-03-17T21:48:00Z,34.38,64.86
2026-03-17T21:49:00Z,35.14,67.00
2026-03-17T21:50:00Z,36.82,63.63
2026-03-17T21:51:00Z,40.87,59.27
2026-03-17T21:52:00Z,41.56,59.00
2026-03-17T21:53:00Z,41.76,59.00
2026-03-17T21:54:00Z,42.82,57.01
2026-03-17T21:55:00Z,41.67,55.85
2026-03-17T21:56:00Z,45.79,57.02
2026-03-17T21:57:00Z,39.63,60.05
2026-03-17T21:58:00Z,43.38,60.05
2026-03-17T21:59:00Z,46.76,54.22
2026-03-17T22:00:00Z,44.00,57.64
2026-03-17T22:01:00Z,42.00,59.00
2026-03-17T22:02:00Z,37.73,61.91
2026-03-17T22:03:00Z,33.81,64.10
2026-03-17T22:04:00Z,43.81,61.00
2026-03-17T22:05:00Z,45.69,56.99
2026-03-17T22:06:00Z,46.30,56.08
2026-03-17T22:07:00Z,49.52,52.09
2026-03-17T22:08:00Z,43.38,56.95
2026-03-17T22:09:00Z,44.30,59.00
2026-03-17T22:10:00Z,47.69,55.97
2026-03-17T22:11:00Z,47.45,53.13
2026-03-17T22:12:00Z,44.78,57.00
2026-03-17T22:13:00Z,43.83,60.00
2026-03-17T22:14:00Z,43.03,59.55
2026-03-17T22:15:00Z,44.40,54.14
2026-03-17T22:16:00Z,44.77,58.48
2026-03-17T22:17:00Z,41.09,58.00
2026-03-17T22:18:00Z,41.99,58.00
2026-03-17T22:19:00Z,42.49,58.00
2026-03-17T22:20:00Z,46.64,57.00
2026-03-17T22:21:00Z,44.53,58.57
2026-03-17T22:22:00Z,30.96,68.96
2026-03-17T22:23:00Z,17.02,79.19
2026-03-17T22:24:00Z,21.15,79.01
2026-03-17T22:25:00Z,17.72,79.94
2026-03-17T22:26:00Z,18.97,79.94
2026-03-17T22:27:00Z,19.00,80.88
2026-03-17T22:28:00Z,23.19,77.97
2026-03-17T22:29:00Z,24.36,79.00
2026-03-17T22:30:00Z,24.81,75.00
2026-03-17T22:31:00Z,22.87,75.63
2026-03-17T22:32:00Z,26.44,76.60
2026-03-17T22:33:00Z,22.24,78.01
2026-03-17T22:34:00Z,21.77,81.27
2026-03-17T22:35:00Z,7.86,93.19
2026-03-17T22:36:00Z,4.84,95.00
2026-03-17T22:37:00Z,4.68,94.99
2026-03-17T22:38:00Z,3.93,96.00
2026-03-17T22:39:00Z,4.09,95.70
2026-03-17T22:40:00Z,3.02,96.99
2026-03-17T22:41:00Z,2.71,97.80
2026-03-17T22:42:00Z,4.42,96.99
2026-03-17T22:43:00Z,4.94,95.86
2026-03-17T22:44:00Z,5.12,95.95
2026-03-17T22:45:00Z,3.66,97.58
2026-03-17T22:46:00Z,8.03,94.13
2026-03-17T22:47:00Z,11.20,87.95
2026-03-17T22:48:00Z,6.06,94.33
2026-03-17T22:49:00Z,3.85,96.04
2026-03-17T22:50:00Z,3.46,97.04
2026-03-17T22:51:00Z,4.54,93.00
2026-03-17T22:52:00Z,4.08,95.59
2026-03-17T22:53:00Z,2.32,96.99
2026-03-17T22:54:00Z,2.60,99.00
2026-03-17T22:55:00Z,2.23,98.54
2026-03-17T22:56:00Z,3.05,97.97
2026-03-17T22:57:00Z,3.00,97.23
2026-03-17T22:58:00Z,2.88,97.70
2026-03-17T22:59:00Z,1.88,98.22
2026-03-17T23:00:00Z,1.88,99.00
2026-03-17T23:01:00Z,1.00,99.00
