# event_ticker=KXATPMATCH-26MAR25TIASIN
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Jannik Sinner
# fav_player=Frances Tiafoe
# dog_player=Jannik Sinner
# kalshi_date=2026-03-25
timestamp,Frances Tiafoe,Jannik Sinner
2026-03-26T11:17:00Z,7.00,95.00
2026-03-26T11:18:00Z,5.61,93.71
2026-03-26T11:19:00Z,6.00,94.00
2026-03-26T11:20:00Z,6.00,93.00
2026-03-26T11:23:00Z,6.00,94.00
2026-03-26T11:25:00Z,6.00,95.00
2026-03-26T11:27:00Z,6.00,95.00
2026-03-26T11:28:00Z,6.00,95.00
2026-03-26T11:31:00Z,6.89,95.00
2026-03-26T11:33:00Z,7.00,95.00
2026-03-26T11:34:00Z,7.00,95.00
2026-03-26T11:35:00Z,7.00,95.00
2026-03-26T11:36:00Z,7.00,95.00
2026-03-26T11:37:00Z,7.00,95.00
2026-03-26T11:38:00Z,7.00,95.00
2026-03-26T11:39:00Z,7.00,95.00
2026-03-26T11:40:00Z,7.00,95.00
2026-03-26T11:42:00Z,7.00,95.00
2026-03-26T11:46:00Z,7.00,95.00
2026-03-26T11:47:00Z,5.00,95.00
2026-03-26T11:48:00Z,6.99,95.00
2026-03-26T11:52:00Z,7.00,95.00
2026-03-26T11:56:00Z,7.00,95.00
2026-03-26T11:58:00Z,7.00,95.00
2026-03-26T12:00:00Z,7.00,95.00
2026-03-26T12:01:00Z,7.00,93.99
2026-03-26T12:02:00Z,7.00,94.00
2026-03-26T12:03:00Z,7.00,93.00
2026-03-26T12:06:00Z,7.00,93.00
2026-03-26T12:08:00Z,7.00,94.00
2026-03-26T12:09:00Z,7.00,94.00
2026-03-26T12:10:00Z,7.00,94.00
2026-03-26T12:11:00Z,7.00,95.00
2026-03-26T12:14:00Z,7.00,95.00
2026-03-26T12:17:00Z,7.00,95.00
2026-03-26T12:19:00Z,6.70,95.00
2026-03-26T12:22:00Z,7.00,95.00
2026-03-26T12:23:00Z,7.00,95.00
2026-03-26T12:24:00Z,7.00,95.00
2026-03-26T12:25:00Z,7.00,95.00
2026-03-26T12:26:00Z,5.50,95.00
2026-03-26T12:28:00Z,7.00,95.00
2026-03-26T12:29:00Z,7.00,95.00
2026-03-26T12:30:00Z,7.00,95.00
2026-03-26T12:31:00Z,7.00,95.00
2026-03-26T12:32:00Z,7.00,95.00
2026-03-26T12:34:00Z,7.00,95.00
2026-03-26T12:35:00Z,7.00,95.00
2026-03-26T12:36:00Z,7.00,95.00
2026-03-26T12:37:00Z,7.00,95.00
2026-03-26T12:38:00Z,7.00,95.00
2026-03-26T12:41:00Z,7.00,95.00
2026-03-26T12:44:00Z,7.00,95.00
2026-03-26T12:48:00Z,7.00,95.00
2026-03-26T12:49:00Z,7.00,94.63
2026-03-26T12:50:00Z,6.00,94.63
2026-03-26T12:53:00Z,7.00,94.63
2026-03-26T12:55:00Z,6.00,95.00
2026-03-26T12:56:00Z,5.34,95.00
2026-03-26T12:57:00Z,6.94,95.00
2026-03-26T12:58:00Z,6.94,95.00
2026-03-26T12:59:00Z,7.00,95.00
2026-03-26T13:02:00Z,7.00,95.00
2026-03-26T13:03:00Z,6.48,95.00
2026-03-26T13:04:00Z,6.48,95.00
2026-03-26T13:05:00Z,7.00,95.00
2026-03-26T13:07:00Z,7.00,95.00
2026-03-26T13:08:00Z,7.00,95.00
2026-03-26T13:09:00Z,7.00,95.00
2026-03-26T13:11:00Z,6.00,95.00
2026-03-26T13:13:00Z,7.00,95.00
2026-03-26T13:14:00Z,7.00,95.00
2026-03-26T13:16:00Z,7.00,95.00
2026-03-26T13:18:00Z,7.00,95.00
2026-03-26T13:19:00Z,7.00,95.00
2026-03-26T13:21:00Z,6.00,95.00
2026-03-26T13:22:00Z,7.00,95.00
2026-03-26T13:23:00Z,7.00,94.00
2026-03-26T13:25:00Z,7.00,94.00
2026-03-26T13:28:00Z,7.00,94.00
2026-03-26T13:30:00Z,7.00,94.00
2026-03-26T13:31:00Z,6.89,95.00
2026-03-26T13:34:00Z,7.00,95.00
2026-03-26T13:35:00Z,7.00,95.00
2026-03-26T13:36:00Z,7.00,95.00
2026-03-26T13:37:00Z,7.00,95.00
2026-03-26T13:38:00Z,6.59,95.00
2026-03-26T13:40:00Z,7.00,95.00
2026-03-26T13:42:00Z,7.00,95.00
2026-03-26T13:43:00Z,7.00,95.00
2026-03-26T13:44:00Z,7.00,95.00
2026-03-26T13:45:00Z,7.00,95.00
2026-03-26T13:47:00Z,7.00,95.00
2026-03-26T13:48:00Z,7.00,94.00
2026-03-26T13:49:00Z,7.00,94.00
2026-03-26T13:50:00Z,7.00,95.00
2026-03-26T13:51:00Z,7.00,94.00
2026-03-26T13:52:00Z,7.00,94.00
2026-03-26T13:53:00Z,7.00,93.00
2026-03-26T13:54:00Z,7.00,94.00
2026-03-26T13:55:00Z,7.00,94.00
2026-03-26T13:57:00Z,7.00,94.00
2026-03-26T13:58:00Z,7.00,94.00
2026-03-26T14:01:00Z,7.00,94.00
2026-03-26T14:02:00Z,7.00,94.00
2026-03-26T14:03:00Z,7.00,94.00
2026-03-26T14:04:00Z,7.00,94.00
2026-03-26T14:05:00Z,7.00,94.00
2026-03-26T14:06:00Z,7.00,94.00
2026-03-26T14:07:00Z,7.00,94.00
2026-03-26T14:09:00Z,7.00,94.00
2026-03-26T14:10:00Z,7.00,94.00
2026-03-26T14:12:00Z,7.00,94.00
2026-03-26T14:13:00Z,7.00,94.00
2026-03-26T14:14:00Z,7.00,94.00
2026-03-26T14:15:00Z,7.00,94.00
2026-03-26T14:17:00Z,6.00,94.00
2026-03-26T14:18:00Z,7.00,94.00
2026-03-26T14:19:00Z,7.00,94.00
2026-03-26T14:20:00Z,7.00,94.00
2026-03-26T14:21:00Z,7.00,94.00
2026-03-26T14:22:00Z,7.00,94.00
2026-03-26T14:23:00Z,7.00,94.00
2026-03-26T14:25:00Z,7.00,93.00
2026-03-26T14:26:00Z,7.00,93.00
2026-03-26T14:27:00Z,7.00,93.00
2026-03-26T14:29:00Z,7.00,93.00
2026-03-26T14:31:00Z,7.00,93.00
2026-03-26T14:32:00Z,7.00,93.00
2026-03-26T14:33:00Z,7.00,93.00
2026-03-26T14:34:00Z,7.00,94.00
2026-03-26T14:35:00Z,7.00,94.00
2026-03-26T14:36:00Z,7.00,94.00
2026-03-26T14:37:00Z,7.00,94.00
2026-03-26T14:38:00Z,7.00,94.00
2026-03-26T14:39:00Z,7.00,94.00
2026-03-26T14:40:00Z,7.00,94.00
2026-03-26T14:41:00Z,7.00,94.00
2026-03-26T14:42:00Z,7.00,94.00
2026-03-26T14:44:00Z,7.00,94.00
2026-03-26T14:45:00Z,7.00,94.00
2026-03-26T14:46:00Z,7.00,94.00
2026-03-26T14:47:00Z,7.00,94.00
2026-03-26T14:48:00Z,7.00,94.00
2026-03-26T14:49:00Z,7.00,94.00
2026-03-26T14:50:00Z,7.00,94.00
2026-03-26T14:51:00Z,7.00,94.00
2026-03-26T14:52:00Z,7.00,94.00
2026-03-26T14:53:00Z,7.00,94.00
2026-03-26T14:54:00Z,6.83,94.00
2026-03-26T14:55:00Z,6.83,94.00
2026-03-26T14:56:00Z,7.00,94.00
2026-03-26T14:57:00Z,7.00,94.00
2026-03-26T14:58:00Z,7.00,94.00
2026-03-26T14:59:00Z,7.00,94.00
2026-03-26T15:00:00Z,7.00,94.00
2026-03-26T15:01:00Z,7.00,94.00
2026-03-26T15:02:00Z,7.00,94.00
2026-03-26T15:03:00Z,7.00,94.00
2026-03-26T15:04:00Z,7.00,94.00
2026-03-26T15:05:00Z,7.00,94.00
2026-03-26T15:06:00Z,7.00,94.00
2026-03-26T15:07:00Z,7.00,94.00
2026-03-26T15:08:00Z,7.00,94.00
2026-03-26T15:09:00Z,7.00,94.00
2026-03-26T15:10:00Z,7.00,93.00
2026-03-26T15:11:00Z,7.00,93.00
2026-03-26T15:12:00Z,7.00,93.00
2026-03-26T15:13:00Z,7.00,93.00
2026-03-26T15:15:00Z,7.00,93.00
2026-03-26T15:16:00Z,7.00,94.00
2026-03-26T15:17:00Z,7.00,94.00
2026-03-26T15:18:00Z,7.00,94.00
2026-03-26T15:20:00Z,7.00,94.00
2026-03-26T15:21:00Z,7.00,94.00
2026-03-26T15:23:00Z,7.00,94.00
2026-03-26T15:24:00Z,7.00,94.00
2026-03-26T15:25:00Z,7.00,94.00
2026-03-26T15:26:00Z,7.00,94.00
2026-03-26T15:27:00Z,7.00,94.00
2026-03-26T15:28:00Z,7.00,94.00
2026-03-26T15:29:00Z,7.00,93.83
2026-03-26T15:30:00Z,7.00,93.83
2026-03-26T15:31:00Z,7.00,93.83
2026-03-26T15:32:00Z,7.00,93.83
2026-03-26T15:33:00Z,7.00,93.83
2026-03-26T15:34:00Z,7.00,94.00
2026-03-26T15:35:00Z,7.00,94.00
2026-03-26T15:36:00Z,7.00,94.00
2026-03-26T15:37:00Z,7.00,94.00
2026-03-26T15:38:00Z,7.00,94.00
2026-03-26T15:39:00Z,7.00,94.00
2026-03-26T15:40:00Z,7.00,94.00
2026-03-26T15:41:00Z,7.00,94.00
2026-03-26T15:42:00Z,7.00,94.00
2026-03-26T15:44:00Z,6.99,94.00
2026-03-26T15:45:00Z,7.00,94.00
2026-03-26T15:46:00Z,7.00,94.00
2026-03-26T15:48:00Z,7.00,94.00
2026-03-26T15:49:00Z,6.57,94.00
2026-03-26T15:50:00Z,7.00,94.00
2026-03-26T15:51:00Z,7.00,94.00
2026-03-26T15:52:00Z,7.00,94.00
2026-03-26T15:53:00Z,7.00,94.00
2026-03-26T15:54:00Z,7.00,94.00
2026-03-26T15:55:00Z,7.00,94.00
2026-03-26T15:56:00Z,7.28,94.00
2026-03-26T15:57:00Z,8.00,94.00
2026-03-26T15:58:00Z,8.00,94.00
2026-03-26T15:59:00Z,7.92,93.50
2026-03-26T16:00:00Z,8.00,93.00
2026-03-26T16:01:00Z,8.00,93.00
2026-03-26T16:02:00Z,7.99,93.00
2026-03-26T16:03:00Z,8.00,93.00
2026-03-26T16:04:00Z,8.00,94.00
2026-03-26T16:05:00Z,8.00,94.00
2026-03-26T16:06:00Z,8.00,94.00
2026-03-26T16:07:00Z,8.00,94.00
2026-03-26T16:08:00Z,7.63,94.00
2026-03-26T16:09:00Z,8.00,93.32
2026-03-26T16:10:00Z,8.00,93.32
2026-03-26T16:11:00Z,7.03,94.00
2026-03-26T16:12:00Z,7.00,93.37
2026-03-26T16:13:00Z,7.00,94.00
2026-03-26T16:14:00Z,7.00,93.25
2026-03-26T16:15:00Z,7.00,94.00
2026-03-26T16:16:00Z,7.00,94.00
2026-03-26T16:17:00Z,7.00,94.00
2026-03-26T16:18:00Z,7.00,94.00
2026-03-26T16:19:00Z,7.00,94.00
2026-03-26T16:20:00Z,7.00,94.00
2026-03-26T16:21:00Z,7.00,94.00
2026-03-26T16:22:00Z,7.00,94.00
2026-03-26T16:23:00Z,7.00,93.13
2026-03-26T16:24:00Z,7.00,94.00
2026-03-26T16:25:00Z,6.95,94.00
2026-03-26T16:26:00Z,7.00,94.00
2026-03-26T16:27:00Z,7.00,94.00
2026-03-26T16:28:00Z,7.00,94.00
2026-03-26T16:29:00Z,7.00,94.00
2026-03-26T16:30:00Z,7.57,94.00
2026-03-26T16:31:00Z,7.00,94.00
2026-03-26T16:32:00Z,7.00,93.24
2026-03-26T16:33:00Z,7.00,93.24
2026-03-26T16:34:00Z,7.00,94.00
2026-03-26T16:35:00Z,7.01,94.00
2026-03-26T16:36:00Z,7.20,94.00
2026-03-26T16:37:00Z,7.06,94.00
2026-03-26T16:38:00Z,7.04,94.00
2026-03-26T16:39:00Z,7.24,94.00
2026-03-26T16:40:00Z,7.10,94.00
2026-03-26T16:41:00Z,7.00,93.81
2026-03-26T16:42:00Z,7.00,94.00
2026-03-26T16:43:00Z,7.00,94.00
2026-03-26T16:44:00Z,7.00,94.00
2026-03-26T16:45:00Z,7.03,94.00
2026-03-26T16:46:00Z,7.02,94.00
2026-03-26T16:47:00Z,7.23,94.00
2026-03-26T16:48:00Z,7.07,94.00
2026-03-26T16:49:00Z,7.86,94.00
2026-03-26T16:50:00Z,7.72,94.00
2026-03-26T16:51:00Z,8.00,94.00
2026-03-26T16:52:00Z,8.00,94.00
2026-03-26T16:53:00Z,8.00,92.92
2026-03-26T16:54:00Z,8.00,92.92
2026-03-26T16:55:00Z,8.00,93.00
2026-03-26T16:56:00Z,7.58,94.00
2026-03-26T16:57:00Z,7.00,92.00
2026-03-26T16:58:00Z,7.67,92.00
2026-03-26T16:59:00Z,7.00,94.00
2026-03-26T17:00:00Z,7.91,94.00
2026-03-26T17:01:00Z,8.00,94.00
2026-03-26T17:02:00Z,7.31,94.00
2026-03-26T17:03:00Z,7.00,94.00
2026-03-26T17:04:00Z,7.95,93.00
2026-03-26T17:05:00Z,7.98,93.00
2026-03-26T17:06:00Z,8.00,93.00
2026-03-26T17:07:00Z,8.00,94.00
2026-03-26T17:08:00Z,8.00,94.00
2026-03-26T17:09:00Z,8.00,94.00
2026-03-26T17:10:00Z,8.00,92.53
2026-03-26T17:11:00Z,8.00,93.00
2026-03-26T17:12:00Z,8.00,92.86
2026-03-26T17:13:00Z,7.76,93.06
2026-03-26T17:14:00Z,8.51,92.88
2026-03-26T17:15:00Z,7.23,92.54
2026-03-26T17:16:00Z,7.01,94.00
2026-03-26T17:17:00Z,5.56,95.00
2026-03-26T17:18:00Z,4.52,96.50
2026-03-26T17:19:00Z,3.58,97.15
2026-03-26T17:20:00Z,3.02,97.79
2026-03-26T17:21:00Z,2.81,98.00
2026-03-26T17:22:00Z,2.87,98.00
2026-03-26T17:23:00Z,2.96,97.95
2026-03-26T17:24:00Z,3.00,97.48
2026-03-26T17:25:00Z,3.00,97.37
2026-03-26T17:26:00Z,2.87,98.00
2026-03-26T17:27:00Z,3.00,98.00
2026-03-26T17:28:00Z,3.00,97.00
2026-03-26T17:29:00Z,3.46,97.00
2026-03-26T17:30:00Z,2.86,98.00
2026-03-26T17:31:00Z,2.97,98.00
2026-03-26T17:32:00Z,3.00,97.97
2026-03-26T17:33:00Z,2.99,98.00
2026-03-26T17:34:00Z,2.26,97.81
2026-03-26T17:35:00Z,2.27,98.00
2026-03-26T17:36:00Z,2.28,98.06
2026-03-26T17:37:00Z,2.55,99.00
2026-03-26T17:38:00Z,2.41,99.00
2026-03-26T17:39:00Z,2.15,99.00
2026-03-26T17:40:00Z,2.64,99.00
2026-03-26T17:41:00Z,1.60,99.00
2026-03-26T17:42:00Z,1.96,99.00
2026-03-26T17:43:00Z,1.65,99.00
2026-03-26T17:44:00Z,1.97,98.00
2026-03-26T17:45:00Z,1.83,99.00
2026-03-26T17:46:00Z,1.86,99.00
2026-03-26T17:47:00Z,1.99,98.11
2026-03-26T17:48:00Z,2.00,99.00
2026-03-26T17:49:00Z,2.00,99.00
2026-03-26T17:50:00Z,2.00,98.00
2026-03-26T17:51:00Z,1.96,99.00
2026-03-26T17:52:00Z,1.71,98.00
2026-03-26T17:53:00Z,2.00,98.00
2026-03-26T17:54:00Z,1.84,98.00
2026-03-26T17:55:00Z,1.83,98.02
2026-03-26T17:56:00Z,1.55,98.02
2026-03-26T17:57:00Z,1.76,99.00
2026-03-26T17:58:00Z,1.03,99.00
2026-03-26T17:59:00Z,1.00,99.00
2026-03-26T18:00:00Z,1.00,99.00
2026-03-26T18:01:00Z,1.02,98.73
2026-03-26T18:02:00Z,1.00,99.00
2026-03-26T18:03:00Z,1.00,99.00
2026-03-26T18:04:00Z,1.00,99.00
2026-03-26T18:05:00Z,1.00,99.00
2026-03-26T18:06:00Z,1.00,99.00
2026-03-26T18:07:00Z,1.00,99.00
2026-03-26T18:08:00Z,1.00,99.00
2026-03-26T18:09:00Z,1.00,99.00
2026-03-26T18:10:00Z,1.00,99.00
2026-03-26T18:11:00Z,1.00,99.00
2026-03-26T18:12:00Z,1.00,99.00
2026-03-26T18:13:00Z,1.00,99.00
2026-03-26T18:14:00Z,1.00,99.00
2026-03-26T18:15:00Z,1.00,99.00
2026-03-26T18:16:00Z,1.00,99.00
2026-03-26T18:17:00Z,1.00,99.00
2026-03-26T18:18:00Z,1.00,99.00
2026-03-26T18:19:00Z,1.00,99.00
2026-03-26T18:20:00Z,1.00,99.00
2026-03-26T18:21:00Z,1.00,99.00
2026-03-26T18:22:00Z,1.00,99.00
2026-03-26T18:23:00Z,1.00,99.00
2026-03-26T18:25:00Z,1.00,99.00
2026-03-26T18:27:00Z,1.00,99.00
