# event_ticker=KXATPMATCH-25OCT27FEARUB
# final_score=6-1 6-4
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Jacob Fearnley
# kalshi_date=2025-10-27
timestamp,Andrey Rublev,Jacob Fearnley
2025-10-27T03:24:00Z,,42.00
2025-10-27T03:30:00Z,56.00,42.00
2025-10-27T03:44:00Z,56.00,46.00
2025-10-27T03:45:00Z,56.00,46.00
2025-10-27T03:56:00Z,56.00,46.00
2025-10-27T04:05:00Z,56.00,46.00
2025-10-27T04:06:00Z,56.00,46.00
2025-10-27T04:13:00Z,56.00,46.00
2025-10-27T04:14:00Z,56.00,46.00
2025-10-27T04:26:00Z,58.00,46.00
2025-10-27T04:48:00Z,58.00,46.00
2025-10-27T04:50:00Z,58.24,46.00
2025-10-27T04:56:00Z,57.00,46.00
2025-10-27T04:59:00Z,57.00,46.00
2025-10-27T05:04:00Z,58.00,46.00
2025-10-27T05:17:00Z,58.00,46.00
2025-10-27T05:28:00Z,58.00,46.00
2025-10-27T05:34:00Z,58.00,46.00
2025-10-27T05:36:00Z,58.00,46.00
2025-10-27T05:42:00Z,58.61,46.00
2025-10-27T05:48:00Z,59.00,46.00
2025-10-27T05:58:00Z,59.00,46.00
2025-10-27T06:14:00Z,59.29,46.00
2025-10-27T06:16:00Z,60.00,46.00
2025-10-27T06:22:00Z,60.00,46.00
2025-10-27T06:23:00Z,60.00,41.00
2025-10-27T06:36:00Z,60.00,41.00
2025-10-27T06:58:00Z,60.00,41.00
2025-10-27T06:59:00Z,60.00,41.00
2025-10-27T07:17:00Z,59.00,41.00
2025-10-27T07:20:00Z,59.00,41.00
2025-10-27T07:23:00Z,59.00,41.00
2025-10-27T07:27:00Z,59.00,41.00
2025-10-27T07:33:00Z,59.00,41.00
2025-10-27T07:38:00Z,59.00,42.00
2025-10-27T07:49:00Z,59.00,42.00
2025-10-27T07:58:00Z,60.00,42.00
2025-10-27T08:06:00Z,60.00,42.00
2025-10-27T08:18:00Z,60.00,42.00
2025-10-27T09:00:00Z,60.00,42.00
2025-10-27T09:05:00Z,59.00,42.00
2025-10-27T09:12:00Z,59.00,42.00
2025-10-27T09:15:00Z,59.00,42.00
2025-10-27T09:16:00Z,59.00,42.00
2025-10-27T09:22:00Z,59.00,42.00
2025-10-27T09:44:00Z,59.00,42.00
2025-10-27T09:53:00Z,59.00,42.00
2025-10-27T10:01:00Z,59.00,42.00
2025-10-27T10:23:00Z,59.00,42.00
2025-10-27T10:34:00Z,59.00,42.00
2025-10-27T10:42:00Z,59.00,42.00
2025-10-27T11:02:00Z,59.00,42.00
2025-10-27T11:05:00Z,59.00,42.00
2025-10-27T11:08:00Z,59.00,42.00
2025-10-27T11:26:00Z,59.00,42.00
2025-10-27T11:27:00Z,59.00,42.00
2025-10-27T11:39:00Z,59.00,43.00
2025-10-27T11:56:00Z,59.00,43.00
2025-10-27T11:57:00Z,59.00,43.00
2025-10-27T11:59:00Z,59.00,43.00
2025-10-27T12:01:00Z,59.00,43.00
2025-10-27T12:04:00Z,59.00,43.00
2025-10-27T12:15:00Z,58.00,43.00
2025-10-27T12:17:00Z,59.00,43.00
2025-10-27T12:18:00Z,59.00,43.00
2025-10-27T12:19:00Z,59.00,43.00
