# event_ticker=KXATPCHALLENGERMATCH-26MAR23UCHSUN
# final_score=6-4 6-2
# match_winner=Fajing Sun
# fav_player=Fajing Sun
# dog_player=Kaichi Uchida
# kalshi_date=2026-03-23
timestamp,Fajing Sun,Kaichi Uchida
2026-03-23T15:23:00Z,,46.00
2026-03-23T15:25:00Z,,46.00
2026-03-23T15:49:00Z,,46.00
2026-03-23T15:55:00Z,55.00,46.00
2026-03-23T15:57:00Z,55.00,46.00
2026-03-23T16:02:00Z,55.00,46.00
2026-03-23T16:44:00Z,55.00,46.00
2026-03-23T16:45:00Z,55.00,46.00
2026-03-23T16:48:00Z,55.00,46.00
2026-03-23T17:08:00Z,55.77,46.00
2026-03-23T17:17:00Z,55.77,45.00
2026-03-23T17:28:00Z,55.77,43.00
2026-03-23T17:35:00Z,55.77,43.00
2026-03-23T18:10:00Z,55.77,44.00
2026-03-23T18:20:00Z,55.77,44.00
2026-03-23T18:28:00Z,56.00,44.00
2026-03-23T18:35:00Z,56.00,44.00
2026-03-23T19:23:00Z,56.00,46.00
2026-03-23T20:40:00Z,56.00,45.00
2026-03-23T20:47:00Z,56.00,45.00
2026-03-23T21:17:00Z,56.00,45.00
2026-03-23T22:04:00Z,56.00,45.00
2026-03-23T22:20:00Z,57.00,45.00
2026-03-23T23:07:00Z,57.00,45.00
2026-03-23T23:17:00Z,57.00,45.00
2026-03-23T23:49:00Z,57.00,45.00
2026-03-24T00:15:00Z,57.00,45.00
2026-03-24T00:21:00Z,57.00,45.00
2026-03-24T00:26:00Z,57.00,45.00
2026-03-24T00:31:00Z,57.00,45.00
2026-03-24T00:43:00Z,58.00,45.00
2026-03-24T00:52:00Z,57.00,45.00
2026-03-24T00:53:00Z,57.00,45.00
2026-03-24T01:21:00Z,57.00,45.00
2026-03-24T01:42:00Z,57.00,45.00
2026-03-24T01:46:00Z,58.00,45.00
2026-03-24T01:49:00Z,58.00,45.00
2026-03-24T01:55:00Z,58.00,45.00
2026-03-24T02:07:00Z,58.00,45.00
2026-03-24T02:10:00Z,58.00,45.00
2026-03-24T02:12:00Z,57.00,45.00
2026-03-24T02:13:00Z,57.00,45.00
2026-03-24T02:14:00Z,57.00,45.00
2026-03-24T02:16:00Z,57.00,46.25
2026-03-24T02:20:00Z,57.00,46.00
2026-03-24T02:24:00Z,57.00,46.00
2026-03-24T02:25:00Z,57.00,46.00
2026-03-24T02:28:00Z,57.00,46.00
2026-03-24T02:29:00Z,57.00,44.79
2026-03-24T02:34:00Z,57.00,44.79
2026-03-24T02:37:00Z,57.49,44.79
2026-03-24T02:38:00Z,56.00,44.79
2026-03-24T02:39:00Z,56.00,45.00
2026-03-24T02:40:00Z,56.00,45.00
2026-03-24T02:43:00Z,56.96,45.00
2026-03-24T02:44:00Z,57.32,45.00
2026-03-24T02:46:00Z,57.00,45.73
2026-03-24T02:47:00Z,58.94,45.00
2026-03-24T02:48:00Z,58.94,46.00
2026-03-24T02:51:00Z,58.94,46.00
2026-03-24T02:53:00Z,58.00,46.00
2026-03-24T02:54:00Z,57.98,46.00
2026-03-24T02:55:00Z,57.75,46.00
2026-03-24T02:56:00Z,57.94,46.00
2026-03-24T02:57:00Z,58.00,46.00
2026-03-24T02:58:00Z,57.00,46.00
2026-03-24T02:59:00Z,55.40,46.00
2026-03-24T03:01:00Z,58.00,46.00
2026-03-24T03:02:00Z,58.00,46.00
2026-03-24T03:03:00Z,58.00,45.00
2026-03-24T03:04:00Z,58.00,45.00
2026-03-24T03:06:00Z,58.00,45.00
2026-03-24T03:07:00Z,58.00,44.00
2026-03-24T03:08:00Z,58.00,44.00
2026-03-24T03:09:00Z,58.00,44.00
2026-03-24T03:10:00Z,58.00,44.00
2026-03-24T03:11:00Z,58.00,44.00
2026-03-24T03:12:00Z,58.09,45.35
2026-03-24T03:13:00Z,58.73,44.46
2026-03-24T03:14:00Z,57.32,43.35
2026-03-24T03:15:00Z,57.00,46.68
2026-03-24T03:16:00Z,51.69,48.96
2026-03-24T03:17:00Z,53.73,45.97
2026-03-24T03:18:00Z,58.51,43.00
2026-03-24T03:19:00Z,60.00,42.80
2026-03-24T03:20:00Z,66.06,34.30
2026-03-24T03:21:00Z,59.18,41.22
2026-03-24T03:22:00Z,60.00,45.20
2026-03-24T03:23:00Z,56.63,47.39
2026-03-24T03:24:00Z,58.00,42.63
2026-03-24T03:25:00Z,61.00,40.77
2026-03-24T03:26:00Z,61.04,40.00
2026-03-24T03:27:00Z,63.93,36.51
2026-03-24T03:28:00Z,70.08,24.48
2026-03-24T03:29:00Z,74.39,24.79
2026-03-24T03:30:00Z,76.14,24.79
2026-03-24T03:31:00Z,73.04,28.78
2026-03-24T03:32:00Z,75.05,28.78
2026-03-24T03:33:00Z,72.12,28.21
2026-03-24T03:34:00Z,76.58,25.58
2026-03-24T03:35:00Z,74.00,26.86
2026-03-24T03:36:00Z,70.58,29.29
2026-03-24T03:37:00Z,74.61,25.11
2026-03-24T03:38:00Z,76.93,23.43
2026-03-24T03:39:00Z,75.72,25.03
2026-03-24T03:40:00Z,74.97,26.62
2026-03-24T03:41:00Z,74.89,26.30
2026-03-24T03:42:00Z,70.35,30.61
2026-03-24T03:43:00Z,71.60,30.47
2026-03-24T03:44:00Z,76.80,24.49
2026-03-24T03:45:00Z,76.58,24.55
2026-03-24T03:46:00Z,77.73,29.88
2026-03-24T03:47:00Z,71.30,30.09
2026-03-24T03:48:00Z,72.90,27.45
2026-03-24T03:49:00Z,68.53,32.16
2026-03-24T03:50:00Z,57.13,44.10
2026-03-24T03:51:00Z,56.67,44.84
2026-03-24T03:52:00Z,56.36,45.59
2026-03-24T03:53:00Z,49.92,51.33
2026-03-24T03:54:00Z,49.79,50.25
2026-03-24T03:55:00Z,50.81,49.58
2026-03-24T03:56:00Z,51.57,48.55
2026-03-24T03:57:00Z,50.66,50.96
2026-03-24T03:58:00Z,57.28,44.39
2026-03-24T03:59:00Z,59.00,41.83
2026-03-24T04:00:00Z,56.91,43.04
2026-03-24T04:01:00Z,61.41,40.44
2026-03-24T04:02:00Z,61.59,36.01
2026-03-24T04:03:00Z,75.53,25.73
2026-03-24T04:04:00Z,78.18,21.82
2026-03-24T04:05:00Z,78.08,21.88
2026-03-24T04:06:00Z,75.62,23.87
2026-03-24T04:07:00Z,77.99,24.45
2026-03-24T04:08:00Z,80.66,20.46
2026-03-24T04:09:00Z,82.41,18.39
2026-03-24T04:10:00Z,83.35,15.17
2026-03-24T04:11:00Z,88.87,11.77
2026-03-24T04:12:00Z,90.75,9.42
2026-03-24T04:13:00Z,93.15,7.95
2026-03-24T04:14:00Z,92.79,6.86
2026-03-24T04:15:00Z,92.62,6.91
2026-03-24T04:16:00Z,88.97,11.59
2026-03-24T04:17:00Z,86.66,17.75
2026-03-24T04:18:00Z,81.60,19.00
2026-03-24T04:19:00Z,81.60,19.95
2026-03-24T04:20:00Z,90.93,11.10
2026-03-24T04:21:00Z,93.03,7.52
2026-03-24T04:22:00Z,96.29,4.50
2026-03-24T04:23:00Z,96.99,3.46
2026-03-24T04:24:00Z,95.24,4.54
2026-03-24T04:25:00Z,94.06,6.36
2026-03-24T04:26:00Z,94.48,6.46
2026-03-24T04:27:00Z,96.64,3.10
2026-03-24T04:28:00Z,95.04,5.95
2026-03-24T04:29:00Z,95.28,7.93
2026-03-24T04:30:00Z,94.29,6.45
2026-03-24T04:31:00Z,97.68,2.68
2026-03-24T04:32:00Z,97.78,2.69
2026-03-24T04:33:00Z,98.57,1.98
2026-03-24T04:34:00Z,99.00,2.08
2026-03-24T04:35:00Z,99.00,1.16
2026-03-24T04:36:00Z,99.00,1.16
2026-03-24T04:37:00Z,99.00,1.16
