# event_ticker=KXATPMATCH-26APR03POPTIA
# final_score=3-6 6-4 7-6(6)
# score_resolution=6-3 4-6 6-7
# match_winner=Frances Tiafoe
# fav_player=Alexei Popyrin
# dog_player=Frances Tiafoe
# kalshi_date=2026-04-03
timestamp,Alexei Popyrin,Frances Tiafoe
2026-04-03T12:07:00Z,,61.00
2026-04-03T12:11:00Z,,61.00
2026-04-03T12:14:00Z,,61.00
2026-04-03T12:17:00Z,,61.00
2026-04-03T12:24:00Z,39.00,61.00
2026-04-03T12:28:00Z,40.00,61.00
2026-04-03T12:34:00Z,40.00,61.00
2026-04-03T12:35:00Z,40.00,61.00
2026-04-03T12:42:00Z,40.00,61.00
2026-04-03T12:44:00Z,40.00,61.00
2026-04-03T12:48:00Z,40.00,61.00
2026-04-03T12:49:00Z,40.00,61.00
2026-04-03T12:58:00Z,40.00,61.00
2026-04-03T13:01:00Z,40.00,61.00
2026-04-03T13:03:00Z,40.00,61.00
2026-04-03T13:05:00Z,40.00,61.00
2026-04-03T13:08:00Z,40.00,61.00
2026-04-03T13:15:00Z,40.00,61.00
2026-04-03T13:17:00Z,40.00,61.00
2026-04-03T13:21:00Z,40.00,61.00
2026-04-03T13:24:00Z,40.00,61.00
2026-04-03T13:25:00Z,40.00,60.00
2026-04-03T13:30:00Z,40.00,60.00
2026-04-03T13:36:00Z,40.00,60.00
2026-04-03T13:37:00Z,40.00,60.00
2026-04-03T13:43:00Z,40.00,61.00
2026-04-03T13:44:00Z,40.00,61.00
2026-04-03T13:46:00Z,40.00,61.00
2026-04-03T13:48:00Z,40.00,61.00
2026-04-03T13:49:00Z,40.00,61.00
2026-04-03T13:50:00Z,40.00,61.00
2026-04-03T13:51:00Z,40.00,61.00
2026-04-03T13:52:00Z,40.00,61.00
2026-04-03T13:53:00Z,40.00,61.00
2026-04-03T13:59:00Z,40.00,61.00
2026-04-03T14:01:00Z,40.00,61.00
2026-04-03T14:03:00Z,40.00,61.00
2026-04-03T14:08:00Z,40.00,61.00
2026-04-03T14:09:00Z,40.00,61.00
2026-04-03T14:15:00Z,40.00,61.00
2026-04-03T14:16:00Z,40.00,61.00
2026-04-03T14:20:00Z,40.00,61.00
2026-04-03T14:23:00Z,40.00,61.00
2026-04-03T14:24:00Z,39.00,61.00
2026-04-03T14:27:00Z,39.00,61.00
2026-04-03T14:29:00Z,39.00,61.00
2026-04-03T14:30:00Z,39.00,61.00
2026-04-03T14:32:00Z,40.00,61.00
2026-04-03T14:36:00Z,40.00,61.00
