# event_ticker=KXATPCHALLENGERMATCH-26MAR20DEJLLA
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Jesper de Jong
# fav_player=Pablo Llamas Ruiz
# dog_player=Jesper De Jong
# kalshi_date=2026-03-20
timestamp,Pablo Llamas Ruiz,Jesper De Jong
2026-03-20T02:07:00Z,56.00,
2026-03-20T02:42:00Z,56.00,45.76
2026-03-20T03:48:00Z,56.00,46.00
2026-03-20T04:06:00Z,56.00,46.00
2026-03-20T04:15:00Z,56.00,46.00
2026-03-20T04:28:00Z,56.00,46.00
2026-03-20T04:33:00Z,56.00,46.00
2026-03-20T04:39:00Z,56.00,46.00
2026-03-20T04:45:00Z,54.14,46.00
2026-03-20T04:52:00Z,56.00,46.00
2026-03-20T04:57:00Z,56.00,46.00
2026-03-20T05:17:00Z,56.00,46.00
2026-03-20T05:29:00Z,56.00,46.00
2026-03-20T05:36:00Z,56.97,46.00
2026-03-20T05:43:00Z,56.00,46.00
2026-03-20T05:46:00Z,56.00,46.62
2026-03-20T05:49:00Z,56.00,47.00
2026-03-20T05:51:00Z,56.00,47.21
2026-03-20T05:53:00Z,56.00,47.80
2026-03-20T05:54:00Z,56.00,48.00
2026-03-20T06:08:00Z,56.00,47.00
2026-03-20T06:09:00Z,54.00,47.00
2026-03-20T06:12:00Z,54.00,47.00
2026-03-20T06:13:00Z,54.00,47.00
2026-03-20T06:14:00Z,54.00,47.00
2026-03-20T06:19:00Z,54.00,47.00
2026-03-20T06:20:00Z,54.75,47.00
2026-03-20T06:28:00Z,54.75,47.72
2026-03-20T06:30:00Z,55.00,47.72
2026-03-20T06:31:00Z,55.00,47.72
2026-03-20T06:33:00Z,55.00,47.72
2026-03-20T06:43:00Z,55.00,47.72
2026-03-20T06:57:00Z,55.00,47.72
2026-03-20T07:01:00Z,55.00,47.72
2026-03-20T07:13:00Z,55.00,47.72
2026-03-20T07:15:00Z,55.00,48.00
2026-03-20T07:19:00Z,55.00,47.00
2026-03-20T07:20:00Z,54.00,47.00
2026-03-20T07:27:00Z,54.00,47.55
2026-03-20T08:19:00Z,54.00,47.00
2026-03-20T08:20:00Z,54.00,47.00
2026-03-20T08:47:00Z,54.00,47.00
2026-03-20T09:04:00Z,54.00,47.00
2026-03-20T09:08:00Z,54.00,48.88
2026-03-20T09:11:00Z,54.00,50.37
2026-03-20T09:12:00Z,54.00,50.37
2026-03-20T09:42:00Z,53.00,49.00
2026-03-20T09:51:00Z,54.00,49.00
2026-03-20T10:01:00Z,53.00,49.00
2026-03-20T10:14:00Z,53.00,49.00
2026-03-20T10:15:00Z,53.00,49.00
2026-03-20T10:16:00Z,53.00,49.00
2026-03-20T10:23:00Z,53.00,49.00
2026-03-20T10:24:00Z,53.00,50.00
2026-03-20T10:28:00Z,54.00,50.00
2026-03-20T10:36:00Z,54.00,50.00
2026-03-20T10:41:00Z,54.00,50.32
2026-03-20T10:43:00Z,54.00,51.00
2026-03-20T10:46:00Z,54.00,51.00
2026-03-20T10:56:00Z,54.00,51.00
2026-03-20T10:57:00Z,54.00,51.00
2026-03-20T11:00:00Z,54.00,51.00
2026-03-20T11:01:00Z,54.00,51.00
2026-03-20T11:02:00Z,54.00,51.00
2026-03-20T11:03:00Z,54.00,51.00
2026-03-20T11:04:00Z,54.00,51.00
2026-03-20T11:05:00Z,54.00,51.00
2026-03-20T11:07:00Z,54.00,51.00
2026-03-20T11:08:00Z,54.00,51.00
2026-03-20T11:10:00Z,53.31,51.00
2026-03-20T11:11:00Z,54.00,51.00
2026-03-20T11:14:00Z,54.00,51.00
2026-03-20T11:15:00Z,53.00,51.77
2026-03-20T11:16:00Z,53.00,51.77
2026-03-20T11:18:00Z,53.00,51.00
2026-03-20T11:19:00Z,53.00,51.00
2026-03-20T11:20:00Z,51.00,51.00
2026-03-20T11:21:00Z,51.00,51.98
2026-03-20T11:23:00Z,51.00,52.00
2026-03-20T11:25:00Z,51.00,52.00
2026-03-20T11:26:00Z,51.00,52.00
2026-03-20T11:28:00Z,51.00,52.00
2026-03-20T11:30:00Z,51.00,52.00
2026-03-20T11:31:00Z,51.00,52.00
2026-03-20T11:33:00Z,51.00,52.00
2026-03-20T11:34:00Z,50.78,52.00
2026-03-20T11:35:00Z,50.78,52.00
2026-03-20T11:36:00Z,49.26,52.00
2026-03-20T11:39:00Z,48.00,52.00
2026-03-20T11:43:00Z,49.00,51.25
2026-03-20T11:44:00Z,49.00,51.89
2026-03-20T11:45:00Z,49.00,52.00
2026-03-20T11:48:00Z,49.00,52.00
2026-03-20T11:49:00Z,49.00,52.00
2026-03-20T11:50:00Z,49.00,52.00
2026-03-20T11:52:00Z,49.00,52.00
2026-03-20T11:53:00Z,50.00,52.00
2026-03-20T11:56:00Z,50.00,52.00
2026-03-20T11:57:00Z,50.00,52.00
2026-03-20T11:58:00Z,50.00,52.00
2026-03-20T11:59:00Z,50.00,52.00
2026-03-20T12:00:00Z,50.00,52.38
2026-03-20T12:01:00Z,49.00,52.79
2026-03-20T12:02:00Z,49.00,53.00
2026-03-20T12:03:00Z,49.00,52.61
2026-03-20T12:04:00Z,49.00,52.00
2026-03-20T12:05:00Z,49.00,52.37
