# event_ticker=KXATPCHALLENGERMATCH-26MAR20DEJLLA
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Jesper de Jong
# fav_player=Pablo Llamas Ruiz
# dog_player=Jesper De Jong
# kalshi_date=2026-03-20
timestamp,Pablo Llamas Ruiz,Jesper De Jong
2026-03-20T12:06:00Z,49.00,53.00
2026-03-20T12:07:00Z,49.00,53.00
2026-03-20T12:08:00Z,49.00,53.00
2026-03-20T12:09:00Z,49.00,53.00
2026-03-20T12:10:00Z,49.76,53.77
2026-03-20T12:11:00Z,49.12,52.06
2026-03-20T12:12:00Z,49.12,52.00
2026-03-20T12:13:00Z,49.12,52.00
2026-03-20T12:15:00Z,49.12,52.00
2026-03-20T12:16:00Z,50.02,52.00
2026-03-20T12:17:00Z,50.00,52.00
2026-03-20T12:18:00Z,50.74,51.79
2026-03-20T12:19:00Z,51.00,51.78
2026-03-20T12:20:00Z,51.00,52.00
2026-03-20T12:21:00Z,51.00,51.99
2026-03-20T12:22:00Z,48.00,52.00
2026-03-20T12:23:00Z,51.00,51.49
2026-03-20T12:24:00Z,50.00,53.60
2026-03-20T12:25:00Z,49.98,54.28
2026-03-20T12:26:00Z,45.43,56.88
2026-03-20T12:27:00Z,45.00,56.19
2026-03-20T12:28:00Z,45.67,56.45
2026-03-20T12:29:00Z,45.44,56.76
2026-03-20T12:30:00Z,41.69,59.93
2026-03-20T12:31:00Z,34.07,66.58
2026-03-20T12:32:00Z,31.18,69.05
2026-03-20T12:33:00Z,34.96,67.58
2026-03-20T12:34:00Z,33.86,67.28
2026-03-20T12:35:00Z,33.58,68.07
2026-03-20T12:36:00Z,34.02,66.61
2026-03-20T12:37:00Z,35.47,66.70
2026-03-20T12:38:00Z,32.00,68.61
2026-03-20T12:39:00Z,33.60,68.16
2026-03-20T12:40:00Z,30.92,70.25
2026-03-20T12:41:00Z,27.49,72.50
2026-03-20T12:42:00Z,26.32,76.17
2026-03-20T12:43:00Z,30.45,72.07
2026-03-20T12:44:00Z,33.79,67.98
2026-03-20T12:45:00Z,33.18,67.98
2026-03-20T12:46:00Z,33.05,68.51
2026-03-20T12:47:00Z,31.57,69.21
2026-03-20T12:48:00Z,30.47,70.00
2026-03-20T12:49:00Z,30.77,69.19
2026-03-20T12:50:00Z,32.22,72.41
2026-03-20T12:51:00Z,28.79,71.09
2026-03-20T12:52:00Z,33.21,69.01
2026-03-20T12:53:00Z,33.02,68.11
2026-03-20T12:54:00Z,29.50,72.09
2026-03-20T12:55:00Z,29.84,72.42
2026-03-20T12:56:00Z,29.60,71.83
2026-03-20T12:57:00Z,29.45,71.69
2026-03-20T12:58:00Z,31.13,69.93
2026-03-20T12:59:00Z,31.98,69.01
2026-03-20T13:00:00Z,30.84,70.66
2026-03-20T13:01:00Z,33.29,67.50
2026-03-20T13:02:00Z,34.79,65.77
2026-03-20T13:03:00Z,30.97,71.77
2026-03-20T13:04:00Z,30.93,71.52
2026-03-20T13:05:00Z,27.28,73.06
2026-03-20T13:06:00Z,27.39,73.33
2026-03-20T13:07:00Z,27.93,74.51
2026-03-20T13:08:00Z,26.21,77.53
2026-03-20T13:09:00Z,26.84,74.99
2026-03-20T13:10:00Z,18.50,84.40
2026-03-20T13:11:00Z,13.09,86.48
2026-03-20T13:12:00Z,14.17,86.99
2026-03-20T13:13:00Z,8.89,90.30
2026-03-20T13:14:00Z,10.45,90.05
2026-03-20T13:15:00Z,11.00,89.83
2026-03-20T13:16:00Z,10.99,89.83
2026-03-20T13:17:00Z,5.12,92.78
2026-03-20T13:18:00Z,7.72,94.11
2026-03-20T13:19:00Z,7.45,92.95
2026-03-20T13:20:00Z,10.12,88.49
2026-03-20T13:21:00Z,12.78,87.66
2026-03-20T13:22:00Z,11.78,89.70
2026-03-20T13:23:00Z,10.68,90.74
2026-03-20T13:24:00Z,8.24,91.33
2026-03-20T13:25:00Z,7.24,92.03
2026-03-20T13:26:00Z,3.54,95.52
2026-03-20T13:27:00Z,5.82,92.01
2026-03-20T13:28:00Z,4.78,95.16
2026-03-20T13:29:00Z,1.18,98.58
2026-03-20T13:30:00Z,1.01,98.32
2026-03-20T13:31:00Z,4.28,97.34
2026-03-20T13:32:00Z,4.81,95.78
2026-03-20T13:33:00Z,6.50,93.11
2026-03-20T13:34:00Z,4.64,94.99
2026-03-20T13:35:00Z,4.60,95.85
2026-03-20T13:36:00Z,2.10,98.42
2026-03-20T13:37:00Z,1.50,99.00
2026-03-20T13:38:00Z,2.00,99.00
2026-03-20T13:39:00Z,1.52,99.00
2026-03-20T13:40:00Z,1.00,99.00
2026-03-20T13:41:00Z,1.00,99.00
2026-03-20T13:42:00Z,1.00,99.00
2026-03-20T13:43:00Z,1.00,99.00
2026-03-20T13:44:00Z,1.00,99.00
2026-03-20T13:46:00Z,1.00,99.00
