# event_ticker=KXATPCHALLENGERMATCH-26MAR15MRVSAM
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Toby Samuel
# fav_player=Maxim Mrva
# dog_player=Toby Samuel
# kalshi_date=2026-03-15
timestamp,Maxim Mrva,Toby Samuel
2026-03-14T22:55:00Z,,74.00
2026-03-15T01:04:00Z,26.50,74.00
2026-03-15T01:22:00Z,26.50,74.00
2026-03-15T01:35:00Z,27.00,74.00
2026-03-15T01:43:00Z,27.00,74.00
2026-03-15T01:56:00Z,27.00,74.00
2026-03-15T01:57:00Z,27.00,74.00
2026-03-15T02:06:00Z,27.00,74.96
2026-03-15T02:23:00Z,27.00,74.00
2026-03-15T02:34:00Z,27.00,75.00
2026-03-15T02:35:00Z,27.00,76.00
2026-03-15T02:37:00Z,27.00,76.00
2026-03-15T02:40:00Z,27.00,76.00
2026-03-15T02:41:00Z,27.00,76.00
2026-03-15T03:06:00Z,26.00,76.00
2026-03-15T03:15:00Z,26.00,75.00
2026-03-15T03:26:00Z,26.00,75.00
2026-03-15T03:32:00Z,26.00,75.00
2026-03-15T03:43:00Z,26.00,75.00
2026-03-15T03:55:00Z,26.00,75.00
2026-03-15T04:00:00Z,26.00,75.00
2026-03-15T04:02:00Z,26.00,75.59
2026-03-15T04:03:00Z,26.00,75.59
2026-03-15T04:05:00Z,26.00,76.00
2026-03-15T04:06:00Z,26.00,76.00
2026-03-15T04:16:00Z,26.00,76.00
2026-03-15T04:23:00Z,26.00,76.00
2026-03-15T04:26:00Z,26.00,76.00
2026-03-15T04:27:00Z,26.00,76.00
2026-03-15T04:41:00Z,26.00,76.00
2026-03-15T04:48:00Z,26.00,76.00
2026-03-15T05:04:00Z,26.00,76.00
2026-03-15T05:11:00Z,26.00,76.00
2026-03-15T05:16:00Z,26.00,76.00
2026-03-15T05:19:00Z,26.00,76.00
2026-03-15T05:20:00Z,26.00,76.00
2026-03-15T05:24:00Z,26.00,76.00
2026-03-15T05:25:00Z,26.00,76.00
2026-03-15T05:26:00Z,26.00,76.00
2026-03-15T05:30:00Z,26.00,76.00
2026-03-15T05:33:00Z,26.00,76.00
2026-03-15T05:48:00Z,26.00,75.98
2026-03-15T05:52:00Z,26.00,76.00
2026-03-15T05:59:00Z,26.00,76.00
2026-03-15T06:03:00Z,26.00,76.00
2026-03-15T06:06:00Z,26.00,76.00
2026-03-15T06:09:00Z,26.00,74.00
2026-03-15T06:10:00Z,26.00,74.00
2026-03-15T06:12:00Z,26.00,74.00
2026-03-15T06:14:00Z,26.00,74.00
2026-03-15T06:16:00Z,26.00,74.67
2026-03-15T06:18:00Z,26.00,75.82
2026-03-15T06:20:00Z,26.00,76.00
2026-03-15T06:21:00Z,27.00,74.00
2026-03-15T06:22:00Z,27.00,74.00
2026-03-15T06:23:00Z,27.00,74.00
2026-03-15T06:24:00Z,27.00,74.00
2026-03-15T06:25:00Z,27.00,74.00
2026-03-15T06:27:00Z,27.00,74.00
2026-03-15T06:28:00Z,27.00,74.00
2026-03-15T06:31:00Z,27.00,73.03
2026-03-15T06:32:00Z,27.00,74.00
2026-03-15T06:33:00Z,27.00,74.00
2026-03-15T06:34:00Z,27.00,74.00
2026-03-15T06:36:00Z,27.00,74.00
2026-03-15T06:39:00Z,27.00,74.00
2026-03-15T06:40:00Z,27.00,74.00
2026-03-15T06:43:00Z,27.00,74.00
2026-03-15T06:45:00Z,27.00,74.00
2026-03-15T06:48:00Z,26.00,74.00
2026-03-15T06:49:00Z,26.00,74.00
2026-03-15T06:52:00Z,25.00,74.00
2026-03-15T06:55:00Z,25.00,75.18
2026-03-15T06:56:00Z,25.00,75.87
2026-03-15T07:06:00Z,26.00,75.00
2026-03-15T07:09:00Z,26.00,76.00
2026-03-15T07:10:00Z,26.00,77.27
2026-03-15T07:11:00Z,26.00,77.27
2026-03-15T07:12:00Z,25.00,77.00
2026-03-15T07:14:00Z,24.00,77.00
2026-03-15T07:15:00Z,24.00,76.00
2026-03-15T07:19:00Z,25.00,76.00
2026-03-15T07:21:00Z,25.00,76.00
2026-03-15T07:22:00Z,25.00,76.00
2026-03-15T07:26:00Z,25.00,77.00
2026-03-15T07:29:00Z,25.00,77.00
2026-03-15T07:38:00Z,25.00,77.00
2026-03-15T07:41:00Z,25.00,76.00
2026-03-15T07:43:00Z,25.00,76.00
2026-03-15T07:45:00Z,25.00,76.00
2026-03-15T07:46:00Z,25.00,76.00
2026-03-15T07:47:00Z,25.00,76.00
2026-03-15T07:49:00Z,25.00,77.00
2026-03-15T07:55:00Z,25.00,77.00
2026-03-15T07:57:00Z,25.05,77.00
2026-03-15T07:58:00Z,25.09,77.00
2026-03-15T08:00:00Z,25.09,76.70
2026-03-15T08:03:00Z,25.67,76.00
2026-03-15T08:04:00Z,25.67,76.52
2026-03-15T08:07:00Z,25.00,76.52
2026-03-15T08:10:00Z,25.00,76.33
2026-03-15T08:13:00Z,25.00,76.33
2026-03-15T08:14:00Z,25.00,76.00
2026-03-15T08:17:00Z,25.00,76.00
2026-03-15T08:20:00Z,25.00,77.00
2026-03-15T08:23:00Z,26.00,77.00
2026-03-15T08:24:00Z,26.00,76.00
2026-03-15T08:25:00Z,26.00,77.00
2026-03-15T08:27:00Z,26.00,77.00
2026-03-15T08:28:00Z,26.00,77.00
2026-03-15T08:29:00Z,26.00,77.00
2026-03-15T08:30:00Z,26.00,77.00
2026-03-15T08:31:00Z,26.00,76.51
2026-03-15T08:32:00Z,26.00,76.00
2026-03-15T08:33:00Z,26.00,76.00
2026-03-15T08:36:00Z,25.00,76.00
2026-03-15T08:37:00Z,26.00,76.00
2026-03-15T08:38:00Z,26.00,76.00
2026-03-15T08:39:00Z,26.00,76.00
2026-03-15T08:40:00Z,26.00,76.00
2026-03-15T08:41:00Z,27.39,74.02
2026-03-15T08:42:00Z,31.91,71.31
2026-03-15T08:43:00Z,34.79,69.17
2026-03-15T08:44:00Z,36.18,65.71
2026-03-15T08:45:00Z,36.17,65.47
2026-03-15T08:46:00Z,37.20,66.10
2026-03-15T08:47:00Z,43.84,57.34
2026-03-15T08:48:00Z,42.72,58.18
2026-03-15T08:49:00Z,40.07,62.77
2026-03-15T08:50:00Z,45.22,55.90
2026-03-15T08:51:00Z,47.62,55.30
2026-03-15T08:52:00Z,40.99,60.38
2026-03-15T08:53:00Z,35.07,64.19
2026-03-15T08:54:00Z,34.17,67.68
2026-03-15T08:55:00Z,34.03,64.09
2026-03-15T08:56:00Z,29.23,71.76
2026-03-15T08:57:00Z,23.98,76.54
2026-03-15T08:58:00Z,20.68,79.92
2026-03-15T08:59:00Z,21.45,79.00
2026-03-15T09:00:00Z,24.18,75.59
2026-03-15T09:01:00Z,27.06,75.59
2026-03-15T09:02:00Z,27.30,77.01
2026-03-15T09:03:00Z,20.37,82.03
2026-03-15T09:04:00Z,13.00,84.97
2026-03-15T09:05:00Z,13.39,89.20
2026-03-15T09:06:00Z,12.35,88.57
2026-03-15T09:07:00Z,11.51,89.00
2026-03-15T09:08:00Z,10.10,90.79
2026-03-15T09:09:00Z,10.96,88.50
2026-03-15T09:10:00Z,8.78,92.28
2026-03-15T09:11:00Z,7.86,93.92
2026-03-15T09:12:00Z,8.70,91.23
2026-03-15T09:13:00Z,10.69,89.00
2026-03-15T09:14:00Z,12.98,87.06
2026-03-15T09:15:00Z,14.03,86.93
2026-03-15T09:16:00Z,13.20,90.92
2026-03-15T09:17:00Z,13.48,88.60
2026-03-15T09:18:00Z,14.63,87.60
2026-03-15T09:19:00Z,16.74,88.42
2026-03-15T09:20:00Z,15.93,87.14
2026-03-15T09:21:00Z,10.21,89.59
2026-03-15T09:22:00Z,9.09,91.39
2026-03-15T09:23:00Z,14.00,90.82
2026-03-15T09:24:00Z,10.09,90.94
2026-03-15T09:25:00Z,7.92,93.46
2026-03-15T09:26:00Z,7.54,94.17
2026-03-15T09:27:00Z,3.99,95.21
2026-03-15T09:28:00Z,4.50,97.02
2026-03-15T09:29:00Z,4.23,96.58
2026-03-15T09:30:00Z,2.86,97.19
2026-03-15T09:31:00Z,1.98,98.28
2026-03-15T09:32:00Z,1.07,98.75
2026-03-15T09:33:00Z,2.00,98.00
2026-03-15T09:34:00Z,2.16,97.50
2026-03-15T09:35:00Z,3.03,97.18
2026-03-15T09:36:00Z,1.01,98.59
2026-03-15T09:37:00Z,1.41,98.00
2026-03-15T09:38:00Z,2.00,98.00
2026-03-15T09:39:00Z,2.00,98.61
2026-03-15T09:40:00Z,1.18,98.91
2026-03-15T09:41:00Z,1.18,99.00
2026-03-15T09:42:00Z,1.43,98.99
2026-03-15T09:43:00Z,2.46,98.99
2026-03-15T09:44:00Z,1.00,99.00
2026-03-15T09:45:00Z,1.00,99.00
2026-03-15T09:46:00Z,1.00,99.00
