# event_ticker=KXATPCHALLENGERMATCH-26MAR25ANDSCH
# final_score=6-4 6-0
# score_resolution=4-6 0-6
# match_winner=Tristan Schoolkate
# fav_player=Andres Andrade
# dog_player=Tristan Schoolkate
# kalshi_date=2026-03-25
timestamp,Andres Andrade,Tristan Schoolkate
2026-03-25T20:29:00Z,38.00,62.00
2026-03-25T21:00:00Z,38.00,62.00
2026-03-25T21:22:00Z,38.50,62.00
2026-03-25T21:27:00Z,39.00,62.00
2026-03-25T21:44:00Z,39.00,62.00
2026-03-25T21:55:00Z,39.00,62.00
2026-03-25T21:58:00Z,39.00,62.00
2026-03-25T22:00:00Z,39.00,62.00
2026-03-25T22:02:00Z,39.00,62.00
2026-03-25T22:10:00Z,39.00,62.00
2026-03-25T22:28:00Z,39.00,62.00
2026-03-25T22:34:00Z,39.00,62.00
2026-03-25T22:41:00Z,39.00,62.00
2026-03-25T22:45:00Z,39.00,62.00
2026-03-25T22:46:00Z,39.00,62.00
2026-03-25T22:47:00Z,39.00,62.00
2026-03-25T22:48:00Z,39.00,62.00
2026-03-25T22:55:00Z,39.00,62.00
2026-03-25T22:57:00Z,39.00,62.00
2026-03-25T23:05:00Z,39.00,62.00
2026-03-25T23:36:00Z,39.00,62.00
2026-03-25T23:41:00Z,39.00,62.00
2026-03-26T00:08:00Z,39.00,62.00
2026-03-26T00:20:00Z,39.00,62.00
2026-03-26T00:28:00Z,39.00,61.00
2026-03-26T00:29:00Z,39.00,62.00
2026-03-26T00:35:00Z,39.00,62.00
2026-03-26T00:40:00Z,39.00,62.00
2026-03-26T00:43:00Z,39.00,62.00
2026-03-26T00:49:00Z,39.00,62.00
2026-03-26T00:53:00Z,39.00,62.00
2026-03-26T00:55:00Z,39.00,61.00
2026-03-26T00:58:00Z,39.00,62.00
2026-03-26T00:59:00Z,39.00,62.00
2026-03-26T01:07:00Z,39.00,61.00
2026-03-26T01:10:00Z,39.00,62.00
2026-03-26T01:11:00Z,39.00,62.00
2026-03-26T01:12:00Z,39.00,61.00
2026-03-26T01:14:00Z,39.00,61.00
2026-03-26T01:16:00Z,39.00,62.00
2026-03-26T01:17:00Z,39.00,62.00
2026-03-26T01:18:00Z,39.00,62.00
2026-03-26T01:22:00Z,39.00,62.28
2026-03-26T01:24:00Z,39.00,63.00
2026-03-26T01:25:00Z,39.00,63.00
2026-03-26T01:26:00Z,39.00,63.00
2026-03-26T01:27:00Z,39.00,63.00
2026-03-26T01:30:00Z,38.00,63.00
2026-03-26T01:34:00Z,38.00,63.00
2026-03-26T01:40:00Z,38.00,63.00
2026-03-26T01:43:00Z,38.00,63.80
2026-03-26T01:44:00Z,38.00,63.00
2026-03-26T01:45:00Z,38.00,63.00
2026-03-26T01:46:00Z,38.00,63.00
2026-03-26T01:47:00Z,38.00,63.00
2026-03-26T01:48:00Z,38.00,63.21
2026-03-26T01:49:00Z,37.69,64.00
2026-03-26T01:50:00Z,37.69,64.81
2026-03-26T01:51:00Z,37.00,65.47
2026-03-26T01:52:00Z,38.91,60.52
2026-03-26T01:53:00Z,42.09,59.85
2026-03-26T01:54:00Z,43.72,57.67
2026-03-26T01:55:00Z,46.75,55.22
2026-03-26T01:56:00Z,40.87,58.44
2026-03-26T01:57:00Z,41.18,64.00
2026-03-26T01:58:00Z,38.96,62.88
2026-03-26T01:59:00Z,36.04,64.22
2026-03-26T02:00:00Z,34.87,67.90
2026-03-26T02:01:00Z,34.93,65.83
2026-03-26T02:02:00Z,31.52,69.98
2026-03-26T02:03:00Z,24.69,73.80
2026-03-26T02:04:00Z,24.76,74.03
2026-03-26T02:05:00Z,25.45,76.00
2026-03-26T02:06:00Z,31.55,69.24
2026-03-26T02:07:00Z,36.00,65.00
2026-03-26T02:08:00Z,35.99,65.55
2026-03-26T02:09:00Z,28.93,74.06
2026-03-26T02:10:00Z,24.94,76.50
2026-03-26T02:11:00Z,21.10,80.23
2026-03-26T02:12:00Z,19.94,79.66
2026-03-26T02:13:00Z,20.09,80.78
2026-03-26T02:14:00Z,24.66,76.33
2026-03-26T02:15:00Z,22.35,78.55
2026-03-26T02:16:00Z,22.35,77.42
2026-03-26T02:17:00Z,22.35,80.88
2026-03-26T02:18:00Z,20.97,80.60
2026-03-26T02:19:00Z,20.00,82.00
2026-03-26T02:20:00Z,19.45,83.56
2026-03-26T02:21:00Z,20.00,80.31
2026-03-26T02:22:00Z,19.66,81.06
2026-03-26T02:23:00Z,21.47,78.14
2026-03-26T02:24:00Z,22.98,77.86
2026-03-26T02:25:00Z,19.01,79.45
2026-03-26T02:26:00Z,15.02,84.20
2026-03-26T02:27:00Z,16.54,86.37
2026-03-26T02:28:00Z,17.11,83.01
2026-03-26T02:29:00Z,17.17,84.00
2026-03-26T02:30:00Z,18.81,81.93
2026-03-26T02:31:00Z,16.92,80.00
2026-03-26T02:32:00Z,17.31,83.95
2026-03-26T02:33:00Z,18.42,83.95
2026-03-26T02:34:00Z,16.18,84.38
2026-03-26T02:35:00Z,19.20,83.86
2026-03-26T02:36:00Z,19.85,80.35
2026-03-26T02:37:00Z,24.85,75.36
2026-03-26T02:38:00Z,20.33,79.96
2026-03-26T02:39:00Z,25.82,73.85
2026-03-26T02:40:00Z,32.34,67.95
2026-03-26T02:41:00Z,33.78,67.29
2026-03-26T02:42:00Z,36.32,68.57
2026-03-26T02:43:00Z,19.12,80.88
2026-03-26T02:44:00Z,13.81,84.32
2026-03-26T02:45:00Z,16.99,84.28
2026-03-26T02:46:00Z,15.56,84.28
2026-03-26T02:47:00Z,22.53,77.30
2026-03-26T02:48:00Z,24.82,77.50
2026-03-26T02:49:00Z,20.01,81.96
2026-03-26T02:50:00Z,22.36,81.79
2026-03-26T02:51:00Z,15.00,84.15
2026-03-26T02:52:00Z,15.00,84.94
2026-03-26T02:53:00Z,17.10,82.44
2026-03-26T02:54:00Z,14.05,88.89
2026-03-26T02:55:00Z,10.60,91.65
2026-03-26T02:56:00Z,8.47,92.55
2026-03-26T02:57:00Z,6.38,93.03
2026-03-26T02:58:00Z,5.94,93.75
2026-03-26T02:59:00Z,4.11,95.96
2026-03-26T03:00:00Z,4.96,95.97
2026-03-26T03:01:00Z,5.45,95.63
2026-03-26T03:02:00Z,3.74,95.52
2026-03-26T03:03:00Z,1.13,98.74
2026-03-26T03:04:00Z,1.00,99.00
2026-03-26T03:05:00Z,1.00,99.00
2026-03-26T03:06:00Z,1.00,99.00
2026-03-26T03:07:00Z,1.00,99.00
2026-03-26T03:08:00Z,1.00,99.00
2026-03-26T03:09:00Z,1.00,99.00
2026-03-26T03:10:00Z,1.00,99.00
2026-03-26T03:11:00Z,1.00,99.00
