# event_ticker=KXATPMATCH-26FEB19FRIJOD
# final_score=7-6(4) 6-4
# score_resolution=6-7 4-6
# match_winner=Taylor Fritz
# fav_player=Rafael Jodar
# dog_player=Taylor Fritz
# kalshi_date=2026-02-19
timestamp,Rafael Jodar,Taylor Fritz
2026-02-19T13:48:00Z,,78.00
2026-02-19T13:54:00Z,,78.00
2026-02-19T14:01:00Z,,78.00
2026-02-19T14:04:00Z,23.00,78.00
2026-02-19T14:07:00Z,23.00,78.00
2026-02-19T14:11:00Z,22.00,78.00
2026-02-19T14:14:00Z,22.00,78.00
2026-02-19T14:20:00Z,22.00,78.00
2026-02-19T14:21:00Z,23.00,78.00
2026-02-19T14:29:00Z,23.00,78.00
2026-02-19T14:31:00Z,23.00,78.00
2026-02-19T14:35:00Z,23.00,78.00
2026-02-19T14:38:00Z,23.00,78.00
2026-02-19T14:40:00Z,23.00,78.00
2026-02-19T14:43:00Z,22.00,78.00
2026-02-19T14:46:00Z,22.00,78.00
2026-02-19T14:48:00Z,23.00,78.00
2026-02-19T14:52:00Z,23.00,78.00
2026-02-19T14:59:00Z,23.00,78.00
2026-02-19T15:00:00Z,23.00,78.00
2026-02-19T15:02:00Z,23.00,78.00
2026-02-19T15:05:00Z,23.00,78.00
2026-02-19T15:09:00Z,23.00,78.00
2026-02-19T15:11:00Z,23.00,78.00
2026-02-19T15:13:00Z,23.00,78.00
2026-02-19T15:17:00Z,23.00,78.00
2026-02-19T15:22:00Z,23.00,78.00
2026-02-19T15:27:00Z,23.00,78.00
2026-02-19T15:31:00Z,23.00,78.00
2026-02-19T15:32:00Z,23.00,78.00
2026-02-19T15:35:00Z,23.00,78.00
2026-02-19T15:36:00Z,23.00,78.00
2026-02-19T15:37:00Z,23.00,78.65
2026-02-19T15:38:00Z,23.00,78.00
2026-02-19T15:39:00Z,23.00,78.00
2026-02-19T15:40:00Z,23.00,78.00
2026-02-19T15:41:00Z,23.00,78.00
2026-02-19T15:42:00Z,23.00,78.88
2026-02-19T15:46:00Z,23.00,78.00
2026-02-19T15:47:00Z,23.00,78.00
2026-02-19T15:48:00Z,22.00,79.00
2026-02-19T15:49:00Z,23.00,79.00
2026-02-19T15:52:00Z,23.00,79.00
2026-02-19T15:55:00Z,23.00,79.00
2026-02-19T15:59:00Z,23.00,78.00
2026-02-19T16:00:00Z,23.00,79.00
2026-02-19T16:02:00Z,23.00,79.00
2026-02-19T16:03:00Z,23.00,79.00
2026-02-19T16:05:00Z,23.00,79.00
2026-02-19T16:07:00Z,23.00,79.00
2026-02-19T16:09:00Z,23.00,79.00
2026-02-19T16:10:00Z,23.00,79.00
2026-02-19T16:11:00Z,23.00,79.00
2026-02-19T16:12:00Z,23.00,79.00
2026-02-19T16:16:00Z,23.00,79.00
2026-02-19T16:19:00Z,23.00,79.00
2026-02-19T16:20:00Z,23.00,79.00
2026-02-19T16:21:00Z,23.00,79.00
2026-02-19T16:22:00Z,23.00,79.00
2026-02-19T16:27:00Z,23.00,79.00
2026-02-19T16:28:00Z,23.00,79.00
2026-02-19T16:29:00Z,23.00,79.00
2026-02-19T16:30:00Z,23.00,79.00
2026-02-19T16:31:00Z,23.00,79.00
2026-02-19T16:32:00Z,23.00,78.99
2026-02-19T16:33:00Z,23.00,77.00
2026-02-19T16:34:00Z,23.00,77.00
2026-02-19T16:35:00Z,23.00,77.00
2026-02-19T16:37:00Z,23.00,77.00
2026-02-19T16:39:00Z,23.00,77.00
2026-02-19T16:40:00Z,23.00,77.00
2026-02-19T16:43:00Z,23.00,77.00
2026-02-19T16:45:00Z,23.00,77.00
2026-02-19T16:48:00Z,23.00,77.00
2026-02-19T16:50:00Z,23.00,77.00
2026-02-19T16:52:00Z,23.00,77.00
2026-02-19T17:02:00Z,23.00,77.00
2026-02-19T17:03:00Z,23.00,77.00
2026-02-19T17:04:00Z,23.00,77.00
2026-02-19T17:05:00Z,23.00,77.00
2026-02-19T17:07:00Z,23.00,77.00
2026-02-19T17:08:00Z,23.00,77.00
2026-02-19T17:09:00Z,23.00,77.00
2026-02-19T17:12:00Z,23.00,77.00
2026-02-19T17:13:00Z,23.00,77.00
2026-02-19T17:14:00Z,23.00,77.00
2026-02-19T17:15:00Z,23.00,77.00
2026-02-19T17:21:00Z,23.00,77.00
2026-02-19T17:24:00Z,23.00,77.00
2026-02-19T17:26:00Z,23.00,77.00
2026-02-19T17:27:00Z,23.00,77.46
2026-02-19T17:28:00Z,23.00,77.46
2026-02-19T17:30:00Z,23.00,78.00
2026-02-19T17:31:00Z,23.00,78.00
2026-02-19T17:34:00Z,23.00,78.00
2026-02-19T17:36:00Z,23.00,78.00
2026-02-19T17:38:00Z,23.00,78.00
2026-02-19T17:39:00Z,23.00,78.00
2026-02-19T17:41:00Z,23.00,78.00
2026-02-19T17:43:00Z,23.00,78.00
2026-02-19T17:46:00Z,23.00,78.00
2026-02-19T17:52:00Z,23.00,78.00
2026-02-19T18:00:00Z,23.00,78.00
2026-02-19T18:03:00Z,23.00,78.00
2026-02-19T18:04:00Z,23.00,78.00
2026-02-19T18:05:00Z,23.00,78.00
2026-02-19T18:06:00Z,23.00,78.00
2026-02-19T18:11:00Z,23.00,78.00
2026-02-19T18:13:00Z,23.00,78.00
2026-02-19T18:14:00Z,23.00,78.00
2026-02-19T18:15:00Z,23.00,78.00
2026-02-19T18:18:00Z,23.00,78.00
2026-02-19T18:27:00Z,23.00,78.00
2026-02-19T18:28:00Z,23.00,78.00
2026-02-19T18:33:00Z,23.00,78.00
2026-02-19T18:36:00Z,23.00,78.00
2026-02-19T18:39:00Z,23.00,78.00
2026-02-19T18:40:00Z,23.00,78.00
2026-02-19T18:41:00Z,23.00,78.00
2026-02-19T18:43:00Z,23.00,78.00
2026-02-19T18:53:00Z,23.00,78.00
2026-02-19T18:56:00Z,23.00,78.00
2026-02-19T18:58:00Z,23.00,78.00
2026-02-19T18:59:00Z,23.00,78.00
2026-02-19T19:02:00Z,23.00,78.00
2026-02-19T19:04:00Z,23.00,78.00
2026-02-19T19:05:00Z,23.00,78.00
2026-02-19T19:08:00Z,23.00,78.00
2026-02-19T19:09:00Z,23.00,78.00
2026-02-19T19:12:00Z,23.00,78.00
2026-02-19T19:13:00Z,23.00,78.00
2026-02-19T19:14:00Z,23.00,78.00
2026-02-19T19:15:00Z,23.00,78.00
2026-02-19T19:16:00Z,23.00,77.00
2026-02-19T19:17:00Z,23.00,77.00
2026-02-19T19:18:00Z,23.00,78.00
2026-02-19T19:20:00Z,23.00,78.00
2026-02-19T19:21:00Z,23.00,78.00
2026-02-19T19:22:00Z,23.00,78.00
2026-02-19T19:23:00Z,23.00,78.00
2026-02-19T19:24:00Z,23.00,78.00
