# event_ticker=KXATPCHALLENGERMATCH-26MAR07VIRBUD
# final_score=4-6 6-2 7-6(3)
# score_resolution=4-6 6-2 7-6
# match_winner=Nicolai Budkov Kjaer
# fav_player=Nicolai Budkov Kjaer
# dog_player=Otto Virtanen
# kalshi_date=2026-03-07
timestamp,Nicolai Budkov Kjaer,Otto Virtanen
2026-03-07T03:00:00Z,,60.00
2026-03-07T03:04:00Z,,60.00
2026-03-07T03:56:00Z,,60.00
2026-03-07T03:57:00Z,,60.00
2026-03-07T04:23:00Z,,60.00
2026-03-07T05:05:00Z,,60.00
2026-03-07T05:24:00Z,43.72,60.00
2026-03-07T05:33:00Z,44.00,60.00
2026-03-07T05:55:00Z,44.00,59.00
2026-03-07T06:20:00Z,44.00,59.00
2026-03-07T06:25:00Z,44.00,58.00
2026-03-07T06:31:00Z,44.00,58.00
2026-03-07T06:32:00Z,44.00,58.00
2026-03-07T06:33:00Z,44.00,58.00
2026-03-07T06:34:00Z,44.00,58.00
2026-03-07T06:39:00Z,43.00,58.00
2026-03-07T06:40:00Z,44.00,58.00
2026-03-07T06:41:00Z,44.00,58.00
2026-03-07T06:42:00Z,44.00,58.00
2026-03-07T06:47:00Z,44.00,58.00
2026-03-07T06:55:00Z,44.00,59.20
2026-03-07T06:59:00Z,44.00,59.20
2026-03-07T07:02:00Z,44.00,58.00
2026-03-07T07:06:00Z,44.00,58.00
2026-03-07T07:09:00Z,44.00,56.57
2026-03-07T07:15:00Z,44.00,56.57
2026-03-07T07:22:00Z,44.00,58.00
2026-03-07T07:23:00Z,44.00,58.00
2026-03-07T07:26:00Z,44.00,58.00
2026-03-07T07:27:00Z,44.00,58.00
2026-03-07T07:31:00Z,44.00,58.35
2026-03-07T07:48:00Z,44.00,58.35
2026-03-07T07:52:00Z,44.00,58.00
2026-03-07T07:56:00Z,44.00,58.89
2026-03-07T08:06:00Z,44.00,59.00
2026-03-07T08:10:00Z,43.00,59.48
2026-03-07T08:13:00Z,43.00,60.00
2026-03-07T08:28:00Z,43.00,60.00
2026-03-07T08:33:00Z,43.00,59.00
2026-03-07T08:37:00Z,43.00,59.00
2026-03-07T08:38:00Z,43.00,59.00
2026-03-07T08:42:00Z,43.00,59.00
2026-03-07T08:43:00Z,43.00,59.00
2026-03-07T08:44:00Z,43.00,59.00
2026-03-07T08:52:00Z,43.00,59.00
2026-03-07T09:07:00Z,43.00,59.00
2026-03-07T09:11:00Z,43.00,59.00
2026-03-07T09:20:00Z,43.00,59.00
2026-03-07T09:32:00Z,43.00,59.00
2026-03-07T09:37:00Z,43.00,59.00
2026-03-07T09:40:00Z,43.00,59.37
2026-03-07T09:44:00Z,43.00,59.37
2026-03-07T09:45:00Z,43.00,59.00
2026-03-07T09:58:00Z,43.00,59.00
2026-03-07T10:01:00Z,43.00,59.00
2026-03-07T10:04:00Z,43.00,59.00
2026-03-07T10:05:00Z,43.00,59.00
2026-03-07T10:07:00Z,43.05,59.00
2026-03-07T10:08:00Z,43.05,59.00
2026-03-07T10:17:00Z,43.05,56.00
2026-03-07T10:28:00Z,43.00,56.00
2026-03-07T10:37:00Z,43.00,59.00
2026-03-07T10:50:00Z,43.00,59.00
2026-03-07T10:51:00Z,43.00,59.00
2026-03-07T10:59:00Z,43.00,59.00
2026-03-07T11:03:00Z,43.00,59.00
2026-03-07T11:09:00Z,43.00,59.00
2026-03-07T11:10:00Z,43.00,59.00
2026-03-07T11:11:00Z,43.00,59.00
2026-03-07T11:15:00Z,43.00,59.00
2026-03-07T11:17:00Z,43.00,59.00
2026-03-07T11:20:00Z,43.00,59.00
2026-03-07T11:22:00Z,43.00,59.00
