# event_ticker=KXATPCHALLENGERMATCH-26APR20BOLSIM
# final_score=7-6(5) 3-6 6-1
# score_resolution=7-6 3-6 6-1
# match_winner=Ilia Simakin
# fav_player=Ilia Simakin
# dog_player=Alex Bolt
# kalshi_date=2026-04-20
timestamp,Alex Bolt,Ilia Simakin
2026-04-20T18:36:00Z,,43.00
2026-04-20T18:57:00Z,57.98,43.00
2026-04-20T19:00:00Z,57.98,43.00
2026-04-20T19:11:00Z,58.00,43.00
2026-04-20T19:45:00Z,58.00,43.00
2026-04-20T19:49:00Z,58.00,42.00
2026-04-20T19:56:00Z,58.00,42.00
2026-04-20T20:07:00Z,58.00,42.00
2026-04-20T20:10:00Z,58.00,42.00
2026-04-20T20:39:00Z,58.00,42.00
2026-04-20T20:43:00Z,58.00,42.00
2026-04-20T21:25:00Z,58.00,42.00
2026-04-20T21:33:00Z,58.00,42.00
2026-04-20T21:53:00Z,58.00,42.00
2026-04-20T23:18:00Z,58.00,42.00
2026-04-20T23:19:00Z,58.00,42.00
2026-04-21T00:21:00Z,58.00,42.00
2026-04-21T00:23:00Z,58.00,42.00
2026-04-21T00:26:00Z,58.00,42.00
2026-04-21T00:27:00Z,58.00,42.00
2026-04-21T00:49:00Z,58.00,42.00
2026-04-21T00:51:00Z,58.00,42.00
2026-04-21T01:03:00Z,58.00,42.00
2026-04-21T01:12:00Z,58.00,42.00
2026-04-21T01:13:00Z,58.00,44.00
2026-04-21T01:15:00Z,58.00,44.00
2026-04-21T01:25:00Z,58.00,44.00
2026-04-21T01:28:00Z,58.00,44.00
2026-04-21T01:30:00Z,58.00,44.00
2026-04-21T01:31:00Z,58.00,44.00
2026-04-21T01:36:00Z,58.00,44.00
2026-04-21T01:37:00Z,58.00,44.00
2026-04-21T01:42:00Z,58.00,44.00
2026-04-21T01:52:00Z,58.00,44.00
2026-04-21T01:58:00Z,58.00,44.00
2026-04-21T02:03:00Z,58.00,44.00
2026-04-21T02:05:00Z,58.00,44.00
2026-04-21T02:07:00Z,58.00,44.00
2026-04-21T02:08:00Z,58.00,44.00
2026-04-21T02:09:00Z,58.00,44.00
2026-04-21T02:16:00Z,58.00,44.00
2026-04-21T02:22:00Z,58.00,44.00
2026-04-21T02:35:00Z,58.00,44.00
2026-04-21T02:38:00Z,58.00,44.00
2026-04-21T02:48:00Z,58.00,44.00
2026-04-21T02:50:00Z,58.00,44.00
2026-04-21T02:53:00Z,58.00,44.00
2026-04-21T02:58:00Z,58.00,44.00
2026-04-21T02:59:00Z,58.00,44.00
2026-04-21T03:04:00Z,58.00,44.00
2026-04-21T03:05:00Z,58.00,44.00
2026-04-21T03:06:00Z,58.00,44.00
2026-04-21T03:07:00Z,58.00,43.00
2026-04-21T03:08:00Z,58.00,43.00
2026-04-21T03:09:00Z,58.00,43.00
2026-04-21T03:10:00Z,58.00,42.00
2026-04-21T03:11:00Z,58.00,43.00
2026-04-21T03:13:00Z,58.00,43.00
2026-04-21T03:15:00Z,58.00,43.00
2026-04-21T03:16:00Z,58.00,43.00
2026-04-21T03:17:00Z,58.00,43.00
2026-04-21T03:18:00Z,58.00,43.00
2026-04-21T03:20:00Z,58.00,43.00
2026-04-21T03:22:00Z,58.00,43.00
2026-04-21T03:24:00Z,58.00,43.00
2026-04-21T03:25:00Z,58.00,43.00
2026-04-21T03:26:00Z,58.00,43.00
2026-04-21T03:27:00Z,58.00,43.00
2026-04-21T03:28:00Z,58.00,43.00
2026-04-21T03:30:00Z,58.00,43.00
2026-04-21T03:32:00Z,59.00,43.00
2026-04-21T03:33:00Z,59.00,44.00
2026-04-21T03:35:00Z,59.00,44.00
2026-04-21T03:36:00Z,59.00,44.00
2026-04-21T03:38:00Z,59.00,44.00
2026-04-21T03:39:00Z,59.00,44.00
2026-04-21T03:41:00Z,59.00,44.00
2026-04-21T03:42:00Z,59.32,44.00
2026-04-21T03:43:00Z,58.00,43.00
2026-04-21T03:44:00Z,58.97,43.00
2026-04-21T03:45:00Z,59.00,43.00
2026-04-21T03:46:00Z,59.26,42.98
2026-04-21T03:47:00Z,59.00,42.98
2026-04-21T03:48:00Z,59.00,43.00
2026-04-21T03:49:00Z,58.24,43.00
