# event_ticker=KXATPCHALLENGERMATCH-26APR09MEJCOL
# final_score=7-5 6-3
# match_winner=Tibo Colson
# fav_player=Tibo Colson
# dog_player=Nicolas Mejia
# kalshi_date=2026-04-09
timestamp,Tibo Colson,Nicolas Mejia
2026-04-09T05:33:00Z,,70.00
2026-04-09T05:35:00Z,,72.00
2026-04-09T06:07:00Z,,70.00
2026-04-09T06:25:00Z,30.86,70.00
2026-04-09T06:40:00Z,30.86,70.00
2026-04-09T06:43:00Z,30.86,70.00
2026-04-09T06:48:00Z,31.87,70.00
2026-04-09T06:49:00Z,31.87,69.00
2026-04-09T09:01:00Z,31.87,69.00
2026-04-09T09:28:00Z,31.87,69.00
2026-04-09T09:39:00Z,31.87,69.00
2026-04-09T09:52:00Z,31.87,69.00
2026-04-09T10:05:00Z,31.87,69.00
2026-04-09T10:17:00Z,31.87,69.00
2026-04-09T10:31:00Z,31.87,69.00
2026-04-09T10:35:00Z,31.87,69.00
2026-04-09T11:13:00Z,31.87,69.00
2026-04-09T11:43:00Z,31.87,69.00
2026-04-09T12:10:00Z,31.87,69.00
2026-04-09T12:11:00Z,31.87,69.00
2026-04-09T12:28:00Z,31.87,69.00
2026-04-09T12:29:00Z,31.87,69.00
2026-04-09T12:33:00Z,31.87,69.00
2026-04-09T12:46:00Z,31.87,70.00
2026-04-09T12:48:00Z,31.87,70.00
2026-04-09T13:00:00Z,31.87,70.00
2026-04-09T13:01:00Z,31.87,70.00
2026-04-09T13:16:00Z,31.87,70.00
2026-04-09T13:18:00Z,31.87,70.00
2026-04-09T13:19:00Z,31.00,70.00
2026-04-09T13:20:00Z,31.00,70.00
2026-04-09T13:21:00Z,31.00,70.00
2026-04-09T13:28:00Z,31.00,70.00
2026-04-09T13:36:00Z,31.00,70.00
2026-04-09T14:08:00Z,31.00,70.00
2026-04-09T14:16:00Z,31.00,70.00
2026-04-09T14:17:00Z,31.00,70.00
2026-04-09T14:19:00Z,32.00,70.00
2026-04-09T14:21:00Z,32.00,70.00
2026-04-09T14:30:00Z,31.00,70.00
2026-04-09T14:31:00Z,31.00,70.00
2026-04-09T14:35:00Z,31.00,70.00
2026-04-09T14:36:00Z,31.00,70.00
2026-04-09T14:40:00Z,31.00,70.00
2026-04-09T14:51:00Z,31.00,70.00
2026-04-09T14:53:00Z,31.00,70.00
2026-04-09T15:03:00Z,31.00,70.00
2026-04-09T15:08:00Z,31.00,70.00
2026-04-09T15:22:00Z,31.00,70.00
2026-04-09T15:23:00Z,31.00,70.00
2026-04-09T15:24:00Z,31.00,70.00
2026-04-09T15:27:00Z,31.00,70.00
2026-04-09T15:34:00Z,31.00,70.00
2026-04-09T15:42:00Z,31.00,70.00
2026-04-09T15:45:00Z,31.00,70.00
2026-04-09T15:48:00Z,31.00,70.00
2026-04-09T15:55:00Z,31.00,70.00
2026-04-09T15:57:00Z,31.00,70.00
2026-04-09T16:05:00Z,31.00,70.00
2026-04-09T16:06:00Z,31.00,70.00
2026-04-09T16:07:00Z,31.00,70.00
2026-04-09T16:09:00Z,31.00,70.00
2026-04-09T16:11:00Z,31.00,70.00
2026-04-09T16:12:00Z,31.00,69.00
2026-04-09T16:20:00Z,31.00,70.00
2026-04-09T16:22:00Z,31.00,70.00
2026-04-09T16:24:00Z,31.00,69.69
2026-04-09T16:26:00Z,31.00,70.00
2026-04-09T16:28:00Z,31.00,70.00
2026-04-09T16:31:00Z,31.00,70.00
2026-04-09T16:32:00Z,31.00,70.00
2026-04-09T16:33:00Z,30.00,70.00
2026-04-09T16:34:00Z,30.00,70.00
2026-04-09T16:35:00Z,30.00,70.00
2026-04-09T16:36:00Z,30.00,70.02
2026-04-09T16:37:00Z,30.00,70.00
2026-04-09T16:40:00Z,30.00,71.00
2026-04-09T16:41:00Z,30.00,72.00
2026-04-09T16:47:00Z,30.62,72.00
2026-04-09T16:48:00Z,31.00,71.00
2026-04-09T16:49:00Z,31.00,72.00
2026-04-09T16:51:00Z,31.00,72.00
2026-04-09T16:52:00Z,31.00,72.00
2026-04-09T16:53:00Z,31.00,72.00
2026-04-09T16:55:00Z,31.00,72.00
2026-04-09T16:56:00Z,31.00,72.00
2026-04-09T16:57:00Z,30.00,72.00
2026-04-09T16:58:00Z,30.00,72.00
2026-04-09T16:59:00Z,31.00,72.00
2026-04-09T17:00:00Z,31.00,72.00
2026-04-09T17:01:00Z,31.00,72.32
2026-04-09T17:02:00Z,31.00,72.89
2026-04-09T17:03:00Z,31.00,73.49
2026-04-09T17:05:00Z,28.00,73.00
2026-04-09T17:06:00Z,28.00,73.00
2026-04-09T17:08:00Z,28.00,73.00
2026-04-09T17:10:00Z,28.00,73.00
2026-04-09T17:11:00Z,28.00,72.00
2026-04-09T17:12:00Z,27.00,73.00
2026-04-09T17:13:00Z,28.44,70.80
2026-04-09T17:14:00Z,31.24,69.36
2026-04-09T17:15:00Z,33.00,67.92
2026-04-09T17:16:00Z,34.99,66.09
2026-04-09T17:17:00Z,41.50,62.50
2026-04-09T17:18:00Z,42.03,60.87
2026-04-09T17:19:00Z,37.96,62.16
2026-04-09T17:20:00Z,42.52,61.10
2026-04-09T17:21:00Z,39.60,63.86
2026-04-09T17:22:00Z,33.06,69.37
2026-04-09T17:23:00Z,32.26,68.02
2026-04-09T17:24:00Z,28.51,74.86
2026-04-09T17:25:00Z,33.87,69.07
2026-04-09T17:26:00Z,35.89,66.10
2026-04-09T17:27:00Z,42.79,62.04
2026-04-09T17:28:00Z,41.35,62.18
2026-04-09T17:29:00Z,39.00,61.10
2026-04-09T17:30:00Z,38.93,63.63
2026-04-09T17:31:00Z,40.66,59.89
2026-04-09T17:32:00Z,37.13,64.86
2026-04-09T17:33:00Z,39.41,63.19
2026-04-09T17:34:00Z,39.28,62.24
2026-04-09T17:35:00Z,34.58,65.53
2026-04-09T17:36:00Z,39.17,61.76
2026-04-09T17:37:00Z,37.97,62.96
2026-04-09T17:38:00Z,38.00,63.75
2026-04-09T17:39:00Z,37.23,63.70
2026-04-09T17:40:00Z,39.77,62.36
2026-04-09T17:41:00Z,35.16,65.74
2026-04-09T17:42:00Z,31.83,68.08
2026-04-09T17:43:00Z,33.22,66.55
2026-04-09T17:44:00Z,34.37,65.24
2026-04-09T17:45:00Z,37.73,64.89
2026-04-09T17:46:00Z,37.99,64.15
2026-04-09T17:47:00Z,37.43,65.07
2026-04-09T17:48:00Z,32.90,67.65
2026-04-09T17:49:00Z,33.83,67.00
2026-04-09T17:50:00Z,31.05,71.20
2026-04-09T17:51:00Z,23.47,77.01
2026-04-09T17:52:00Z,20.17,77.50
2026-04-09T17:53:00Z,26.66,73.24
2026-04-09T17:54:00Z,27.19,72.87
2026-04-09T17:55:00Z,33.37,66.75
2026-04-09T17:56:00Z,35.97,65.23
2026-04-09T17:57:00Z,34.44,65.99
2026-04-09T17:58:00Z,36.00,66.00
2026-04-09T17:59:00Z,35.32,65.18
2026-04-09T18:00:00Z,34.57,67.26
2026-04-09T18:01:00Z,30.32,70.81
2026-04-09T18:02:00Z,30.00,69.52
2026-04-09T18:03:00Z,30.31,69.61
2026-04-09T18:04:00Z,25.52,74.46
2026-04-09T18:05:00Z,27.65,75.00
2026-04-09T18:06:00Z,30.33,71.93
2026-04-09T18:07:00Z,23.03,77.61
2026-04-09T18:08:00Z,27.89,72.19
2026-04-09T18:09:00Z,31.34,70.90
2026-04-09T18:10:00Z,31.82,66.96
2026-04-09T18:11:00Z,32.79,65.85
2026-04-09T18:12:00Z,35.43,64.31
2026-04-09T18:13:00Z,44.53,56.25
2026-04-09T18:14:00Z,54.18,46.44
