# event_ticker=KXATPMATCH-26APR01SHEVAN
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Botic van de Zandschulp
# fav_player=Alexander Shevchenko
# dog_player=Botic Van de Zandschulp
# kalshi_date=2026-04-01
timestamp,Alexander Shevchenko,Botic Van de Zandschulp
2026-03-31T21:49:00Z,38.00,
2026-03-31T21:58:00Z,38.00,63.00
2026-03-31T22:01:00Z,38.00,63.00
2026-03-31T22:13:00Z,38.00,63.00
2026-03-31T22:34:00Z,38.00,63.00
2026-03-31T22:54:00Z,38.00,61.00
2026-03-31T23:17:00Z,38.00,61.00
2026-03-31T23:53:00Z,38.00,63.00
2026-03-31T23:57:00Z,38.00,63.00
2026-04-01T00:35:00Z,38.00,63.00
2026-04-01T00:41:00Z,38.00,63.00
2026-04-01T01:10:00Z,38.00,63.00
2026-04-01T01:40:00Z,38.00,63.00
2026-04-01T01:42:00Z,37.00,63.00
2026-04-01T01:52:00Z,37.00,63.00
2026-04-01T01:54:00Z,37.00,63.00
2026-04-01T02:02:00Z,37.00,63.00
2026-04-01T02:12:00Z,37.00,63.00
2026-04-01T02:27:00Z,37.00,63.00
2026-04-01T02:42:00Z,37.00,63.00
2026-04-01T02:43:00Z,37.00,63.00
2026-04-01T02:45:00Z,37.00,63.00
2026-04-01T02:47:00Z,37.00,63.00
2026-04-01T02:52:00Z,37.00,63.00
2026-04-01T02:58:00Z,37.00,63.00
2026-04-01T03:07:00Z,38.00,63.00
2026-04-01T03:08:00Z,38.00,63.00
2026-04-01T03:11:00Z,38.00,63.00
2026-04-01T03:18:00Z,38.00,63.00
2026-04-01T03:24:00Z,38.00,63.00
2026-04-01T03:29:00Z,38.00,63.47
2026-04-01T03:36:00Z,38.00,64.00
2026-04-01T03:38:00Z,38.00,64.00
2026-04-01T03:40:00Z,38.00,64.00
2026-04-01T03:53:00Z,38.00,64.00
2026-04-01T04:01:00Z,38.00,64.00
2026-04-01T04:09:00Z,38.00,64.00
2026-04-01T04:19:00Z,38.00,64.00
2026-04-01T04:27:00Z,38.00,64.00
2026-04-01T04:28:00Z,38.00,64.00
2026-04-01T04:32:00Z,38.00,64.00
2026-04-01T04:34:00Z,38.00,64.00
2026-04-01T04:36:00Z,38.00,64.00
2026-04-01T04:46:00Z,38.00,62.45
2026-04-01T04:48:00Z,38.00,62.45
2026-04-01T04:50:00Z,38.00,62.45
2026-04-01T04:54:00Z,38.00,64.00
2026-04-01T05:01:00Z,38.00,64.00
2026-04-01T05:04:00Z,38.00,64.00
2026-04-01T05:07:00Z,38.00,64.00
2026-04-01T05:13:00Z,38.00,62.00
2026-04-01T05:15:00Z,38.00,64.00
2026-04-01T05:16:00Z,38.00,63.69
2026-04-01T05:17:00Z,38.00,64.00
2026-04-01T05:20:00Z,38.00,64.00
2026-04-01T05:24:00Z,38.00,64.00
2026-04-01T05:25:00Z,38.00,62.00
2026-04-01T05:31:00Z,38.00,64.71
2026-04-01T05:32:00Z,38.00,64.68
2026-04-01T05:33:00Z,37.13,64.60
2026-04-01T05:34:00Z,37.00,64.60
2026-04-01T05:36:00Z,37.00,64.03
2026-04-01T05:37:00Z,37.00,64.03
2026-04-01T05:39:00Z,37.00,65.00
2026-04-01T05:42:00Z,37.00,64.00
2026-04-01T05:43:00Z,38.00,64.00
2026-04-01T05:44:00Z,38.00,64.00
2026-04-01T05:46:00Z,38.00,64.00
2026-04-01T05:47:00Z,38.00,64.00
2026-04-01T05:48:00Z,38.00,64.00
2026-04-01T05:49:00Z,38.00,65.00
2026-04-01T05:50:00Z,38.00,65.00
2026-04-01T05:51:00Z,38.00,65.00
2026-04-01T05:52:00Z,37.00,65.00
