# event_ticker=KXATPMATCH-26FEB15GARTIR
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Thiago Agustin Tirante
# fav_player=Cristian Garin
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-02-15
timestamp,Cristian Garin,Thiago Agustin Tirante
2026-02-16T07:58:00Z,49.00,
2026-02-16T08:59:00Z,49.00,51.00
2026-02-16T09:02:00Z,49.00,51.00
2026-02-16T09:09:00Z,49.00,51.00
2026-02-16T10:10:00Z,49.00,50.00
2026-02-16T10:40:00Z,47.20,50.00
2026-02-16T11:05:00Z,47.20,51.00
2026-02-16T11:56:00Z,47.20,51.00
2026-02-16T12:37:00Z,49.00,51.00
2026-02-16T13:08:00Z,49.00,51.00
2026-02-16T13:10:00Z,49.00,51.00
2026-02-16T13:20:00Z,49.00,51.00
2026-02-16T14:46:00Z,50.00,51.00
2026-02-16T14:54:00Z,50.00,51.00
2026-02-16T14:55:00Z,50.00,51.00
2026-02-16T15:21:00Z,50.61,50.00
2026-02-16T15:27:00Z,51.00,50.00
2026-02-16T15:32:00Z,52.00,50.00
2026-02-16T15:49:00Z,52.00,51.00
2026-02-16T15:51:00Z,52.00,50.00
2026-02-16T16:00:00Z,51.00,50.00
2026-02-16T16:06:00Z,51.82,50.00
2026-02-16T16:11:00Z,52.00,50.00
2026-02-16T16:13:00Z,52.00,50.00
2026-02-16T16:14:00Z,52.47,50.00
2026-02-16T16:17:00Z,53.00,50.00
2026-02-16T16:31:00Z,53.00,50.00
2026-02-16T16:34:00Z,53.00,50.00
2026-02-16T16:39:00Z,53.00,50.00
2026-02-16T16:40:00Z,53.00,50.00
2026-02-16T16:41:00Z,53.00,50.00
2026-02-16T16:42:00Z,53.00,49.00
2026-02-16T16:47:00Z,53.00,49.00
2026-02-16T16:51:00Z,53.00,49.00
2026-02-16T16:52:00Z,53.00,49.00
2026-02-16T16:55:00Z,53.00,49.00
2026-02-16T16:57:00Z,53.00,49.00
2026-02-16T17:03:00Z,53.00,49.00
2026-02-16T17:08:00Z,53.00,49.00
2026-02-16T17:13:00Z,53.00,47.00
2026-02-16T17:17:00Z,53.00,47.00
2026-02-16T17:18:00Z,53.00,47.00
2026-02-16T17:23:00Z,53.00,47.00
2026-02-16T17:24:00Z,53.00,47.00
2026-02-16T17:31:00Z,52.00,47.00
2026-02-16T17:34:00Z,52.00,49.00
2026-02-16T17:35:00Z,52.00,49.00
2026-02-16T17:40:00Z,52.00,49.00
2026-02-16T17:43:00Z,52.00,49.00
2026-02-16T17:48:00Z,52.00,49.00
2026-02-16T17:54:00Z,52.00,49.00
2026-02-16T17:55:00Z,52.00,49.00
2026-02-16T17:57:00Z,52.00,49.00
2026-02-16T18:01:00Z,52.00,49.00
2026-02-16T18:02:00Z,52.00,49.00
2026-02-16T18:04:00Z,52.00,48.00
2026-02-16T18:05:00Z,52.00,48.00
2026-02-16T18:06:00Z,52.00,48.00
2026-02-16T18:23:00Z,53.00,48.00
2026-02-16T18:26:00Z,54.00,48.00
2026-02-16T18:30:00Z,54.00,48.00
2026-02-16T18:32:00Z,54.00,48.00
2026-02-16T18:42:00Z,54.00,48.00
2026-02-16T18:43:00Z,54.00,48.00
2026-02-16T18:48:00Z,54.00,48.00
2026-02-16T18:50:00Z,54.00,46.00
2026-02-16T18:52:00Z,54.00,46.00
2026-02-16T18:55:00Z,54.00,48.00
2026-02-16T18:56:00Z,54.00,48.00
2026-02-16T18:57:00Z,54.00,48.00
2026-02-16T19:04:00Z,53.00,48.00
2026-02-16T19:06:00Z,53.00,48.00
2026-02-16T19:09:00Z,53.00,48.00
2026-02-16T19:14:00Z,53.00,48.00
2026-02-16T19:15:00Z,53.00,48.00
2026-02-16T19:16:00Z,53.00,48.00
2026-02-16T19:17:00Z,53.91,48.00
2026-02-16T19:21:00Z,52.00,48.00
2026-02-16T19:25:00Z,54.00,48.00
2026-02-16T19:26:00Z,54.00,48.00
2026-02-16T19:27:00Z,54.00,48.00
2026-02-16T19:29:00Z,54.00,48.00
2026-02-16T19:30:00Z,54.00,48.00
2026-02-16T19:31:00Z,54.00,48.00
2026-02-16T19:32:00Z,54.00,48.00
2026-02-16T19:33:00Z,54.15,48.00
2026-02-16T19:34:00Z,54.15,48.00
2026-02-16T19:35:00Z,54.00,48.00
2026-02-16T19:36:00Z,54.00,48.00
2026-02-16T19:37:00Z,54.56,48.00
2026-02-16T19:39:00Z,54.83,45.70
2026-02-16T19:40:00Z,54.00,48.00
2026-02-16T19:41:00Z,55.00,48.00
2026-02-16T19:42:00Z,55.00,44.57
2026-02-16T19:43:00Z,55.00,44.00
2026-02-16T19:44:00Z,55.77,44.00
2026-02-16T19:45:00Z,52.96,49.00
2026-02-16T19:46:00Z,49.00,51.75
2026-02-16T19:47:00Z,46.10,54.33
2026-02-16T19:48:00Z,45.85,57.01
2026-02-16T19:49:00Z,46.00,55.00
2026-02-16T19:50:00Z,41.33,60.00
2026-02-16T19:51:00Z,45.51,57.00
2026-02-16T19:52:00Z,37.87,63.34
2026-02-16T19:53:00Z,35.60,68.78
2026-02-16T19:54:00Z,36.71,66.73
2026-02-16T19:55:00Z,30.14,70.39
2026-02-16T19:56:00Z,28.36,72.00
2026-02-16T19:57:00Z,29.00,71.69
2026-02-16T19:58:00Z,31.99,69.00
2026-02-16T19:59:00Z,33.00,68.07
2026-02-16T20:00:00Z,30.75,70.20
2026-02-16T20:01:00Z,25.52,71.44
2026-02-16T20:02:00Z,31.11,71.69
2026-02-16T20:03:00Z,31.24,69.08
2026-02-16T20:04:00Z,26.72,73.19
2026-02-16T20:05:00Z,26.58,74.00
2026-02-16T20:06:00Z,28.15,75.00
2026-02-16T20:07:00Z,28.36,71.31
2026-02-16T20:08:00Z,28.13,72.77
2026-02-16T20:09:00Z,27.00,72.00
2026-02-16T20:10:00Z,27.64,72.09
2026-02-16T20:11:00Z,27.14,72.00
2026-02-16T20:12:00Z,30.59,68.33
2026-02-16T20:13:00Z,29.88,69.45
2026-02-16T20:14:00Z,30.71,71.48
2026-02-16T20:15:00Z,27.46,73.59
2026-02-16T20:16:00Z,25.97,74.99
2026-02-16T20:17:00Z,26.00,76.00
2026-02-16T20:18:00Z,23.95,76.11
2026-02-16T20:19:00Z,27.76,76.77
2026-02-16T20:20:00Z,26.31,73.24
2026-02-16T20:21:00Z,29.04,71.69
2026-02-16T20:22:00Z,30.78,71.44
2026-02-16T20:23:00Z,38.35,64.22
2026-02-16T20:24:00Z,43.52,60.00
2026-02-16T20:25:00Z,44.85,55.60
2026-02-16T20:26:00Z,45.66,55.95
2026-02-16T20:27:00Z,49.84,51.47
2026-02-16T20:28:00Z,51.08,50.14
2026-02-16T20:29:00Z,51.13,49.67
2026-02-16T20:30:00Z,50.60,48.76
2026-02-16T20:31:00Z,47.64,53.77
2026-02-16T20:32:00Z,45.00,56.83
2026-02-16T20:33:00Z,44.93,56.66
2026-02-16T20:34:00Z,47.93,56.76
2026-02-16T20:35:00Z,47.24,54.00
2026-02-16T20:36:00Z,49.77,52.32
2026-02-16T20:37:00Z,41.36,54.02
2026-02-16T20:38:00Z,24.59,69.89
2026-02-16T20:39:00Z,23.55,76.71
2026-02-16T20:40:00Z,24.00,77.00
2026-02-16T20:41:00Z,24.07,76.41
2026-02-16T20:42:00Z,25.00,76.10
2026-02-16T20:43:00Z,25.00,77.00
2026-02-16T20:44:00Z,24.96,77.00
2026-02-16T20:45:00Z,25.00,76.23
2026-02-16T20:46:00Z,24.44,76.00
2026-02-16T20:47:00Z,25.00,75.35
2026-02-16T20:48:00Z,24.78,75.09
2026-02-16T20:49:00Z,25.92,75.66
2026-02-16T20:50:00Z,23.67,76.99
2026-02-16T20:51:00Z,21.71,79.00
2026-02-16T20:52:00Z,21.29,79.06
2026-02-16T20:53:00Z,19.90,81.02
2026-02-16T20:54:00Z,13.67,86.39
2026-02-16T20:55:00Z,9.96,90.51
2026-02-16T20:56:00Z,10.15,88.07
2026-02-16T20:57:00Z,8.07,93.15
2026-02-16T20:58:00Z,8.89,92.37
2026-02-16T20:59:00Z,7.96,93.10
2026-02-16T21:00:00Z,5.85,93.76
2026-02-16T21:01:00Z,5.94,94.99
2026-02-16T21:02:00Z,5.39,94.41
2026-02-16T21:03:00Z,6.64,94.49
2026-02-16T21:04:00Z,6.78,93.79
2026-02-16T21:05:00Z,6.63,93.93
2026-02-16T21:06:00Z,6.13,93.56
2026-02-16T21:07:00Z,7.00,93.49
2026-02-16T21:08:00Z,5.90,93.76
2026-02-16T21:09:00Z,10.61,92.68
2026-02-16T21:10:00Z,11.75,86.74
2026-02-16T21:11:00Z,14.28,82.59
2026-02-16T21:12:00Z,19.54,80.41
2026-02-16T21:13:00Z,19.78,81.02
2026-02-16T21:14:00Z,20.30,78.61
2026-02-16T21:15:00Z,22.41,76.15
2026-02-16T21:16:00Z,18.06,80.52
2026-02-16T21:17:00Z,12.31,87.25
2026-02-16T21:18:00Z,17.94,87.50
2026-02-16T21:19:00Z,5.82,91.68
2026-02-16T21:20:00Z,6.11,94.35
2026-02-16T21:21:00Z,8.90,91.99
2026-02-16T21:22:00Z,10.68,90.59
2026-02-16T21:23:00Z,5.84,93.90
2026-02-16T21:24:00Z,2.83,97.28
2026-02-16T21:25:00Z,2.63,96.86
2026-02-16T21:26:00Z,2.40,97.98
2026-02-16T21:27:00Z,1.20,98.87
2026-02-16T21:28:00Z,3.06,97.80
2026-02-16T21:29:00Z,3.38,96.96
2026-02-16T21:30:00Z,5.50,94.55
2026-02-16T21:31:00Z,3.21,97.41
2026-02-16T21:32:00Z,5.93,96.63
2026-02-16T21:33:00Z,7.46,92.53
2026-02-16T21:34:00Z,9.72,89.52
2026-02-16T21:35:00Z,5.16,94.96
2026-02-16T21:36:00Z,3.06,96.99
2026-02-16T21:37:00Z,1.11,98.83
2026-02-16T21:38:00Z,1.11,99.00
2026-02-16T21:39:00Z,1.11,99.00
2026-02-16T21:40:00Z,1.11,99.00
2026-02-16T21:41:00Z,1.00,99.00
2026-02-16T21:42:00Z,1.00,99.00
