# event_ticker=KXATPMATCH-26APR12CILALT
# final_score=6-2 6-3
# match_winner=Daniel Altmaier
# fav_player=Daniel Altmaier
# dog_player=Marin Cilic
# kalshi_date=2026-04-12
timestamp,Daniel Altmaier,Marin Cilic
2026-04-14T01:31:00Z,,59.00
2026-04-14T01:37:00Z,,60.00
2026-04-14T01:49:00Z,,60.00
2026-04-14T02:08:00Z,,60.00
2026-04-14T02:13:00Z,,60.00
2026-04-14T02:33:00Z,41.00,60.00
2026-04-14T02:37:00Z,41.00,60.00
2026-04-14T02:54:00Z,41.00,60.00
2026-04-14T02:59:00Z,41.00,60.00
2026-04-14T03:01:00Z,41.00,60.00
2026-04-14T03:07:00Z,41.00,60.00
2026-04-14T03:14:00Z,41.00,60.00
2026-04-14T03:21:00Z,41.00,60.00
2026-04-14T03:41:00Z,41.00,60.00
2026-04-14T03:53:00Z,41.00,60.00
2026-04-14T03:56:00Z,41.00,60.00
2026-04-14T04:11:00Z,41.00,60.00
2026-04-14T04:21:00Z,41.00,60.00
2026-04-14T04:24:00Z,41.00,60.00
2026-04-14T04:25:00Z,41.00,60.00
2026-04-14T04:33:00Z,41.00,60.00
2026-04-14T04:46:00Z,41.00,60.00
2026-04-14T04:48:00Z,41.00,60.00
2026-04-14T04:52:00Z,41.00,60.00
2026-04-14T04:56:00Z,41.00,60.00
2026-04-14T04:58:00Z,41.00,60.00
2026-04-14T05:01:00Z,41.00,60.00
2026-04-14T05:03:00Z,41.00,60.00
2026-04-14T05:10:00Z,41.00,60.00
2026-04-14T05:11:00Z,41.00,60.00
2026-04-14T05:19:00Z,41.00,60.00
2026-04-14T05:20:00Z,41.00,60.00
2026-04-14T05:22:00Z,41.00,60.00
2026-04-14T05:25:00Z,41.00,60.00
2026-04-14T05:26:00Z,41.00,60.00
2026-04-14T05:27:00Z,41.00,60.00
2026-04-14T05:36:00Z,41.00,60.00
2026-04-14T05:37:00Z,41.00,60.00
2026-04-14T05:38:00Z,41.00,60.00
2026-04-14T05:40:00Z,41.00,60.00
2026-04-14T05:42:00Z,41.00,60.00
2026-04-14T05:44:00Z,41.00,60.00
2026-04-14T05:47:00Z,41.00,60.00
2026-04-14T05:48:00Z,41.00,60.00
2026-04-14T05:49:00Z,41.00,60.00
2026-04-14T05:54:00Z,41.00,60.00
2026-04-14T06:03:00Z,41.00,60.00
2026-04-14T06:08:00Z,41.00,60.00
2026-04-14T06:32:00Z,41.00,60.00
2026-04-14T06:34:00Z,41.00,60.00
2026-04-14T06:43:00Z,41.00,60.00
2026-04-14T06:48:00Z,41.00,60.00
2026-04-14T06:56:00Z,41.58,60.00
2026-04-14T07:00:00Z,41.58,60.00
2026-04-14T07:06:00Z,42.00,60.00
2026-04-14T07:09:00Z,42.00,60.00
2026-04-14T07:11:00Z,42.00,58.64
2026-04-14T07:16:00Z,43.00,58.64
2026-04-14T07:19:00Z,43.00,59.00
2026-04-14T07:23:00Z,43.00,59.00
2026-04-14T07:32:00Z,42.00,59.00
2026-04-14T07:34:00Z,43.00,59.00
2026-04-14T07:43:00Z,43.00,59.00
2026-04-14T07:47:00Z,43.00,59.00
2026-04-14T07:55:00Z,43.00,59.00
2026-04-14T07:56:00Z,43.00,59.00
2026-04-14T07:58:00Z,42.00,59.00
2026-04-14T08:00:00Z,42.00,59.00
2026-04-14T08:04:00Z,42.00,59.00
2026-04-14T08:14:00Z,42.00,59.00
2026-04-14T08:21:00Z,42.00,59.00
2026-04-14T08:25:00Z,42.00,58.47
2026-04-14T08:28:00Z,42.00,59.00
2026-04-14T08:29:00Z,42.00,59.00
2026-04-14T08:55:00Z,42.00,59.00
2026-04-14T09:06:00Z,42.00,59.00
2026-04-14T09:11:00Z,42.00,59.00
2026-04-14T09:21:00Z,42.00,59.00
2026-04-14T09:23:00Z,42.00,59.00
2026-04-14T09:32:00Z,41.00,59.00
2026-04-14T09:34:00Z,41.00,59.00
2026-04-14T09:53:00Z,42.00,59.00
2026-04-14T10:05:00Z,42.00,59.00
2026-04-14T10:06:00Z,42.00,59.00
2026-04-14T10:08:00Z,42.00,59.00
2026-04-14T10:13:00Z,42.00,59.00
2026-04-14T10:21:00Z,42.00,59.00
2026-04-14T10:25:00Z,42.00,59.00
2026-04-14T10:30:00Z,42.00,59.00
2026-04-14T10:32:00Z,42.00,59.00
2026-04-14T10:48:00Z,42.00,59.00
2026-04-14T11:02:00Z,42.00,59.00
2026-04-14T11:07:00Z,42.00,59.00
2026-04-14T11:09:00Z,42.00,59.00
2026-04-14T11:11:00Z,42.00,59.00
2026-04-14T11:12:00Z,42.00,59.00
2026-04-14T11:16:00Z,42.00,59.00
2026-04-14T11:17:00Z,42.00,59.00
2026-04-14T11:18:00Z,42.00,59.00
2026-04-14T11:20:00Z,42.00,59.00
2026-04-14T11:23:00Z,42.00,59.00
2026-04-14T11:24:00Z,42.00,59.00
2026-04-14T11:25:00Z,42.00,59.00
2026-04-14T11:27:00Z,42.00,59.00
2026-04-14T11:29:00Z,42.00,59.00
2026-04-14T11:30:00Z,42.00,59.00
2026-04-14T11:34:00Z,42.00,59.00
2026-04-14T11:37:00Z,42.00,59.00
2026-04-14T11:38:00Z,42.48,59.00
2026-04-14T11:47:00Z,42.00,59.00
2026-04-14T11:48:00Z,42.00,59.00
2026-04-14T11:50:00Z,42.00,59.00
2026-04-14T11:51:00Z,42.00,59.00
2026-04-14T11:54:00Z,42.00,59.00
2026-04-14T11:55:00Z,42.00,59.00
2026-04-14T11:58:00Z,42.00,59.00
2026-04-14T11:59:00Z,42.00,59.00
2026-04-14T12:00:00Z,42.00,59.00
2026-04-14T12:01:00Z,42.00,59.00
2026-04-14T12:04:00Z,42.00,59.00
2026-04-14T12:05:00Z,42.00,59.00
