# event_ticker=KXATPCHALLENGERMATCH-26MAR24WAWMAR
# final_score=2-6 6-4 7-6(2)
# score_resolution=2-6 6-4 7-6
# match_winner=Matteo Martineau
# fav_player=Matteo Martineau
# dog_player=Stan Wawrinka
# kalshi_date=2026-03-24
timestamp,Matteo Martineau,Stan Wawrinka
2026-03-24T00:29:00Z,24.00,
2026-03-24T00:43:00Z,24.00,
2026-03-24T03:13:00Z,24.00,78.00
2026-03-24T03:16:00Z,24.00,78.00
2026-03-24T03:41:00Z,24.00,78.00
2026-03-24T04:03:00Z,24.00,78.00
2026-03-24T04:13:00Z,24.00,78.00
2026-03-24T04:57:00Z,24.00,78.00
2026-03-24T05:00:00Z,24.00,78.00
2026-03-24T05:01:00Z,21.00,78.00
2026-03-24T05:05:00Z,21.00,78.00
2026-03-24T05:31:00Z,21.00,78.00
2026-03-24T05:40:00Z,21.00,78.86
2026-03-24T06:10:00Z,21.00,79.79
2026-03-24T07:00:00Z,22.00,79.79
2026-03-24T08:22:00Z,22.00,79.18
2026-03-24T08:41:00Z,21.00,79.18
2026-03-24T09:53:00Z,21.00,80.00
2026-03-24T09:56:00Z,22.00,80.00
2026-03-24T10:13:00Z,21.00,80.00
2026-03-24T10:44:00Z,22.00,80.00
2026-03-24T10:47:00Z,22.00,79.94
2026-03-24T10:56:00Z,22.00,79.94
2026-03-24T11:01:00Z,21.00,79.94
2026-03-24T11:02:00Z,21.00,80.00
2026-03-24T11:05:00Z,21.00,80.00
2026-03-24T11:07:00Z,21.00,80.00
2026-03-24T11:08:00Z,21.00,80.00
2026-03-24T11:09:00Z,21.00,80.00
2026-03-24T11:10:00Z,21.00,80.00
2026-03-24T11:11:00Z,23.00,80.00
2026-03-24T11:12:00Z,22.98,79.00
2026-03-24T11:13:00Z,20.35,79.00
2026-03-24T11:14:00Z,16.71,85.00
2026-03-24T11:15:00Z,15.00,85.47
2026-03-24T11:16:00Z,14.00,88.00
2026-03-24T11:17:00Z,16.00,89.00
2026-03-24T11:18:00Z,9.00,90.00
2026-03-24T11:19:00Z,9.00,90.00
2026-03-24T11:21:00Z,9.00,89.00
2026-03-24T11:22:00Z,13.00,87.29
2026-03-24T11:24:00Z,15.95,86.00
2026-03-24T11:25:00Z,15.95,81.91
2026-03-24T11:26:00Z,16.00,84.00
2026-03-24T11:27:00Z,15.55,86.00
2026-03-24T11:28:00Z,15.55,86.33
2026-03-24T11:29:00Z,15.55,88.46
2026-03-24T11:30:00Z,10.60,90.00
2026-03-24T11:31:00Z,9.00,91.95
2026-03-24T11:32:00Z,9.00,92.00
2026-03-24T11:33:00Z,8.64,92.77
2026-03-24T11:34:00Z,10.00,91.90
2026-03-24T11:35:00Z,6.81,94.00
2026-03-24T11:36:00Z,6.94,94.90
2026-03-24T11:37:00Z,6.94,94.00
2026-03-24T11:39:00Z,8.00,94.00
2026-03-24T11:41:00Z,9.00,94.00
2026-03-24T11:42:00Z,9.00,92.72
2026-03-24T11:43:00Z,8.00,93.00
2026-03-24T11:44:00Z,8.00,93.00
2026-03-24T11:45:00Z,8.00,93.00
2026-03-24T11:47:00Z,10.15,90.98
2026-03-24T11:48:00Z,11.91,91.00
2026-03-24T11:49:00Z,8.00,91.00
2026-03-24T11:50:00Z,9.00,91.00
2026-03-24T11:51:00Z,11.70,91.98
2026-03-24T11:52:00Z,8.00,93.78
2026-03-24T11:54:00Z,10.04,93.00
2026-03-24T11:55:00Z,10.00,91.00
2026-03-24T11:56:00Z,10.00,91.01
2026-03-24T11:57:00Z,8.00,93.00
2026-03-24T11:58:00Z,8.56,93.00
2026-03-24T11:59:00Z,8.00,93.00
2026-03-24T12:00:00Z,9.66,93.00
2026-03-24T12:01:00Z,4.78,94.38
2026-03-24T12:02:00Z,8.65,93.00
2026-03-24T12:03:00Z,9.71,92.00
2026-03-24T12:04:00Z,11.05,90.56
2026-03-24T12:05:00Z,9.75,90.56
2026-03-24T12:06:00Z,9.90,92.83
2026-03-24T12:07:00Z,9.88,92.88
2026-03-24T12:08:00Z,12.00,88.25
2026-03-24T12:09:00Z,12.28,88.25
2026-03-24T12:10:00Z,13.90,88.45
2026-03-24T12:11:00Z,11.00,89.00
2026-03-24T12:12:00Z,12.98,89.00
2026-03-24T12:13:00Z,13.27,87.00
2026-03-24T12:14:00Z,13.27,87.41
2026-03-24T12:15:00Z,13.00,85.19
2026-03-24T12:16:00Z,17.36,85.57
2026-03-24T12:17:00Z,12.72,88.00
2026-03-24T12:18:00Z,13.23,88.17
2026-03-24T12:19:00Z,15.06,87.99
2026-03-24T12:20:00Z,16.49,87.03
2026-03-24T12:21:00Z,16.00,87.03
2026-03-24T12:22:00Z,16.00,84.29
2026-03-24T12:23:00Z,17.91,84.00
2026-03-24T12:24:00Z,19.44,81.82
2026-03-24T12:25:00Z,23.14,81.79
2026-03-24T12:26:00Z,25.32,74.01
2026-03-24T12:27:00Z,35.30,65.89
2026-03-24T12:28:00Z,36.33,65.00
2026-03-24T12:29:00Z,35.10,66.42
2026-03-24T12:30:00Z,37.49,64.76
2026-03-24T12:31:00Z,39.45,67.47
2026-03-24T12:32:00Z,40.04,61.45
2026-03-24T12:33:00Z,36.18,67.56
2026-03-24T12:34:00Z,39.78,66.15
2026-03-24T12:35:00Z,35.58,68.20
2026-03-24T12:36:00Z,41.76,61.95
2026-03-24T12:37:00Z,37.09,62.24
2026-03-24T12:38:00Z,36.48,66.28
2026-03-24T12:39:00Z,35.07,67.64
2026-03-24T12:40:00Z,36.00,67.44
2026-03-24T12:41:00Z,39.94,64.26
2026-03-24T12:42:00Z,42.45,58.75
2026-03-24T12:43:00Z,43.18,57.72
2026-03-24T12:44:00Z,42.00,60.43
2026-03-24T12:45:00Z,43.92,55.95
2026-03-24T12:46:00Z,44.51,54.25
2026-03-24T12:47:00Z,42.19,63.90
2026-03-24T12:48:00Z,43.37,59.89
2026-03-24T12:49:00Z,46.88,55.27
2026-03-24T12:50:00Z,47.01,55.64
2026-03-24T12:51:00Z,39.60,59.50
2026-03-24T12:52:00Z,37.13,64.21
2026-03-24T12:53:00Z,17.98,71.67
2026-03-24T12:54:00Z,31.31,67.20
2026-03-24T12:55:00Z,45.03,60.68
2026-03-24T12:56:00Z,43.80,58.51
2026-03-24T12:57:00Z,41.19,60.31
2026-03-24T12:58:00Z,41.67,64.13
2026-03-24T12:59:00Z,35.74,65.50
2026-03-24T13:00:00Z,32.74,66.45
2026-03-24T13:01:00Z,29.97,68.14
2026-03-24T13:02:00Z,36.97,63.37
2026-03-24T13:03:00Z,42.06,60.47
2026-03-24T13:04:00Z,44.03,57.94
2026-03-24T13:05:00Z,49.12,58.52
2026-03-24T13:06:00Z,44.35,57.13
2026-03-24T13:07:00Z,41.75,59.38
2026-03-24T13:08:00Z,45.02,56.14
2026-03-24T13:09:00Z,38.82,61.71
2026-03-24T13:10:00Z,43.06,58.72
2026-03-24T13:11:00Z,47.97,53.71
2026-03-24T13:12:00Z,51.20,50.06
2026-03-24T13:13:00Z,50.91,49.95
2026-03-24T13:14:00Z,45.32,54.15
2026-03-24T13:15:00Z,39.54,61.41
2026-03-24T13:16:00Z,42.49,60.36
2026-03-24T13:17:00Z,47.58,55.00
2026-03-24T13:18:00Z,46.56,54.35
