# event_ticker=KXATPMATCH-25OCT03BERRUU
# final_score=3-6 7-5 4-1 RET
# match_winner=Zizou Bergs
# fav_player=Casper Ruud
# dog_player=Zizou Bergs
# kalshi_date=2025-10-03
timestamp,Casper Ruud,Zizou Bergs
2025-10-03T01:02:00Z,72.00,
2025-10-03T01:22:00Z,72.00,
2025-10-03T01:24:00Z,72.00,
2025-10-03T01:29:00Z,72.00,
2025-10-03T01:37:00Z,72.00,
2025-10-03T01:53:00Z,72.54,
2025-10-03T01:55:00Z,73.00,
2025-10-03T02:04:00Z,73.00,29.00
2025-10-03T02:07:00Z,73.00,29.00
2025-10-03T02:09:00Z,73.00,29.00
2025-10-03T02:14:00Z,73.00,29.00
2025-10-03T02:23:00Z,73.00,29.00
2025-10-03T02:28:00Z,73.00,29.00
2025-10-03T02:33:00Z,73.00,29.00
2025-10-03T03:02:00Z,73.00,29.00
2025-10-03T03:27:00Z,73.00,29.00
2025-10-03T03:42:00Z,72.58,28.00
2025-10-03T03:43:00Z,72.00,28.00
2025-10-03T03:45:00Z,72.00,28.00
2025-10-03T03:46:00Z,72.00,29.00
2025-10-03T03:49:00Z,73.00,29.00
2025-10-03T03:50:00Z,73.00,29.00
2025-10-03T03:54:00Z,73.00,29.00
2025-10-03T03:58:00Z,73.00,29.00
2025-10-03T04:02:00Z,73.00,29.00
2025-10-03T04:07:00Z,73.00,29.00
2025-10-03T04:14:00Z,73.00,29.00
2025-10-03T04:19:00Z,73.00,29.00
2025-10-03T04:21:00Z,73.00,29.00
2025-10-03T04:23:00Z,73.00,29.00
2025-10-03T04:26:00Z,73.00,29.00
2025-10-03T04:27:00Z,73.00,29.00
2025-10-03T04:34:00Z,73.00,28.00
2025-10-03T04:47:00Z,73.00,28.00
2025-10-03T04:52:00Z,73.00,28.00
2025-10-03T05:13:00Z,73.00,28.00
2025-10-03T05:26:00Z,73.00,28.00
2025-10-03T05:27:00Z,73.00,28.00
2025-10-03T05:28:00Z,73.00,28.00
2025-10-03T05:30:00Z,73.00,28.00
2025-10-03T05:33:00Z,73.00,28.00
2025-10-03T05:34:00Z,73.00,28.00
2025-10-03T05:39:00Z,73.00,28.00
2025-10-03T05:42:00Z,73.00,28.00
2025-10-03T05:44:00Z,73.00,28.00
2025-10-03T05:47:00Z,73.00,28.00
2025-10-03T05:52:00Z,73.18,28.00
2025-10-03T05:54:00Z,73.18,28.00
2025-10-03T05:57:00Z,73.69,28.00
2025-10-03T06:09:00Z,74.00,28.00
2025-10-03T06:12:00Z,74.00,28.00
2025-10-03T06:13:00Z,74.00,28.00
2025-10-03T06:15:00Z,74.00,28.00
2025-10-03T06:21:00Z,74.00,27.00
2025-10-03T06:22:00Z,74.00,27.00
2025-10-03T06:23:00Z,74.00,28.00
2025-10-03T06:30:00Z,74.00,28.30
2025-10-03T06:33:00Z,73.00,28.30
2025-10-03T06:34:00Z,73.00,29.00
2025-10-03T06:37:00Z,73.00,28.95
2025-10-03T06:43:00Z,73.00,28.95
2025-10-03T06:52:00Z,71.33,28.95
2025-10-03T06:53:00Z,71.33,28.63
2025-10-03T06:57:00Z,71.33,29.00
2025-10-03T06:58:00Z,73.00,29.00
2025-10-03T07:01:00Z,73.00,29.00
2025-10-03T07:22:00Z,73.00,29.00
2025-10-03T07:32:00Z,73.00,27.00
2025-10-03T07:57:00Z,73.00,28.00
2025-10-03T08:08:00Z,73.00,28.00
2025-10-03T08:26:00Z,73.00,28.24
2025-10-03T08:43:00Z,73.00,28.24
2025-10-03T08:50:00Z,73.00,28.24
2025-10-03T08:51:00Z,73.00,28.24
2025-10-03T08:52:00Z,73.00,28.00
2025-10-03T09:01:00Z,73.00,28.00
2025-10-03T09:09:00Z,73.00,28.00
2025-10-03T09:31:00Z,73.00,28.00
2025-10-03T10:03:00Z,74.00,28.00
2025-10-03T10:07:00Z,74.00,28.00
2025-10-03T10:12:00Z,72.00,28.00
2025-10-03T10:20:00Z,74.00,28.00
2025-10-03T10:21:00Z,74.00,28.00
2025-10-03T10:22:00Z,73.00,28.00
2025-10-03T10:34:00Z,73.00,28.00
2025-10-03T10:37:00Z,73.00,28.00
2025-10-03T10:44:00Z,73.00,28.00
2025-10-03T10:45:00Z,73.00,28.00
2025-10-03T10:50:00Z,73.00,28.00
2025-10-03T10:56:00Z,73.00,27.00
2025-10-03T11:00:00Z,75.00,27.00
2025-10-03T11:02:00Z,75.00,26.00
2025-10-03T11:04:00Z,75.00,26.00
2025-10-03T11:06:00Z,75.00,26.00
2025-10-03T11:11:00Z,75.00,26.00
2025-10-03T11:13:00Z,73.00,26.00
2025-10-03T11:15:00Z,75.00,26.00
2025-10-03T11:18:00Z,75.00,26.00
2025-10-03T11:26:00Z,75.00,27.00
2025-10-03T11:27:00Z,75.00,27.00
2025-10-03T11:28:00Z,75.00,26.00
2025-10-03T11:30:00Z,75.00,26.00
2025-10-03T11:32:00Z,75.00,26.00
2025-10-03T11:39:00Z,75.00,28.00
2025-10-03T11:44:00Z,75.00,28.00
2025-10-03T11:45:00Z,75.00,28.00
2025-10-03T11:52:00Z,75.00,29.00
2025-10-03T11:54:00Z,74.00,29.00
2025-10-03T11:55:00Z,74.00,29.00
2025-10-03T11:56:00Z,74.00,29.00
2025-10-03T11:57:00Z,74.00,29.00
2025-10-03T11:58:00Z,74.00,29.00
2025-10-03T11:59:00Z,75.00,27.58
2025-10-03T12:00:00Z,75.00,27.58
2025-10-03T12:01:00Z,75.00,27.22
2025-10-03T12:02:00Z,75.00,27.22
2025-10-03T12:03:00Z,76.12,22.62
2025-10-03T12:04:00Z,76.12,30.00
2025-10-03T12:05:00Z,73.09,31.96
2025-10-03T12:06:00Z,74.00,31.96
2025-10-03T12:07:00Z,71.78,31.06
2025-10-03T12:09:00Z,70.24,29.88
2025-10-03T12:10:00Z,70.24,32.00
2025-10-03T12:11:00Z,70.24,34.00
2025-10-03T12:13:00Z,68.60,34.00
2025-10-03T12:14:00Z,66.33,40.44
