# event_ticker=KXATPMATCH-25JUL18UGOMIS
# final_score=6-3 7-5
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Filip Misolic
# kalshi_date=2025-07-18
timestamp,Camilo Ugo Carabelli,Filip Misolic
2025-07-18T00:25:00Z,47.00,
2025-07-18T01:42:00Z,46.00,58.83
2025-07-18T02:04:00Z,46.00,59.00
2025-07-18T02:11:00Z,47.00,59.00
2025-07-18T02:24:00Z,46.00,58.00
2025-07-18T02:25:00Z,46.00,59.00
2025-07-18T02:43:00Z,46.00,53.00
2025-07-18T02:56:00Z,46.00,54.00
2025-07-18T02:58:00Z,47.00,54.00
2025-07-18T02:59:00Z,40.00,53.00
2025-07-18T03:27:00Z,40.00,53.00
2025-07-18T03:54:00Z,40.00,53.00
2025-07-18T03:57:00Z,40.00,53.00
2025-07-18T04:20:00Z,40.00,53.00
2025-07-18T04:41:00Z,40.00,53.00
2025-07-18T04:47:00Z,40.00,53.00
2025-07-18T04:53:00Z,40.00,53.00
2025-07-18T05:28:00Z,50.00,53.00
2025-07-18T05:31:00Z,50.00,53.33
2025-07-18T05:46:00Z,50.00,53.00
2025-07-18T05:53:00Z,50.00,53.00
2025-07-18T05:59:00Z,50.00,53.00
2025-07-18T06:18:00Z,50.00,53.00
2025-07-18T06:40:00Z,50.00,53.00
2025-07-18T06:42:00Z,50.00,53.00
2025-07-18T06:50:00Z,50.00,53.00
2025-07-18T06:56:00Z,50.00,53.00
2025-07-18T12:01:00Z,50.00,53.00
2025-07-18T12:02:00Z,50.00,53.00
2025-07-18T12:03:00Z,51.00,53.00
2025-07-18T12:04:00Z,55.00,49.00
2025-07-18T12:08:00Z,59.87,49.00
2025-07-18T12:09:00Z,49.00,54.00
2025-07-18T12:10:00Z,55.10,45.00
2025-07-18T12:11:00Z,56.00,45.00
2025-07-18T12:12:00Z,62.00,45.00
2025-07-18T12:13:00Z,75.90,45.00
2025-07-18T12:14:00Z,57.00,45.00
2025-07-18T12:15:00Z,57.00,49.00
2025-07-18T12:16:00Z,54.05,49.00
2025-07-18T12:17:00Z,49.00,49.00
2025-07-18T12:18:00Z,49.00,58.00
2025-07-18T12:19:00Z,49.00,57.00
2025-07-18T12:20:00Z,49.00,58.00
2025-07-18T12:21:00Z,38.00,65.00
2025-07-18T12:22:00Z,75.98,36.63
2025-07-18T12:23:00Z,39.21,36.63
2025-07-18T12:24:00Z,39.21,68.00
2025-07-18T12:25:00Z,39.04,68.00
2025-07-18T12:27:00Z,42.00,68.00
2025-07-18T12:28:00Z,44.00,59.38
2025-07-18T12:29:00Z,51.00,45.00
2025-07-18T12:30:00Z,59.01,45.00
2025-07-18T12:31:00Z,60.29,45.00
2025-07-18T12:32:00Z,60.00,45.00
2025-07-18T12:33:00Z,76.00,45.00
2025-07-18T12:34:00Z,76.00,45.00
2025-07-18T12:35:00Z,76.00,42.10
2025-07-18T12:36:00Z,76.00,42.10
2025-07-18T12:37:00Z,76.00,42.10
2025-07-18T12:38:00Z,76.00,51.00
2025-07-18T12:41:00Z,65.00,51.00
2025-07-18T12:42:00Z,65.00,51.00
