# event_ticker=KXATPCHALLENGERMATCH-26APR28BRASAM
# final_score=5-7 6-1 6-4
# match_winner=Raul Brancaccio
# fav_player=Raul Brancaccio
# dog_player=Toby Samuel
# kalshi_date=2026-04-28
timestamp,Raul Brancaccio,Toby Samuel
2026-04-27T21:25:00Z,,55.00
2026-04-27T21:51:00Z,47.00,55.00
2026-04-27T22:48:00Z,47.00,66.00
2026-04-28T03:16:00Z,47.00,63.00
2026-04-28T04:30:00Z,47.00,66.00
2026-04-28T04:46:00Z,47.00,66.00
2026-04-28T05:00:00Z,47.00,66.00
2026-04-28T05:26:00Z,47.00,66.00
2026-04-28T05:55:00Z,47.00,65.00
2026-04-28T06:02:00Z,47.00,65.00
2026-04-28T06:06:00Z,47.00,65.00
2026-04-28T06:34:00Z,47.00,66.00
2026-04-28T07:01:00Z,47.00,66.00
2026-04-28T07:19:00Z,47.00,66.00
2026-04-28T08:37:00Z,47.00,71.00
2026-04-28T08:41:00Z,36.65,71.00
2026-04-28T08:42:00Z,37.00,64.00
2026-04-28T08:44:00Z,37.00,60.00
2026-04-28T08:45:00Z,36.00,65.71
2026-04-28T08:46:00Z,36.00,64.74
2026-04-28T08:47:00Z,36.00,64.00
2026-04-28T08:49:00Z,36.00,66.73
2026-04-28T08:50:00Z,32.00,64.00
2026-04-28T08:51:00Z,32.00,72.81
2026-04-28T08:53:00Z,29.00,72.81
2026-04-28T08:54:00Z,24.00,74.00
2026-04-28T08:55:00Z,24.00,77.00
2026-04-28T08:56:00Z,24.00,70.00
2026-04-28T08:58:00Z,24.00,76.00
2026-04-28T08:59:00Z,24.00,78.00
2026-04-28T09:00:00Z,25.00,78.00
2026-04-28T09:01:00Z,25.00,77.00
2026-04-28T09:03:00Z,25.56,77.00
2026-04-28T09:05:00Z,25.56,74.00
2026-04-28T09:06:00Z,25.56,77.00
2026-04-28T09:07:00Z,25.56,80.00
2026-04-28T09:08:00Z,22.00,80.00
2026-04-28T09:10:00Z,24.00,80.00
2026-04-28T09:12:00Z,28.39,74.00
2026-04-28T09:13:00Z,37.81,62.58
2026-04-28T09:14:00Z,45.89,62.58
2026-04-28T09:15:00Z,47.00,62.58
2026-04-28T09:16:00Z,47.00,51.00
2026-04-28T09:17:00Z,43.00,51.00
2026-04-28T09:18:00Z,43.00,57.64
2026-04-28T09:19:00Z,43.00,61.00
2026-04-28T09:21:00Z,36.06,64.42
2026-04-28T09:22:00Z,34.00,65.00
2026-04-28T09:23:00Z,28.89,71.80
2026-04-28T09:24:00Z,23.00,71.80
2026-04-28T09:25:00Z,23.00,80.00
2026-04-28T09:26:00Z,23.00,82.00
2026-04-28T09:28:00Z,23.00,83.00
2026-04-28T09:30:00Z,16.00,83.00
2026-04-28T09:31:00Z,19.00,82.00
2026-04-28T09:32:00Z,21.00,82.00
2026-04-28T09:33:00Z,22.29,77.46
2026-04-28T09:34:00Z,28.00,74.00
2026-04-28T09:35:00Z,30.56,70.50
2026-04-28T09:36:00Z,34.00,70.50
2026-04-28T09:37:00Z,37.00,70.50
2026-04-28T09:38:00Z,37.00,63.00
2026-04-28T09:39:00Z,37.00,63.00
2026-04-28T09:40:00Z,34.00,65.01
2026-04-28T09:41:00Z,34.00,65.73
2026-04-28T09:42:00Z,34.00,66.00
2026-04-28T09:43:00Z,36.00,66.00
2026-04-28T09:44:00Z,33.98,66.11
2026-04-28T09:45:00Z,36.00,61.00
2026-04-28T09:46:00Z,30.26,61.00
2026-04-28T09:47:00Z,30.00,68.00
2026-04-28T09:48:00Z,30.00,70.67
2026-04-28T09:49:00Z,31.03,69.32
2026-04-28T09:50:00Z,29.51,70.36
2026-04-28T09:51:00Z,29.99,70.00
2026-04-28T09:52:00Z,33.43,70.00
2026-04-28T09:53:00Z,34.91,64.05
2026-04-28T09:54:00Z,37.44,64.05
2026-04-28T09:55:00Z,40.52,59.00
2026-04-28T09:56:00Z,43.00,55.33
2026-04-28T09:57:00Z,44.95,52.10
2026-04-28T09:58:00Z,47.71,51.02
2026-04-28T09:59:00Z,49.00,52.00
2026-04-28T10:00:00Z,49.00,52.00
2026-04-28T10:01:00Z,57.29,45.66
2026-04-28T10:02:00Z,70.02,40.38
2026-04-28T10:03:00Z,71.72,29.96
2026-04-28T10:04:00Z,78.70,24.25
2026-04-28T10:05:00Z,78.36,24.25
2026-04-28T10:06:00Z,80.85,18.24
2026-04-28T10:07:00Z,82.90,19.51
2026-04-28T10:08:00Z,81.22,26.52
2026-04-28T10:09:00Z,74.00,27.21
2026-04-28T10:10:00Z,68.02,37.11
2026-04-28T10:11:00Z,60.57,36.40
2026-04-28T10:12:00Z,48.37,50.90
2026-04-28T10:13:00Z,45.51,55.26
2026-04-28T10:14:00Z,48.00,52.21
2026-04-28T10:15:00Z,40.00,60.72
2026-04-28T10:16:00Z,39.77,60.80
2026-04-28T10:17:00Z,42.43,65.87
2026-04-28T10:18:00Z,46.28,53.08
2026-04-28T10:19:00Z,50.53,50.97
2026-04-28T10:20:00Z,45.66,56.57
2026-04-28T10:21:00Z,45.04,53.52
2026-04-28T10:22:00Z,65.04,36.39
2026-04-28T10:23:00Z,78.24,22.81
2026-04-28T10:24:00Z,78.00,23.00
2026-04-28T10:25:00Z,77.00,23.95
2026-04-28T10:26:00Z,74.67,27.39
2026-04-28T10:27:00Z,76.78,20.89
2026-04-28T10:28:00Z,78.44,17.26
2026-04-28T10:29:00Z,90.39,7.70
2026-04-28T10:30:00Z,88.81,10.78
2026-04-28T10:31:00Z,88.48,15.00
2026-04-28T10:32:00Z,93.49,9.06
2026-04-28T10:33:00Z,92.16,6.29
2026-04-28T10:34:00Z,89.72,12.90
2026-04-28T10:35:00Z,94.79,14.69
2026-04-28T10:36:00Z,97.06,2.56
2026-04-28T10:37:00Z,99.00,1.00
2026-04-28T10:38:00Z,99.00,1.00
2026-04-28T10:40:00Z,99.00,1.00
