# event_ticker=KXATPMATCH-25AUG11TSIBON
# final_score=6-7(4) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Stefanos Tsitsipas
# kalshi_date=2025-08-11
timestamp,Benjamin Bonzi,Stefanos Tsitsipas
2025-08-11T10:22:00Z,,72.00
2025-08-11T10:49:00Z,36.00,72.00
2025-08-11T11:42:00Z,36.00,72.00
2025-08-11T12:36:00Z,36.00,66.00
2025-08-11T12:47:00Z,35.00,66.00
2025-08-11T13:01:00Z,35.00,66.00
2025-08-11T13:04:00Z,35.00,66.00
2025-08-11T13:06:00Z,35.00,66.00
2025-08-11T13:10:00Z,35.00,66.00
2025-08-11T13:14:00Z,35.00,66.92
2025-08-11T13:22:00Z,35.00,67.00
2025-08-11T13:54:00Z,35.00,67.00
2025-08-11T13:58:00Z,34.92,67.00
2025-08-11T13:59:00Z,34.92,67.00
2025-08-11T14:05:00Z,34.92,67.00
2025-08-11T14:11:00Z,34.95,67.00
2025-08-11T14:25:00Z,34.95,67.00
2025-08-11T14:34:00Z,35.00,67.00
2025-08-11T14:35:00Z,34.87,67.00
2025-08-11T14:48:00Z,35.00,67.00
2025-08-11T14:50:00Z,35.00,67.00
2025-08-11T14:53:00Z,35.00,67.00
2025-08-11T14:54:00Z,35.00,66.00
2025-08-11T14:59:00Z,35.00,66.00
2025-08-11T15:19:00Z,35.00,66.00
2025-08-11T15:27:00Z,35.00,66.28
2025-08-11T15:29:00Z,35.00,67.00
2025-08-11T15:33:00Z,35.00,66.00
2025-08-11T15:45:00Z,35.00,66.00
2025-08-11T15:46:00Z,35.00,66.00
2025-08-11T16:06:00Z,35.00,66.00
2025-08-11T16:08:00Z,35.00,66.00
2025-08-11T16:11:00Z,35.00,66.00
2025-08-11T16:18:00Z,35.00,66.00
2025-08-11T16:28:00Z,35.00,66.27
2025-08-11T16:29:00Z,35.00,66.27
2025-08-11T16:37:00Z,35.00,66.10
2025-08-11T16:39:00Z,35.00,66.10
2025-08-11T16:40:00Z,35.00,67.00
2025-08-11T16:42:00Z,35.00,66.00
2025-08-11T16:45:00Z,35.00,65.00
2025-08-11T16:46:00Z,35.00,65.00
2025-08-11T16:47:00Z,35.00,65.00
2025-08-11T16:51:00Z,36.00,65.00
2025-08-11T16:53:00Z,36.00,65.00
2025-08-11T16:54:00Z,36.00,65.00
2025-08-11T16:55:00Z,36.00,65.00
2025-08-11T16:59:00Z,36.00,65.00
2025-08-11T17:00:00Z,36.00,65.00
2025-08-11T17:04:00Z,36.00,65.00
2025-08-11T17:07:00Z,36.00,65.00
2025-08-11T17:09:00Z,36.00,65.00
2025-08-11T17:10:00Z,36.00,65.00
2025-08-11T17:13:00Z,36.00,65.00
2025-08-11T17:14:00Z,36.00,65.00
2025-08-11T17:18:00Z,36.00,65.00
2025-08-11T17:24:00Z,36.00,65.00
2025-08-11T17:26:00Z,36.00,65.00
2025-08-11T17:27:00Z,36.00,65.00
2025-08-11T17:28:00Z,36.00,65.00
2025-08-11T17:30:00Z,36.00,65.00
2025-08-11T17:33:00Z,36.00,65.00
2025-08-11T17:34:00Z,36.00,65.00
2025-08-11T17:38:00Z,36.00,65.00
2025-08-11T17:40:00Z,36.00,65.00
2025-08-11T17:41:00Z,36.00,65.00
2025-08-11T17:43:00Z,36.00,65.00
2025-08-11T17:44:00Z,36.00,65.00
2025-08-11T17:46:00Z,36.00,65.00
2025-08-11T17:47:00Z,36.00,65.00
2025-08-11T17:49:00Z,36.00,65.00
2025-08-11T17:50:00Z,36.00,65.00
2025-08-11T17:54:00Z,36.00,65.00
2025-08-11T17:56:00Z,36.00,65.00
2025-08-11T17:57:00Z,36.00,65.00
2025-08-11T17:58:00Z,36.00,65.00
2025-08-11T17:59:00Z,36.00,65.00
2025-08-11T18:00:00Z,36.00,65.00
2025-08-11T18:01:00Z,36.00,65.00
2025-08-11T18:02:00Z,36.00,65.00
2025-08-11T18:03:00Z,36.00,64.00
2025-08-11T18:06:00Z,36.00,65.00
2025-08-11T18:07:00Z,36.00,65.00
2025-08-11T18:10:00Z,36.00,65.00
2025-08-11T18:11:00Z,36.00,65.00
2025-08-11T18:12:00Z,36.00,65.00
2025-08-11T18:13:00Z,36.00,64.98
2025-08-11T18:15:00Z,36.00,64.09
2025-08-11T18:16:00Z,36.00,65.00
2025-08-11T18:17:00Z,36.00,65.00
2025-08-11T18:18:00Z,36.00,65.00
2025-08-11T18:21:00Z,36.00,65.00
2025-08-11T18:22:00Z,36.00,65.00
2025-08-11T18:23:00Z,37.00,65.00
2025-08-11T18:24:00Z,37.00,65.00
2025-08-11T18:28:00Z,37.00,65.00
2025-08-11T18:29:00Z,37.00,65.00
2025-08-11T18:33:00Z,37.00,65.00
2025-08-11T18:34:00Z,37.00,65.00
2025-08-11T18:36:00Z,38.00,65.00
2025-08-11T18:37:00Z,38.00,62.70
2025-08-11T18:39:00Z,38.00,62.70
2025-08-11T18:40:00Z,38.00,65.00
2025-08-11T18:41:00Z,38.00,65.00
2025-08-11T18:43:00Z,38.00,63.00
2025-08-11T18:44:00Z,37.80,63.00
2025-08-11T18:45:00Z,39.00,64.00
2025-08-11T18:48:00Z,39.00,64.00
2025-08-11T18:50:00Z,39.00,64.00
2025-08-11T18:53:00Z,36.00,64.00
2025-08-11T18:55:00Z,36.00,64.00
2025-08-11T18:58:00Z,37.00,64.16
2025-08-11T19:00:00Z,37.00,64.16
2025-08-11T19:04:00Z,37.11,64.16
2025-08-11T19:10:00Z,37.11,65.00
2025-08-11T19:14:00Z,37.11,65.00
2025-08-11T19:16:00Z,37.11,62.00
2025-08-11T19:18:00Z,37.00,62.00
2025-08-11T19:20:00Z,37.00,65.00
2025-08-11T19:28:00Z,37.00,62.00
2025-08-11T19:33:00Z,37.00,65.00
2025-08-11T19:36:00Z,37.00,65.00
2025-08-11T19:38:00Z,37.00,65.00
2025-08-11T19:39:00Z,37.00,65.00
2025-08-11T19:42:00Z,37.00,65.00
2025-08-11T19:49:00Z,37.00,65.00
2025-08-11T19:50:00Z,37.00,65.00
2025-08-11T19:51:00Z,37.00,64.00
2025-08-11T19:52:00Z,38.00,64.00
2025-08-11T19:54:00Z,38.00,64.00
2025-08-11T19:56:00Z,38.00,64.00
2025-08-11T19:57:00Z,38.00,64.00
2025-08-11T19:58:00Z,36.29,64.00
2025-08-11T19:59:00Z,35.00,68.67
2025-08-11T20:01:00Z,38.00,62.00
2025-08-11T20:02:00Z,44.08,60.77
2025-08-11T20:03:00Z,42.00,60.89
2025-08-11T20:04:00Z,39.76,66.00
2025-08-11T20:05:00Z,36.02,66.89
2025-08-11T20:06:00Z,40.88,65.36
2025-08-11T20:07:00Z,39.10,63.16
2025-08-11T20:08:00Z,40.68,60.98
2025-08-11T20:09:00Z,37.47,63.07
2025-08-11T20:10:00Z,37.47,63.96
2025-08-11T20:11:00Z,38.00,64.00
2025-08-11T20:12:00Z,40.06,61.94
2025-08-11T20:13:00Z,39.00,64.50
2025-08-11T20:14:00Z,38.42,64.53
2025-08-11T20:15:00Z,39.00,64.75
2025-08-11T20:16:00Z,38.00,64.31
2025-08-11T20:17:00Z,39.00,66.79
2025-08-11T20:18:00Z,41.99,57.61
2025-08-11T20:19:00Z,41.19,63.00
2025-08-11T20:20:00Z,39.00,65.94
2025-08-11T20:21:00Z,36.00,66.40
2025-08-11T20:23:00Z,40.79,64.00
2025-08-11T20:24:00Z,41.41,62.00
2025-08-11T20:25:00Z,41.41,61.00
2025-08-11T20:26:00Z,50.99,51.50
2025-08-11T20:27:00Z,60.87,39.87
