# event_ticker=KXATPMATCH-25OCT21ETCBUD
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Nicolai Budkov Kjaer
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-10-21
timestamp,Nicolai Budkov Kjaer,Tomas Martin Etcheverry
2025-10-21T13:33:00Z,44.00,57.00
2025-10-21T13:34:00Z,44.00,56.00
2025-10-21T13:36:00Z,44.00,56.00
2025-10-21T13:37:00Z,44.00,55.36
2025-10-21T13:39:00Z,44.00,56.00
2025-10-21T13:40:00Z,45.00,56.00
2025-10-21T13:41:00Z,45.00,56.00
2025-10-21T13:42:00Z,45.00,56.00
2025-10-21T13:44:00Z,45.00,56.00
2025-10-21T13:45:00Z,45.00,56.00
2025-10-21T13:47:00Z,45.00,55.00
2025-10-21T13:49:00Z,45.00,56.12
2025-10-21T13:52:00Z,45.00,57.00
2025-10-21T13:54:00Z,45.00,57.00
2025-10-21T13:56:00Z,45.00,57.00
2025-10-21T13:58:00Z,45.00,57.00
2025-10-21T14:00:00Z,45.00,57.00
2025-10-21T14:01:00Z,45.00,57.00
2025-10-21T14:02:00Z,45.00,57.00
2025-10-21T14:03:00Z,45.00,57.00
2025-10-21T14:04:00Z,45.00,57.00
2025-10-21T14:05:00Z,45.00,57.00
2025-10-21T14:06:00Z,45.00,57.00
2025-10-21T14:07:00Z,45.00,57.00
2025-10-21T14:08:00Z,45.00,57.59
2025-10-21T14:09:00Z,45.00,57.00
2025-10-21T14:10:00Z,44.00,57.00
2025-10-21T14:11:00Z,44.00,57.00
2025-10-21T14:12:00Z,44.00,57.00
2025-10-21T14:15:00Z,44.00,58.00
2025-10-21T14:16:00Z,43.00,58.00
2025-10-21T14:17:00Z,45.20,57.00
2025-10-21T14:18:00Z,45.20,57.00
2025-10-21T14:19:00Z,45.20,57.00
2025-10-21T14:22:00Z,45.20,57.22
2025-10-21T14:24:00Z,45.20,57.00
2025-10-21T14:25:00Z,45.20,57.00
2025-10-21T14:26:00Z,45.00,57.00
2025-10-21T14:27:00Z,45.00,57.00
2025-10-21T14:28:00Z,45.00,57.42
2025-10-21T14:29:00Z,45.00,56.42
2025-10-21T14:30:00Z,41.48,67.21
2025-10-21T14:31:00Z,41.54,67.21
2025-10-21T14:32:00Z,42.06,56.73
2025-10-21T14:33:00Z,44.47,60.35
2025-10-21T14:34:00Z,43.99,56.21
2025-10-21T14:35:00Z,45.00,56.00
2025-10-21T14:36:00Z,42.00,59.00
2025-10-21T14:37:00Z,42.00,57.00
2025-10-21T14:38:00Z,33.00,69.00
2025-10-21T14:39:00Z,33.00,74.00
2025-10-21T14:40:00Z,33.00,73.48
2025-10-21T14:41:00Z,25.86,73.48
2025-10-21T14:42:00Z,31.00,69.34
2025-10-21T14:44:00Z,31.00,77.03
2025-10-21T14:45:00Z,21.00,79.00
2025-10-21T14:46:00Z,22.00,76.47
2025-10-21T14:48:00Z,27.00,75.00
2025-10-21T14:49:00Z,22.00,75.00
2025-10-21T14:50:00Z,24.00,78.06
2025-10-21T14:51:00Z,24.00,76.40
2025-10-21T14:52:00Z,24.00,76.54
2025-10-21T14:53:00Z,23.00,77.80
2025-10-21T14:54:00Z,25.00,77.07
2025-10-21T14:55:00Z,24.14,75.84
2025-10-21T14:57:00Z,25.96,75.84
2025-10-21T14:58:00Z,26.00,75.84
2025-10-21T14:59:00Z,22.63,79.73
2025-10-21T15:00:00Z,19.45,79.59
2025-10-21T15:01:00Z,19.45,80.00
2025-10-21T15:02:00Z,17.36,81.74
2025-10-21T15:03:00Z,17.36,87.11
2025-10-21T15:04:00Z,14.42,86.05
2025-10-21T15:05:00Z,15.00,86.16
2025-10-21T15:06:00Z,16.00,84.26
2025-10-21T15:07:00Z,16.00,84.00
2025-10-21T15:08:00Z,16.00,87.01
2025-10-21T15:09:00Z,12.00,87.15
2025-10-21T15:10:00Z,13.00,87.38
2025-10-21T15:11:00Z,13.00,86.00
2025-10-21T15:12:00Z,13.00,86.00
2025-10-21T15:13:00Z,15.00,87.01
2025-10-21T15:14:00Z,12.00,86.69
2025-10-21T15:15:00Z,16.00,86.00
2025-10-21T15:16:00Z,14.00,87.17
2025-10-21T15:17:00Z,12.00,89.72
2025-10-21T15:18:00Z,12.00,89.00
2025-10-21T15:19:00Z,12.49,88.46
2025-10-21T15:20:00Z,15.87,85.98
2025-10-21T15:21:00Z,17.00,85.26
2025-10-21T15:22:00Z,17.00,87.46
2025-10-21T15:23:00Z,11.70,88.20
2025-10-21T15:24:00Z,12.68,88.63
2025-10-21T15:25:00Z,14.23,86.61
2025-10-21T15:26:00Z,14.02,86.20
2025-10-21T15:27:00Z,14.81,86.90
2025-10-21T15:28:00Z,17.18,83.52
2025-10-21T15:29:00Z,19.68,84.70
2025-10-21T15:30:00Z,14.62,87.80
2025-10-21T15:31:00Z,11.46,88.51
2025-10-21T15:32:00Z,11.17,88.34
2025-10-21T15:33:00Z,6.31,95.64
2025-10-21T15:34:00Z,3.81,97.21
2025-10-21T15:35:00Z,2.08,98.81
2025-10-21T15:36:00Z,1.06,99.00
2025-10-21T15:37:00Z,1.00,99.00
2025-10-21T15:38:00Z,1.00,99.00
2025-10-21T15:39:00Z,1.00,99.00
2025-10-21T15:41:00Z,1.00,99.00
