# event_ticker=KXATPMATCH-25OCT21ETCBUD
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Nicolai Budkov Kjaer
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-10-21
timestamp,Nicolai Budkov Kjaer,Tomas Martin Etcheverry
2025-10-21T04:00:00Z,45.00,
2025-10-21T04:05:00Z,45.00,60.00
2025-10-21T04:14:00Z,45.00,58.00
2025-10-21T04:22:00Z,45.00,58.00
2025-10-21T04:26:00Z,45.00,58.00
2025-10-21T04:39:00Z,45.00,58.00
2025-10-21T04:40:00Z,45.00,58.00
2025-10-21T04:53:00Z,45.00,58.00
2025-10-21T05:05:00Z,45.00,58.00
2025-10-21T05:06:00Z,45.00,58.00
2025-10-21T05:10:00Z,45.00,58.00
2025-10-21T05:32:00Z,45.00,58.00
2025-10-21T05:34:00Z,45.00,58.00
2025-10-21T05:35:00Z,45.00,56.00
2025-10-21T05:40:00Z,45.00,58.00
2025-10-21T05:47:00Z,45.00,58.00
2025-10-21T05:50:00Z,45.00,58.00
2025-10-21T05:59:00Z,42.00,58.00
2025-10-21T06:17:00Z,42.00,59.00
2025-10-21T06:18:00Z,42.00,59.00
2025-10-21T06:20:00Z,42.00,58.00
2025-10-21T06:21:00Z,42.00,58.00
2025-10-21T06:27:00Z,42.00,58.00
2025-10-21T06:30:00Z,43.00,58.00
2025-10-21T06:32:00Z,43.00,58.00
2025-10-21T06:40:00Z,43.00,58.00
2025-10-21T06:47:00Z,43.00,58.00
2025-10-21T06:48:00Z,43.00,58.00
2025-10-21T06:59:00Z,43.00,58.00
2025-10-21T07:01:00Z,43.00,58.00
2025-10-21T07:46:00Z,43.00,58.00
2025-10-21T08:05:00Z,41.00,59.17
2025-10-21T08:12:00Z,41.00,59.17
2025-10-21T08:21:00Z,41.00,60.00
2025-10-21T08:31:00Z,41.00,60.00
2025-10-21T08:37:00Z,41.00,59.00
2025-10-21T08:43:00Z,41.00,60.00
2025-10-21T08:47:00Z,41.00,60.00
2025-10-21T09:04:00Z,41.00,60.00
2025-10-21T10:10:00Z,41.00,60.00
2025-10-21T10:19:00Z,41.00,60.00
2025-10-21T10:33:00Z,41.00,60.00
2025-10-21T10:38:00Z,41.00,60.00
2025-10-21T10:46:00Z,41.00,60.00
2025-10-21T10:47:00Z,41.00,60.19
2025-10-21T10:49:00Z,41.00,61.00
2025-10-21T10:54:00Z,41.00,61.00
2025-10-21T11:05:00Z,41.00,61.00
2025-10-21T11:12:00Z,41.00,59.00
2025-10-21T11:19:00Z,41.00,60.00
2025-10-21T11:22:00Z,41.00,60.00
2025-10-21T11:24:00Z,41.00,60.39
2025-10-21T11:28:00Z,41.00,60.39
2025-10-21T11:29:00Z,41.00,59.00
2025-10-21T11:35:00Z,41.00,57.00
2025-10-21T11:41:00Z,41.00,57.00
2025-10-21T11:44:00Z,44.00,57.00
2025-10-21T11:46:00Z,44.00,57.00
2025-10-21T11:50:00Z,44.00,57.00
2025-10-21T11:52:00Z,44.00,57.00
2025-10-21T12:01:00Z,44.00,57.00
2025-10-21T12:03:00Z,44.00,57.00
2025-10-21T12:07:00Z,44.00,57.00
2025-10-21T12:08:00Z,44.00,57.00
2025-10-21T12:11:00Z,44.00,57.00
2025-10-21T12:12:00Z,44.00,56.00
2025-10-21T12:13:00Z,44.00,57.00
2025-10-21T12:18:00Z,44.00,57.00
2025-10-21T12:23:00Z,44.00,57.00
2025-10-21T12:25:00Z,44.00,57.00
2025-10-21T12:26:00Z,44.00,57.00
2025-10-21T12:32:00Z,44.00,57.00
2025-10-21T12:37:00Z,44.00,57.00
2025-10-21T12:42:00Z,44.00,57.00
2025-10-21T12:43:00Z,44.00,57.00
2025-10-21T12:53:00Z,44.00,57.00
2025-10-21T12:58:00Z,44.00,57.00
2025-10-21T13:02:00Z,44.00,57.00
2025-10-21T13:03:00Z,44.00,57.00
2025-10-21T13:06:00Z,44.00,57.04
2025-10-21T13:12:00Z,44.00,56.00
2025-10-21T13:13:00Z,44.00,57.00
2025-10-21T13:18:00Z,44.00,57.00
2025-10-21T13:19:00Z,44.00,57.00
2025-10-21T13:23:00Z,44.00,57.00
2025-10-21T13:25:00Z,44.00,57.00
2025-10-21T13:28:00Z,44.00,57.00
