# event_ticker=KXATPMATCH-26JUN08BAUGIR
# final_score=7-6(3) 7-5
# score_resolution=7-6 7-5
# match_winner=Marcos Giron
# fav_player=Marcos Giron
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-06-08
timestamp,Roberto Bautista Agut,Marcos Giron
2026-06-08T21:25:00Z,,58.00
2026-06-08T21:42:00Z,44.00,58.00
2026-06-08T21:45:00Z,44.00,58.00
2026-06-08T21:48:00Z,44.00,58.00
2026-06-08T21:53:00Z,44.00,58.00
2026-06-08T22:08:00Z,42.00,58.00
2026-06-08T22:09:00Z,42.00,58.00
2026-06-08T22:25:00Z,42.00,58.00
2026-06-08T23:03:00Z,42.00,58.00
2026-06-08T23:16:00Z,44.00,58.00
2026-06-08T23:22:00Z,44.00,58.00
2026-06-08T23:24:00Z,44.00,58.00
2026-06-08T23:25:00Z,44.00,58.00
2026-06-08T23:26:00Z,44.00,58.00
2026-06-08T23:28:00Z,44.00,56.00
2026-06-08T23:39:00Z,44.00,58.00
2026-06-08T23:51:00Z,44.00,58.00
2026-06-08T23:57:00Z,42.00,58.00
2026-06-09T00:06:00Z,44.00,58.00
2026-06-09T00:09:00Z,44.00,58.00
2026-06-09T00:16:00Z,44.00,58.00
2026-06-09T00:20:00Z,44.00,56.00
2026-06-09T00:21:00Z,44.00,58.00
2026-06-09T00:29:00Z,44.00,58.00
2026-06-09T00:32:00Z,44.00,58.00
2026-06-09T00:41:00Z,44.00,58.00
2026-06-09T00:46:00Z,44.00,58.00
2026-06-09T00:52:00Z,44.00,58.00
2026-06-09T00:59:00Z,44.00,58.00
2026-06-09T01:05:00Z,44.00,58.00
2026-06-09T01:10:00Z,44.00,56.00
2026-06-09T01:12:00Z,44.00,58.00
2026-06-09T01:17:00Z,44.00,58.00
2026-06-09T01:21:00Z,44.00,58.00
2026-06-09T01:24:00Z,44.00,58.00
2026-06-09T01:29:00Z,44.00,58.00
2026-06-09T01:39:00Z,44.00,58.00
2026-06-09T01:48:00Z,44.00,58.00
2026-06-09T01:52:00Z,44.00,57.00
2026-06-09T02:05:00Z,44.00,57.00
2026-06-09T02:15:00Z,44.00,57.00
2026-06-09T02:16:00Z,44.00,57.00
2026-06-09T02:26:00Z,44.00,57.00
2026-06-09T02:35:00Z,44.00,56.67
2026-06-09T02:36:00Z,44.00,56.00
2026-06-09T02:41:00Z,44.00,56.00
2026-06-09T02:43:00Z,44.00,56.00
2026-06-09T02:44:00Z,44.00,56.00
2026-06-09T02:46:00Z,44.00,58.00
2026-06-09T02:52:00Z,44.00,58.00
2026-06-09T02:54:00Z,44.00,58.00
2026-06-09T02:55:00Z,44.00,58.00
2026-06-09T02:58:00Z,44.00,58.00
2026-06-09T03:01:00Z,44.00,58.00
2026-06-09T03:03:00Z,44.00,58.00
2026-06-09T03:05:00Z,44.00,58.00
2026-06-09T03:10:00Z,44.00,58.00
2026-06-09T03:11:00Z,44.00,58.00
2026-06-09T03:12:00Z,44.00,58.00
2026-06-09T03:13:00Z,44.00,58.00
2026-06-09T03:16:00Z,44.00,58.00
2026-06-09T03:25:00Z,42.00,58.00
2026-06-09T03:33:00Z,44.00,58.00
2026-06-09T03:36:00Z,44.00,56.23
2026-06-09T03:38:00Z,44.00,58.00
2026-06-09T03:39:00Z,43.00,58.00
2026-06-09T03:40:00Z,43.00,58.00
2026-06-09T03:41:00Z,43.00,58.00
2026-06-09T03:43:00Z,43.00,58.00
2026-06-09T03:46:00Z,43.00,58.00
2026-06-09T03:47:00Z,44.00,58.00
