# event_ticker=KXATPCHALLENGERMATCH-26MAR31MARDEL
# final_score=6-2 6-4
# match_winner=Ivan Marrero Curbelo
# fav_player=Ivan Marrero Curbelo
# dog_player=Jake Delaney
# kalshi_date=2026-03-31
timestamp,Ivan Marrero Curbelo,Jake Delaney
2026-03-31T11:08:00Z,68.00,
2026-03-31T14:18:00Z,68.00,34.00
2026-03-31T14:48:00Z,68.00,30.23
2026-03-31T14:52:00Z,68.00,30.00
2026-03-31T15:14:00Z,66.00,30.00
2026-03-31T15:15:00Z,66.00,30.00
2026-03-31T16:16:00Z,69.00,30.00
2026-03-31T17:54:00Z,69.00,30.00
2026-03-31T18:33:00Z,69.00,30.00
2026-03-31T20:06:00Z,69.00,30.00
2026-03-31T20:18:00Z,70.00,30.00
2026-03-31T20:31:00Z,70.00,30.00
2026-03-31T20:32:00Z,70.00,33.00
2026-03-31T20:45:00Z,70.00,33.00
2026-03-31T21:06:00Z,70.00,33.00
2026-03-31T21:09:00Z,70.00,33.00
2026-03-31T21:12:00Z,70.00,31.00
2026-03-31T21:27:00Z,70.00,31.00
2026-03-31T21:31:00Z,70.00,31.00
2026-03-31T21:39:00Z,70.00,31.00
2026-03-31T21:40:00Z,70.00,31.00
2026-03-31T21:47:00Z,70.00,31.00
2026-03-31T21:49:00Z,70.00,34.52
2026-03-31T21:50:00Z,69.45,34.79
2026-03-31T21:53:00Z,69.45,32.16
2026-03-31T21:54:00Z,69.45,34.00
2026-03-31T21:56:00Z,68.00,34.00
2026-03-31T21:57:00Z,65.43,33.00
2026-03-31T21:58:00Z,62.36,38.69
2026-03-31T21:59:00Z,66.53,34.00
2026-03-31T22:00:00Z,63.94,37.00
2026-03-31T22:01:00Z,63.55,35.02
2026-03-31T22:02:00Z,67.67,31.60
2026-03-31T22:03:00Z,70.28,28.89
2026-03-31T22:04:00Z,70.28,30.54
2026-03-31T22:05:00Z,64.00,37.00
2026-03-31T22:06:00Z,64.00,37.88
2026-03-31T22:07:00Z,64.45,37.88
2026-03-31T22:08:00Z,64.45,33.00
2026-03-31T22:09:00Z,64.17,33.52
2026-03-31T22:10:00Z,65.17,33.50
2026-03-31T22:11:00Z,68.50,32.96
2026-03-31T22:12:00Z,70.02,29.06
2026-03-31T22:13:00Z,71.00,28.00
2026-03-31T22:14:00Z,78.48,18.72
2026-03-31T22:15:00Z,80.00,18.72
2026-03-31T22:16:00Z,79.00,18.72
2026-03-31T22:18:00Z,78.11,23.00
2026-03-31T22:19:00Z,76.33,23.00
2026-03-31T22:20:00Z,78.00,23.34
2026-03-31T22:21:00Z,78.00,23.34
2026-03-31T22:22:00Z,78.39,21.18
2026-03-31T22:23:00Z,80.37,19.50
2026-03-31T22:24:00Z,78.46,20.98
2026-03-31T22:25:00Z,80.94,20.98
2026-03-31T22:26:00Z,84.26,17.75
2026-03-31T22:27:00Z,80.01,17.51
2026-03-31T22:28:00Z,82.98,19.00
2026-03-31T22:29:00Z,82.20,19.00
2026-03-31T22:30:00Z,82.20,19.00
2026-03-31T22:32:00Z,83.00,19.00
2026-03-31T22:35:00Z,83.00,19.00
2026-03-31T22:37:00Z,82.00,19.00
2026-03-31T22:38:00Z,82.00,19.64
2026-03-31T22:39:00Z,82.00,17.00
2026-03-31T22:40:00Z,82.00,19.00
2026-03-31T22:41:00Z,82.00,19.93
2026-03-31T22:42:00Z,81.90,20.00
2026-03-31T22:43:00Z,81.90,20.00
2026-03-31T22:44:00Z,81.90,20.00
2026-03-31T22:45:00Z,82.00,20.00
2026-03-31T22:46:00Z,81.34,20.00
2026-03-31T22:47:00Z,81.61,18.30
2026-03-31T22:48:00Z,81.12,19.32
2026-03-31T22:49:00Z,81.00,19.57
2026-03-31T22:50:00Z,81.00,20.00
2026-03-31T22:51:00Z,79.05,20.00
2026-03-31T22:52:00Z,82.00,20.69
2026-03-31T22:53:00Z,82.00,20.00
2026-03-31T22:54:00Z,80.47,18.37
2026-03-31T22:55:00Z,82.45,19.39
2026-03-31T22:56:00Z,80.80,20.00
2026-03-31T22:57:00Z,80.62,18.03
2026-03-31T22:58:00Z,79.73,19.37
2026-03-31T22:59:00Z,81.00,18.17
2026-03-31T23:00:00Z,81.00,18.17
2026-03-31T23:01:00Z,81.00,19.22
2026-03-31T23:02:00Z,81.00,20.84
2026-03-31T23:03:00Z,81.00,20.84
2026-03-31T23:04:00Z,81.00,20.84
2026-03-31T23:05:00Z,81.00,20.89
2026-03-31T23:06:00Z,74.77,20.80
2026-03-31T23:07:00Z,80.00,19.00
2026-03-31T23:08:00Z,75.32,19.00
2026-03-31T23:09:00Z,80.00,19.00
2026-03-31T23:10:00Z,81.29,18.20
2026-03-31T23:11:00Z,83.00,18.09
2026-03-31T23:12:00Z,82.81,19.37
2026-03-31T23:13:00Z,87.91,14.28
2026-03-31T23:14:00Z,86.93,14.00
2026-03-31T23:15:00Z,85.44,14.52
2026-03-31T23:16:00Z,86.95,13.00
2026-03-31T23:17:00Z,89.00,11.99
2026-03-31T23:18:00Z,89.13,12.00
2026-03-31T23:19:00Z,89.02,12.00
2026-03-31T23:20:00Z,90.00,12.00
2026-03-31T23:21:00Z,88.02,12.51
2026-03-31T23:22:00Z,90.41,9.76
2026-03-31T23:23:00Z,88.07,12.74
2026-03-31T23:24:00Z,87.00,14.90
2026-03-31T23:25:00Z,88.77,12.73
