# event_ticker=KXATPCHALLENGERMATCH-26MAR31MARDEL
# final_score=6-2 6-4
# match_winner=Ivan Marrero Curbelo
# fav_player=Ivan Marrero Curbelo
# dog_player=Jake Delaney
# kalshi_date=2026-03-31
timestamp,Ivan Marrero Curbelo,Jake Delaney
2026-03-31T23:26:00Z,89.00,12.00
2026-03-31T23:27:00Z,91.00,12.00
2026-03-31T23:28:00Z,91.00,8.00
2026-03-31T23:29:00Z,92.60,5.10
2026-03-31T23:30:00Z,95.97,4.44
2026-03-31T23:31:00Z,94.79,6.90
2026-03-31T23:32:00Z,96.00,3.67
2026-03-31T23:33:00Z,97.00,3.03
2026-03-31T23:34:00Z,96.88,3.24
2026-03-31T23:35:00Z,96.00,3.90
2026-03-31T23:36:00Z,97.64,2.55
2026-03-31T23:37:00Z,97.00,3.76
2026-03-31T23:38:00Z,97.00,4.32
2026-03-31T23:39:00Z,96.00,5.00
2026-03-31T23:40:00Z,96.11,3.18
2026-03-31T23:41:00Z,97.70,2.79
2026-03-31T23:42:00Z,97.70,3.04
2026-03-31T23:43:00Z,98.00,3.04
2026-03-31T23:44:00Z,97.06,2.57
2026-03-31T23:45:00Z,98.01,2.12
2026-03-31T23:46:00Z,97.88,2.45
2026-03-31T23:47:00Z,97.88,3.00
2026-03-31T23:48:00Z,97.00,3.71
2026-03-31T23:49:00Z,96.64,3.52
2026-03-31T23:50:00Z,96.39,3.29
2026-03-31T23:51:00Z,98.07,2.00
2026-03-31T23:52:00Z,98.82,1.33
2026-03-31T23:53:00Z,99.00,2.70
2026-03-31T23:54:00Z,99.00,1.48
2026-03-31T23:55:00Z,98.97,2.60
2026-03-31T23:56:00Z,98.92,3.00
2026-03-31T23:57:00Z,98.73,2.19
2026-03-31T23:58:00Z,99.00,1.70
2026-03-31T23:59:00Z,99.00,1.75
2026-04-01T00:00:00Z,99.00,2.00
2026-04-01T00:01:00Z,98.54,2.00
2026-04-01T00:02:00Z,98.54,2.00
2026-04-01T00:03:00Z,99.00,2.24
2026-04-01T00:04:00Z,97.86,2.34
2026-04-01T00:05:00Z,97.03,4.62
2026-04-01T00:06:00Z,96.93,4.79
2026-04-01T00:07:00Z,96.99,3.03
2026-04-01T00:08:00Z,95.81,4.61
2026-04-01T00:09:00Z,97.00,4.59
2026-04-01T00:10:00Z,98.58,1.33
2026-04-01T00:12:00Z,99.00,1.33
