# event_ticker=KXATPCHALLENGERMATCH-26JUN02ROCDAL
# final_score=6-4 7-6(7)
# score_resolution=4-6 6-7
# match_winner=Henrique Rocha
# fav_player=Enrico Dalla Valle
# dog_player=Henrique Rocha
# kalshi_date=2026-06-02
timestamp,Henrique Rocha,Enrico Dalla Valle
2026-06-01T20:36:00Z,70.00,
2026-06-01T20:51:00Z,70.00,
2026-06-01T20:58:00Z,70.00,
2026-06-01T21:31:00Z,69.00,
2026-06-01T21:46:00Z,69.00,
2026-06-01T22:14:00Z,69.00,
2026-06-01T22:27:00Z,69.00,31.00
2026-06-01T22:39:00Z,69.00,31.00
2026-06-01T22:51:00Z,69.00,31.00
2026-06-01T23:14:00Z,69.00,31.00
2026-06-01T23:20:00Z,69.00,31.00
2026-06-01T23:24:00Z,69.00,31.00
2026-06-01T23:25:00Z,69.36,31.00
2026-06-01T23:26:00Z,70.00,31.00
2026-06-01T23:30:00Z,69.00,31.00
2026-06-01T23:33:00Z,69.00,31.00
2026-06-01T23:34:00Z,69.00,31.00
2026-06-01T23:38:00Z,69.00,31.00
2026-06-01T23:39:00Z,69.00,31.00
2026-06-01T23:41:00Z,70.00,31.00
2026-06-01T23:45:00Z,70.00,33.00
2026-06-01T23:48:00Z,69.00,33.00
2026-06-01T23:51:00Z,69.00,33.00
2026-06-01T23:54:00Z,68.83,33.00
2026-06-02T00:08:00Z,70.00,33.00
2026-06-02T00:10:00Z,70.00,33.00
2026-06-02T00:26:00Z,69.00,33.00
2026-06-02T00:27:00Z,69.00,33.00
2026-06-02T00:32:00Z,69.00,31.00
2026-06-02T00:39:00Z,69.00,31.00
2026-06-02T00:41:00Z,69.00,31.00
2026-06-02T00:47:00Z,69.00,31.00
2026-06-02T01:02:00Z,69.00,31.00
2026-06-02T01:07:00Z,69.00,31.00
2026-06-02T01:11:00Z,69.00,31.00
2026-06-02T01:12:00Z,69.00,31.00
2026-06-02T01:17:00Z,69.00,33.00
2026-06-02T01:20:00Z,69.00,33.00
2026-06-02T01:28:00Z,69.00,33.00
2026-06-02T01:29:00Z,69.00,33.00
2026-06-02T01:30:00Z,69.00,33.00
2026-06-02T01:32:00Z,69.00,33.00
2026-06-02T01:51:00Z,69.00,33.00
2026-06-02T01:57:00Z,69.00,33.00
2026-06-02T02:00:00Z,69.00,33.00
2026-06-02T02:30:00Z,69.00,33.00
2026-06-02T02:34:00Z,69.00,33.00
2026-06-02T02:39:00Z,69.00,33.00
2026-06-02T02:57:00Z,69.00,33.00
2026-06-02T03:02:00Z,69.00,33.00
2026-06-02T03:08:00Z,69.00,33.00
2026-06-02T03:11:00Z,69.00,33.00
2026-06-02T03:14:00Z,69.00,33.00
2026-06-02T03:15:00Z,69.00,33.00
2026-06-02T03:23:00Z,69.00,33.00
2026-06-02T03:28:00Z,69.00,32.00
2026-06-02T03:32:00Z,69.00,32.00
2026-06-02T03:38:00Z,69.00,32.00
2026-06-02T03:47:00Z,68.00,32.00
2026-06-02T03:49:00Z,68.00,32.00
2026-06-02T03:53:00Z,69.00,32.00
2026-06-02T03:59:00Z,69.00,32.00
2026-06-02T04:01:00Z,69.00,32.00
2026-06-02T04:03:00Z,69.00,32.00
2026-06-02T04:05:00Z,69.00,32.00
2026-06-02T04:08:00Z,69.00,32.00
2026-06-02T04:09:00Z,69.00,32.00
2026-06-02T04:10:00Z,69.00,32.00
2026-06-02T04:12:00Z,69.00,32.00
2026-06-02T04:13:00Z,69.00,32.00
2026-06-02T04:19:00Z,69.00,32.00
2026-06-02T04:20:00Z,69.00,32.00
2026-06-02T04:22:00Z,69.00,32.00
2026-06-02T04:28:00Z,69.00,32.00
2026-06-02T04:32:00Z,69.00,32.00
2026-06-02T04:33:00Z,69.00,32.00
2026-06-02T04:34:00Z,69.00,32.00
2026-06-02T04:38:00Z,69.00,32.00
2026-06-02T04:44:00Z,69.00,32.00
2026-06-02T04:48:00Z,69.00,32.00
2026-06-02T04:49:00Z,69.00,32.00
2026-06-02T04:51:00Z,69.00,32.00
2026-06-02T04:52:00Z,69.00,32.00
2026-06-02T04:53:00Z,69.00,32.00
2026-06-02T04:54:00Z,69.00,32.00
2026-06-02T04:55:00Z,69.00,32.00
2026-06-02T04:56:00Z,69.00,32.00
2026-06-02T04:57:00Z,69.00,32.00
2026-06-02T04:58:00Z,69.00,32.00
2026-06-02T04:59:00Z,69.00,32.00
2026-06-02T05:00:00Z,70.01,32.00
2026-06-02T05:01:00Z,70.00,32.00
2026-06-02T05:02:00Z,70.00,32.00
2026-06-02T05:03:00Z,70.00,32.00
2026-06-02T05:04:00Z,70.00,32.00
2026-06-02T05:05:00Z,70.98,32.00
2026-06-02T05:06:00Z,70.00,32.00
2026-06-02T05:09:00Z,70.00,32.00
2026-06-02T05:12:00Z,70.00,32.00
2026-06-02T05:15:00Z,70.00,32.00
2026-06-02T05:18:00Z,70.00,32.00
2026-06-02T05:20:00Z,70.00,32.00
2026-06-02T05:21:00Z,70.00,32.00
2026-06-02T05:22:00Z,70.00,32.00
2026-06-02T05:23:00Z,70.00,32.00
2026-06-02T05:25:00Z,70.00,32.00
2026-06-02T05:26:00Z,70.00,31.00
2026-06-02T05:27:00Z,70.00,32.00
2026-06-02T05:28:00Z,69.00,33.00
2026-06-02T05:29:00Z,69.00,33.00
2026-06-02T05:33:00Z,69.00,33.00
2026-06-02T05:34:00Z,69.00,33.30
2026-06-02T05:35:00Z,69.00,33.30
2026-06-02T05:36:00Z,68.00,32.00
2026-06-02T05:37:00Z,68.00,31.00
2026-06-02T05:38:00Z,69.00,31.00
2026-06-02T05:41:00Z,69.00,31.00
2026-06-02T05:43:00Z,70.00,31.00
2026-06-02T05:49:00Z,70.00,31.00
2026-06-02T05:55:00Z,70.00,31.00
2026-06-02T06:01:00Z,70.00,31.00
2026-06-02T06:05:00Z,70.00,31.00
2026-06-02T06:08:00Z,70.00,31.00
2026-06-02T06:09:00Z,70.00,31.69
2026-06-02T06:10:00Z,71.00,31.69
2026-06-02T06:11:00Z,71.00,31.69
2026-06-02T06:12:00Z,70.00,31.69
2026-06-02T06:14:00Z,70.00,31.69
2026-06-02T06:15:00Z,70.00,33.00
2026-06-02T06:21:00Z,70.00,33.00
2026-06-02T06:25:00Z,70.00,33.00
2026-06-02T06:29:00Z,70.00,33.00
2026-06-02T06:31:00Z,70.00,33.00
2026-06-02T06:32:00Z,70.00,33.00
2026-06-02T06:33:00Z,70.00,33.00
2026-06-02T06:34:00Z,70.00,33.00
2026-06-02T06:36:00Z,70.00,33.00
2026-06-02T06:39:00Z,70.00,33.00
2026-06-02T06:41:00Z,70.00,33.00
2026-06-02T06:47:00Z,70.02,33.00
2026-06-02T06:49:00Z,71.00,32.00
2026-06-02T06:54:00Z,71.00,32.00
2026-06-02T06:55:00Z,71.00,32.00
2026-06-02T07:01:00Z,70.00,32.00
2026-06-02T07:02:00Z,70.76,32.00
2026-06-02T07:04:00Z,71.00,32.00
2026-06-02T07:06:00Z,71.00,32.00
2026-06-02T07:07:00Z,71.00,32.00
2026-06-02T07:11:00Z,71.00,33.00
2026-06-02T07:12:00Z,70.00,33.00
