# event_ticker=KXATPCHALLENGERMATCH-26FEB11IMASWE
# final_score=6-3 6-2
# match_winner=Dane Sweeny
# fav_player=Dane Sweeny
# dog_player=Masamichi Imamura
# kalshi_date=2026-02-11
timestamp,Dane Sweeny,Masamichi Imamura
2026-02-11T15:23:00Z,,14.00
2026-02-11T15:48:00Z,89.00,14.00
2026-02-11T15:55:00Z,89.00,14.00
2026-02-11T15:56:00Z,89.00,11.00
2026-02-11T16:06:00Z,89.00,13.12
2026-02-11T16:14:00Z,88.00,13.12
2026-02-11T16:27:00Z,88.00,13.00
2026-02-11T16:36:00Z,88.00,13.00
2026-02-11T16:55:00Z,87.00,13.00
2026-02-11T17:17:00Z,88.00,13.00
2026-02-11T17:38:00Z,88.00,12.00
2026-02-11T18:02:00Z,88.00,12.00
2026-02-11T18:19:00Z,88.00,12.00
2026-02-11T18:48:00Z,88.00,12.83
2026-02-11T18:51:00Z,88.00,13.48
2026-02-11T18:55:00Z,88.00,13.48
2026-02-11T19:14:00Z,88.00,13.00
2026-02-11T19:16:00Z,88.95,13.00
2026-02-11T19:19:00Z,88.95,12.86
2026-02-11T19:36:00Z,89.00,12.86
2026-02-11T19:47:00Z,89.00,12.00
2026-02-11T19:59:00Z,89.00,12.00
2026-02-11T20:06:00Z,89.00,12.00
2026-02-11T20:17:00Z,89.00,12.00
2026-02-11T20:34:00Z,89.00,12.00
2026-02-11T20:42:00Z,89.00,13.00
2026-02-11T20:44:00Z,89.00,13.00
2026-02-11T20:49:00Z,89.00,13.00
2026-02-11T20:52:00Z,89.00,13.00
2026-02-11T21:47:00Z,89.00,13.00
2026-02-11T21:48:00Z,89.00,13.00
2026-02-11T21:51:00Z,89.58,13.00
2026-02-11T21:56:00Z,89.00,13.00
2026-02-11T22:00:00Z,89.00,13.00
2026-02-11T22:06:00Z,89.00,13.00
2026-02-11T22:13:00Z,89.00,13.00
2026-02-11T22:14:00Z,89.00,13.00
2026-02-11T22:22:00Z,89.00,13.00
2026-02-11T22:31:00Z,89.00,13.00
2026-02-11T22:33:00Z,89.00,13.00
2026-02-11T22:54:00Z,89.00,13.00
2026-02-11T23:14:00Z,89.00,13.00
2026-02-11T23:20:00Z,89.00,13.00
2026-02-11T23:30:00Z,89.00,13.00
2026-02-11T23:33:00Z,89.00,14.00
2026-02-11T23:37:00Z,89.00,14.00
2026-02-11T23:58:00Z,89.00,12.00
2026-02-11T23:59:00Z,90.00,12.00
2026-02-12T00:00:00Z,90.00,13.00
2026-02-12T00:07:00Z,90.00,13.00
2026-02-12T00:12:00Z,90.00,13.00
2026-02-12T00:14:00Z,89.00,13.00
2026-02-12T00:15:00Z,89.00,13.00
2026-02-12T00:30:00Z,89.00,13.00
2026-02-12T00:34:00Z,89.00,13.00
2026-02-12T00:38:00Z,89.00,13.00
2026-02-12T00:42:00Z,89.00,13.00
2026-02-12T00:43:00Z,89.00,13.00
2026-02-12T00:54:00Z,89.00,13.00
2026-02-12T00:55:00Z,89.00,13.00
2026-02-12T00:56:00Z,89.00,13.00
2026-02-12T00:57:00Z,89.00,13.90
2026-02-12T00:59:00Z,89.00,12.77
2026-02-12T01:01:00Z,89.00,12.77
2026-02-12T01:03:00Z,89.00,13.00
2026-02-12T01:04:00Z,89.00,13.00
2026-02-12T01:06:00Z,89.00,14.00
2026-02-12T01:07:00Z,89.00,14.00
2026-02-12T01:11:00Z,89.00,13.07
2026-02-12T01:13:00Z,89.00,14.00
2026-02-12T01:17:00Z,89.00,14.00
2026-02-12T01:21:00Z,88.10,11.00
2026-02-12T01:24:00Z,88.10,13.00
2026-02-12T01:25:00Z,88.10,13.00
2026-02-12T01:27:00Z,88.10,14.00
2026-02-12T01:28:00Z,89.00,14.00
2026-02-12T01:31:00Z,89.00,14.00
2026-02-12T01:33:00Z,89.00,13.02
2026-02-12T01:35:00Z,89.00,13.73
2026-02-12T01:37:00Z,89.00,13.04
2026-02-12T01:38:00Z,89.00,13.42
2026-02-12T01:40:00Z,89.00,13.42
2026-02-12T01:41:00Z,88.79,13.42
2026-02-12T01:43:00Z,89.00,13.42
2026-02-12T01:44:00Z,89.00,14.00
2026-02-12T01:46:00Z,89.00,12.43
2026-02-12T01:47:00Z,89.00,12.43
2026-02-12T01:51:00Z,89.00,14.00
2026-02-12T01:52:00Z,89.00,13.83
2026-02-12T01:54:00Z,89.00,13.83
2026-02-12T01:55:00Z,89.00,13.00
2026-02-12T01:56:00Z,89.00,12.67
2026-02-12T01:57:00Z,89.00,13.00
2026-02-12T02:03:00Z,89.00,13.00
2026-02-12T02:04:00Z,89.00,13.00
2026-02-12T02:05:00Z,89.00,13.00
2026-02-12T02:06:00Z,89.00,13.00
2026-02-12T02:07:00Z,89.00,13.00
2026-02-12T02:09:00Z,89.00,13.00
2026-02-12T02:10:00Z,89.00,10.93
2026-02-12T02:14:00Z,89.00,13.00
2026-02-12T02:16:00Z,89.00,13.00
2026-02-12T02:17:00Z,89.00,13.00
2026-02-12T02:18:00Z,89.00,13.00
2026-02-12T02:25:00Z,89.00,12.40
2026-02-12T02:28:00Z,89.00,13.00
2026-02-12T02:32:00Z,89.00,13.00
2026-02-12T02:34:00Z,89.00,13.00
2026-02-12T02:35:00Z,89.00,13.00
2026-02-12T02:36:00Z,89.00,13.00
2026-02-12T02:37:00Z,89.00,12.00
2026-02-12T02:38:00Z,89.00,13.07
2026-02-12T02:39:00Z,89.00,13.00
2026-02-12T02:40:00Z,89.00,13.00
2026-02-12T02:41:00Z,89.00,13.00
2026-02-12T02:42:00Z,89.75,13.00
2026-02-12T02:43:00Z,89.75,13.00
2026-02-12T02:45:00Z,89.75,13.00
2026-02-12T02:46:00Z,89.00,13.00
2026-02-12T02:47:00Z,87.01,13.00
2026-02-12T02:48:00Z,87.01,13.00
2026-02-12T02:49:00Z,89.00,13.00
2026-02-12T02:50:00Z,89.00,13.00
2026-02-12T02:52:00Z,89.00,13.28
2026-02-12T02:53:00Z,88.00,13.47
2026-02-12T02:54:00Z,89.24,13.00
2026-02-12T02:55:00Z,89.24,13.10
2026-02-12T02:56:00Z,88.00,13.38
2026-02-12T02:57:00Z,88.00,13.15
2026-02-12T02:58:00Z,88.00,11.84
2026-02-12T02:59:00Z,88.13,13.00
2026-02-12T03:00:00Z,87.00,12.77
2026-02-12T03:01:00Z,88.69,11.33
2026-02-12T03:02:00Z,90.00,10.00
2026-02-12T03:03:00Z,90.22,11.67
2026-02-12T03:04:00Z,90.31,11.31
2026-02-12T03:05:00Z,89.82,11.75
2026-02-12T03:06:00Z,89.00,11.58
2026-02-12T03:07:00Z,89.00,9.06
2026-02-12T03:08:00Z,92.00,8.98
2026-02-12T03:09:00Z,91.87,9.68
2026-02-12T03:10:00Z,90.00,12.16
2026-02-12T03:11:00Z,90.00,13.00
2026-02-12T03:12:00Z,87.20,15.00
2026-02-12T03:13:00Z,81.41,16.54
2026-02-12T03:14:00Z,83.13,18.70
2026-02-12T03:15:00Z,81.38,20.51
2026-02-12T03:16:00Z,80.00,21.92
2026-02-12T03:17:00Z,77.00,24.62
2026-02-12T03:18:00Z,80.22,20.72
2026-02-12T03:19:00Z,82.38,17.53
2026-02-12T03:20:00Z,85.96,15.96
2026-02-12T03:21:00Z,83.76,14.52
2026-02-12T03:22:00Z,83.44,16.32
2026-02-12T03:23:00Z,86.98,13.11
2026-02-12T03:24:00Z,84.32,14.50
2026-02-12T03:25:00Z,88.36,12.98
2026-02-12T03:26:00Z,88.46,11.66
2026-02-12T03:27:00Z,88.17,11.11
2026-02-12T03:28:00Z,86.00,14.58
2026-02-12T03:29:00Z,87.81,13.99
2026-02-12T03:30:00Z,89.00,12.18
2026-02-12T03:31:00Z,90.89,9.42
2026-02-12T03:32:00Z,93.22,5.49
2026-02-12T03:33:00Z,94.76,5.23
2026-02-12T03:34:00Z,95.04,5.94
2026-02-12T03:35:00Z,95.03,4.94
2026-02-12T03:36:00Z,96.00,5.68
2026-02-12T03:37:00Z,95.18,4.76
2026-02-12T03:38:00Z,96.00,4.93
2026-02-12T03:39:00Z,96.02,4.70
2026-02-12T03:40:00Z,96.96,5.81
2026-02-12T03:41:00Z,96.00,6.00
2026-02-12T03:42:00Z,96.00,5.90
2026-02-12T03:43:00Z,95.01,6.00
2026-02-12T03:44:00Z,95.01,6.00
2026-02-12T03:45:00Z,96.00,5.48
2026-02-12T03:46:00Z,95.26,6.01
2026-02-12T03:47:00Z,94.44,7.95
2026-02-12T03:48:00Z,94.49,6.70
2026-02-12T03:49:00Z,95.03,6.11
2026-02-12T03:50:00Z,95.86,6.19
2026-02-12T03:51:00Z,94.07,6.88
2026-02-12T03:52:00Z,93.63,6.68
2026-02-12T03:53:00Z,94.07,5.49
2026-02-12T03:54:00Z,97.26,4.32
2026-02-12T03:55:00Z,97.83,3.87
2026-02-12T03:56:00Z,98.00,2.75
2026-02-12T03:57:00Z,98.00,3.00
2026-02-12T03:58:00Z,98.99,3.00
2026-02-12T03:59:00Z,98.00,2.01
2026-02-12T04:00:00Z,98.99,1.08
2026-02-12T04:01:00Z,99.00,1.00
2026-02-12T04:02:00Z,99.00,1.00
2026-02-12T04:03:00Z,99.00,1.00
2026-02-12T04:04:00Z,99.00,1.00
2026-02-12T04:05:00Z,99.00,1.00
2026-02-12T04:06:00Z,99.00,1.00
2026-02-12T04:07:00Z,99.00,1.00
2026-02-12T04:08:00Z,99.00,1.00
2026-02-12T04:09:00Z,99.00,1.00
2026-02-12T04:11:00Z,99.00,1.00
2026-02-12T04:12:00Z,99.00,1.00
2026-02-12T04:13:00Z,99.00,1.00
2026-02-12T04:14:00Z,99.00,1.00
2026-02-12T04:15:00Z,99.00,1.00
