# event_ticker=KXATPMATCH-26MAR08FONPAU
# final_score=6-2 6-3
# match_winner=Joao Fonseca
# fav_player=Joao Fonseca
# dog_player=Tommy Paul
# kalshi_date=2026-03-08
timestamp,Joao Fonseca,Tommy Paul
2026-03-08T14:48:00Z,36.00,
2026-03-08T14:55:00Z,36.00,67.00
2026-03-08T14:57:00Z,36.00,67.00
2026-03-08T14:59:00Z,36.00,67.00
2026-03-08T15:11:00Z,36.00,67.00
2026-03-08T15:14:00Z,36.00,67.00
2026-03-08T15:21:00Z,36.00,67.00
2026-03-08T15:22:00Z,36.00,67.00
2026-03-08T15:25:00Z,36.00,67.00
2026-03-08T15:29:00Z,36.00,67.00
2026-03-08T15:34:00Z,36.00,67.00
2026-03-08T15:36:00Z,36.00,67.00
2026-03-08T15:38:00Z,36.00,67.00
2026-03-08T15:42:00Z,36.00,66.85
2026-03-08T15:44:00Z,36.00,67.00
2026-03-08T15:47:00Z,36.00,67.00
2026-03-08T15:48:00Z,36.00,65.89
2026-03-08T15:49:00Z,36.00,66.00
2026-03-08T15:50:00Z,36.00,66.00
2026-03-08T15:51:00Z,36.00,66.75
2026-03-08T15:52:00Z,36.00,67.00
2026-03-08T15:58:00Z,36.00,67.00
2026-03-08T16:01:00Z,36.00,67.00
2026-03-08T16:05:00Z,36.00,66.00
2026-03-08T16:07:00Z,36.00,66.00
2026-03-08T16:08:00Z,36.00,66.00
2026-03-08T16:09:00Z,36.00,66.96
2026-03-08T16:10:00Z,36.00,66.96
2026-03-08T16:13:00Z,36.00,68.00
2026-03-08T16:14:00Z,36.00,68.00
2026-03-08T16:15:00Z,36.00,68.00
2026-03-08T16:17:00Z,36.00,68.00
2026-03-08T16:19:00Z,36.00,68.00
2026-03-08T16:20:00Z,36.00,67.00
2026-03-08T16:25:00Z,36.00,67.00
2026-03-08T16:26:00Z,36.00,67.00
2026-03-08T16:27:00Z,36.00,67.00
2026-03-08T16:29:00Z,35.00,67.00
2026-03-08T16:31:00Z,36.00,67.00
2026-03-08T16:32:00Z,36.00,67.00
2026-03-08T16:35:00Z,36.00,67.00
2026-03-08T16:38:00Z,36.00,67.00
2026-03-08T16:39:00Z,36.00,68.00
2026-03-08T16:48:00Z,36.00,68.00
2026-03-08T16:49:00Z,36.00,68.00
2026-03-08T16:53:00Z,35.00,68.00
2026-03-08T16:56:00Z,35.00,68.00
2026-03-08T16:59:00Z,35.00,68.00
2026-03-08T17:01:00Z,36.00,68.00
2026-03-08T17:03:00Z,35.00,68.00
2026-03-08T17:04:00Z,36.00,68.00
2026-03-08T17:05:00Z,36.00,68.00
2026-03-08T17:06:00Z,36.00,68.00
2026-03-08T17:07:00Z,36.00,68.00
2026-03-08T17:08:00Z,36.00,68.00
2026-03-08T17:09:00Z,36.00,68.00
