# event_ticker=KXATPCHALLENGERMATCH-26JUN05MOLSAC
# final_score=3-6 6-1 6-4
# match_winner=Alex Molcan
# fav_player=Alex Molcan
# dog_player=Vitaliy Sachko
# kalshi_date=2026-06-05
timestamp,Alex Molcan,Vitaliy Sachko
2026-06-04T22:50:00Z,,26.00
2026-06-04T23:05:00Z,,26.00
2026-06-04T23:15:00Z,,26.00
2026-06-04T23:23:00Z,,26.00
2026-06-04T23:24:00Z,,26.00
2026-06-04T23:40:00Z,75.00,26.00
2026-06-04T23:41:00Z,75.00,26.00
2026-06-04T23:44:00Z,76.00,26.00
2026-06-04T23:56:00Z,76.00,24.00
2026-06-05T00:04:00Z,76.00,24.00
2026-06-05T00:18:00Z,76.00,25.00
2026-06-05T00:26:00Z,76.00,25.00
2026-06-05T00:28:00Z,76.00,25.00
2026-06-05T00:52:00Z,77.00,25.00
2026-06-05T01:19:00Z,77.00,25.00
2026-06-05T02:02:00Z,77.00,25.00
2026-06-05T02:07:00Z,77.00,25.00
2026-06-05T02:09:00Z,77.00,25.00
2026-06-05T02:18:00Z,77.00,25.00
2026-06-05T02:23:00Z,77.00,25.85
2026-06-05T02:27:00Z,76.00,25.85
2026-06-05T02:33:00Z,76.00,25.00
2026-06-05T02:37:00Z,76.00,25.00
2026-06-05T02:38:00Z,76.00,25.00
2026-06-05T03:07:00Z,76.00,25.00
2026-06-05T03:13:00Z,76.00,24.00
2026-06-05T03:18:00Z,77.00,24.00
2026-06-05T03:20:00Z,77.00,25.00
2026-06-05T03:23:00Z,77.00,25.00
2026-06-05T03:33:00Z,77.00,26.00
2026-06-05T03:35:00Z,77.00,26.00
2026-06-05T03:54:00Z,77.00,26.00
2026-06-05T03:58:00Z,77.00,26.00
2026-06-05T04:00:00Z,76.00,26.00
2026-06-05T04:07:00Z,74.00,26.00
2026-06-05T04:24:00Z,76.00,26.00
2026-06-05T04:26:00Z,76.00,24.00
2026-06-05T04:27:00Z,76.00,25.00
2026-06-05T04:39:00Z,77.00,25.00
2026-06-05T04:40:00Z,77.00,25.00
2026-06-05T04:42:00Z,77.00,26.00
2026-06-05T04:45:00Z,77.00,26.00
2026-06-05T04:48:00Z,76.00,26.00
2026-06-05T04:49:00Z,76.00,26.00
2026-06-05T04:53:00Z,76.00,26.00
2026-06-05T05:05:00Z,76.00,26.00
2026-06-05T05:07:00Z,75.00,26.00
2026-06-05T05:08:00Z,76.62,26.00
2026-06-05T05:11:00Z,77.00,26.00
2026-06-05T05:16:00Z,77.00,26.00
2026-06-05T05:30:00Z,77.00,26.00
2026-06-05T05:31:00Z,77.00,26.00
2026-06-05T05:33:00Z,74.00,26.00
2026-06-05T05:35:00Z,76.00,26.00
2026-06-05T05:36:00Z,76.00,26.00
2026-06-05T05:41:00Z,76.00,26.00
2026-06-05T05:43:00Z,76.00,26.00
2026-06-05T05:45:00Z,76.00,26.00
2026-06-05T05:46:00Z,76.00,26.00
2026-06-05T05:47:00Z,76.00,26.00
2026-06-05T05:48:00Z,76.00,26.00
2026-06-05T05:49:00Z,76.00,26.00
2026-06-05T05:50:00Z,76.00,26.00
2026-06-05T05:51:00Z,76.00,26.00
2026-06-05T05:52:00Z,76.00,26.00
2026-06-05T05:57:00Z,76.00,26.00
2026-06-05T05:58:00Z,76.00,26.00
2026-06-05T06:00:00Z,76.00,25.57
2026-06-05T06:01:00Z,76.00,26.00
2026-06-05T06:02:00Z,75.67,26.00
2026-06-05T06:04:00Z,76.00,26.00
2026-06-05T06:05:00Z,76.00,26.00
2026-06-05T06:11:00Z,76.00,26.00
2026-06-05T06:12:00Z,76.00,26.00
2026-06-05T06:13:00Z,76.00,26.00
2026-06-05T06:17:00Z,76.00,26.00
2026-06-05T06:25:00Z,76.00,26.00
2026-06-05T06:26:00Z,77.00,26.00
2026-06-05T06:28:00Z,77.00,23.99
2026-06-05T06:32:00Z,77.00,25.00
2026-06-05T06:36:00Z,77.00,25.00
2026-06-05T06:38:00Z,77.00,25.00
2026-06-05T06:42:00Z,77.00,25.00
2026-06-05T06:46:00Z,77.00,25.00
2026-06-05T06:52:00Z,77.00,25.00
2026-06-05T07:02:00Z,77.00,25.00
2026-06-05T07:07:00Z,77.00,25.00
2026-06-05T07:09:00Z,77.00,25.00
2026-06-05T07:13:00Z,77.00,25.00
