# event_ticker=KXATPMATCH-25OCT27MARRIN
# final_score=7-6(5) 7-6(4)
# score_resolution=6-7 6-7
# match_winner=Arthur Rinderknech
# fav_player=Fabian Marozsan
# dog_player=Arthur Rinderknech
# kalshi_date=2025-10-27
timestamp,Fabian Marozsan,Arthur Rinderknech
2025-10-27T09:56:00Z,46.00,55.00
2025-10-27T10:24:00Z,45.00,55.00
2025-10-27T10:27:00Z,46.00,54.00
2025-10-27T10:28:00Z,46.00,54.00
2025-10-27T10:31:00Z,46.00,55.00
2025-10-27T10:34:00Z,46.00,55.00
2025-10-27T10:36:00Z,46.00,55.00
2025-10-27T10:40:00Z,46.00,55.00
2025-10-27T10:41:00Z,45.00,55.00
2025-10-27T10:45:00Z,45.00,55.00
2025-10-27T10:46:00Z,45.00,55.00
2025-10-27T10:48:00Z,46.00,55.00
2025-10-27T10:50:00Z,46.00,55.00
2025-10-27T10:54:00Z,46.00,55.00
2025-10-27T10:56:00Z,46.00,55.00
2025-10-27T11:01:00Z,46.00,55.98
2025-10-27T11:06:00Z,46.00,56.00
2025-10-27T11:07:00Z,46.00,56.00
2025-10-27T11:10:00Z,46.00,56.00
2025-10-27T11:11:00Z,46.00,56.00
2025-10-27T11:13:00Z,46.00,56.00
2025-10-27T11:24:00Z,46.00,56.00
2025-10-27T11:25:00Z,46.00,56.00
2025-10-27T11:28:00Z,46.00,56.00
2025-10-27T11:30:00Z,46.00,56.00
2025-10-27T11:33:00Z,46.00,56.00
2025-10-27T11:38:00Z,46.00,56.09
2025-10-27T11:45:00Z,46.00,56.00
2025-10-27T11:49:00Z,46.00,56.00
2025-10-27T11:50:00Z,46.00,56.00
2025-10-27T11:51:00Z,46.00,56.00
2025-10-27T11:53:00Z,46.00,56.00
2025-10-27T11:54:00Z,46.00,56.00
2025-10-27T11:57:00Z,45.00,56.00
2025-10-27T12:00:00Z,45.00,56.00
2025-10-27T12:02:00Z,45.00,56.00
2025-10-27T12:03:00Z,45.00,56.00
2025-10-27T12:05:00Z,45.00,56.00
2025-10-27T12:09:00Z,45.00,56.00
2025-10-27T12:13:00Z,45.00,56.00
2025-10-27T12:14:00Z,45.00,56.00
2025-10-27T12:15:00Z,45.00,56.00
2025-10-27T12:16:00Z,45.00,56.00
2025-10-27T12:17:00Z,45.00,56.00
2025-10-27T12:18:00Z,45.00,56.00
2025-10-27T12:20:00Z,45.00,56.00
2025-10-27T12:22:00Z,45.00,56.69
2025-10-27T12:23:00Z,45.00,57.00
2025-10-27T12:25:00Z,45.00,57.00
2025-10-27T12:26:00Z,45.00,57.00
2025-10-27T12:28:00Z,45.00,57.00
2025-10-27T12:29:00Z,45.00,57.00
2025-10-27T12:30:00Z,44.00,57.00
2025-10-27T12:31:00Z,44.00,57.00
2025-10-27T12:32:00Z,44.00,57.00
2025-10-27T12:33:00Z,45.00,57.00
2025-10-27T12:34:00Z,45.00,57.00
2025-10-27T12:35:00Z,45.00,57.00
2025-10-27T12:36:00Z,45.00,57.00
2025-10-27T12:37:00Z,45.00,57.00
2025-10-27T12:38:00Z,45.00,57.00
2025-10-27T12:39:00Z,45.00,57.00
2025-10-27T12:40:00Z,45.29,57.00
2025-10-27T12:41:00Z,45.29,57.00
2025-10-27T12:42:00Z,45.14,55.00
2025-10-27T12:43:00Z,47.48,53.32
2025-10-27T12:44:00Z,48.24,53.00
2025-10-27T12:45:00Z,52.11,50.62
2025-10-27T12:46:00Z,53.23,48.43
2025-10-27T12:47:00Z,56.21,41.99
2025-10-27T12:48:00Z,62.33,44.13
2025-10-27T12:49:00Z,66.45,34.53
2025-10-27T12:50:00Z,65.76,36.32
2025-10-27T12:51:00Z,63.38,38.19
2025-10-27T12:52:00Z,64.94,34.60
2025-10-27T12:53:00Z,63.64,35.30
2025-10-27T12:54:00Z,63.38,36.80
2025-10-27T12:55:00Z,67.00,33.10
2025-10-27T12:56:00Z,67.00,34.98
2025-10-27T12:57:00Z,66.36,38.84
2025-10-27T12:58:00Z,63.94,37.52
2025-10-27T12:59:00Z,66.11,35.84
2025-10-27T13:00:00Z,67.00,34.15
2025-10-27T13:01:00Z,68.00,33.21
2025-10-27T13:02:00Z,67.93,33.00
2025-10-27T13:03:00Z,71.49,32.00
2025-10-27T13:04:00Z,70.22,28.58
2025-10-27T13:05:00Z,70.00,32.00
2025-10-27T13:06:00Z,68.02,33.68
2025-10-27T13:07:00Z,68.86,31.50
2025-10-27T13:08:00Z,72.77,31.04
2025-10-27T13:09:00Z,73.06,28.00
2025-10-27T13:10:00Z,74.00,27.00
2025-10-27T13:11:00Z,73.27,28.32
2025-10-27T13:12:00Z,71.00,31.00
2025-10-27T13:13:00Z,71.26,31.00
2025-10-27T13:14:00Z,74.17,25.50
2025-10-27T13:15:00Z,74.99,26.00
2025-10-27T13:16:00Z,75.00,25.51
2025-10-27T13:17:00Z,75.74,25.51
2025-10-27T13:18:00Z,74.06,27.20
2025-10-27T13:19:00Z,74.06,26.17
2025-10-27T13:20:00Z,70.08,28.97
2025-10-27T13:21:00Z,66.04,38.44
2025-10-27T13:22:00Z,52.82,48.89
2025-10-27T13:23:00Z,49.19,51.30
2025-10-27T13:24:00Z,47.03,51.91
2025-10-27T13:25:00Z,46.12,55.01
2025-10-27T13:26:00Z,43.10,57.64
2025-10-27T13:27:00Z,46.21,55.97
2025-10-27T13:28:00Z,44.60,59.78
2025-10-27T13:29:00Z,41.84,58.88
2025-10-27T13:30:00Z,39.78,61.61
2025-10-27T13:31:00Z,45.83,56.00
2025-10-27T13:32:00Z,44.51,56.33
2025-10-27T13:33:00Z,45.55,57.00
2025-10-27T13:34:00Z,44.00,60.37
2025-10-27T13:35:00Z,38.26,60.04
2025-10-27T13:36:00Z,41.00,57.57
2025-10-27T13:37:00Z,51.80,54.56
2025-10-27T13:38:00Z,49.70,50.93
2025-10-27T13:39:00Z,44.82,60.27
2025-10-27T13:40:00Z,47.76,57.55
2025-10-27T13:41:00Z,44.49,54.32
2025-10-27T13:42:00Z,46.11,56.45
2025-10-27T13:43:00Z,51.21,50.18
2025-10-27T13:44:00Z,52.77,48.68
2025-10-27T13:45:00Z,57.75,41.00
2025-10-27T13:46:00Z,50.97,46.34
2025-10-27T13:47:00Z,36.55,65.71
2025-10-27T13:48:00Z,22.41,76.56
2025-10-27T13:49:00Z,22.00,77.72
2025-10-27T13:50:00Z,22.22,77.05
2025-10-27T13:51:00Z,19.11,80.95
2025-10-27T13:52:00Z,17.66,81.58
2025-10-27T13:53:00Z,19.90,82.00
2025-10-27T13:54:00Z,20.26,82.05
2025-10-27T13:55:00Z,21.57,78.82
2025-10-27T13:56:00Z,22.55,80.12
2025-10-27T13:57:00Z,21.22,77.93
2025-10-27T13:58:00Z,23.70,75.52
2025-10-27T13:59:00Z,22.89,76.63
2025-10-27T14:00:00Z,23.17,75.04
2025-10-27T14:01:00Z,25.78,76.67
2025-10-27T14:02:00Z,25.35,73.68
2025-10-27T14:03:00Z,21.88,79.00
2025-10-27T14:04:00Z,21.00,80.14
2025-10-27T14:05:00Z,24.10,77.10
2025-10-27T14:06:00Z,26.00,75.79
2025-10-27T14:07:00Z,24.67,77.00
2025-10-27T14:08:00Z,26.87,73.41
2025-10-27T14:09:00Z,26.24,76.03
2025-10-27T14:10:00Z,23.73,76.79
2025-10-27T14:11:00Z,23.28,76.81
2025-10-27T14:12:00Z,20.38,79.11
2025-10-27T14:13:00Z,19.57,80.77
2025-10-27T14:14:00Z,22.20,78.71
2025-10-27T14:15:00Z,25.78,73.56
2025-10-27T14:16:00Z,28.64,72.00
2025-10-27T14:17:00Z,27.03,72.21
2025-10-27T14:18:00Z,29.08,70.96
2025-10-27T14:19:00Z,25.19,75.26
2025-10-27T14:20:00Z,23.26,77.32
2025-10-27T14:21:00Z,23.95,78.00
2025-10-27T14:22:00Z,21.00,78.53
2025-10-27T14:23:00Z,12.88,85.19
2025-10-27T14:24:00Z,14.82,84.82
2025-10-27T14:25:00Z,20.45,78.43
2025-10-27T14:26:00Z,22.15,79.55
2025-10-27T14:27:00Z,22.96,78.23
2025-10-27T14:28:00Z,20.75,79.03
2025-10-27T14:29:00Z,18.93,80.00
2025-10-27T14:30:00Z,18.01,80.10
2025-10-27T14:31:00Z,18.80,83.03
2025-10-27T14:32:00Z,22.33,79.91
2025-10-27T14:33:00Z,22.62,79.69
2025-10-27T14:34:00Z,20.71,81.18
2025-10-27T14:35:00Z,20.44,79.58
2025-10-27T14:36:00Z,22.89,79.74
2025-10-27T14:37:00Z,19.04,80.60
2025-10-27T14:38:00Z,19.78,81.29
2025-10-27T14:39:00Z,23.03,81.29
2025-10-27T14:40:00Z,23.69,76.34
2025-10-27T14:41:00Z,21.84,76.38
2025-10-27T14:42:00Z,28.48,75.92
2025-10-27T14:43:00Z,31.36,70.83
2025-10-27T14:44:00Z,37.71,62.18
2025-10-27T14:45:00Z,41.85,63.51
2025-10-27T14:46:00Z,35.04,69.53
2025-10-27T14:47:00Z,17.62,84.65
2025-10-27T14:48:00Z,2.56,98.42
2025-10-27T14:49:00Z,2.56,99.00
2025-10-27T14:50:00Z,2.56,99.00
2025-10-27T14:51:00Z,2.56,99.00
2025-10-27T14:52:00Z,2.56,99.00
2025-10-27T14:53:00Z,2.56,99.00
2025-10-27T14:54:00Z,1.00,99.00
