# event_ticker=KXATPMATCH-25JUL24CAZSTR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Arthur Cazaux
# fav_player=Jan-Lennard Struff
# dog_player=Arthur Cazaux
# kalshi_date=2025-07-24
timestamp,Jan-Lennard Struff,Arthur Cazaux
2025-07-24T05:30:00Z,57.00,44.00
2025-07-24T05:54:00Z,57.00,44.00
2025-07-24T05:55:00Z,57.00,44.00
2025-07-24T05:58:00Z,57.00,44.00
2025-07-24T06:00:00Z,57.08,44.00
2025-07-24T06:05:00Z,58.88,44.00
2025-07-24T06:14:00Z,58.88,44.00
2025-07-24T06:16:00Z,60.00,44.00
2025-07-24T06:22:00Z,60.00,44.00
2025-07-24T06:28:00Z,60.00,45.00
2025-07-24T06:30:00Z,60.57,45.00
2025-07-24T06:31:00Z,63.45,45.00
2025-07-24T06:32:00Z,55.00,45.00
2025-07-24T06:53:00Z,62.00,45.00
2025-07-24T06:54:00Z,62.00,45.00
2025-07-24T06:55:00Z,62.00,45.00
2025-07-24T12:01:00Z,46.00,68.65
2025-07-24T12:02:00Z,32.00,67.45
2025-07-24T12:03:00Z,32.00,79.17
2025-07-24T12:04:00Z,32.00,67.89
2025-07-24T12:05:00Z,11.13,70.00
2025-07-24T12:06:00Z,29.00,72.75
2025-07-24T12:07:00Z,29.00,79.95
2025-07-24T12:08:00Z,30.74,72.00
2025-07-24T12:09:00Z,30.40,72.00
2025-07-24T12:10:00Z,30.00,81.00
2025-07-24T12:11:00Z,30.00,75.08
2025-07-24T12:12:00Z,26.00,75.08
2025-07-24T12:13:00Z,26.00,84.02
2025-07-24T12:14:00Z,28.00,74.00
2025-07-24T12:15:00Z,28.00,73.04
2025-07-24T12:16:00Z,28.00,70.20
2025-07-24T12:17:00Z,29.00,71.97
2025-07-24T12:18:00Z,27.00,75.67
2025-07-24T12:19:00Z,23.04,78.00
2025-07-24T12:20:00Z,23.04,79.57
2025-07-24T12:21:00Z,24.05,79.00
2025-07-24T12:22:00Z,24.00,76.99
2025-07-24T12:23:00Z,24.00,77.98
2025-07-24T12:24:00Z,20.65,81.00
2025-07-24T12:25:00Z,18.00,80.98
2025-07-24T12:26:00Z,16.00,83.11
2025-07-24T12:27:00Z,15.00,85.37
2025-07-24T12:28:00Z,14.01,88.05
2025-07-24T12:29:00Z,12.00,88.05
2025-07-24T12:30:00Z,13.53,90.00
2025-07-24T12:31:00Z,12.00,90.00
2025-07-24T12:32:00Z,12.00,96.42
2025-07-24T12:33:00Z,6.09,92.31
2025-07-24T12:34:00Z,12.00,88.00
2025-07-24T12:36:00Z,11.69,90.15
2025-07-24T12:37:00Z,1.90,90.15
2025-07-24T12:38:00Z,6.00,94.47
2025-07-24T12:39:00Z,6.00,93.00
2025-07-24T12:40:00Z,6.00,91.00
2025-07-24T12:41:00Z,6.05,96.00
2025-07-24T12:43:00Z,7.00,95.40
2025-07-24T12:44:00Z,6.00,95.00
2025-07-24T12:45:00Z,3.09,96.35
2025-07-24T12:46:00Z,4.17,96.35
2025-07-24T12:47:00Z,4.00,97.48
2025-07-24T12:48:00Z,6.00,97.32
2025-07-24T12:49:00Z,6.00,94.74
2025-07-24T12:50:00Z,6.00,94.00
2025-07-24T12:51:00Z,14.74,90.63
2025-07-24T12:52:00Z,11.48,93.08
2025-07-24T12:53:00Z,5.00,95.56
2025-07-24T12:54:00Z,3.11,98.16
2025-07-24T12:55:00Z,4.02,97.80
2025-07-24T12:56:00Z,4.95,98.00
2025-07-24T12:57:00Z,6.00,96.76
2025-07-24T12:58:00Z,6.92,94.00
2025-07-24T12:59:00Z,8.71,92.67
2025-07-24T13:00:00Z,6.93,93.28
2025-07-24T13:01:00Z,4.60,94.60
2025-07-24T13:02:00Z,6.27,98.08
2025-07-24T13:03:00Z,10.38,96.41
2025-07-24T13:04:00Z,18.95,93.30
2025-07-24T13:05:00Z,3.68,94.42
2025-07-24T13:06:00Z,5.43,98.04
2025-07-24T13:09:00Z,5.43,99.00
2025-07-24T13:10:00Z,5.43,99.00
