# event_ticker=KXATPCHALLENGERMATCH-26APR25ONCHEM
# final_score=6-4 6-0
# score_resolution=4-6 0-6
# match_winner=Gauthier Onclin
# fav_player=Calvin Hemery
# dog_player=Gauthier Onclin
# kalshi_date=2026-04-25
timestamp,Gauthier Onclin,Calvin Hemery
2026-04-25T19:45:00Z,83.76,16.17
2026-04-25T19:46:00Z,81.45,19.37
2026-04-25T19:47:00Z,80.19,23.42
2026-04-25T19:48:00Z,85.00,16.22
2026-04-25T19:49:00Z,85.00,16.91
2026-04-25T19:50:00Z,85.00,16.81
2026-04-25T19:51:00Z,85.93,15.06
2026-04-25T19:52:00Z,85.00,15.61
2026-04-25T19:53:00Z,85.00,16.00
2026-04-25T19:54:00Z,85.00,15.84
2026-04-25T19:55:00Z,87.94,14.00
2026-04-25T19:56:00Z,85.50,15.00
2026-04-25T19:57:00Z,87.00,13.86
2026-04-25T19:58:00Z,88.00,13.17
2026-04-25T19:59:00Z,88.00,13.98
2026-04-25T20:00:00Z,87.20,13.71
2026-04-25T20:01:00Z,86.98,13.68
2026-04-25T20:02:00Z,89.71,11.37
2026-04-25T20:03:00Z,91.77,10.59
2026-04-25T20:04:00Z,89.39,14.28
2026-04-25T20:05:00Z,87.00,13.42
2026-04-25T20:06:00Z,88.73,12.53
2026-04-25T20:07:00Z,92.25,10.00
2026-04-25T20:08:00Z,94.88,6.24
2026-04-25T20:09:00Z,94.79,6.00
2026-04-25T20:10:00Z,95.98,4.96
2026-04-25T20:11:00Z,95.60,5.00
2026-04-25T20:12:00Z,95.96,4.84
2026-04-25T20:13:00Z,94.86,5.34
2026-04-25T20:14:00Z,94.02,6.22
2026-04-25T20:15:00Z,94.11,5.91
2026-04-25T20:16:00Z,94.20,6.00
2026-04-25T20:17:00Z,95.69,3.75
2026-04-25T20:18:00Z,96.89,2.44
2026-04-25T20:19:00Z,97.20,3.68
2026-04-25T20:20:00Z,96.00,4.76
2026-04-25T20:21:00Z,98.12,3.46
2026-04-25T20:22:00Z,98.99,1.10
2026-04-25T20:23:00Z,98.27,2.00
2026-04-25T20:24:00Z,98.02,2.00
2026-04-25T20:25:00Z,99.00,1.99
2026-04-25T20:26:00Z,99.00,2.00
2026-04-25T20:27:00Z,99.00,1.00
2026-04-25T20:28:00Z,99.00,1.00
2026-04-25T20:29:00Z,99.00,1.00
2026-04-25T20:31:00Z,99.00,1.00
2026-04-25T20:34:00Z,99.00,1.00
