# event_ticker=KXATPCHALLENGERMATCH-26FEB11SAKSIN
# final_score=7-5 6-3
# match_winner=Rei Sakamoto
# fav_player=Rei Sakamoto
# dog_player=Colin Sinclair
# kalshi_date=2026-02-11
timestamp,Rei Sakamoto,Colin Sinclair
2026-02-11T21:02:00Z,95.00,7.00
2026-02-11T21:13:00Z,95.00,7.13
2026-02-11T21:17:00Z,95.00,7.00
2026-02-11T21:20:00Z,93.00,7.00
2026-02-11T21:21:00Z,93.00,7.00
2026-02-11T21:22:00Z,93.00,7.00
2026-02-11T21:23:00Z,94.00,7.00
2026-02-11T21:24:00Z,94.00,7.00
2026-02-11T21:26:00Z,94.00,7.78
2026-02-11T21:27:00Z,94.00,7.00
2026-02-11T21:28:00Z,94.00,8.00
2026-02-11T21:29:00Z,94.00,8.00
2026-02-11T21:30:00Z,94.00,8.00
2026-02-11T21:31:00Z,94.00,8.00
2026-02-11T21:33:00Z,94.00,8.00
2026-02-11T21:39:00Z,94.00,8.00
2026-02-11T21:42:00Z,94.00,8.00
2026-02-11T21:43:00Z,94.00,7.00
2026-02-11T21:45:00Z,94.00,8.00
2026-02-11T21:47:00Z,94.00,8.00
2026-02-11T21:50:00Z,94.00,8.00
2026-02-11T21:51:00Z,94.00,8.00
2026-02-11T21:53:00Z,94.00,8.00
2026-02-11T21:54:00Z,94.00,8.00
2026-02-11T21:56:00Z,94.00,8.00
2026-02-11T21:57:00Z,94.00,8.00
2026-02-11T21:59:00Z,94.00,8.00
2026-02-11T22:00:00Z,94.00,8.28
2026-02-11T22:01:00Z,94.00,8.00
2026-02-11T22:04:00Z,94.00,8.00
2026-02-11T22:06:00Z,94.00,8.00
2026-02-11T22:08:00Z,94.00,8.00
2026-02-11T22:12:00Z,94.00,8.00
2026-02-11T22:14:00Z,94.00,9.00
2026-02-11T22:16:00Z,94.00,9.00
2026-02-11T22:17:00Z,93.00,8.00
2026-02-11T22:19:00Z,93.00,6.00
2026-02-11T22:20:00Z,93.00,8.98
2026-02-11T22:22:00Z,94.00,9.00
2026-02-11T22:23:00Z,94.00,9.00
2026-02-11T22:28:00Z,94.00,8.24
2026-02-11T22:29:00Z,94.00,9.00
2026-02-11T22:30:00Z,94.00,9.00
2026-02-11T22:31:00Z,94.00,9.00
2026-02-11T22:40:00Z,94.00,7.00
2026-02-11T22:45:00Z,94.00,8.56
2026-02-11T22:46:00Z,94.00,9.00
2026-02-11T22:47:00Z,94.00,9.00
2026-02-11T22:49:00Z,94.00,8.00
2026-02-11T22:50:00Z,94.00,8.00
2026-02-11T22:52:00Z,94.00,8.00
2026-02-11T22:53:00Z,94.00,6.15
2026-02-11T22:56:00Z,94.00,8.00
2026-02-11T23:02:00Z,94.00,8.00
2026-02-11T23:04:00Z,94.00,8.00
2026-02-11T23:06:00Z,94.00,8.00
2026-02-11T23:07:00Z,94.00,8.00
2026-02-11T23:08:00Z,94.00,8.00
2026-02-11T23:11:00Z,94.00,8.00
2026-02-11T23:13:00Z,94.00,8.00
2026-02-11T23:14:00Z,94.00,8.00
2026-02-11T23:15:00Z,94.00,8.00
2026-02-11T23:16:00Z,94.00,8.00
2026-02-11T23:18:00Z,94.00,8.57
2026-02-11T23:19:00Z,93.00,8.00
2026-02-11T23:20:00Z,93.00,6.00
2026-02-11T23:21:00Z,94.00,6.00
2026-02-11T23:22:00Z,94.00,8.00
2026-02-11T23:26:00Z,94.00,8.00
2026-02-11T23:27:00Z,94.00,8.00
2026-02-11T23:30:00Z,94.00,8.00
2026-02-11T23:34:00Z,94.00,8.00
2026-02-11T23:35:00Z,94.00,8.00
2026-02-11T23:36:00Z,94.00,8.00
2026-02-11T23:37:00Z,94.00,8.00
2026-02-11T23:38:00Z,94.00,8.00
2026-02-11T23:39:00Z,94.00,8.98
2026-02-11T23:40:00Z,94.00,8.00
2026-02-11T23:43:00Z,94.00,8.00
2026-02-11T23:45:00Z,94.00,8.30
2026-02-11T23:46:00Z,94.00,6.35
2026-02-11T23:47:00Z,94.00,7.00
2026-02-11T23:48:00Z,94.00,7.00
2026-02-11T23:49:00Z,94.00,7.00
2026-02-11T23:50:00Z,94.00,7.00
2026-02-11T23:51:00Z,94.00,7.00
2026-02-11T23:52:00Z,94.00,7.00
2026-02-11T23:53:00Z,94.00,7.00
2026-02-11T23:55:00Z,94.00,7.00
2026-02-11T23:56:00Z,95.00,7.00
2026-02-11T23:59:00Z,95.00,7.00
2026-02-12T00:00:00Z,95.00,7.00
2026-02-12T00:01:00Z,95.00,7.73
2026-02-12T00:02:00Z,95.00,6.60
2026-02-12T00:05:00Z,95.00,7.60
2026-02-12T00:06:00Z,94.00,7.74
2026-02-12T00:07:00Z,93.00,7.74
2026-02-12T00:08:00Z,93.00,7.00
2026-02-12T00:09:00Z,95.00,8.04
2026-02-12T00:10:00Z,95.00,8.46
2026-02-12T00:11:00Z,95.00,5.79
2026-02-12T00:12:00Z,95.00,7.10
2026-02-12T00:13:00Z,93.00,7.23
2026-02-12T00:14:00Z,93.00,8.40
2026-02-12T00:15:00Z,93.00,6.83
2026-02-12T00:16:00Z,93.00,7.01
2026-02-12T00:17:00Z,92.00,9.00
2026-02-12T00:18:00Z,92.00,9.03
2026-02-12T00:19:00Z,91.00,8.67
2026-02-12T00:20:00Z,91.00,8.15
2026-02-12T00:21:00Z,93.00,9.00
2026-02-12T00:22:00Z,93.00,9.00
2026-02-12T00:23:00Z,91.02,9.00
2026-02-12T00:24:00Z,92.76,9.62
2026-02-12T00:25:00Z,92.76,9.96
2026-02-12T00:26:00Z,92.76,10.98
2026-02-12T00:27:00Z,91.20,10.01
2026-02-12T00:28:00Z,91.20,11.36
2026-02-12T00:29:00Z,91.52,10.00
2026-02-12T00:30:00Z,90.00,11.00
2026-02-12T00:31:00Z,90.00,10.89
2026-02-12T00:32:00Z,87.50,13.92
2026-02-12T00:33:00Z,86.00,15.04
2026-02-12T00:34:00Z,86.00,15.72
2026-02-12T00:35:00Z,86.00,13.19
2026-02-12T00:36:00Z,86.00,12.79
2026-02-12T00:37:00Z,88.00,13.08
2026-02-12T00:38:00Z,89.00,15.03
2026-02-12T00:39:00Z,81.23,17.69
2026-02-12T00:40:00Z,82.92,19.13
2026-02-12T00:41:00Z,87.00,17.46
2026-02-12T00:42:00Z,87.00,15.23
2026-02-12T00:43:00Z,87.00,17.21
2026-02-12T00:44:00Z,86.96,15.70
2026-02-12T00:45:00Z,85.00,16.73
2026-02-12T00:46:00Z,85.00,16.01
2026-02-12T00:47:00Z,86.01,14.14
2026-02-12T00:48:00Z,86.01,15.00
2026-02-12T00:49:00Z,86.01,15.12
2026-02-12T00:50:00Z,86.01,14.66
2026-02-12T00:51:00Z,82.14,17.98
2026-02-12T00:52:00Z,82.14,17.38
2026-02-12T00:53:00Z,82.14,17.39
2026-02-12T00:54:00Z,85.00,15.64
2026-02-12T00:55:00Z,86.00,16.30
2026-02-12T00:56:00Z,81.95,17.44
2026-02-12T00:57:00Z,81.95,17.82
2026-02-12T00:58:00Z,88.06,13.20
2026-02-12T00:59:00Z,95.98,6.08
2026-02-12T01:00:00Z,95.97,4.67
2026-02-12T01:01:00Z,95.24,4.99
2026-02-12T01:02:00Z,97.41,4.61
2026-02-12T01:03:00Z,95.62,5.66
2026-02-12T01:04:00Z,97.00,5.25
2026-02-12T01:05:00Z,97.00,5.15
2026-02-12T01:06:00Z,97.00,4.64
2026-02-12T01:07:00Z,96.00,4.03
2026-02-12T01:08:00Z,98.00,2.79
2026-02-12T01:09:00Z,99.00,1.93
2026-02-12T01:10:00Z,98.90,1.98
2026-02-12T01:11:00Z,99.00,1.35
2026-02-12T01:12:00Z,98.00,1.90
2026-02-12T01:13:00Z,99.00,1.25
2026-02-12T01:14:00Z,98.00,1.09
2026-02-12T01:15:00Z,98.00,1.95
2026-02-12T01:16:00Z,98.47,2.00
2026-02-12T01:17:00Z,99.00,1.96
2026-02-12T01:18:00Z,99.00,1.02
2026-02-12T01:19:00Z,99.00,2.00
2026-02-12T01:21:00Z,99.00,1.32
2026-02-12T01:22:00Z,99.00,2.00
2026-02-12T01:23:00Z,99.00,2.05
2026-02-12T01:24:00Z,99.00,2.00
2026-02-12T01:25:00Z,99.00,1.00
2026-02-12T01:26:00Z,99.00,1.00
2026-02-12T01:27:00Z,99.00,1.00
2026-02-12T01:28:00Z,99.00,1.00
2026-02-12T01:29:00Z,99.00,1.00
2026-02-12T01:30:00Z,99.00,1.00
2026-02-12T01:31:00Z,99.00,1.20
2026-02-12T01:32:00Z,99.00,1.08
2026-02-12T01:34:00Z,99.00,1.00
