# event_ticker=KXATPMATCH-25SEP20RUBROY
# final_score=6-4 7-6(2)
# score_resolution=4-6 6-7
# match_winner=Valentin Royer
# fav_player=Andrey Rublev
# dog_player=Valentin Royer
# kalshi_date=2025-09-20
timestamp,Andrey Rublev,Valentin Royer
2025-09-19T21:22:00Z,78.00,
2025-09-19T21:26:00Z,78.00,23.00
2025-09-19T21:44:00Z,77.00,23.00
2025-09-19T21:58:00Z,78.00,23.00
2025-09-19T22:04:00Z,78.00,23.00
2025-09-19T22:05:00Z,78.00,23.00
2025-09-19T22:15:00Z,78.00,23.00
2025-09-19T22:20:00Z,78.00,23.00
2025-09-19T22:27:00Z,78.00,22.00
2025-09-19T22:31:00Z,79.00,22.00
2025-09-19T22:35:00Z,80.00,22.00
2025-09-19T22:45:00Z,80.00,22.00
2025-09-19T22:46:00Z,80.00,19.00
2025-09-19T22:52:00Z,81.55,19.00
2025-09-19T22:53:00Z,81.00,18.21
2025-09-19T22:56:00Z,81.00,19.00
2025-09-19T22:59:00Z,82.00,19.00
2025-09-19T23:27:00Z,83.00,19.00
2025-09-20T00:46:00Z,83.00,18.00
2025-09-20T01:31:00Z,83.00,18.00
2025-09-20T01:51:00Z,83.00,18.00
2025-09-20T02:06:00Z,83.00,18.00
2025-09-20T02:10:00Z,83.00,18.00
2025-09-20T02:15:00Z,83.00,18.00
2025-09-20T02:48:00Z,83.00,18.00
2025-09-20T03:24:00Z,83.00,18.00
2025-09-20T03:28:00Z,83.00,18.00
2025-09-20T03:42:00Z,83.00,18.00
2025-09-20T03:55:00Z,83.00,18.00
2025-09-20T03:56:00Z,83.00,18.00
2025-09-20T04:05:00Z,83.00,18.00
2025-09-20T04:07:00Z,83.00,18.00
2025-09-20T04:13:00Z,83.00,18.00
2025-09-20T04:15:00Z,83.00,18.00
2025-09-20T04:17:00Z,81.50,20.00
2025-09-20T04:18:00Z,81.50,21.00
2025-09-20T04:19:00Z,79.59,21.23
2025-09-20T04:20:00Z,77.00,22.00
2025-09-20T04:22:00Z,79.00,20.19
2025-09-20T04:23:00Z,80.00,21.00
2025-09-20T04:24:00Z,80.00,21.00
2025-09-20T04:25:00Z,77.06,22.18
2025-09-20T04:26:00Z,77.00,22.18
2025-09-20T04:30:00Z,77.91,22.18
2025-09-20T04:31:00Z,80.00,22.18
2025-09-20T04:32:00Z,80.00,21.00
2025-09-20T04:35:00Z,80.00,21.00
2025-09-20T04:36:00Z,80.00,21.00
2025-09-20T04:37:00Z,80.00,21.00
2025-09-20T04:39:00Z,80.00,21.00
2025-09-20T04:40:00Z,80.00,21.00
2025-09-20T04:42:00Z,80.00,21.00
2025-09-20T04:49:00Z,80.00,21.00
2025-09-20T04:53:00Z,80.00,21.00
2025-09-20T04:54:00Z,77.00,22.85
2025-09-20T04:58:00Z,77.00,22.85
2025-09-20T04:59:00Z,77.00,22.85
2025-09-20T05:01:00Z,77.00,24.00
2025-09-20T05:03:00Z,77.00,24.00
2025-09-20T05:04:00Z,77.00,24.00
2025-09-20T05:06:00Z,77.00,24.00
2025-09-20T05:07:00Z,78.00,24.00
2025-09-20T05:09:00Z,78.00,23.00
2025-09-20T05:11:00Z,78.00,23.00
2025-09-20T05:14:00Z,78.00,23.00
2025-09-20T05:18:00Z,78.00,23.00
2025-09-20T05:23:00Z,78.00,23.00
2025-09-20T05:27:00Z,78.00,23.00
2025-09-20T05:34:00Z,78.00,23.00
2025-09-20T05:35:00Z,78.00,23.00
2025-09-20T05:36:00Z,78.63,23.06
2025-09-20T05:37:00Z,79.00,21.00
2025-09-20T05:38:00Z,79.00,21.00
2025-09-20T05:39:00Z,79.00,21.00
2025-09-20T05:45:00Z,79.00,21.00
2025-09-20T05:46:00Z,79.00,21.00
2025-09-20T05:47:00Z,79.00,21.00
2025-09-20T05:50:00Z,79.00,21.00
2025-09-20T05:55:00Z,78.00,21.00
2025-09-20T05:56:00Z,78.00,21.00
2025-09-20T05:58:00Z,79.00,21.00
2025-09-20T06:00:00Z,79.00,22.00
2025-09-20T06:01:00Z,79.00,22.00
2025-09-20T06:02:00Z,79.00,22.00
2025-09-20T06:04:00Z,79.00,22.00
2025-09-20T06:10:00Z,79.00,22.00
2025-09-20T06:12:00Z,79.00,22.00
2025-09-20T06:20:00Z,79.00,22.00
2025-09-20T06:23:00Z,79.00,22.00
2025-09-20T06:27:00Z,79.49,22.00
2025-09-20T06:28:00Z,80.00,22.00
2025-09-20T06:31:00Z,80.00,22.00
2025-09-20T06:35:00Z,80.00,22.00
2025-09-20T06:39:00Z,80.00,22.00
2025-09-20T06:40:00Z,80.00,22.00
2025-09-20T06:43:00Z,80.00,21.00
2025-09-20T06:44:00Z,78.00,21.00
2025-09-20T06:45:00Z,78.00,21.00
2025-09-20T06:48:00Z,78.00,21.00
2025-09-20T06:50:00Z,79.97,20.00
2025-09-20T06:53:00Z,80.00,20.00
2025-09-20T06:56:00Z,80.00,21.90
2025-09-20T06:57:00Z,79.09,21.90
2025-09-20T06:58:00Z,79.24,21.90
2025-09-20T06:59:00Z,80.00,21.90
2025-09-20T07:00:00Z,80.00,21.90
2025-09-20T07:01:00Z,80.00,22.00
2025-09-20T07:04:00Z,80.00,22.00
2025-09-20T07:06:00Z,80.00,22.00
2025-09-20T07:07:00Z,80.00,22.00
2025-09-20T07:09:00Z,80.00,20.68
2025-09-20T07:10:00Z,80.00,20.68
2025-09-20T07:11:00Z,80.00,20.68
2025-09-20T07:12:00Z,81.43,21.04
2025-09-20T07:16:00Z,81.00,21.04
2025-09-20T07:20:00Z,81.00,21.04
2025-09-20T07:22:00Z,81.00,21.04
2025-09-20T07:23:00Z,81.00,21.04
2025-09-20T07:24:00Z,81.00,21.00
2025-09-20T07:25:00Z,81.00,21.00
2025-09-20T07:26:00Z,81.00,21.00
2025-09-20T07:29:00Z,81.00,21.00
2025-09-20T07:30:00Z,81.00,21.00
2025-09-20T07:31:00Z,81.00,21.00
2025-09-20T07:33:00Z,81.00,21.00
2025-09-20T07:34:00Z,80.00,21.00
2025-09-20T07:36:00Z,82.37,20.03
2025-09-20T07:37:00Z,81.00,20.03
2025-09-20T07:38:00Z,81.00,21.00
2025-09-20T07:39:00Z,81.00,21.00
2025-09-20T07:40:00Z,81.00,21.00
2025-09-20T07:41:00Z,81.00,21.00
2025-09-20T07:44:00Z,82.00,18.53
2025-09-20T07:45:00Z,83.03,18.53
2025-09-20T07:46:00Z,83.03,19.00
2025-09-20T07:47:00Z,81.23,19.00
2025-09-20T07:48:00Z,81.41,20.00
2025-09-20T07:49:00Z,82.19,20.00
2025-09-20T07:50:00Z,81.00,20.00
2025-09-20T07:51:00Z,81.50,20.00
2025-09-20T07:52:00Z,81.64,18.55
2025-09-20T07:53:00Z,79.21,23.82
2025-09-20T07:54:00Z,79.00,23.20
2025-09-20T07:55:00Z,76.00,24.65
2025-09-20T07:56:00Z,80.00,23.35
2025-09-20T07:57:00Z,77.12,26.00
2025-09-20T07:58:00Z,64.17,35.51
2025-09-20T07:59:00Z,66.76,35.36
2025-09-20T08:00:00Z,66.55,34.69
2025-09-20T08:01:00Z,61.70,38.92
2025-09-20T08:02:00Z,63.19,40.72
2025-09-20T08:03:00Z,61.78,40.59
2025-09-20T08:04:00Z,63.03,36.37
2025-09-20T08:05:00Z,62.35,37.00
2025-09-20T08:06:00Z,66.20,38.00
2025-09-20T08:07:00Z,63.00,38.00
2025-09-20T08:08:00Z,63.00,31.01
2025-09-20T08:09:00Z,63.99,40.00
2025-09-20T08:10:00Z,67.00,40.00
2025-09-20T08:11:00Z,74.71,22.07
2025-09-20T08:12:00Z,80.00,22.63
2025-09-20T08:13:00Z,79.00,22.63
2025-09-20T08:14:00Z,79.00,20.19
2025-09-20T08:15:00Z,72.63,26.00
2025-09-20T08:16:00Z,59.90,26.00
2025-09-20T08:17:00Z,64.00,40.00
2025-09-20T08:18:00Z,64.00,40.00
2025-09-20T08:19:00Z,61.19,39.62
2025-09-20T08:20:00Z,59.38,37.88
2025-09-20T08:21:00Z,65.00,37.88
2025-09-20T08:22:00Z,63.73,41.81
2025-09-20T08:23:00Z,65.00,35.95
2025-09-20T08:24:00Z,65.00,38.13
2025-09-20T08:25:00Z,64.76,38.35
2025-09-20T08:26:00Z,65.00,36.00
2025-09-20T08:27:00Z,59.14,38.72
2025-09-20T08:28:00Z,58.34,43.19
2025-09-20T08:29:00Z,59.00,42.03
2025-09-20T08:30:00Z,58.00,42.97
2025-09-20T08:31:00Z,56.18,44.85
2025-09-20T08:32:00Z,61.92,44.85
2025-09-20T08:34:00Z,61.00,37.46
2025-09-20T08:35:00Z,66.78,32.47
2025-09-20T08:36:00Z,65.25,36.91
2025-09-20T08:37:00Z,66.32,36.91
2025-09-20T08:38:00Z,59.00,42.62
2025-09-20T08:39:00Z,59.40,41.02
2025-09-20T08:40:00Z,59.00,42.39
2025-09-20T08:41:00Z,59.00,45.14
2025-09-20T08:42:00Z,49.71,49.76
2025-09-20T08:43:00Z,49.14,53.09
