# event_ticker=KXATPCHALLENGERMATCH-26MAR10BERLAN
# final_score=6-3 4-6 6-4
# score_resolution=3-6 6-4 4-6
# match_winner=Robin Bertrand
# fav_player=Christian Langmo
# dog_player=Robin Bertrand
# kalshi_date=2026-03-10
timestamp,Christian Langmo,Robin Bertrand
2026-03-09T23:01:00Z,,55.00
2026-03-10T01:41:00Z,49.00,51.00
2026-03-10T01:59:00Z,46.00,51.00
2026-03-10T02:32:00Z,49.00,51.00
2026-03-10T04:15:00Z,49.00,54.00
2026-03-10T04:19:00Z,49.00,54.00
2026-03-10T04:23:00Z,49.00,54.00
2026-03-10T04:34:00Z,49.00,54.00
2026-03-10T04:50:00Z,49.00,51.02
2026-03-10T05:05:00Z,49.00,51.02
2026-03-10T05:10:00Z,49.00,53.00
2026-03-10T05:13:00Z,49.00,53.00
2026-03-10T06:12:00Z,49.00,53.92
2026-03-10T06:20:00Z,49.00,53.92
2026-03-10T06:22:00Z,49.00,53.92
2026-03-10T06:35:00Z,49.00,53.00
2026-03-10T06:42:00Z,49.00,53.00
2026-03-10T06:58:00Z,49.00,53.00
2026-03-10T07:39:00Z,49.00,53.00
2026-03-10T08:45:00Z,49.00,53.00
2026-03-10T08:54:00Z,49.00,54.00
2026-03-10T08:59:00Z,49.00,54.00
2026-03-10T09:03:00Z,49.00,54.00
2026-03-10T09:06:00Z,49.00,54.00
2026-03-10T09:09:00Z,49.00,54.00
2026-03-10T09:12:00Z,48.00,54.00
2026-03-10T09:32:00Z,48.99,53.00
2026-03-10T09:42:00Z,48.99,55.00
2026-03-10T09:51:00Z,48.99,55.00
2026-03-10T09:57:00Z,48.00,55.00
2026-03-10T09:59:00Z,48.00,55.00
2026-03-10T10:00:00Z,48.00,55.00
2026-03-10T10:01:00Z,48.00,55.00
2026-03-10T10:02:00Z,48.00,55.00
2026-03-10T10:03:00Z,48.00,55.00
2026-03-10T10:04:00Z,45.00,55.46
2026-03-10T10:05:00Z,50.94,54.26
2026-03-10T10:06:00Z,50.94,54.00
2026-03-10T10:07:00Z,53.48,49.47
2026-03-10T10:08:00Z,50.15,49.00
2026-03-10T10:09:00Z,50.15,53.40
2026-03-10T10:10:00Z,50.15,57.67
2026-03-10T10:11:00Z,50.15,56.22
2026-03-10T10:12:00Z,45.35,55.00
2026-03-10T10:14:00Z,45.00,56.00
2026-03-10T10:15:00Z,46.70,55.00
2026-03-10T10:16:00Z,45.00,56.00
2026-03-10T10:18:00Z,58.71,41.27
2026-03-10T10:19:00Z,62.10,41.27
2026-03-10T10:21:00Z,63.42,34.40
2026-03-10T10:22:00Z,59.65,34.40
2026-03-10T10:23:00Z,54.00,34.40
2026-03-10T10:24:00Z,49.99,47.62
2026-03-10T10:25:00Z,48.97,53.91
2026-03-10T10:26:00Z,55.02,50.00
2026-03-10T10:27:00Z,59.86,48.57
2026-03-10T10:28:00Z,54.62,49.00
2026-03-10T10:29:00Z,46.00,55.06
2026-03-10T10:30:00Z,48.44,52.30
2026-03-10T10:31:00Z,44.98,56.00
2026-03-10T10:32:00Z,45.00,56.00
2026-03-10T10:33:00Z,45.00,57.13
2026-03-10T10:34:00Z,50.00,57.13
2026-03-10T10:35:00Z,51.00,52.00
2026-03-10T10:36:00Z,44.07,56.84
2026-03-10T10:37:00Z,42.82,55.70
2026-03-10T10:38:00Z,42.82,60.00
2026-03-10T10:39:00Z,42.82,63.97
2026-03-10T10:40:00Z,27.47,70.00
2026-03-10T10:41:00Z,28.98,74.26
2026-03-10T10:42:00Z,22.41,76.99
2026-03-10T10:44:00Z,21.00,77.03
2026-03-10T10:45:00Z,23.00,77.03
2026-03-10T10:46:00Z,22.00,78.67
2026-03-10T10:47:00Z,22.00,76.08
2026-03-10T10:48:00Z,27.00,75.00
2026-03-10T10:49:00Z,27.00,77.11
2026-03-10T10:50:00Z,25.00,77.11
2026-03-10T10:51:00Z,25.79,74.00
2026-03-10T10:52:00Z,25.79,77.00
2026-03-10T10:53:00Z,22.00,79.86
2026-03-10T10:54:00Z,21.91,78.96
2026-03-10T10:55:00Z,22.00,79.43
2026-03-10T10:56:00Z,22.00,79.45
2026-03-10T10:57:00Z,22.00,79.86
2026-03-10T10:58:00Z,22.00,84.00
2026-03-10T10:59:00Z,22.56,79.80
2026-03-10T11:00:00Z,25.68,76.00
2026-03-10T11:01:00Z,29.45,77.32
2026-03-10T11:02:00Z,28.89,72.61
2026-03-10T11:03:00Z,33.13,68.18
2026-03-10T11:04:00Z,31.61,68.82
2026-03-10T11:05:00Z,34.26,67.18
2026-03-10T11:06:00Z,39.23,60.09
2026-03-10T11:07:00Z,39.23,63.00
2026-03-10T11:08:00Z,38.00,64.16
2026-03-10T11:09:00Z,35.00,71.12
2026-03-10T11:10:00Z,31.00,75.81
2026-03-10T11:11:00Z,26.91,74.00
2026-03-10T11:12:00Z,26.91,75.00
2026-03-10T11:13:00Z,29.60,72.31
2026-03-10T11:14:00Z,27.91,73.30
2026-03-10T11:15:00Z,27.91,69.02
2026-03-10T11:16:00Z,35.34,66.00
2026-03-10T11:17:00Z,38.98,60.52
2026-03-10T11:18:00Z,43.00,59.06
2026-03-10T11:19:00Z,43.00,58.26
2026-03-10T11:20:00Z,41.35,61.23
2026-03-10T11:21:00Z,39.95,62.00
2026-03-10T11:22:00Z,39.95,62.00
2026-03-10T11:23:00Z,38.10,61.89
2026-03-10T11:24:00Z,42.00,60.00
2026-03-10T11:25:00Z,42.00,61.00
2026-03-10T11:26:00Z,39.00,62.91
2026-03-10T11:27:00Z,39.00,62.38
2026-03-10T11:28:00Z,40.26,62.38
2026-03-10T11:29:00Z,39.87,62.00
2026-03-10T11:30:00Z,40.33,61.04
2026-03-10T11:31:00Z,40.33,60.02
2026-03-10T11:32:00Z,34.12,56.85
2026-03-10T11:33:00Z,34.12,59.37
2026-03-10T11:34:00Z,41.76,62.43
2026-03-10T11:35:00Z,38.00,66.20
2026-03-10T11:36:00Z,31.67,67.34
2026-03-10T11:37:00Z,37.76,61.00
2026-03-10T11:38:00Z,42.05,56.28
2026-03-10T11:39:00Z,43.95,56.84
2026-03-10T11:40:00Z,43.09,59.00
2026-03-10T11:41:00Z,43.09,60.18
2026-03-10T11:42:00Z,40.00,61.99
2026-03-10T11:43:00Z,36.02,61.99
2026-03-10T11:44:00Z,35.14,60.97
2026-03-10T11:45:00Z,28.17,74.65
2026-03-10T11:46:00Z,24.02,76.00
2026-03-10T11:47:00Z,26.00,78.54
2026-03-10T11:48:00Z,30.00,70.77
2026-03-10T11:49:00Z,28.87,76.56
2026-03-10T11:50:00Z,27.13,71.68
2026-03-10T11:51:00Z,27.13,78.41
2026-03-10T11:52:00Z,28.00,73.00
2026-03-10T11:53:00Z,37.51,61.09
2026-03-10T11:54:00Z,44.33,55.38
2026-03-10T11:55:00Z,43.92,56.67
2026-03-10T11:56:00Z,43.93,56.42
2026-03-10T11:57:00Z,43.95,56.00
2026-03-10T11:58:00Z,43.95,57.00
2026-03-10T11:59:00Z,44.04,57.67
2026-03-10T12:00:00Z,46.26,58.65
2026-03-10T12:01:00Z,38.58,64.80
2026-03-10T12:02:00Z,32.04,67.01
2026-03-10T12:03:00Z,27.11,70.64
2026-03-10T12:04:00Z,26.08,75.00
2026-03-10T12:05:00Z,30.89,71.34
2026-03-10T12:06:00Z,33.65,74.91
2026-03-10T12:07:00Z,23.38,78.03
2026-03-10T12:08:00Z,17.50,82.60
2026-03-10T12:09:00Z,20.74,81.04
2026-03-10T12:10:00Z,21.00,83.99
2026-03-10T12:11:00Z,18.53,83.80
2026-03-10T12:12:00Z,16.61,82.83
2026-03-10T12:13:00Z,15.56,85.94
2026-03-10T12:14:00Z,10.37,89.82
2026-03-10T12:15:00Z,16.87,92.64
2026-03-10T12:16:00Z,10.19,89.98
2026-03-10T12:17:00Z,5.27,92.28
2026-03-10T12:18:00Z,6.00,95.18
2026-03-10T12:19:00Z,6.00,94.91
2026-03-10T12:20:00Z,6.30,93.00
2026-03-10T12:21:00Z,8.26,93.67
2026-03-10T12:22:00Z,6.96,95.79
2026-03-10T12:23:00Z,7.12,96.51
2026-03-10T12:24:00Z,11.34,88.69
2026-03-10T12:25:00Z,16.79,83.94
2026-03-10T12:26:00Z,16.27,85.01
2026-03-10T12:27:00Z,14.15,86.13
2026-03-10T12:28:00Z,14.99,87.20
2026-03-10T12:29:00Z,14.04,90.26
2026-03-10T12:30:00Z,12.68,89.00
2026-03-10T12:31:00Z,11.02,91.00
2026-03-10T12:32:00Z,19.00,86.85
2026-03-10T12:33:00Z,19.88,80.27
2026-03-10T12:34:00Z,20.97,79.97
2026-03-10T12:35:00Z,20.70,80.06
2026-03-10T12:36:00Z,14.91,87.77
2026-03-10T12:37:00Z,14.97,88.70
2026-03-10T12:38:00Z,12.33,88.62
2026-03-10T12:39:00Z,12.69,88.67
2026-03-10T12:40:00Z,14.46,86.54
2026-03-10T12:41:00Z,17.35,83.84
2026-03-10T12:42:00Z,17.55,83.80
2026-03-10T12:43:00Z,16.99,84.65
2026-03-10T12:44:00Z,16.61,85.54
2026-03-10T12:45:00Z,18.27,83.49
2026-03-10T12:46:00Z,24.33,77.61
2026-03-10T12:47:00Z,26.27,81.65
2026-03-10T12:48:00Z,20.56,78.42
2026-03-10T12:49:00Z,12.43,85.57
2026-03-10T12:50:00Z,7.36,93.50
2026-03-10T12:51:00Z,7.31,93.12
2026-03-10T12:52:00Z,11.36,90.34
2026-03-10T12:53:00Z,13.00,89.00
2026-03-10T12:54:00Z,11.51,89.01
2026-03-10T12:55:00Z,6.54,94.32
2026-03-10T12:56:00Z,3.79,96.75
2026-03-10T12:57:00Z,10.11,89.00
2026-03-10T12:58:00Z,25.69,75.96
2026-03-10T12:59:00Z,17.27,86.24
2026-03-10T13:00:00Z,8.57,93.06
2026-03-10T13:01:00Z,23.67,82.71
2026-03-10T13:02:00Z,10.52,89.62
2026-03-10T13:03:00Z,2.68,96.36
2026-03-10T13:04:00Z,1.00,99.00
2026-03-10T13:05:00Z,1.00,99.00
2026-03-10T13:06:00Z,1.00,99.00
