# event_ticker=KXATPCHALLENGERMATCH-26MAR25NIKKIN
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Johan Nikles
# fav_player=Cannon Kingsley
# dog_player=Johan Nikles
# kalshi_date=2026-03-25
timestamp,Cannon Kingsley,Johan Nikles
2026-03-25T22:38:00Z,61.00,42.00
2026-03-25T22:41:00Z,61.00,40.00
2026-03-25T22:42:00Z,61.00,42.00
2026-03-25T22:45:00Z,62.00,42.00
2026-03-25T22:46:00Z,62.00,42.00
2026-03-25T22:48:00Z,62.00,42.00
2026-03-25T22:53:00Z,62.00,40.00
2026-03-25T22:54:00Z,62.00,40.00
2026-03-25T22:55:00Z,62.00,40.00
2026-03-25T22:57:00Z,62.00,40.00
2026-03-25T22:58:00Z,62.00,40.00
2026-03-25T23:00:00Z,62.00,40.00
2026-03-25T23:01:00Z,62.00,40.00
2026-03-25T23:03:00Z,62.00,42.29
2026-03-25T23:06:00Z,61.76,42.29
2026-03-25T23:08:00Z,61.00,42.29
2026-03-25T23:10:00Z,61.98,42.29
2026-03-25T23:11:00Z,62.00,42.29
2026-03-25T23:12:00Z,62.00,42.29
2026-03-25T23:13:00Z,62.00,42.00
2026-03-25T23:17:00Z,62.00,42.00
2026-03-25T23:18:00Z,62.00,42.00
2026-03-25T23:19:00Z,62.00,42.00
2026-03-25T23:20:00Z,62.00,42.00
2026-03-25T23:22:00Z,61.42,42.00
2026-03-25T23:24:00Z,61.00,42.00
2026-03-25T23:25:00Z,61.00,42.00
2026-03-25T23:27:00Z,61.00,42.00
2026-03-25T23:28:00Z,61.00,42.00
2026-03-25T23:29:00Z,61.00,42.00
2026-03-25T23:30:00Z,61.00,41.00
2026-03-25T23:31:00Z,61.00,41.00
2026-03-25T23:32:00Z,63.07,38.54
2026-03-25T23:33:00Z,70.93,31.70
2026-03-25T23:34:00Z,68.95,34.36
2026-03-25T23:35:00Z,66.00,36.47
2026-03-25T23:36:00Z,62.95,40.30
2026-03-25T23:37:00Z,66.46,36.67
2026-03-25T23:38:00Z,63.00,36.32
2026-03-25T23:39:00Z,64.00,34.00
2026-03-25T23:40:00Z,61.01,41.52
2026-03-25T23:41:00Z,54.49,44.00
2026-03-25T23:42:00Z,50.31,49.30
2026-03-25T23:43:00Z,49.92,52.12
2026-03-25T23:44:00Z,50.42,52.12
2026-03-25T23:45:00Z,54.26,47.49
2026-03-25T23:46:00Z,50.84,47.30
2026-03-25T23:47:00Z,50.51,47.27
2026-03-25T23:48:00Z,56.62,49.49
2026-03-25T23:49:00Z,57.13,41.96
2026-03-25T23:50:00Z,54.36,47.32
2026-03-25T23:51:00Z,51.99,49.34
2026-03-25T23:52:00Z,51.51,49.38
2026-03-25T23:53:00Z,55.84,44.39
2026-03-25T23:54:00Z,58.22,41.06
2026-03-25T23:55:00Z,59.92,39.87
2026-03-25T23:56:00Z,57.53,43.38
2026-03-25T23:57:00Z,53.00,47.78
2026-03-25T23:58:00Z,53.44,47.15
2026-03-25T23:59:00Z,55.02,47.00
2026-03-26T00:00:00Z,55.62,45.24
2026-03-26T00:01:00Z,58.31,43.89
2026-03-26T00:02:00Z,60.77,38.67
2026-03-26T00:03:00Z,57.59,44.16
2026-03-26T00:04:00Z,64.38,39.26
2026-03-26T00:05:00Z,56.30,43.40
2026-03-26T00:06:00Z,58.15,44.00
2026-03-26T00:07:00Z,54.01,45.33
2026-03-26T00:08:00Z,54.24,46.43
2026-03-26T00:09:00Z,57.14,46.43
2026-03-26T00:10:00Z,59.29,43.75
2026-03-26T00:11:00Z,61.19,37.98
2026-03-26T00:12:00Z,59.37,41.55
2026-03-26T00:13:00Z,54.33,44.01
2026-03-26T00:14:00Z,52.97,49.28
2026-03-26T00:15:00Z,52.12,50.00
2026-03-26T00:16:00Z,55.08,45.55
2026-03-26T00:17:00Z,50.64,49.08
2026-03-26T00:18:00Z,40.32,57.96
2026-03-26T00:19:00Z,29.82,70.15
2026-03-26T00:20:00Z,30.71,69.57
2026-03-26T00:21:00Z,29.00,70.67
2026-03-26T00:22:00Z,28.80,71.00
2026-03-26T00:23:00Z,29.66,71.42
2026-03-26T00:24:00Z,31.49,70.55
2026-03-26T00:25:00Z,27.47,73.59
2026-03-26T00:26:00Z,30.15,71.98
2026-03-26T00:27:00Z,30.59,70.13
2026-03-26T00:28:00Z,27.33,73.07
2026-03-26T00:29:00Z,24.99,75.40
2026-03-26T00:30:00Z,24.47,76.75
2026-03-26T00:31:00Z,19.39,77.47
2026-03-26T00:32:00Z,18.56,79.06
2026-03-26T00:33:00Z,27.46,74.65
2026-03-26T00:34:00Z,23.67,78.05
2026-03-26T00:35:00Z,18.30,77.69
2026-03-26T00:36:00Z,18.66,82.13
2026-03-26T00:37:00Z,23.71,77.90
2026-03-26T00:38:00Z,25.35,76.91
2026-03-26T00:39:00Z,28.17,72.37
2026-03-26T00:40:00Z,24.64,76.98
2026-03-26T00:41:00Z,22.96,77.72
2026-03-26T00:42:00Z,22.00,79.00
2026-03-26T00:43:00Z,22.53,79.71
2026-03-26T00:44:00Z,16.00,85.77
2026-03-26T00:45:00Z,10.59,90.31
2026-03-26T00:46:00Z,7.59,92.71
2026-03-26T00:47:00Z,9.50,90.91
2026-03-26T00:48:00Z,8.22,93.91
2026-03-26T00:49:00Z,7.67,93.43
2026-03-26T00:50:00Z,12.14,86.78
2026-03-26T00:51:00Z,18.96,80.16
2026-03-26T00:52:00Z,18.98,80.24
2026-03-26T00:53:00Z,14.86,87.02
2026-03-26T00:54:00Z,9.44,90.92
2026-03-26T00:55:00Z,13.17,84.66
2026-03-26T00:56:00Z,12.45,90.71
2026-03-26T00:57:00Z,6.21,92.91
2026-03-26T00:58:00Z,3.78,96.66
2026-03-26T00:59:00Z,2.87,98.07
2026-03-26T01:00:00Z,1.66,98.57
2026-03-26T01:01:00Z,1.12,98.00
2026-03-26T01:02:00Z,1.21,98.79
2026-03-26T01:03:00Z,2.10,98.13
2026-03-26T01:04:00Z,2.91,97.48
2026-03-26T01:05:00Z,4.24,95.84
2026-03-26T01:06:00Z,8.80,89.10
2026-03-26T01:07:00Z,6.98,92.17
2026-03-26T01:08:00Z,2.33,96.79
2026-03-26T01:09:00Z,1.01,98.10
2026-03-26T01:10:00Z,1.01,99.00
2026-03-26T01:11:00Z,1.01,99.00
2026-03-26T01:12:00Z,1.01,99.00
2026-03-26T01:13:00Z,1.01,99.00
2026-03-26T01:14:00Z,1.01,99.00
