# event_ticker=KXATPCHALLENGERMATCH-26MAR31OKIILA
# final_score=6-1 3-2 RET
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=Yuto Oki
# kalshi_date=2026-03-31
timestamp,Andre Ilagan,Yuto Oki
2026-04-02T04:09:00Z,86.00,16.00
2026-04-02T04:10:00Z,85.01,17.00
2026-04-02T04:11:00Z,85.00,17.00
2026-04-02T04:13:00Z,85.00,17.00
2026-04-02T04:15:00Z,85.00,17.00
2026-04-02T04:16:00Z,85.00,16.48
2026-04-02T04:17:00Z,85.00,17.00
2026-04-02T04:18:00Z,85.00,17.00
2026-04-02T04:19:00Z,85.00,18.00
2026-04-02T04:21:00Z,85.00,18.00
2026-04-02T04:22:00Z,85.00,18.44
2026-04-02T04:23:00Z,85.00,18.17
2026-04-02T04:24:00Z,83.97,19.00
2026-04-02T04:25:00Z,82.00,19.03
2026-04-02T04:26:00Z,82.00,19.39
2026-04-02T04:27:00Z,78.88,21.26
2026-04-02T04:28:00Z,81.50,20.95
2026-04-02T04:29:00Z,79.18,21.10
2026-04-02T04:30:00Z,75.94,25.86
2026-04-02T04:31:00Z,76.97,24.99
2026-04-02T04:32:00Z,81.02,22.93
2026-04-02T04:33:00Z,77.88,23.92
2026-04-02T04:34:00Z,79.93,19.42
2026-04-02T04:35:00Z,82.78,18.22
2026-04-02T04:36:00Z,80.44,22.86
2026-04-02T04:37:00Z,78.47,22.88
2026-04-02T04:38:00Z,81.59,19.70
2026-04-02T04:39:00Z,83.00,17.88
2026-04-02T04:40:00Z,87.73,13.26
2026-04-02T04:41:00Z,91.06,9.17
2026-04-02T04:42:00Z,90.94,9.63
2026-04-02T04:43:00Z,90.73,10.27
2026-04-02T04:44:00Z,90.31,9.94
2026-04-02T04:45:00Z,91.33,9.88
2026-04-02T04:46:00Z,89.30,11.28
2026-04-02T04:47:00Z,90.39,11.40
2026-04-02T04:48:00Z,90.00,11.17
2026-04-02T04:49:00Z,88.10,12.57
2026-04-02T04:50:00Z,85.95,14.07
2026-04-02T04:51:00Z,85.71,14.85
2026-04-02T04:52:00Z,89.06,11.25
2026-04-02T04:53:00Z,88.75,9.40
2026-04-02T04:54:00Z,90.99,9.03
2026-04-02T04:55:00Z,92.64,7.34
2026-04-02T04:56:00Z,90.63,7.98
2026-04-02T04:57:00Z,93.96,7.98
2026-04-02T04:58:00Z,94.53,6.22
2026-04-02T04:59:00Z,92.33,8.31
2026-04-02T05:00:00Z,95.26,7.57
2026-04-02T05:01:00Z,91.25,8.08
2026-04-02T05:02:00Z,91.97,7.48
2026-04-02T05:03:00Z,93.80,7.11
2026-04-02T05:04:00Z,94.28,5.33
2026-04-02T05:05:00Z,94.64,6.09
2026-04-02T05:06:00Z,94.32,5.74
2026-04-02T05:07:00Z,95.98,4.53
2026-04-02T05:08:00Z,96.68,4.95
2026-04-02T05:09:00Z,95.36,3.98
2026-04-02T05:10:00Z,96.18,5.10
2026-04-02T05:11:00Z,95.38,6.10
2026-04-02T05:12:00Z,93.75,7.95
2026-04-02T05:13:00Z,93.93,7.40
2026-04-02T05:14:00Z,94.18,6.04
2026-04-02T05:15:00Z,94.47,7.69
2026-04-02T05:16:00Z,93.34,8.40
2026-04-02T05:17:00Z,92.33,9.45
2026-04-02T05:18:00Z,91.23,9.34
2026-04-02T05:19:00Z,90.71,10.33
2026-04-02T05:20:00Z,90.33,11.48
2026-04-02T05:21:00Z,90.83,9.10
2026-04-02T05:22:00Z,85.58,14.66
2026-04-02T05:23:00Z,87.19,13.72
2026-04-02T05:24:00Z,90.25,11.39
2026-04-02T05:25:00Z,87.12,11.15
2026-04-02T05:26:00Z,86.90,14.02
2026-04-02T05:27:00Z,91.54,10.33
2026-04-02T05:28:00Z,94.74,8.02
2026-04-02T05:29:00Z,92.12,8.73
2026-04-02T05:30:00Z,90.80,10.37
2026-04-02T05:31:00Z,91.75,8.96
2026-04-02T05:32:00Z,96.54,4.10
2026-04-02T05:33:00Z,98.93,1.38
2026-04-02T05:34:00Z,99.00,1.00
2026-04-02T05:35:00Z,99.00,1.00
2026-04-02T05:36:00Z,99.00,1.00
2026-04-02T05:37:00Z,99.00,1.00
2026-04-02T05:38:00Z,99.00,1.00
2026-04-02T05:39:00Z,99.00,1.00
2026-04-02T05:40:00Z,99.00,1.00
2026-04-02T05:41:00Z,99.00,1.00
2026-04-02T05:42:00Z,99.00,1.00
