# event_ticker=KXATPMATCH-26MAR04MERMIC
# final_score=6-3 6-4
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Daniel Merida
# kalshi_date=2026-03-04
timestamp,Alex Michelsen,Daniel Merida
2026-03-05T11:51:00Z,73.00,
2026-03-05T11:56:00Z,73.00,
2026-03-05T11:58:00Z,73.00,
2026-03-05T12:49:00Z,73.00,
2026-03-05T12:59:00Z,73.00,28.00
2026-03-05T13:15:00Z,73.00,28.00
2026-03-05T13:24:00Z,73.00,28.00
2026-03-05T13:31:00Z,73.00,28.00
2026-03-05T13:32:00Z,73.00,28.00
2026-03-05T13:45:00Z,73.00,28.00
2026-03-05T13:46:00Z,73.00,28.00
2026-03-05T13:51:00Z,73.00,28.00
2026-03-05T13:55:00Z,73.00,28.00
2026-03-05T14:21:00Z,73.00,28.00
2026-03-05T14:45:00Z,73.00,28.00
2026-03-05T14:46:00Z,73.00,28.00
2026-03-05T15:06:00Z,73.00,28.00
2026-03-05T15:09:00Z,73.00,28.00
2026-03-05T15:12:00Z,73.00,28.00
2026-03-05T15:16:00Z,73.00,28.00
2026-03-05T15:18:00Z,73.00,28.00
2026-03-05T15:19:00Z,74.00,28.00
2026-03-05T15:32:00Z,74.00,28.00
2026-03-05T15:48:00Z,74.00,28.00
2026-03-05T15:51:00Z,74.00,27.00
2026-03-05T15:52:00Z,74.00,28.00
2026-03-05T15:55:00Z,73.00,28.00
2026-03-05T16:01:00Z,73.00,28.00
2026-03-05T16:03:00Z,73.00,28.00
2026-03-05T16:26:00Z,73.00,28.00
2026-03-05T16:34:00Z,73.00,28.00
2026-03-05T16:49:00Z,73.00,28.00
2026-03-05T17:19:00Z,73.00,28.00
2026-03-05T17:24:00Z,73.00,28.00
2026-03-05T17:26:00Z,73.00,28.00
2026-03-05T17:29:00Z,73.00,28.00
2026-03-05T17:31:00Z,73.00,28.00
2026-03-05T17:32:00Z,73.00,28.00
2026-03-05T17:36:00Z,73.00,28.00
2026-03-05T17:38:00Z,73.00,28.35
2026-03-05T17:49:00Z,73.00,28.35
2026-03-05T17:58:00Z,73.00,28.35
2026-03-05T18:00:00Z,73.00,28.35
2026-03-05T18:01:00Z,73.00,28.35
2026-03-05T18:02:00Z,73.00,28.35
2026-03-05T18:08:00Z,73.00,28.35
2026-03-05T18:14:00Z,73.00,28.35
2026-03-05T18:24:00Z,73.00,28.35
2026-03-05T18:29:00Z,73.00,28.35
2026-03-05T18:36:00Z,74.00,28.35
2026-03-05T18:50:00Z,74.00,28.35
2026-03-05T18:57:00Z,74.00,28.35
2026-03-05T18:58:00Z,74.00,28.35
2026-03-05T19:06:00Z,73.00,27.00
2026-03-05T19:17:00Z,74.00,27.00
2026-03-05T19:21:00Z,73.00,27.00
2026-03-05T19:27:00Z,73.00,28.00
2026-03-05T19:28:00Z,73.00,28.00
2026-03-05T19:36:00Z,74.00,28.00
