# event_ticker=KXATPCHALLENGERMATCH-26APR06ECHBER
# final_score=6-3 6-4
# match_winner=Remy Bertola
# fav_player=Remy Bertola
# dog_player=Moez Echargui
# kalshi_date=2026-04-06
timestamp,Remy Bertola,Moez Echargui
2026-04-06T04:37:00Z,56.00,
2026-04-06T05:10:00Z,56.00,
2026-04-06T05:12:00Z,56.00,44.00
2026-04-06T05:17:00Z,56.00,46.00
2026-04-06T08:35:00Z,56.00,46.00
2026-04-06T08:36:00Z,56.00,44.00
2026-04-06T11:59:00Z,56.00,46.00
2026-04-06T12:06:00Z,56.00,46.00
2026-04-06T12:18:00Z,56.00,47.76
2026-04-06T12:45:00Z,55.00,47.76
2026-04-06T13:29:00Z,55.00,47.76
2026-04-06T13:33:00Z,55.51,47.76
2026-04-06T13:35:00Z,55.51,47.97
2026-04-06T13:51:00Z,55.99,47.97
2026-04-06T14:09:00Z,55.99,49.00
2026-04-06T14:10:00Z,54.00,49.00
2026-04-06T14:16:00Z,54.00,49.00
2026-04-06T14:20:00Z,54.00,51.95
2026-04-06T14:21:00Z,57.28,47.00
2026-04-06T14:22:00Z,58.88,47.00
2026-04-06T14:24:00Z,61.00,44.00
2026-04-06T14:25:00Z,61.00,40.00
2026-04-06T14:26:00Z,56.00,40.00
2026-04-06T14:27:00Z,55.00,46.49
2026-04-06T14:28:00Z,55.00,46.79
2026-04-06T14:29:00Z,57.12,46.79
2026-04-06T14:31:00Z,60.00,46.79
2026-04-06T14:32:00Z,64.00,36.00
2026-04-06T14:33:00Z,67.65,33.05
2026-04-06T14:36:00Z,75.00,24.04
2026-04-06T14:37:00Z,78.00,24.04
2026-04-06T14:38:00Z,78.74,24.04
2026-04-06T14:39:00Z,79.00,25.00
2026-04-06T14:40:00Z,79.62,19.44
2026-04-06T14:41:00Z,78.29,22.00
2026-04-06T14:42:00Z,76.00,24.00
2026-04-06T14:43:00Z,74.00,24.13
2026-04-06T14:44:00Z,74.41,23.06
2026-04-06T14:45:00Z,77.00,25.00
2026-04-06T14:46:00Z,68.00,31.92
2026-04-06T14:47:00Z,67.35,29.76
2026-04-06T14:48:00Z,70.22,30.66
2026-04-06T14:49:00Z,70.62,30.18
2026-04-06T14:50:00Z,73.02,30.00
2026-04-06T14:51:00Z,77.00,30.00
2026-04-06T14:53:00Z,77.00,23.82
2026-04-06T14:54:00Z,75.99,25.00
2026-04-06T14:55:00Z,77.00,22.94
2026-04-06T14:56:00Z,73.15,24.35
2026-04-06T14:57:00Z,72.93,25.64
2026-04-06T14:58:00Z,72.00,25.64
2026-04-06T14:59:00Z,64.00,35.00
2026-04-06T15:00:00Z,72.05,35.00
2026-04-06T15:01:00Z,75.00,24.64
2026-04-06T15:02:00Z,74.03,26.00
2026-04-06T15:03:00Z,72.46,26.00
2026-04-06T15:04:00Z,75.20,25.92
2026-04-06T15:05:00Z,79.01,21.00
2026-04-06T15:06:00Z,80.00,21.00
2026-04-06T15:07:00Z,79.03,21.00
2026-04-06T15:08:00Z,80.07,19.78
2026-04-06T15:09:00Z,78.00,21.00
2026-04-06T15:10:00Z,80.80,24.21
2026-04-06T15:11:00Z,80.10,21.35
2026-04-06T15:12:00Z,85.27,16.56
2026-04-06T15:13:00Z,82.78,16.71
2026-04-06T15:14:00Z,82.90,15.00
2026-04-06T15:15:00Z,89.36,13.00
2026-04-06T15:16:00Z,91.96,8.00
2026-04-06T15:17:00Z,94.00,8.00
2026-04-06T15:18:00Z,93.35,6.00
2026-04-06T15:19:00Z,95.00,5.27
2026-04-06T15:20:00Z,94.50,5.00
2026-04-06T15:21:00Z,94.68,6.95
2026-04-06T15:22:00Z,94.00,6.00
2026-04-06T15:23:00Z,92.55,8.00
2026-04-06T15:24:00Z,90.46,9.12
2026-04-06T15:25:00Z,90.89,9.12
2026-04-06T15:26:00Z,93.71,6.00
2026-04-06T15:27:00Z,91.08,8.67
2026-04-06T15:28:00Z,88.81,10.68
2026-04-06T15:29:00Z,92.73,9.95
2026-04-06T15:30:00Z,90.18,8.91
2026-04-06T15:31:00Z,89.65,11.84
2026-04-06T15:32:00Z,90.00,9.68
2026-04-06T15:33:00Z,93.97,7.00
2026-04-06T15:34:00Z,93.12,6.00
2026-04-06T15:35:00Z,94.03,5.00
2026-04-06T15:36:00Z,95.00,6.00
2026-04-06T15:37:00Z,92.13,7.38
2026-04-06T15:38:00Z,92.00,7.38
2026-04-06T15:39:00Z,92.09,8.00
2026-04-06T15:40:00Z,93.00,7.00
2026-04-06T15:41:00Z,94.00,6.10
2026-04-06T15:42:00Z,94.99,6.24
2026-04-06T15:44:00Z,93.00,7.00
2026-04-06T15:45:00Z,91.40,8.05
2026-04-06T15:46:00Z,92.00,8.55
2026-04-06T15:47:00Z,96.00,4.25
2026-04-06T15:48:00Z,97.00,2.67
2026-04-06T15:49:00Z,96.28,3.00
2026-04-06T15:50:00Z,97.00,3.00
2026-04-06T15:51:00Z,96.95,3.29
2026-04-06T15:52:00Z,96.80,4.00
2026-04-06T15:53:00Z,96.00,4.00
2026-04-06T15:54:00Z,97.98,3.00
2026-04-06T15:55:00Z,99.00,1.06
2026-04-06T15:56:00Z,99.00,1.02
2026-04-06T15:57:00Z,97.45,2.76
2026-04-06T16:01:00Z,99.00,2.76
2026-04-06T16:02:00Z,99.00,2.76
2026-04-06T16:03:00Z,99.00,1.00
