# event_ticker=KXATPCHALLENGERMATCH-26MAR12ONCPOU
# final_score=6-4 6-4
# match_winner=Gauthier Onclin
# fav_player=Gauthier Onclin
# dog_player=Lucas Poullain
# kalshi_date=2026-03-12
timestamp,Gauthier Onclin,Lucas Poullain
2026-03-12T17:33:00Z,65.00,38.00
2026-03-12T17:37:00Z,65.93,38.00
2026-03-12T17:41:00Z,65.00,38.00
2026-03-12T17:44:00Z,65.00,38.00
2026-03-12T17:47:00Z,65.86,38.00
2026-03-12T17:49:00Z,65.86,37.00
2026-03-12T17:52:00Z,66.00,37.00
2026-03-12T17:58:00Z,65.00,37.00
2026-03-12T17:59:00Z,65.00,37.00
2026-03-12T18:01:00Z,62.32,37.00
2026-03-12T18:15:00Z,62.32,37.00
2026-03-12T18:17:00Z,66.98,33.00
2026-03-12T18:21:00Z,66.97,33.00
2026-03-12T18:22:00Z,66.00,33.00
2026-03-12T18:24:00Z,66.97,33.00
2026-03-12T18:25:00Z,66.00,37.00
2026-03-12T18:27:00Z,67.00,33.00
2026-03-12T18:28:00Z,70.96,33.94
2026-03-12T18:29:00Z,73.66,33.94
2026-03-12T18:30:00Z,76.90,33.94
2026-03-12T18:31:00Z,76.90,25.10
2026-03-12T18:32:00Z,72.00,27.00
2026-03-12T18:33:00Z,75.74,30.50
2026-03-12T18:34:00Z,72.11,33.08
2026-03-12T18:35:00Z,67.32,33.55
2026-03-12T18:36:00Z,68.00,33.04
2026-03-12T18:37:00Z,69.59,33.04
2026-03-12T18:38:00Z,67.00,31.05
2026-03-12T18:40:00Z,65.44,35.55
2026-03-12T18:41:00Z,68.00,32.00
2026-03-12T18:42:00Z,71.49,31.00
2026-03-12T18:43:00Z,76.00,24.00
2026-03-12T18:44:00Z,73.88,28.84
2026-03-12T18:45:00Z,72.00,26.00
2026-03-12T18:46:00Z,71.99,29.82
2026-03-12T18:47:00Z,70.52,28.46
2026-03-12T18:48:00Z,77.00,25.79
2026-03-12T18:49:00Z,77.00,22.13
2026-03-12T18:50:00Z,79.00,20.17
2026-03-12T18:51:00Z,80.00,20.17
2026-03-12T18:52:00Z,81.71,18.00
2026-03-12T18:53:00Z,84.00,15.98
2026-03-12T18:54:00Z,81.00,19.67
2026-03-12T18:55:00Z,79.50,22.00
2026-03-12T18:56:00Z,78.38,21.00
2026-03-12T18:57:00Z,77.33,21.00
2026-03-12T18:58:00Z,76.00,23.13
2026-03-12T18:59:00Z,77.72,22.00
2026-03-12T19:00:00Z,77.72,23.00
2026-03-12T19:01:00Z,79.32,19.44
2026-03-12T19:02:00Z,82.00,19.44
2026-03-12T19:03:00Z,84.00,18.00
2026-03-12T19:04:00Z,84.00,17.43
2026-03-12T19:05:00Z,82.00,17.43
2026-03-12T19:06:00Z,82.96,17.13
2026-03-12T19:07:00Z,79.38,21.00
2026-03-12T19:08:00Z,76.18,24.00
2026-03-12T19:09:00Z,75.61,24.00
2026-03-12T19:11:00Z,75.70,25.00
2026-03-12T19:12:00Z,74.00,25.00
2026-03-12T19:13:00Z,72.00,28.19
2026-03-12T19:14:00Z,76.03,28.19
2026-03-12T19:15:00Z,80.04,19.00
2026-03-12T19:16:00Z,78.00,19.00
2026-03-12T19:18:00Z,80.00,20.77
2026-03-12T19:19:00Z,82.00,18.30
2026-03-12T19:20:00Z,79.07,20.72
2026-03-12T19:22:00Z,77.00,28.60
2026-03-12T19:23:00Z,73.77,26.14
2026-03-12T19:24:00Z,82.85,21.00
2026-03-12T19:25:00Z,82.85,17.00
2026-03-12T19:26:00Z,82.01,17.00
2026-03-12T19:27:00Z,82.01,16.55
2026-03-12T19:28:00Z,83.00,17.00
2026-03-12T19:29:00Z,83.00,17.00
2026-03-12T19:30:00Z,84.26,14.00
2026-03-12T19:31:00Z,84.98,14.00
2026-03-12T19:32:00Z,86.00,16.11
2026-03-12T19:33:00Z,86.00,15.00
2026-03-12T19:34:00Z,81.00,21.00
2026-03-12T19:35:00Z,81.00,19.00
2026-03-12T19:36:00Z,79.94,24.02
2026-03-12T19:37:00Z,81.00,20.82
2026-03-12T19:38:00Z,82.62,16.80
2026-03-12T19:39:00Z,85.00,15.22
2026-03-12T19:40:00Z,82.00,15.22
2026-03-12T19:41:00Z,85.00,17.64
2026-03-12T19:42:00Z,89.67,10.59
2026-03-12T19:43:00Z,91.97,8.00
2026-03-12T19:44:00Z,90.00,9.70
2026-03-12T19:45:00Z,82.00,16.34
2026-03-12T19:46:00Z,79.77,20.00
2026-03-12T19:47:00Z,79.77,20.19
2026-03-12T19:48:00Z,84.79,21.86
2026-03-12T19:49:00Z,83.00,17.88
2026-03-12T19:50:00Z,81.78,21.17
2026-03-12T19:51:00Z,83.00,22.00
2026-03-12T19:52:00Z,83.00,14.20
2026-03-12T19:53:00Z,91.95,9.00
2026-03-12T19:54:00Z,91.24,10.00
2026-03-12T19:55:00Z,92.12,7.84
2026-03-12T19:56:00Z,94.84,6.00
2026-03-12T19:57:00Z,94.00,5.86
2026-03-12T19:58:00Z,92.72,5.86
2026-03-12T19:59:00Z,92.67,8.83
2026-03-12T20:00:00Z,95.00,6.00
2026-03-12T20:01:00Z,95.84,4.74
2026-03-12T20:02:00Z,96.06,3.00
2026-03-12T20:03:00Z,94.56,7.04
2026-03-12T20:04:00Z,93.24,5.99
2026-03-12T20:05:00Z,93.32,6.00
2026-03-12T20:06:00Z,93.45,9.00
2026-03-12T20:07:00Z,94.00,9.93
2026-03-12T20:08:00Z,91.30,11.39
2026-03-12T20:09:00Z,89.56,8.67
2026-03-12T20:10:00Z,92.01,7.89
2026-03-12T20:11:00Z,96.99,4.38
2026-03-12T20:12:00Z,96.88,3.38
2026-03-12T20:13:00Z,96.56,3.85
2026-03-12T20:14:00Z,97.00,5.00
2026-03-12T20:15:00Z,96.23,4.99
2026-03-12T20:16:00Z,96.18,6.24
2026-03-12T20:17:00Z,97.00,6.24
2026-03-12T20:18:00Z,95.22,3.08
2026-03-12T20:19:00Z,97.94,1.26
2026-03-12T20:20:00Z,99.00,1.26
2026-03-12T20:21:00Z,99.00,1.26
2026-03-12T20:22:00Z,99.00,1.26
2026-03-12T20:23:00Z,99.00,1.26
