# event_ticker=KXATPCHALLENGERMATCH-26APR09BUERAT
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Gonzalo Bueno
# fav_player=Lucio Ratti
# dog_player=Gonzalo Bueno
# kalshi_date=2026-04-09
timestamp,Lucio Ratti,Gonzalo Bueno
2026-04-09T04:09:00Z,,76.00
2026-04-09T04:11:00Z,27.00,76.00
2026-04-09T04:20:00Z,27.00,76.00
2026-04-09T04:31:00Z,27.00,76.00
2026-04-09T05:11:00Z,24.00,76.00
2026-04-09T05:13:00Z,27.00,76.00
2026-04-09T05:34:00Z,27.00,76.00
2026-04-09T05:35:00Z,27.00,76.00
2026-04-09T05:48:00Z,27.00,76.00
2026-04-09T06:06:00Z,27.00,77.00
2026-04-09T06:07:00Z,27.00,77.00
2026-04-09T06:13:00Z,27.00,77.00
2026-04-09T06:23:00Z,27.00,77.00
2026-04-09T06:40:00Z,27.00,77.00
2026-04-09T06:50:00Z,27.00,77.00
2026-04-09T06:52:00Z,27.00,77.00
2026-04-09T07:00:00Z,27.00,77.00
2026-04-09T09:11:00Z,27.00,77.00
2026-04-09T09:23:00Z,27.00,77.00
2026-04-09T10:06:00Z,27.00,77.00
2026-04-09T10:09:00Z,27.00,77.00
2026-04-09T10:30:00Z,27.00,77.00
2026-04-09T10:34:00Z,27.00,77.00
2026-04-09T11:33:00Z,27.00,77.00
2026-04-09T11:39:00Z,27.00,77.00
2026-04-09T11:42:00Z,27.00,77.00
2026-04-09T11:43:00Z,27.00,77.00
2026-04-09T11:47:00Z,27.00,76.00
2026-04-09T12:04:00Z,27.00,75.00
2026-04-09T12:06:00Z,27.00,74.00
2026-04-09T12:14:00Z,27.00,75.00
2026-04-09T12:15:00Z,27.00,75.00
2026-04-09T12:24:00Z,27.00,75.00
2026-04-09T12:27:00Z,27.00,75.00
2026-04-09T12:29:00Z,27.00,75.00
2026-04-09T12:31:00Z,27.00,75.00
2026-04-09T12:44:00Z,27.00,75.00
2026-04-09T12:49:00Z,27.00,75.00
2026-04-09T12:52:00Z,27.00,75.00
2026-04-09T12:53:00Z,27.00,75.20
2026-04-09T12:56:00Z,27.00,76.00
2026-04-09T13:08:00Z,27.00,76.00
2026-04-09T13:12:00Z,27.00,76.00
2026-04-09T13:13:00Z,27.00,76.00
2026-04-09T13:17:00Z,27.00,75.00
2026-04-09T13:25:00Z,27.00,75.00
2026-04-09T13:28:00Z,27.00,75.00
2026-04-09T13:32:00Z,27.00,75.00
2026-04-09T13:35:00Z,27.00,75.00
2026-04-09T13:43:00Z,25.71,75.00
2026-04-09T13:54:00Z,25.71,75.00
2026-04-09T13:58:00Z,25.71,75.00
2026-04-09T14:02:00Z,25.71,74.00
2026-04-09T14:13:00Z,26.00,74.00
2026-04-09T14:16:00Z,26.00,75.00
2026-04-09T14:34:00Z,26.00,75.00
2026-04-09T14:38:00Z,26.00,76.00
2026-04-09T14:40:00Z,26.00,76.00
2026-04-09T14:47:00Z,26.00,76.00
2026-04-09T14:51:00Z,26.00,76.00
2026-04-09T14:52:00Z,26.00,76.00
2026-04-09T15:03:00Z,26.00,76.00
2026-04-09T15:05:00Z,26.00,76.00
2026-04-09T15:09:00Z,26.00,76.00
2026-04-09T15:10:00Z,26.00,76.00
2026-04-09T15:11:00Z,26.00,76.00
2026-04-09T15:12:00Z,25.00,76.00
2026-04-09T15:13:00Z,25.60,76.00
2026-04-09T15:14:00Z,29.14,73.79
2026-04-09T15:15:00Z,29.31,71.45
2026-04-09T15:16:00Z,28.75,73.69
2026-04-09T15:17:00Z,26.48,73.08
2026-04-09T15:18:00Z,21.25,77.57
2026-04-09T15:19:00Z,17.75,83.04
2026-04-09T15:20:00Z,16.60,83.04
2026-04-09T15:21:00Z,18.00,82.15
2026-04-09T15:22:00Z,20.18,81.00
2026-04-09T15:23:00Z,20.18,84.00
2026-04-09T15:24:00Z,15.64,84.04
2026-04-09T15:25:00Z,15.64,87.60
2026-04-09T15:26:00Z,11.29,89.33
2026-04-09T15:27:00Z,9.44,90.81
2026-04-09T15:28:00Z,8.22,92.00
2026-04-09T15:29:00Z,9.00,92.00
2026-04-09T15:30:00Z,8.00,92.00
2026-04-09T15:31:00Z,8.00,92.53
2026-04-09T15:32:00Z,9.46,92.00
2026-04-09T15:33:00Z,9.54,90.01
2026-04-09T15:34:00Z,10.35,90.00
2026-04-09T15:35:00Z,11.27,89.79
2026-04-09T15:36:00Z,14.54,85.09
2026-04-09T15:37:00Z,14.93,86.47
2026-04-09T15:38:00Z,13.54,85.57
2026-04-09T15:39:00Z,10.50,89.00
2026-04-09T15:40:00Z,10.00,91.00
2026-04-09T15:41:00Z,10.00,91.00
2026-04-09T15:42:00Z,9.00,91.74
2026-04-09T15:43:00Z,8.00,93.00
2026-04-09T15:44:00Z,8.00,93.00
2026-04-09T15:45:00Z,8.00,93.00
2026-04-09T15:46:00Z,6.76,94.00
2026-04-09T15:47:00Z,7.16,92.70
2026-04-09T15:48:00Z,9.00,92.00
2026-04-09T15:49:00Z,9.14,91.00
2026-04-09T15:50:00Z,11.00,90.41
2026-04-09T15:51:00Z,9.00,91.17
2026-04-09T15:52:00Z,7.99,92.99
2026-04-09T15:53:00Z,7.63,93.00
2026-04-09T15:55:00Z,7.63,92.96
2026-04-09T15:56:00Z,8.00,92.69
2026-04-09T15:57:00Z,9.35,90.82
2026-04-09T15:58:00Z,10.77,90.00
2026-04-09T15:59:00Z,10.95,89.28
2026-04-09T16:00:00Z,10.11,89.97
2026-04-09T16:01:00Z,9.00,91.09
2026-04-09T16:02:00Z,9.64,89.94
2026-04-09T16:03:00Z,10.57,90.89
