# event_ticker=KXATPCHALLENGERMATCH-26APR09BUERAT
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Gonzalo Bueno
# fav_player=Lucio Ratti
# dog_player=Gonzalo Bueno
# kalshi_date=2026-04-09
timestamp,Lucio Ratti,Gonzalo Bueno
2026-04-09T16:04:00Z,11.51,90.97
2026-04-09T16:05:00Z,9.83,91.00
2026-04-09T16:06:00Z,11.39,89.84
2026-04-09T16:07:00Z,13.60,87.77
2026-04-09T16:08:00Z,14.00,87.00
2026-04-09T16:09:00Z,11.89,87.41
2026-04-09T16:10:00Z,13.27,87.41
2026-04-09T16:11:00Z,11.86,86.78
2026-04-09T16:12:00Z,17.89,86.85
2026-04-09T16:13:00Z,18.65,83.43
2026-04-09T16:14:00Z,15.19,86.66
2026-04-09T16:15:00Z,17.92,84.41
2026-04-09T16:16:00Z,12.67,87.95
2026-04-09T16:17:00Z,12.78,89.43
2026-04-09T16:18:00Z,11.76,89.74
2026-04-09T16:19:00Z,10.92,90.15
2026-04-09T16:20:00Z,9.74,91.39
2026-04-09T16:21:00Z,9.44,92.42
2026-04-09T16:22:00Z,9.65,90.91
2026-04-09T16:23:00Z,8.57,91.45
2026-04-09T16:24:00Z,8.47,92.24
2026-04-09T16:25:00Z,8.81,92.58
2026-04-09T16:26:00Z,9.50,92.94
2026-04-09T16:27:00Z,4.89,95.80
2026-04-09T16:28:00Z,5.82,95.70
2026-04-09T16:29:00Z,3.88,96.18
2026-04-09T16:30:00Z,3.02,96.61
2026-04-09T16:31:00Z,2.83,97.89
2026-04-09T16:32:00Z,2.22,98.02
2026-04-09T16:33:00Z,1.79,98.90
2026-04-09T16:34:00Z,2.69,98.55
2026-04-09T16:35:00Z,1.00,99.00
2026-04-09T16:36:00Z,1.00,99.00
2026-04-09T16:37:00Z,1.00,99.00
2026-04-09T16:38:00Z,1.00,99.00
2026-04-09T16:39:00Z,1.00,99.00
2026-04-09T16:41:00Z,1.00,99.00
