# event_ticker=KXATPCHALLENGERMATCH-26MAY11JONRAW
# final_score=6-4 7-6(3)
# score_resolution=6-4 7-6
# match_winner=Maximus Jones
# fav_player=Maximus Jones
# dog_player=Sidharth Rawat
# kalshi_date=2026-05-11
timestamp,Maximus Jones,Sidharth Rawat
2026-05-11T05:03:00Z,70.00,32.00
2026-05-11T05:06:00Z,70.00,32.00
2026-05-11T05:08:00Z,70.00,30.00
2026-05-11T05:11:00Z,70.00,31.00
2026-05-11T05:14:00Z,70.00,31.00
2026-05-11T05:15:00Z,70.00,31.00
2026-05-11T05:16:00Z,70.00,31.00
2026-05-11T05:17:00Z,70.00,31.00
2026-05-11T05:23:00Z,70.00,31.00
2026-05-11T05:27:00Z,68.00,32.00
2026-05-11T05:28:00Z,69.00,32.00
2026-05-11T05:36:00Z,69.00,32.00
2026-05-11T05:37:00Z,69.00,32.00
2026-05-11T05:39:00Z,68.00,32.00
2026-05-11T05:40:00Z,68.00,32.00
2026-05-11T05:42:00Z,68.00,32.00
2026-05-11T05:48:00Z,69.00,32.55
2026-05-11T05:49:00Z,69.00,33.00
2026-05-11T05:59:00Z,69.00,33.00
2026-05-11T06:04:00Z,69.00,33.97
2026-05-11T06:07:00Z,68.00,33.97
2026-05-11T06:12:00Z,68.00,33.97
2026-05-11T06:16:00Z,68.00,34.00
2026-05-11T06:19:00Z,69.00,34.00
2026-05-11T06:20:00Z,69.00,34.00
2026-05-11T06:26:00Z,69.00,34.00
2026-05-11T06:33:00Z,69.00,34.00
2026-05-11T06:34:00Z,69.00,33.00
2026-05-11T06:36:00Z,69.00,33.00
2026-05-11T06:50:00Z,69.00,33.00
2026-05-11T06:54:00Z,69.00,33.00
2026-05-11T07:06:00Z,69.00,33.00
2026-05-11T07:19:00Z,69.00,33.00
2026-05-11T07:25:00Z,69.00,33.00
2026-05-11T07:27:00Z,69.00,33.00
2026-05-11T07:28:00Z,69.00,33.00
2026-05-11T07:32:00Z,69.00,33.00
2026-05-11T07:46:00Z,69.00,32.00
2026-05-11T07:50:00Z,69.00,32.00
2026-05-11T07:55:00Z,69.00,32.00
2026-05-11T07:59:00Z,69.00,32.00
2026-05-11T08:26:00Z,69.00,32.00
2026-05-11T08:32:00Z,69.00,33.00
2026-05-11T08:33:00Z,69.00,33.00
2026-05-11T08:36:00Z,69.00,33.00
2026-05-11T08:51:00Z,69.00,33.00
2026-05-11T08:57:00Z,69.00,33.00
2026-05-11T09:15:00Z,69.00,33.00
2026-05-11T09:21:00Z,69.00,33.00
2026-05-11T09:22:00Z,69.00,33.00
2026-05-11T09:29:00Z,69.00,33.00
2026-05-11T09:30:00Z,68.00,36.00
2026-05-11T09:31:00Z,62.72,38.08
2026-05-11T09:32:00Z,61.00,38.17
2026-05-11T09:33:00Z,67.41,35.08
2026-05-11T09:34:00Z,68.00,32.85
2026-05-11T09:35:00Z,68.58,32.85
2026-05-11T09:36:00Z,69.45,32.85
2026-05-11T09:37:00Z,70.00,30.00
2026-05-11T09:38:00Z,73.00,27.71
2026-05-11T09:39:00Z,67.00,35.00
2026-05-11T09:40:00Z,70.00,31.00
2026-05-11T09:41:00Z,70.02,31.00
2026-05-11T09:42:00Z,70.05,31.00
2026-05-11T09:43:00Z,64.00,31.00
2026-05-11T09:44:00Z,67.97,32.53
2026-05-11T09:45:00Z,70.00,32.53
2026-05-11T09:46:00Z,69.00,32.53
2026-05-11T09:47:00Z,68.00,32.00
2026-05-11T09:48:00Z,66.00,33.00
2026-05-11T09:49:00Z,67.00,33.00
2026-05-11T09:50:00Z,68.00,35.00
2026-05-11T09:51:00Z,68.00,35.00
2026-05-11T09:53:00Z,68.00,33.00
2026-05-11T09:54:00Z,73.51,25.76
2026-05-11T09:55:00Z,77.08,24.03
2026-05-11T09:56:00Z,78.87,20.90
2026-05-11T09:57:00Z,80.00,17.16
2026-05-11T09:58:00Z,83.00,17.50
2026-05-11T09:59:00Z,83.07,18.89
2026-05-11T10:00:00Z,82.00,20.37
2026-05-11T10:01:00Z,80.26,18.00
2026-05-11T10:02:00Z,81.45,19.43
2026-05-11T10:03:00Z,78.34,22.30
2026-05-11T10:04:00Z,74.68,27.20
2026-05-11T10:05:00Z,67.05,27.20
2026-05-11T10:06:00Z,68.70,27.20
2026-05-11T10:07:00Z,67.98,34.87
2026-05-11T10:08:00Z,66.08,32.00
2026-05-11T10:09:00Z,75.63,26.06
2026-05-11T10:10:00Z,80.65,17.84
2026-05-11T10:11:00Z,75.91,24.65
2026-05-11T10:12:00Z,68.67,31.00
2026-05-11T10:13:00Z,67.00,32.98
2026-05-11T10:14:00Z,67.30,33.61
2026-05-11T10:15:00Z,71.83,31.09
2026-05-11T10:16:00Z,69.76,28.59
2026-05-11T10:17:00Z,77.16,23.63
2026-05-11T10:18:00Z,78.68,21.81
2026-05-11T10:19:00Z,84.00,15.63
2026-05-11T10:20:00Z,84.00,15.40
2026-05-11T10:21:00Z,85.00,16.00
2026-05-11T10:22:00Z,85.00,16.00
2026-05-11T10:24:00Z,84.00,17.00
2026-05-11T10:26:00Z,83.64,17.00
2026-05-11T10:27:00Z,79.00,20.00
2026-05-11T10:28:00Z,75.00,25.85
2026-05-11T10:29:00Z,75.00,28.26
2026-05-11T10:30:00Z,68.81,30.17
2026-05-11T10:31:00Z,66.75,32.00
2026-05-11T10:32:00Z,65.34,37.00
2026-05-11T10:33:00Z,68.55,32.89
2026-05-11T10:34:00Z,69.00,32.89
2026-05-11T10:35:00Z,69.00,32.00
2026-05-11T10:36:00Z,67.00,32.63
2026-05-11T10:37:00Z,62.98,35.97
2026-05-11T10:38:00Z,62.00,37.00
2026-05-11T10:39:00Z,64.87,35.00
2026-05-11T10:40:00Z,65.72,35.00
2026-05-11T10:41:00Z,63.17,36.98
2026-05-11T10:42:00Z,63.00,36.98
2026-05-11T10:43:00Z,63.44,36.98
2026-05-11T10:44:00Z,60.04,39.00
2026-05-11T10:45:00Z,61.50,38.82
2026-05-11T10:46:00Z,65.30,35.72
2026-05-11T10:47:00Z,66.00,34.63
2026-05-11T10:49:00Z,64.00,38.00
2026-05-11T10:50:00Z,64.81,34.80
2026-05-11T10:51:00Z,69.30,32.32
2026-05-11T10:52:00Z,78.54,21.86
2026-05-11T10:53:00Z,81.77,15.19
2026-05-11T10:54:00Z,83.72,16.07
2026-05-11T10:55:00Z,84.04,15.16
2026-05-11T10:56:00Z,84.59,15.78
2026-05-11T10:57:00Z,85.59,15.50
2026-05-11T10:58:00Z,81.48,20.44
2026-05-11T10:59:00Z,79.25,20.44
2026-05-11T11:00:00Z,83.66,16.00
2026-05-11T11:01:00Z,82.10,16.00
2026-05-11T11:02:00Z,84.92,14.36
2026-05-11T11:03:00Z,86.00,13.10
2026-05-11T11:04:00Z,86.02,15.33
2026-05-11T11:05:00Z,79.00,20.43
2026-05-11T11:06:00Z,81.00,19.32
2026-05-11T11:07:00Z,78.93,25.83
2026-05-11T11:08:00Z,79.23,21.94
2026-05-11T11:09:00Z,82.79,18.64
2026-05-11T11:10:00Z,83.22,16.94
2026-05-11T11:11:00Z,80.37,19.99
2026-05-11T11:12:00Z,79.74,18.36
2026-05-11T11:13:00Z,86.65,14.73
2026-05-11T11:14:00Z,84.19,14.34
2026-05-11T11:15:00Z,92.04,6.23
2026-05-11T11:16:00Z,94.08,10.86
2026-05-11T11:17:00Z,87.29,11.58
2026-05-11T11:18:00Z,89.70,10.35
2026-05-11T11:19:00Z,96.68,4.53
2026-05-11T11:20:00Z,98.73,1.53
2026-05-11T11:21:00Z,99.00,1.53
2026-05-11T11:22:00Z,99.00,1.53
