# event_ticker=KXATPCHALLENGERMATCH-26MAY11JONRAW
# final_score=6-4 7-6(3)
# score_resolution=6-4 7-6
# match_winner=Maximus Jones
# fav_player=Maximus Jones
# dog_player=Sidharth Rawat
# kalshi_date=2026-05-11
timestamp,Maximus Jones,Sidharth Rawat
2026-05-10T21:40:00Z,,30.00
2026-05-10T22:02:00Z,70.00,30.00
2026-05-10T22:03:00Z,70.00,30.00
2026-05-10T22:13:00Z,70.00,30.00
2026-05-10T22:26:00Z,70.00,30.00
2026-05-10T22:57:00Z,70.00,30.00
2026-05-10T23:27:00Z,70.00,33.00
2026-05-10T23:48:00Z,70.00,33.00
2026-05-10T23:51:00Z,70.00,33.00
2026-05-10T23:53:00Z,70.00,33.00
2026-05-11T00:04:00Z,70.00,33.00
2026-05-11T00:18:00Z,70.00,32.00
2026-05-11T00:24:00Z,66.00,32.00
2026-05-11T00:43:00Z,69.00,32.00
2026-05-11T00:51:00Z,69.00,32.00
2026-05-11T01:57:00Z,69.64,32.00
2026-05-11T02:18:00Z,70.00,32.00
2026-05-11T02:20:00Z,70.00,32.00
2026-05-11T02:21:00Z,70.00,32.00
2026-05-11T02:23:00Z,70.00,32.00
2026-05-11T02:30:00Z,69.00,32.00
2026-05-11T02:31:00Z,70.00,32.00
2026-05-11T02:33:00Z,69.00,32.00
2026-05-11T02:34:00Z,68.00,32.00
2026-05-11T02:35:00Z,69.00,32.00
2026-05-11T02:37:00Z,69.00,32.00
2026-05-11T02:39:00Z,69.00,32.00
2026-05-11T02:40:00Z,70.00,32.00
2026-05-11T02:41:00Z,69.00,32.00
2026-05-11T02:47:00Z,69.00,32.00
2026-05-11T02:53:00Z,70.00,32.00
2026-05-11T03:00:00Z,70.00,32.00
2026-05-11T03:05:00Z,70.00,32.00
2026-05-11T03:09:00Z,70.00,32.00
2026-05-11T03:15:00Z,70.00,32.00
2026-05-11T03:17:00Z,70.00,32.00
2026-05-11T03:20:00Z,70.00,32.00
2026-05-11T03:23:00Z,70.00,32.00
2026-05-11T03:24:00Z,70.00,32.00
2026-05-11T03:27:00Z,70.00,32.00
2026-05-11T03:31:00Z,70.00,32.00
2026-05-11T03:40:00Z,70.00,32.00
2026-05-11T03:44:00Z,70.00,32.00
2026-05-11T03:54:00Z,70.00,32.00
2026-05-11T04:09:00Z,70.00,32.00
2026-05-11T04:10:00Z,70.00,30.76
2026-05-11T04:11:00Z,70.00,31.00
2026-05-11T04:14:00Z,70.00,31.00
2026-05-11T04:16:00Z,70.00,31.00
2026-05-11T04:21:00Z,70.00,31.00
2026-05-11T04:25:00Z,70.00,31.00
2026-05-11T04:29:00Z,70.00,31.00
2026-05-11T04:37:00Z,70.00,31.00
2026-05-11T04:39:00Z,70.00,31.00
2026-05-11T04:43:00Z,69.00,31.00
2026-05-11T04:44:00Z,68.00,31.79
2026-05-11T04:46:00Z,68.00,32.00
2026-05-11T04:47:00Z,69.00,32.00
2026-05-11T04:49:00Z,70.00,32.00
2026-05-11T04:52:00Z,70.00,32.00
2026-05-11T04:59:00Z,70.00,32.00
2026-05-11T05:00:00Z,70.00,32.00
