# event_ticker=KXATPMATCH-25OCT27MPEDIM
# final_score=7-6(5) 6-1
# score_resolution=6-7 1-6
# match_winner=Grigor Dimitrov
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Grigor Dimitrov
# kalshi_date=2025-10-27
timestamp,Giovanni Mpetshi Perricard,Grigor Dimitrov
2025-10-27T06:40:00Z,58.00,
2025-10-27T06:54:00Z,58.00,
2025-10-27T07:03:00Z,58.00,
2025-10-27T07:07:00Z,58.00,
2025-10-27T07:20:00Z,58.00,
2025-10-27T07:45:00Z,58.00,
2025-10-27T07:55:00Z,58.00,43.00
2025-10-27T08:54:00Z,58.00,43.00
2025-10-27T09:01:00Z,58.00,43.00
2025-10-27T09:09:00Z,58.00,43.00
2025-10-27T09:11:00Z,58.00,43.00
2025-10-27T09:25:00Z,58.00,43.00
2025-10-27T10:06:00Z,58.00,43.00
2025-10-27T11:28:00Z,58.00,43.00
2025-10-27T11:58:00Z,59.00,43.00
2025-10-27T12:04:00Z,59.00,43.00
2025-10-27T12:20:00Z,59.00,43.00
2025-10-27T12:23:00Z,59.00,43.00
2025-10-27T12:42:00Z,59.00,43.00
2025-10-27T12:50:00Z,59.00,43.00
2025-10-27T12:55:00Z,58.00,43.00
2025-10-27T12:57:00Z,59.00,43.00
2025-10-27T13:01:00Z,59.00,43.00
2025-10-27T13:09:00Z,59.00,43.00
2025-10-27T13:11:00Z,59.00,43.00
2025-10-27T13:17:00Z,59.00,43.00
2025-10-27T13:21:00Z,59.00,43.00
2025-10-27T13:31:00Z,59.00,43.00
2025-10-27T13:42:00Z,59.00,43.00
2025-10-27T13:46:00Z,59.00,43.00
2025-10-27T13:47:00Z,59.00,43.00
2025-10-27T13:56:00Z,59.00,43.00
2025-10-27T14:08:00Z,59.00,43.00
2025-10-27T14:09:00Z,59.00,43.00
2025-10-27T14:21:00Z,59.00,44.00
2025-10-27T14:22:00Z,59.00,44.00
2025-10-27T14:24:00Z,59.00,44.00
2025-10-27T14:27:00Z,59.00,44.00
2025-10-27T14:29:00Z,59.00,44.00
2025-10-27T14:38:00Z,59.00,44.00
2025-10-27T14:40:00Z,59.00,44.00
2025-10-27T14:54:00Z,59.00,44.00
2025-10-27T15:06:00Z,59.00,44.00
2025-10-27T15:11:00Z,59.00,44.00
2025-10-27T15:16:00Z,59.00,44.00
2025-10-27T15:19:00Z,59.00,44.00
2025-10-27T15:21:00Z,59.00,44.00
2025-10-27T15:24:00Z,59.00,44.00
2025-10-27T15:26:00Z,59.00,44.00
2025-10-27T15:27:00Z,59.00,44.00
2025-10-27T15:28:00Z,59.00,44.00
2025-10-27T15:31:00Z,59.00,44.00
2025-10-27T15:32:00Z,59.00,43.00
2025-10-27T15:33:00Z,59.00,43.00
2025-10-27T15:34:00Z,59.00,43.00
2025-10-27T15:35:00Z,59.00,43.00
2025-10-27T15:36:00Z,59.00,43.00
2025-10-27T15:37:00Z,59.00,43.00
2025-10-27T15:38:00Z,59.00,43.00
2025-10-27T15:42:00Z,59.00,43.00
2025-10-27T15:43:00Z,59.00,43.00
2025-10-27T15:44:00Z,59.00,43.00
2025-10-27T15:50:00Z,59.00,43.00
2025-10-27T15:54:00Z,59.00,43.00
2025-10-27T15:56:00Z,59.00,43.00
2025-10-27T16:02:00Z,59.00,43.00
2025-10-27T16:04:00Z,59.00,43.00
2025-10-27T16:05:00Z,59.00,41.00
2025-10-27T16:09:00Z,59.00,41.00
2025-10-27T16:11:00Z,59.00,42.00
2025-10-27T16:12:00Z,59.00,42.00
2025-10-27T16:16:00Z,59.00,42.00
2025-10-27T16:17:00Z,59.00,42.00
2025-10-27T16:18:00Z,59.00,42.00
2025-10-27T16:20:00Z,59.00,42.00
2025-10-27T16:25:00Z,59.00,42.00
2025-10-27T16:26:00Z,59.00,42.00
2025-10-27T16:28:00Z,59.00,42.00
2025-10-27T16:30:00Z,59.00,42.00
2025-10-27T16:31:00Z,59.00,42.00
2025-10-27T16:33:00Z,59.00,42.00
2025-10-27T16:34:00Z,59.00,42.00
2025-10-27T16:38:00Z,59.00,42.00
2025-10-27T16:39:00Z,59.00,42.00
2025-10-27T16:40:00Z,59.00,42.00
2025-10-27T16:42:00Z,59.00,42.00
2025-10-27T16:44:00Z,59.00,42.00
2025-10-27T16:45:00Z,59.00,42.00
2025-10-27T16:46:00Z,60.00,42.00
2025-10-27T16:47:00Z,59.85,42.00
2025-10-27T16:48:00Z,60.00,42.00
2025-10-27T16:49:00Z,60.00,42.00
2025-10-27T16:50:00Z,60.00,42.00
2025-10-27T16:51:00Z,60.00,42.00
2025-10-27T16:52:00Z,60.00,42.00
2025-10-27T16:53:00Z,60.00,42.00
2025-10-27T16:54:00Z,59.75,42.00
2025-10-27T16:55:00Z,60.00,42.00
2025-10-27T16:56:00Z,60.00,42.00
2025-10-27T16:57:00Z,60.00,42.00
2025-10-27T16:58:00Z,60.00,42.00
2025-10-27T16:59:00Z,60.00,42.00
2025-10-27T17:02:00Z,60.00,42.00
2025-10-27T17:03:00Z,60.00,42.00
2025-10-27T17:04:00Z,60.00,41.00
2025-10-27T17:05:00Z,60.00,41.00
2025-10-27T17:07:00Z,60.00,41.00
2025-10-27T17:08:00Z,59.02,42.00
2025-10-27T17:09:00Z,59.00,42.00
2025-10-27T17:10:00Z,59.00,42.00
2025-10-27T17:11:00Z,59.00,42.00
2025-10-27T17:12:00Z,59.00,42.00
2025-10-27T17:13:00Z,59.00,42.00
2025-10-27T17:15:00Z,59.75,42.00
2025-10-27T17:16:00Z,59.75,42.00
2025-10-27T17:17:00Z,59.00,42.00
2025-10-27T17:18:00Z,59.74,42.00
2025-10-27T17:19:00Z,59.74,42.00
2025-10-27T17:20:00Z,60.00,42.00
2025-10-27T17:21:00Z,60.00,42.00
2025-10-27T17:22:00Z,60.00,42.00
2025-10-27T17:23:00Z,60.00,42.00
2025-10-27T17:24:00Z,60.00,42.00
2025-10-27T17:25:00Z,59.37,42.00
2025-10-27T17:26:00Z,60.00,42.00
2025-10-27T17:27:00Z,60.00,42.00
2025-10-27T17:28:00Z,60.00,42.00
2025-10-27T17:29:00Z,60.00,42.00
2025-10-27T17:30:00Z,59.79,42.00
2025-10-27T17:31:00Z,59.79,42.00
2025-10-27T17:32:00Z,59.79,42.00
2025-10-27T17:33:00Z,60.00,42.00
2025-10-27T17:36:00Z,60.00,42.00
2025-10-27T17:37:00Z,60.00,42.00
2025-10-27T17:38:00Z,60.00,42.00
2025-10-27T17:39:00Z,59.00,42.00
2025-10-27T17:40:00Z,60.00,42.00
2025-10-27T17:41:00Z,60.00,42.00
2025-10-27T17:42:00Z,60.00,42.00
2025-10-27T17:43:00Z,60.00,42.00
2025-10-27T17:44:00Z,60.00,42.00
2025-10-27T17:45:00Z,60.00,42.00
2025-10-27T17:46:00Z,59.00,42.00
2025-10-27T17:47:00Z,60.00,42.00
2025-10-27T17:48:00Z,60.00,42.00
2025-10-27T17:49:00Z,60.00,42.00
2025-10-27T17:50:00Z,60.00,42.00
2025-10-27T17:51:00Z,60.00,42.00
2025-10-27T17:52:00Z,60.00,42.00
2025-10-27T17:53:00Z,60.00,42.00
2025-10-27T17:54:00Z,60.00,42.00
2025-10-27T17:55:00Z,60.00,42.00
2025-10-27T17:56:00Z,60.00,42.00
2025-10-27T17:57:00Z,60.00,42.00
2025-10-27T17:58:00Z,60.00,42.00
2025-10-27T17:59:00Z,60.00,42.00
2025-10-27T18:00:00Z,60.00,42.00
2025-10-27T18:01:00Z,60.00,42.00
2025-10-27T18:03:00Z,60.00,42.00
2025-10-27T18:04:00Z,59.55,42.00
2025-10-27T18:05:00Z,60.00,42.00
2025-10-27T18:06:00Z,59.99,42.00
2025-10-27T18:07:00Z,60.00,42.00
2025-10-27T18:08:00Z,60.00,43.83
2025-10-27T18:09:00Z,60.00,43.47
2025-10-27T18:10:00Z,58.84,41.21
2025-10-27T18:11:00Z,59.15,41.79
2025-10-27T18:12:00Z,57.96,42.33
2025-10-27T18:13:00Z,58.00,43.00
2025-10-27T18:14:00Z,57.09,42.84
2025-10-27T18:15:00Z,56.05,45.47
2025-10-27T18:16:00Z,55.55,46.84
2025-10-27T18:17:00Z,55.42,46.58
2025-10-27T18:18:00Z,54.26,46.18
2025-10-27T18:19:00Z,53.29,46.78
2025-10-27T18:20:00Z,51.75,51.60
2025-10-27T18:21:00Z,48.35,50.21
2025-10-27T18:22:00Z,52.51,48.00
2025-10-27T18:23:00Z,52.46,49.27
2025-10-27T18:24:00Z,51.05,48.08
2025-10-27T18:25:00Z,53.20,45.66
2025-10-27T18:26:00Z,54.63,45.82
2025-10-27T18:27:00Z,54.98,46.72
2025-10-27T18:28:00Z,53.98,47.82
2025-10-27T18:29:00Z,53.60,49.29
2025-10-27T18:30:00Z,53.94,47.89
2025-10-27T18:31:00Z,56.97,46.25
2025-10-27T18:32:00Z,55.97,46.91
2025-10-27T18:33:00Z,49.80,54.48
2025-10-27T18:34:00Z,48.24,55.05
2025-10-27T18:35:00Z,50.45,50.56
2025-10-27T18:36:00Z,55.25,45.59
2025-10-27T18:37:00Z,58.65,43.59
2025-10-27T18:38:00Z,62.52,38.27
2025-10-27T18:39:00Z,59.94,39.92
2025-10-27T18:40:00Z,54.58,48.48
2025-10-27T18:41:00Z,56.16,45.91
2025-10-27T18:42:00Z,55.18,46.02
2025-10-27T18:43:00Z,56.68,47.09
2025-10-27T18:44:00Z,53.02,47.99
2025-10-27T18:45:00Z,53.33,47.34
2025-10-27T18:46:00Z,52.25,49.16
2025-10-27T18:47:00Z,54.82,46.63
2025-10-27T18:48:00Z,54.98,45.50
2025-10-27T18:49:00Z,53.90,47.60
2025-10-27T18:50:00Z,52.51,47.93
2025-10-27T18:51:00Z,52.00,47.76
2025-10-27T18:52:00Z,52.71,48.25
2025-10-27T18:53:00Z,51.57,49.68
2025-10-27T18:54:00Z,52.82,49.00
2025-10-27T18:55:00Z,53.28,48.08
2025-10-27T18:56:00Z,56.94,45.80
2025-10-27T18:57:00Z,54.67,45.69
2025-10-27T18:58:00Z,51.87,46.43
2025-10-27T18:59:00Z,51.59,48.19
2025-10-27T19:00:00Z,52.68,48.01
2025-10-27T19:01:00Z,52.18,47.51
2025-10-27T19:02:00Z,55.00,47.00
2025-10-27T19:03:00Z,54.66,47.14
2025-10-27T19:04:00Z,53.08,48.86
2025-10-27T19:05:00Z,55.53,48.07
2025-10-27T19:06:00Z,52.81,47.57
2025-10-27T19:07:00Z,52.29,48.14
2025-10-27T19:08:00Z,53.77,47.75
2025-10-27T19:09:00Z,53.84,46.98
2025-10-27T19:10:00Z,50.78,51.26
2025-10-27T19:11:00Z,45.38,56.36
2025-10-27T19:12:00Z,37.28,61.98
2025-10-27T19:13:00Z,35.52,63.83
2025-10-27T19:14:00Z,33.95,67.58
2025-10-27T19:15:00Z,40.97,57.51
2025-10-27T19:16:00Z,34.12,66.33
2025-10-27T19:17:00Z,29.98,69.60
2025-10-27T19:18:00Z,29.42,70.79
2025-10-27T19:19:00Z,29.48,71.00
2025-10-27T19:20:00Z,28.84,73.56
2025-10-27T19:21:00Z,27.97,73.73
2025-10-27T19:22:00Z,25.07,78.70
2025-10-27T19:23:00Z,9.51,89.42
2025-10-27T19:24:00Z,9.09,91.72
2025-10-27T19:25:00Z,6.35,93.98
2025-10-27T19:26:00Z,6.98,94.00
2025-10-27T19:27:00Z,7.47,93.06
2025-10-27T19:28:00Z,5.69,94.31
2025-10-27T19:29:00Z,2.63,97.29
2025-10-27T19:30:00Z,2.02,98.06
2025-10-27T19:31:00Z,1.80,98.53
2025-10-27T19:32:00Z,1.84,98.80
2025-10-27T19:33:00Z,1.95,98.52
2025-10-27T19:34:00Z,3.56,97.47
2025-10-27T19:35:00Z,2.95,98.41
2025-10-27T19:36:00Z,1.00,98.99
2025-10-27T19:37:00Z,1.00,99.00
2025-10-27T19:38:00Z,1.16,99.00
2025-10-27T19:39:00Z,1.71,99.00
2025-10-27T19:40:00Z,1.19,99.00
2025-10-27T19:41:00Z,1.43,99.00
2025-10-27T19:42:00Z,1.43,99.00
2025-10-27T19:43:00Z,1.43,99.00
2025-10-27T19:45:00Z,1.00,99.00
2025-10-27T19:46:00Z,1.00,99.00
