# event_ticker=KXATPCHALLENGERMATCH-26FEB12BLABOL
# final_score=7-5 6-3
# match_winner=Alex Bolt
# fav_player=Alex Bolt
# dog_player=Darwin Blanch
# kalshi_date=2026-02-12
timestamp,Alex Bolt,Darwin Blanch
2026-02-12T16:05:00Z,51.00,
2026-02-12T16:34:00Z,51.00,
2026-02-12T17:02:00Z,51.00,51.00
2026-02-12T17:03:00Z,51.00,51.00
2026-02-12T17:08:00Z,51.00,51.00
2026-02-12T17:17:00Z,51.00,52.00
2026-02-12T17:44:00Z,51.00,52.00
2026-02-12T18:10:00Z,51.00,52.00
2026-02-12T18:19:00Z,51.00,52.00
2026-02-12T18:20:00Z,51.00,52.00
2026-02-12T18:35:00Z,51.00,51.15
2026-02-12T18:36:00Z,51.00,52.00
2026-02-12T18:44:00Z,51.00,52.00
2026-02-12T18:46:00Z,50.00,52.00
2026-02-12T18:47:00Z,48.00,52.00
2026-02-12T19:05:00Z,48.00,52.00
2026-02-12T19:18:00Z,48.00,52.00
2026-02-12T19:30:00Z,51.00,52.00
2026-02-12T19:43:00Z,51.00,52.00
2026-02-12T19:44:00Z,51.00,52.00
2026-02-12T20:18:00Z,51.00,52.00
2026-02-12T20:37:00Z,51.00,52.00
2026-02-12T20:39:00Z,51.00,52.00
2026-02-12T20:42:00Z,51.00,52.00
2026-02-12T20:44:00Z,51.00,52.00
2026-02-12T20:46:00Z,51.00,52.00
2026-02-12T20:51:00Z,51.00,52.00
2026-02-12T20:55:00Z,51.00,52.00
2026-02-12T21:07:00Z,51.00,52.00
2026-02-12T21:08:00Z,51.00,52.00
2026-02-12T21:13:00Z,51.00,52.00
2026-02-12T21:22:00Z,51.00,52.00
2026-02-12T21:25:00Z,51.00,52.00
2026-02-12T21:31:00Z,51.00,52.00
2026-02-12T21:32:00Z,51.00,52.00
2026-02-12T21:34:00Z,51.00,52.00
2026-02-12T21:35:00Z,51.00,52.00
2026-02-12T21:39:00Z,51.00,52.00
2026-02-12T21:40:00Z,51.00,52.00
2026-02-12T21:41:00Z,51.00,51.00
2026-02-12T21:42:00Z,51.53,51.00
2026-02-12T21:45:00Z,51.53,50.00
2026-02-12T21:50:00Z,51.00,50.00
2026-02-12T21:51:00Z,51.00,50.00
2026-02-12T21:56:00Z,51.00,50.00
2026-02-12T22:07:00Z,51.00,50.00
2026-02-12T22:11:00Z,51.89,50.00
2026-02-12T22:16:00Z,52.00,50.00
2026-02-12T22:17:00Z,52.00,50.00
2026-02-12T22:20:00Z,51.00,50.00
2026-02-12T22:23:00Z,51.97,50.00
2026-02-12T22:26:00Z,52.00,50.00
2026-02-12T22:32:00Z,52.00,50.00
2026-02-12T22:35:00Z,52.00,50.00
2026-02-12T22:41:00Z,52.00,50.00
2026-02-12T22:44:00Z,52.00,50.00
2026-02-12T22:48:00Z,52.00,50.00
2026-02-12T22:50:00Z,52.00,50.00
2026-02-12T22:56:00Z,52.00,50.00
2026-02-12T22:59:00Z,52.00,50.00
2026-02-12T23:03:00Z,52.00,50.00
2026-02-12T23:09:00Z,52.00,50.00
