# event_ticker=KXATPCHALLENGERMATCH-26MAY05BOLSUN
# final_score=6-7(7) 6-3 6-3
# score_resolution=6-7 6-3 6-3
# match_winner=Fajing Sun
# fav_player=Fajing Sun
# dog_player=Alex Bolt
# kalshi_date=2026-05-05
timestamp,Alex Bolt,Fajing Sun
2026-05-04T18:03:00Z,56.00,
2026-05-04T18:32:00Z,56.00,46.00
2026-05-04T18:41:00Z,56.00,47.00
2026-05-04T18:52:00Z,56.00,46.00
2026-05-04T19:57:00Z,54.00,46.00
2026-05-04T20:22:00Z,55.00,46.00
2026-05-04T20:30:00Z,55.00,46.00
2026-05-04T20:33:00Z,55.00,46.00
2026-05-04T20:34:00Z,55.00,46.00
2026-05-04T20:41:00Z,55.00,46.00
2026-05-04T20:45:00Z,55.00,46.00
2026-05-04T21:18:00Z,55.00,46.00
2026-05-04T21:27:00Z,55.00,46.00
2026-05-04T21:34:00Z,55.00,46.00
2026-05-04T21:36:00Z,55.00,46.00
2026-05-04T21:43:00Z,55.00,46.00
2026-05-04T21:51:00Z,55.00,44.00
2026-05-04T21:57:00Z,55.00,44.00
2026-05-04T22:31:00Z,55.00,45.00
2026-05-04T23:27:00Z,55.00,45.00
2026-05-04T23:37:00Z,55.00,45.00
2026-05-05T00:02:00Z,55.00,46.00
2026-05-05T00:37:00Z,55.00,46.00
2026-05-05T00:43:00Z,55.00,46.00
2026-05-05T00:55:00Z,55.00,46.00
2026-05-05T01:05:00Z,55.00,46.00
2026-05-05T01:09:00Z,55.00,47.00
2026-05-05T01:18:00Z,55.00,47.00
2026-05-05T01:20:00Z,55.00,47.41
2026-05-05T01:21:00Z,55.00,48.00
2026-05-05T01:43:00Z,55.00,48.00
2026-05-05T01:44:00Z,55.00,48.00
2026-05-05T01:54:00Z,55.00,48.00
2026-05-05T02:03:00Z,55.00,48.00
2026-05-05T02:06:00Z,54.00,48.00
2026-05-05T02:07:00Z,54.00,48.00
2026-05-05T02:12:00Z,54.00,48.00
2026-05-05T02:17:00Z,54.00,48.00
2026-05-05T02:20:00Z,54.00,48.00
2026-05-05T02:23:00Z,54.00,48.00
2026-05-05T02:27:00Z,54.00,47.00
2026-05-05T02:28:00Z,54.00,47.00
2026-05-05T02:30:00Z,54.00,47.00
2026-05-05T02:31:00Z,54.00,47.00
2026-05-05T02:35:00Z,54.00,47.00
2026-05-05T02:37:00Z,54.00,47.00
2026-05-05T02:49:00Z,54.00,47.00
2026-05-05T02:50:00Z,54.00,47.00
2026-05-05T02:59:00Z,54.00,47.00
2026-05-05T03:00:00Z,54.00,47.00
2026-05-05T03:02:00Z,54.00,47.00
2026-05-05T03:03:00Z,54.00,47.00
2026-05-05T03:07:00Z,54.00,47.00
2026-05-05T03:09:00Z,54.00,47.00
2026-05-05T03:12:00Z,54.00,47.00
2026-05-05T03:22:00Z,54.00,47.38
2026-05-05T03:25:00Z,54.00,47.38
2026-05-05T03:31:00Z,54.00,47.00
2026-05-05T03:33:00Z,54.00,47.00
2026-05-05T03:38:00Z,54.93,47.00
2026-05-05T03:42:00Z,54.93,47.00
2026-05-05T03:48:00Z,55.00,47.00
2026-05-05T03:54:00Z,54.00,47.00
2026-05-05T03:55:00Z,54.00,47.00
2026-05-05T03:58:00Z,54.00,47.00
2026-05-05T04:00:00Z,54.00,47.00
2026-05-05T04:01:00Z,54.00,47.00
2026-05-05T04:02:00Z,54.00,47.00
2026-05-05T04:04:00Z,54.00,47.00
2026-05-05T04:08:00Z,55.00,47.00
2026-05-05T04:10:00Z,53.00,47.00
2026-05-05T04:11:00Z,53.00,48.00
2026-05-05T04:14:00Z,53.00,48.00
2026-05-05T04:15:00Z,53.00,48.00
2026-05-05T04:19:00Z,53.00,48.00
2026-05-05T04:21:00Z,53.00,48.00
2026-05-05T04:23:00Z,53.00,48.00
2026-05-05T04:24:00Z,54.00,48.00
2026-05-05T04:25:00Z,54.00,48.00
2026-05-05T04:26:00Z,54.00,48.00
2026-05-05T04:27:00Z,54.00,48.00
2026-05-05T04:28:00Z,54.00,48.00
2026-05-05T04:29:00Z,54.00,48.00
2026-05-05T04:30:00Z,54.00,48.00
2026-05-05T04:31:00Z,54.00,48.00
2026-05-05T04:33:00Z,54.00,48.00
2026-05-05T04:34:00Z,53.52,48.00
2026-05-05T04:35:00Z,54.00,48.00
2026-05-05T04:36:00Z,54.00,48.00
2026-05-05T04:37:00Z,54.00,47.00
2026-05-05T04:38:00Z,54.00,47.00
2026-05-05T04:39:00Z,54.00,47.00
2026-05-05T04:40:00Z,54.00,47.00
2026-05-05T04:41:00Z,53.00,47.00
2026-05-05T04:42:00Z,54.00,47.00
