# event_ticker=KXATPMATCH-26APR09VACHUR
# final_score=6-7(4) 6-3 6-4
# score_resolution=7-6 3-6 4-6
# match_winner=Valentin Vacherot
# fav_player=Hubert Hurkacz
# dog_player=Valentin Vacherot
# kalshi_date=2026-04-09
timestamp,Hubert Hurkacz,Valentin Vacherot
2026-04-09T04:31:00Z,42.00,59.00
2026-04-09T04:32:00Z,42.00,59.00
2026-04-09T04:34:00Z,42.00,59.00
2026-04-09T04:35:00Z,42.00,59.00
2026-04-09T04:37:00Z,42.00,59.00
2026-04-09T04:38:00Z,42.00,59.94
2026-04-09T04:39:00Z,42.00,59.94
2026-04-09T04:40:00Z,42.00,59.94
2026-04-09T04:41:00Z,42.00,59.94
2026-04-09T04:42:00Z,42.00,59.00
2026-04-09T04:43:00Z,42.00,59.00
2026-04-09T04:44:00Z,42.00,59.50
2026-04-09T04:45:00Z,42.00,60.00
2026-04-09T04:47:00Z,42.00,59.00
2026-04-09T04:48:00Z,42.00,59.00
2026-04-09T04:49:00Z,42.00,59.00
2026-04-09T04:50:00Z,42.00,59.00
2026-04-09T04:51:00Z,42.00,59.00
2026-04-09T04:53:00Z,42.00,59.00
2026-04-09T04:54:00Z,42.00,59.00
2026-04-09T04:55:00Z,42.00,59.00
2026-04-09T04:56:00Z,42.00,59.00
2026-04-09T04:57:00Z,42.00,59.00
2026-04-09T04:58:00Z,42.00,59.00
2026-04-09T05:00:00Z,42.00,59.00
2026-04-09T05:02:00Z,42.00,59.00
2026-04-09T05:03:00Z,42.00,59.00
2026-04-09T05:05:00Z,42.00,59.00
2026-04-09T05:06:00Z,42.00,59.00
2026-04-09T05:07:00Z,42.55,59.00
2026-04-09T05:08:00Z,43.00,59.00
2026-04-09T05:10:00Z,43.00,59.00
2026-04-09T05:11:00Z,43.00,58.00
2026-04-09T05:12:00Z,43.00,59.00
2026-04-09T05:13:00Z,43.00,59.00
2026-04-09T05:14:00Z,43.79,59.00
2026-04-09T05:15:00Z,43.79,59.00
2026-04-09T05:17:00Z,43.79,59.00
2026-04-09T05:19:00Z,44.00,59.00
2026-04-09T05:21:00Z,44.00,59.00
2026-04-09T05:23:00Z,44.00,59.00
2026-04-09T05:24:00Z,44.00,59.00
2026-04-09T05:25:00Z,44.00,58.00
2026-04-09T05:26:00Z,44.00,59.00
2026-04-09T05:27:00Z,44.00,59.00
2026-04-09T05:29:00Z,44.00,59.00
2026-04-09T05:31:00Z,44.00,59.00
2026-04-09T05:32:00Z,44.00,59.00
2026-04-09T05:33:00Z,44.00,59.00
2026-04-09T05:34:00Z,43.53,59.00
2026-04-09T05:35:00Z,44.00,59.00
2026-04-09T05:37:00Z,44.00,59.00
2026-04-09T05:38:00Z,44.00,59.00
2026-04-09T05:39:00Z,44.00,59.00
2026-04-09T05:40:00Z,44.00,59.00
2026-04-09T05:43:00Z,42.78,59.00
2026-04-09T05:45:00Z,42.78,59.00
2026-04-09T05:46:00Z,43.00,59.00
2026-04-09T05:47:00Z,43.00,59.00
2026-04-09T05:50:00Z,43.00,59.00
2026-04-09T05:51:00Z,43.00,59.00
2026-04-09T05:53:00Z,43.00,59.00
2026-04-09T05:57:00Z,43.00,59.00
2026-04-09T05:58:00Z,43.00,59.00
2026-04-09T06:00:00Z,43.00,59.00
2026-04-09T06:02:00Z,43.00,59.00
2026-04-09T06:03:00Z,43.00,59.00
2026-04-09T06:05:00Z,43.00,59.00
2026-04-09T06:07:00Z,43.00,59.00
2026-04-09T06:08:00Z,43.00,59.00
2026-04-09T06:09:00Z,43.00,59.00
2026-04-09T06:11:00Z,43.00,59.00
2026-04-09T06:16:00Z,43.00,59.00
2026-04-09T06:18:00Z,43.00,59.00
2026-04-09T06:21:00Z,43.00,59.00
2026-04-09T06:22:00Z,43.00,59.00
2026-04-09T06:23:00Z,43.00,59.00
2026-04-09T06:24:00Z,43.00,59.00
2026-04-09T06:26:00Z,43.00,59.00
2026-04-09T06:28:00Z,43.00,58.00
2026-04-09T06:30:00Z,43.00,59.00
2026-04-09T06:33:00Z,43.00,59.00
2026-04-09T06:35:00Z,43.00,59.00
2026-04-09T06:36:00Z,43.00,59.00
2026-04-09T06:39:00Z,43.00,59.00
2026-04-09T06:40:00Z,43.00,59.00
2026-04-09T06:41:00Z,43.00,59.00
2026-04-09T06:42:00Z,43.00,59.00
2026-04-09T06:43:00Z,43.00,59.00
2026-04-09T06:44:00Z,43.00,59.00
2026-04-09T06:48:00Z,43.00,59.00
2026-04-09T06:49:00Z,43.00,59.00
2026-04-09T06:50:00Z,43.00,59.00
2026-04-09T06:53:00Z,43.00,59.00
2026-04-09T06:57:00Z,43.00,59.00
2026-04-09T06:58:00Z,43.00,59.00
2026-04-09T07:00:00Z,43.00,59.00
2026-04-09T09:01:00Z,43.00,59.00
2026-04-09T09:02:00Z,43.00,59.00
2026-04-09T09:04:00Z,43.00,59.00
2026-04-09T09:07:00Z,43.00,59.00
2026-04-09T09:08:00Z,43.00,59.00
2026-04-09T09:10:00Z,43.00,59.00
2026-04-09T09:13:00Z,43.00,59.00
2026-04-09T09:16:00Z,43.00,59.00
2026-04-09T09:19:00Z,43.00,59.00
2026-04-09T09:20:00Z,41.94,59.00
2026-04-09T09:22:00Z,42.00,59.00
2026-04-09T09:26:00Z,42.00,59.00
2026-04-09T09:30:00Z,42.00,59.00
2026-04-09T09:32:00Z,43.00,59.00
2026-04-09T09:34:00Z,43.00,59.00
2026-04-09T09:38:00Z,43.00,59.00
2026-04-09T09:40:00Z,43.00,59.00
2026-04-09T09:44:00Z,43.00,58.00
2026-04-09T09:46:00Z,43.00,59.00
2026-04-09T09:53:00Z,42.00,59.00
2026-04-09T09:56:00Z,42.00,59.00
2026-04-09T10:00:00Z,42.00,59.00
2026-04-09T10:01:00Z,42.00,59.00
2026-04-09T10:02:00Z,42.00,59.00
2026-04-09T10:03:00Z,42.00,59.00
2026-04-09T10:08:00Z,43.00,59.00
2026-04-09T10:12:00Z,43.00,59.00
