# event_ticker=KXATPCHALLENGERMATCH-26FEB21PACGOJ
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Rodrigo Pacheco Mendez
# kalshi_date=2026-02-21
timestamp,Borna Gojo,Rodrigo Pacheco Mendez
2026-02-21T10:15:00Z,,29.00
2026-02-21T11:12:00Z,74.00,29.00
2026-02-21T11:25:00Z,74.00,29.00
2026-02-21T12:44:00Z,73.00,29.00
2026-02-21T13:04:00Z,73.00,29.00
2026-02-21T13:12:00Z,73.00,29.00
2026-02-21T14:15:00Z,74.00,29.00
2026-02-21T14:20:00Z,74.00,29.00
2026-02-21T14:33:00Z,74.00,26.00
2026-02-21T14:43:00Z,74.00,26.00
2026-02-21T14:56:00Z,74.00,30.00
2026-02-21T15:00:00Z,74.00,30.00
2026-02-21T15:01:00Z,73.00,30.00
2026-02-21T15:04:00Z,71.00,30.00
2026-02-21T15:08:00Z,73.00,30.00
2026-02-21T15:30:00Z,73.00,30.00
2026-02-21T16:00:00Z,73.00,30.00
2026-02-21T16:18:00Z,73.63,30.00
2026-02-21T16:52:00Z,72.00,30.00
2026-02-21T16:59:00Z,72.00,30.00
2026-02-21T17:04:00Z,72.00,30.00
2026-02-21T17:10:00Z,72.00,30.00
2026-02-21T17:52:00Z,72.00,31.00
2026-02-21T18:03:00Z,72.00,31.00
2026-02-21T18:16:00Z,72.00,31.00
2026-02-21T18:28:00Z,72.00,31.00
2026-02-21T18:44:00Z,72.04,31.00
2026-02-21T18:49:00Z,72.00,31.00
2026-02-21T18:53:00Z,72.00,31.00
2026-02-21T19:00:00Z,72.00,31.00
2026-02-21T19:03:00Z,72.00,31.00
2026-02-21T19:09:00Z,72.00,31.00
2026-02-21T19:21:00Z,72.00,31.00
2026-02-21T19:26:00Z,72.00,28.00
2026-02-21T19:34:00Z,73.00,28.00
2026-02-21T19:35:00Z,73.00,31.00
2026-02-21T19:50:00Z,72.00,31.00
2026-02-21T19:59:00Z,72.00,31.00
2026-02-21T20:02:00Z,72.00,30.00
2026-02-21T20:03:00Z,72.00,30.00
2026-02-21T20:07:00Z,72.00,30.00
2026-02-21T20:09:00Z,72.00,30.00
2026-02-21T20:10:00Z,72.00,31.00
2026-02-21T20:17:00Z,71.00,31.00
2026-02-21T20:21:00Z,71.95,31.00
2026-02-21T20:25:00Z,71.95,31.00
2026-02-21T20:26:00Z,71.95,29.00
2026-02-21T20:27:00Z,71.95,29.00
2026-02-21T20:31:00Z,71.95,31.00
2026-02-21T20:32:00Z,71.95,31.00
2026-02-21T20:33:00Z,71.95,31.53
2026-02-21T20:36:00Z,71.95,28.00
2026-02-21T20:47:00Z,72.00,28.00
2026-02-21T20:50:00Z,72.00,28.00
2026-02-21T20:52:00Z,72.00,31.00
2026-02-21T20:53:00Z,72.00,31.00
2026-02-21T20:55:00Z,72.00,31.00
2026-02-21T20:59:00Z,72.00,31.00
2026-02-21T21:03:00Z,71.00,31.00
2026-02-21T21:19:00Z,71.00,31.00
2026-02-21T21:20:00Z,71.00,31.97
2026-02-21T21:22:00Z,71.00,32.00
2026-02-21T21:25:00Z,71.00,32.00
2026-02-21T21:26:00Z,71.00,31.98
2026-02-21T21:28:00Z,72.00,31.98
2026-02-21T21:30:00Z,72.00,31.00
2026-02-21T21:31:00Z,72.00,31.00
2026-02-21T21:38:00Z,72.00,31.80
2026-02-21T21:40:00Z,71.00,31.80
2026-02-21T21:47:00Z,71.00,31.00
2026-02-21T21:53:00Z,72.00,31.00
2026-02-21T21:55:00Z,70.00,31.00
2026-02-21T21:56:00Z,68.30,32.00
2026-02-21T21:57:00Z,67.00,33.00
2026-02-21T21:58:00Z,67.49,33.11
2026-02-21T21:59:00Z,66.00,33.00
2026-02-21T22:02:00Z,68.99,33.00
2026-02-21T22:03:00Z,69.68,33.04
2026-02-21T22:04:00Z,69.68,33.00
2026-02-21T22:05:00Z,71.32,33.00
2026-02-21T22:06:00Z,70.00,32.00
2026-02-21T22:07:00Z,67.97,34.12
2026-02-21T22:08:00Z,67.95,31.00
2026-02-21T22:10:00Z,70.00,31.00
2026-02-21T22:11:00Z,67.53,36.35
2026-02-21T22:12:00Z,68.19,32.00
2026-02-21T22:13:00Z,69.96,32.00
2026-02-21T22:14:00Z,69.96,32.22
2026-02-21T22:15:00Z,66.23,33.59
2026-02-21T22:16:00Z,66.61,33.25
2026-02-21T22:17:00Z,68.00,37.87
2026-02-21T22:18:00Z,69.03,30.23
2026-02-21T22:19:00Z,77.12,25.08
2026-02-21T22:20:00Z,83.00,18.26
2026-02-21T22:21:00Z,81.00,18.26
2026-02-21T22:22:00Z,80.00,20.32
2026-02-21T22:23:00Z,80.01,21.07
2026-02-21T22:24:00Z,81.00,19.01
2026-02-21T22:25:00Z,80.38,19.11
2026-02-21T22:26:00Z,80.38,21.26
2026-02-21T22:27:00Z,81.00,19.87
2026-02-21T22:28:00Z,84.00,16.22
2026-02-21T22:29:00Z,83.99,19.52
2026-02-21T22:30:00Z,82.84,18.89
2026-02-21T22:31:00Z,80.90,19.68
2026-02-21T22:32:00Z,75.45,24.22
2026-02-21T22:33:00Z,77.70,24.15
2026-02-21T22:34:00Z,79.00,22.90
2026-02-21T22:35:00Z,83.98,20.22
2026-02-21T22:36:00Z,83.27,20.43
2026-02-21T22:37:00Z,67.80,28.90
2026-02-21T22:38:00Z,62.53,36.47
2026-02-21T22:39:00Z,66.76,34.06
2026-02-21T22:40:00Z,66.76,36.28
2026-02-21T22:41:00Z,64.00,39.98
2026-02-21T22:42:00Z,62.83,33.62
2026-02-21T22:43:00Z,64.90,38.07
2026-02-21T22:44:00Z,64.90,35.83
2026-02-21T22:45:00Z,62.33,39.78
2026-02-21T22:46:00Z,58.75,41.88
2026-02-21T22:47:00Z,61.75,39.11
2026-02-21T22:48:00Z,65.18,36.00
2026-02-21T22:49:00Z,67.96,37.52
2026-02-21T22:50:00Z,61.57,38.45
2026-02-21T22:51:00Z,60.01,41.43
2026-02-21T22:52:00Z,62.02,40.90
2026-02-21T22:53:00Z,61.61,41.18
2026-02-21T22:54:00Z,63.00,41.00
2026-02-21T22:55:00Z,62.20,42.02
2026-02-21T22:56:00Z,52.19,48.06
2026-02-21T22:57:00Z,58.59,47.05
2026-02-21T22:58:00Z,63.26,38.00
2026-02-21T22:59:00Z,65.02,37.61
2026-02-21T23:00:00Z,65.27,38.93
2026-02-21T23:01:00Z,65.00,41.88
2026-02-21T23:02:00Z,63.82,39.69
2026-02-21T23:03:00Z,59.14,41.02
2026-02-21T23:04:00Z,48.43,52.07
2026-02-21T23:05:00Z,45.03,54.04
2026-02-21T23:06:00Z,45.87,52.87
2026-02-21T23:07:00Z,44.56,57.34
2026-02-21T23:08:00Z,54.11,45.03
2026-02-21T23:09:00Z,60.45,36.13
2026-02-21T23:10:00Z,71.52,29.16
2026-02-21T23:11:00Z,81.33,19.51
2026-02-21T23:12:00Z,80.08,19.80
2026-02-21T23:13:00Z,77.04,25.05
2026-02-21T23:14:00Z,75.98,24.84
2026-02-21T23:15:00Z,75.17,26.28
2026-02-21T23:16:00Z,76.86,25.12
2026-02-21T23:17:00Z,78.29,23.47
2026-02-21T23:18:00Z,77.72,23.36
2026-02-21T23:19:00Z,79.09,20.92
2026-02-21T23:20:00Z,77.12,24.07
2026-02-21T23:21:00Z,74.93,27.00
2026-02-21T23:22:00Z,75.68,26.25
2026-02-21T23:23:00Z,77.87,24.18
2026-02-21T23:24:00Z,79.00,22.54
2026-02-21T23:25:00Z,77.92,25.13
2026-02-21T23:26:00Z,73.70,27.12
2026-02-21T23:27:00Z,74.00,27.00
2026-02-21T23:28:00Z,74.13,26.02
2026-02-21T23:29:00Z,74.98,26.61
2026-02-21T23:30:00Z,77.67,24.50
2026-02-21T23:31:00Z,76.82,24.51
2026-02-21T23:32:00Z,83.46,21.53
2026-02-21T23:33:00Z,93.95,8.56
2026-02-21T23:34:00Z,95.11,5.33
2026-02-21T23:35:00Z,95.45,5.31
2026-02-21T23:36:00Z,97.13,4.24
2026-02-21T23:37:00Z,96.94,4.30
2026-02-21T23:38:00Z,97.66,2.71
2026-02-21T23:39:00Z,95.39,2.90
2026-02-21T23:40:00Z,95.83,4.37
2026-02-21T23:41:00Z,98.50,4.78
2026-02-21T23:42:00Z,96.65,4.07
2026-02-21T23:43:00Z,96.88,4.25
2026-02-21T23:44:00Z,98.95,2.25
2026-02-21T23:45:00Z,99.00,1.00
2026-02-21T23:46:00Z,98.97,1.00
2026-02-21T23:47:00Z,99.00,1.00
2026-02-21T23:48:00Z,99.00,1.00
