# event_ticker=KXATPMATCH-26MAR21MICNOR
# final_score=7-5 6-7(4) 6-4
# score_resolution=7-5 6-7 6-4
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Cameron Norrie
# kalshi_date=2026-03-21
timestamp,Alex Michelsen,Cameron Norrie
2026-03-21T08:18:00Z,58.00,
2026-03-21T08:20:00Z,58.00,
2026-03-21T08:21:00Z,58.86,
2026-03-21T08:23:00Z,59.00,
2026-03-21T08:33:00Z,59.00,42.00
2026-03-21T08:39:00Z,59.00,42.00
2026-03-21T08:52:00Z,59.00,42.00
2026-03-21T09:17:00Z,59.00,42.00
2026-03-21T09:21:00Z,59.00,42.00
2026-03-21T09:30:00Z,59.00,42.00
2026-03-21T09:31:00Z,59.00,42.00
2026-03-21T09:36:00Z,59.00,42.00
2026-03-21T09:39:00Z,59.00,42.00
2026-03-21T09:43:00Z,59.00,42.00
2026-03-21T09:49:00Z,59.00,42.00
2026-03-21T09:58:00Z,59.00,42.00
2026-03-21T10:08:00Z,59.00,42.00
2026-03-21T10:30:00Z,59.00,42.00
2026-03-21T10:31:00Z,59.00,42.00
2026-03-21T10:51:00Z,59.00,42.00
2026-03-21T11:07:00Z,59.00,42.00
2026-03-21T11:09:00Z,59.00,42.00
2026-03-21T11:25:00Z,59.00,42.00
2026-03-21T11:29:00Z,59.00,42.00
2026-03-21T11:31:00Z,59.00,42.00
2026-03-21T11:37:00Z,59.00,42.00
2026-03-21T11:42:00Z,59.00,42.00
2026-03-21T11:47:00Z,59.00,42.00
2026-03-21T11:50:00Z,59.00,42.00
2026-03-21T11:54:00Z,59.00,42.00
2026-03-21T11:57:00Z,59.00,42.00
2026-03-21T12:10:00Z,59.00,42.00
2026-03-21T12:15:00Z,59.00,42.00
2026-03-21T12:17:00Z,59.00,42.00
2026-03-21T12:26:00Z,59.00,42.00
2026-03-21T12:28:00Z,59.00,42.00
2026-03-21T12:29:00Z,59.00,42.00
2026-03-21T12:31:00Z,59.00,42.00
2026-03-21T12:40:00Z,59.00,42.00
2026-03-21T12:46:00Z,59.00,42.00
2026-03-21T12:47:00Z,59.00,42.00
2026-03-21T12:49:00Z,59.00,41.00
2026-03-21T12:52:00Z,59.00,41.00
2026-03-21T13:13:00Z,59.00,41.00
2026-03-21T13:35:00Z,59.00,43.00
2026-03-21T13:49:00Z,59.00,42.00
2026-03-21T13:54:00Z,59.00,42.00
2026-03-21T13:55:00Z,59.00,42.00
2026-03-21T13:58:00Z,59.00,42.00
2026-03-21T14:04:00Z,59.00,42.00
2026-03-21T14:08:00Z,59.00,42.00
2026-03-21T14:11:00Z,59.00,42.00
2026-03-21T14:19:00Z,59.00,42.00
2026-03-21T14:20:00Z,60.00,42.00
2026-03-21T14:30:00Z,60.00,42.00
2026-03-21T14:41:00Z,60.00,42.00
2026-03-21T14:44:00Z,60.00,42.00
2026-03-21T14:46:00Z,60.00,42.00
