# event_ticker=KXATPMATCH-26FEB15KYPATM
# final_score=6-3 2-6 6-4
# score_resolution=3-6 6-2 4-6
# match_winner=Terence Atmane
# fav_player=Patrick Kypson
# dog_player=Terence Atmane
# kalshi_date=2026-02-15
timestamp,Patrick Kypson,Terence Atmane
2026-02-16T06:24:00Z,54.00,
2026-02-16T06:47:00Z,54.00,
2026-02-16T07:02:00Z,54.00,47.00
2026-02-16T07:06:00Z,54.00,47.00
2026-02-16T07:22:00Z,54.00,47.00
2026-02-16T07:28:00Z,54.00,47.00
2026-02-16T07:49:00Z,54.00,47.97
2026-02-16T08:25:00Z,54.00,47.97
2026-02-16T08:29:00Z,54.00,48.00
2026-02-16T09:07:00Z,54.00,48.00
2026-02-16T09:39:00Z,54.00,48.00
2026-02-16T09:50:00Z,54.00,48.00
2026-02-16T10:09:00Z,54.00,47.00
2026-02-16T10:15:00Z,54.00,47.00
2026-02-16T10:39:00Z,53.00,47.00
2026-02-16T10:42:00Z,53.00,47.00
2026-02-16T11:19:00Z,53.00,47.00
2026-02-16T11:50:00Z,53.00,47.11
2026-02-16T11:51:00Z,53.00,47.12
2026-02-16T11:53:00Z,54.00,47.12
2026-02-16T12:08:00Z,54.00,48.00
2026-02-16T12:32:00Z,54.00,48.00
2026-02-16T12:37:00Z,54.00,48.00
2026-02-16T12:57:00Z,54.00,48.00
2026-02-16T13:02:00Z,54.00,48.00
2026-02-16T13:13:00Z,54.00,48.00
2026-02-16T13:24:00Z,54.00,48.00
2026-02-16T13:25:00Z,54.00,48.00
2026-02-16T13:27:00Z,54.00,48.00
2026-02-16T13:38:00Z,54.00,48.00
2026-02-16T13:41:00Z,54.00,48.00
2026-02-16T13:44:00Z,54.00,48.00
2026-02-16T13:52:00Z,54.00,46.00
2026-02-16T14:07:00Z,54.00,46.00
2026-02-16T14:08:00Z,54.00,44.00
2026-02-16T14:22:00Z,54.00,44.00
2026-02-16T14:31:00Z,54.00,44.00
2026-02-16T14:38:00Z,54.00,44.00
2026-02-16T14:49:00Z,54.00,44.00
2026-02-16T14:54:00Z,57.00,44.00
2026-02-16T14:56:00Z,57.00,44.00
2026-02-16T15:00:00Z,57.00,44.00
2026-02-16T15:04:00Z,57.00,44.00
2026-02-16T15:09:00Z,57.00,44.00
2026-02-16T15:10:00Z,57.00,44.00
2026-02-16T15:13:00Z,57.00,44.00
2026-02-16T15:14:00Z,57.00,44.00
2026-02-16T15:19:00Z,57.00,43.00
2026-02-16T15:20:00Z,57.00,43.00
2026-02-16T15:21:00Z,57.00,43.00
2026-02-16T15:29:00Z,57.00,44.00
2026-02-16T15:30:00Z,57.00,44.00
2026-02-16T15:33:00Z,57.00,44.00
2026-02-16T15:39:00Z,57.00,44.00
2026-02-16T15:50:00Z,57.00,44.00
2026-02-16T15:54:00Z,57.00,44.00
2026-02-16T15:57:00Z,57.00,44.00
2026-02-16T16:07:00Z,57.00,44.00
2026-02-16T16:23:00Z,57.00,44.00
