# event_ticker=KXATPCHALLENGERMATCH-26APR28SHISHI2
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Sho Shimabukuro
# fav_player=Yuta Shimizu
# dog_player=Sho Shimabukuro
# kalshi_date=2026-04-28
timestamp,Sho Shimabukuro,Yuta Shimizu
2026-04-29T01:33:00Z,64.00,
2026-04-29T01:43:00Z,64.00,
2026-04-29T01:50:00Z,64.00,38.00
2026-04-29T02:07:00Z,64.00,38.00
2026-04-29T02:12:00Z,64.00,38.00
2026-04-29T02:15:00Z,64.00,38.00
2026-04-29T02:16:00Z,64.00,38.00
2026-04-29T02:45:00Z,64.00,38.00
2026-04-29T02:48:00Z,64.00,38.00
2026-04-29T02:58:00Z,64.00,38.00
2026-04-29T03:11:00Z,64.00,38.00
2026-04-29T03:13:00Z,64.00,38.00
2026-04-29T03:32:00Z,64.00,38.00
2026-04-29T03:55:00Z,64.00,38.00
2026-04-29T04:00:00Z,64.00,38.00
2026-04-29T04:03:00Z,64.00,38.00
2026-04-29T04:05:00Z,64.00,38.00
2026-04-29T04:47:00Z,65.00,38.00
2026-04-29T04:49:00Z,65.00,38.00
2026-04-29T04:51:00Z,65.00,38.00
2026-04-29T04:57:00Z,65.00,38.00
2026-04-29T04:58:00Z,65.00,38.00
2026-04-29T05:13:00Z,65.00,38.00
2026-04-29T05:42:00Z,63.00,38.92
2026-04-29T06:17:00Z,63.00,38.99
2026-04-29T06:38:00Z,63.00,39.00
2026-04-29T06:52:00Z,64.00,39.00
2026-04-29T07:28:00Z,64.00,39.00
2026-04-29T07:39:00Z,64.00,38.90
2026-04-29T07:44:00Z,64.00,38.92
2026-04-29T08:43:00Z,64.00,39.00
2026-04-29T09:14:00Z,61.43,39.00
2026-04-29T09:21:00Z,63.00,39.00
2026-04-29T10:00:00Z,64.51,39.00
2026-04-29T10:09:00Z,64.51,39.00
2026-04-29T10:12:00Z,64.00,39.00
2026-04-29T10:14:00Z,63.95,39.00
2026-04-29T10:18:00Z,63.95,39.00
2026-04-29T10:20:00Z,63.95,39.00
2026-04-29T10:23:00Z,63.93,39.00
2026-04-29T10:30:00Z,63.93,39.05
2026-04-29T10:31:00Z,63.93,37.00
2026-04-29T10:33:00Z,61.00,37.00
2026-04-29T10:36:00Z,63.53,37.00
2026-04-29T10:41:00Z,63.53,39.00
2026-04-29T10:42:00Z,64.00,39.00
2026-04-29T10:43:00Z,64.28,39.00
2026-04-29T10:47:00Z,64.95,39.00
2026-04-29T10:49:00Z,64.95,39.00
2026-04-29T10:52:00Z,64.00,39.00
2026-04-29T10:56:00Z,65.42,37.00
2026-04-29T10:57:00Z,64.56,37.50
2026-04-29T10:58:00Z,64.86,37.00
2026-04-29T10:59:00Z,65.00,37.53
2026-04-29T11:00:00Z,66.51,34.00
2026-04-29T11:01:00Z,66.00,35.98
2026-04-29T11:02:00Z,67.00,35.98
2026-04-29T11:03:00Z,67.00,36.03
2026-04-29T11:04:00Z,67.00,35.00
2026-04-29T11:05:00Z,67.00,38.00
2026-04-29T11:06:00Z,66.80,38.00
2026-04-29T11:07:00Z,66.80,33.00
2026-04-29T11:08:00Z,69.79,31.00
2026-04-29T11:09:00Z,71.59,31.00
2026-04-29T11:10:00Z,71.00,27.00
2026-04-29T11:11:00Z,70.42,27.00
2026-04-29T11:12:00Z,68.00,31.00
2026-04-29T11:13:00Z,70.00,32.59
2026-04-29T11:14:00Z,75.86,23.31
2026-04-29T11:15:00Z,75.86,22.00
2026-04-29T11:16:00Z,79.00,22.00
2026-04-29T11:18:00Z,84.39,22.00
2026-04-29T11:19:00Z,86.00,16.35
2026-04-29T11:20:00Z,86.00,15.00
2026-04-29T11:21:00Z,84.90,14.00
2026-04-29T11:22:00Z,81.80,19.00
2026-04-29T11:24:00Z,77.84,20.44
2026-04-29T11:25:00Z,78.54,20.23
2026-04-29T11:26:00Z,82.17,16.00
2026-04-29T11:27:00Z,82.17,18.22
2026-04-29T11:28:00Z,82.17,18.00
2026-04-29T11:29:00Z,84.00,15.00
2026-04-29T11:31:00Z,78.67,21.05
2026-04-29T11:32:00Z,74.00,25.87
2026-04-29T11:33:00Z,80.27,20.00
2026-04-29T11:34:00Z,84.00,20.00
2026-04-29T11:35:00Z,84.00,17.28
2026-04-29T11:36:00Z,87.00,14.02
2026-04-29T11:37:00Z,91.26,8.33
2026-04-29T11:38:00Z,91.26,8.00
2026-04-29T11:39:00Z,94.00,7.00
2026-04-29T11:40:00Z,95.54,5.00
2026-04-29T11:41:00Z,95.00,5.00
2026-04-29T11:42:00Z,95.00,5.00
2026-04-29T11:43:00Z,95.00,5.00
2026-04-29T11:44:00Z,96.04,4.00
2026-04-29T11:46:00Z,98.00,2.00
2026-04-29T11:49:00Z,98.00,2.00
2026-04-29T11:50:00Z,99.00,2.00
2026-04-29T11:51:00Z,99.00,2.00
2026-04-29T11:53:00Z,99.00,1.00
2026-04-29T11:54:00Z,99.00,1.00
2026-04-29T12:01:00Z,99.00,1.00
