# event_ticker=KXATPCHALLENGERMATCH-26APR15JOHBAR
# final_score=6-4 6-4
# match_winner=Hynek Barton
# fav_player=Hynek Barton
# dog_player=Garrett Johns
# kalshi_date=2026-04-15
timestamp,Hynek Barton,Garrett Johns
2026-04-15T04:42:00Z,,38.00
2026-04-15T04:47:00Z,65.00,38.00
2026-04-15T05:05:00Z,65.00,38.00
2026-04-15T05:26:00Z,65.00,37.00
2026-04-15T06:09:00Z,67.00,37.00
2026-04-15T07:53:00Z,69.00,37.00
2026-04-15T09:15:00Z,69.00,37.00
2026-04-15T09:25:00Z,69.00,33.00
2026-04-15T09:27:00Z,70.50,33.00
2026-04-15T10:06:00Z,74.00,33.00
2026-04-15T10:23:00Z,74.00,31.00
2026-04-15T11:23:00Z,74.00,30.00
2026-04-15T11:26:00Z,74.00,30.00
2026-04-15T11:30:00Z,74.00,28.00
2026-04-15T11:35:00Z,74.00,30.00
2026-04-15T11:36:00Z,74.00,30.00
2026-04-15T11:45:00Z,74.00,31.00
2026-04-15T11:46:00Z,69.33,30.86
2026-04-15T11:50:00Z,69.00,30.86
2026-04-15T11:51:00Z,69.00,30.86
2026-04-15T11:52:00Z,69.00,30.86
2026-04-15T12:16:00Z,69.00,30.86
2026-04-15T12:19:00Z,69.00,30.86
2026-04-15T12:24:00Z,69.00,30.86
2026-04-15T12:42:00Z,69.00,30.86
2026-04-15T12:47:00Z,69.00,30.86
2026-04-15T13:02:00Z,69.00,30.86
2026-04-15T13:05:00Z,69.00,30.86
2026-04-15T13:06:00Z,69.00,30.86
2026-04-15T13:08:00Z,69.00,30.86
2026-04-15T13:17:00Z,68.00,30.86
2026-04-15T13:24:00Z,68.00,31.00
2026-04-15T13:26:00Z,68.00,31.00
2026-04-15T13:36:00Z,69.00,31.00
2026-04-15T13:39:00Z,69.00,31.00
2026-04-15T13:44:00Z,69.00,31.00
2026-04-15T13:52:00Z,69.00,31.00
2026-04-15T13:55:00Z,69.00,31.00
2026-04-15T14:07:00Z,69.00,31.00
2026-04-15T14:08:00Z,69.00,31.00
2026-04-15T14:22:00Z,69.00,31.00
2026-04-15T14:30:00Z,70.00,31.00
2026-04-15T14:31:00Z,70.00,31.00
2026-04-15T14:53:00Z,70.00,31.00
2026-04-15T14:58:00Z,70.00,31.00
2026-04-15T15:29:00Z,70.00,30.00
2026-04-15T15:31:00Z,70.00,31.00
2026-04-15T15:37:00Z,70.00,31.00
2026-04-15T15:40:00Z,70.00,31.00
2026-04-15T15:41:00Z,69.07,31.00
2026-04-15T15:43:00Z,70.00,31.00
2026-04-15T15:59:00Z,70.00,29.00
2026-04-15T16:03:00Z,71.00,30.00
2026-04-15T16:07:00Z,71.00,30.00
2026-04-15T16:11:00Z,71.00,30.00
2026-04-15T16:17:00Z,71.77,30.00
2026-04-15T16:20:00Z,72.00,30.00
2026-04-15T16:22:00Z,72.00,30.00
2026-04-15T16:25:00Z,70.00,30.00
2026-04-15T16:28:00Z,70.00,30.00
2026-04-15T16:30:00Z,72.00,30.00
2026-04-15T16:31:00Z,72.00,30.00
2026-04-15T16:32:00Z,72.00,30.00
2026-04-15T16:33:00Z,72.00,30.00
2026-04-15T16:34:00Z,75.09,28.12
2026-04-15T16:35:00Z,75.50,28.76
2026-04-15T16:36:00Z,75.00,24.34
2026-04-15T16:37:00Z,71.50,29.86
2026-04-15T16:38:00Z,77.00,26.44
2026-04-15T16:39:00Z,77.00,24.37
2026-04-15T16:40:00Z,82.87,18.84
2026-04-15T16:41:00Z,83.14,15.47
2026-04-15T16:42:00Z,83.14,14.08
2026-04-15T16:43:00Z,86.37,13.95
2026-04-15T16:44:00Z,86.37,15.87
2026-04-15T16:45:00Z,83.00,18.13
2026-04-15T16:46:00Z,83.44,19.00
2026-04-15T16:47:00Z,83.00,15.50
2026-04-15T16:48:00Z,84.00,16.01
2026-04-15T16:49:00Z,82.00,17.76
2026-04-15T16:50:00Z,82.13,17.19
2026-04-15T16:51:00Z,83.00,18.89
2026-04-15T16:52:00Z,82.00,18.45
2026-04-15T16:53:00Z,85.00,17.03
2026-04-15T16:54:00Z,85.87,15.15
2026-04-15T16:55:00Z,83.29,17.62
2026-04-15T16:56:00Z,82.10,16.81
2026-04-15T16:57:00Z,81.90,17.87
2026-04-15T16:58:00Z,81.90,18.79
2026-04-15T16:59:00Z,79.94,24.21
2026-04-15T17:00:00Z,80.66,20.76
2026-04-15T17:01:00Z,80.49,19.50
2026-04-15T17:02:00Z,80.49,18.28
2026-04-15T17:03:00Z,82.59,16.54
2026-04-15T17:04:00Z,82.00,18.31
2026-04-15T17:05:00Z,83.14,17.19
2026-04-15T17:06:00Z,83.14,17.97
2026-04-15T17:07:00Z,83.18,16.66
2026-04-15T17:08:00Z,81.00,17.94
2026-04-15T17:09:00Z,82.41,17.85
2026-04-15T17:10:00Z,81.77,16.32
2026-04-15T17:11:00Z,84.98,15.13
2026-04-15T17:12:00Z,84.98,15.00
2026-04-15T17:13:00Z,85.96,15.00
2026-04-15T17:14:00Z,86.01,14.23
2026-04-15T17:15:00Z,84.82,16.66
2026-04-15T17:16:00Z,87.90,12.40
2026-04-15T17:17:00Z,93.99,7.50
2026-04-15T17:18:00Z,94.51,5.84
2026-04-15T17:19:00Z,95.61,7.14
2026-04-15T17:20:00Z,94.02,7.27
2026-04-15T17:21:00Z,95.76,5.38
2026-04-15T17:22:00Z,96.10,4.67
2026-04-15T17:23:00Z,96.70,5.13
2026-04-15T17:24:00Z,95.21,5.60
2026-04-15T17:25:00Z,95.87,3.88
2026-04-15T17:26:00Z,94.00,6.76
2026-04-15T17:27:00Z,95.17,4.22
2026-04-15T17:28:00Z,96.46,5.43
