# event_ticker=KXATPCHALLENGERMATCH-26APR15JOHBAR
# final_score=6-4 6-4
# match_winner=Hynek Barton
# fav_player=Hynek Barton
# dog_player=Garrett Johns
# kalshi_date=2026-04-15
timestamp,Hynek Barton,Garrett Johns
2026-04-15T17:29:00Z,94.00,7.33
2026-04-15T17:30:00Z,93.91,7.95
2026-04-15T17:31:00Z,95.95,5.51
2026-04-15T17:32:00Z,96.07,3.82
2026-04-15T17:33:00Z,96.00,5.60
2026-04-15T17:34:00Z,95.00,5.85
2026-04-15T17:35:00Z,95.93,6.25
2026-04-15T17:36:00Z,91.68,6.26
2026-04-15T17:37:00Z,97.00,3.92
2026-04-15T17:38:00Z,97.72,4.14
2026-04-15T17:39:00Z,98.35,1.31
2026-04-15T17:40:00Z,98.67,1.29
2026-04-15T17:41:00Z,96.36,3.19
2026-04-15T17:42:00Z,98.28,3.40
2026-04-15T17:43:00Z,97.00,3.25
2026-04-15T17:44:00Z,98.41,3.91
2026-04-15T17:45:00Z,96.00,4.00
2026-04-15T17:46:00Z,96.01,3.71
2026-04-15T17:47:00Z,96.59,3.27
2026-04-15T17:48:00Z,97.70,2.00
2026-04-15T17:49:00Z,96.69,5.28
2026-04-15T17:50:00Z,95.13,6.79
2026-04-15T17:51:00Z,94.00,5.93
2026-04-15T17:52:00Z,98.02,2.23
2026-04-15T17:53:00Z,98.25,3.00
2026-04-15T17:54:00Z,98.00,3.70
2026-04-15T17:55:00Z,96.69,3.46
2026-04-15T17:56:00Z,98.98,2.97
2026-04-15T17:57:00Z,97.63,1.30
2026-04-15T17:58:00Z,99.00,1.00
2026-04-15T17:59:00Z,99.00,1.00
2026-04-15T18:00:00Z,99.00,1.00
2026-04-15T18:01:00Z,99.00,1.00
2026-04-15T18:03:00Z,99.00,1.00
