# event_ticker=KXATPCHALLENGERMATCH-26MAY15MOLPIR
# final_score=6-2 3-6 6-4
# match_winner=Zsombor Piros
# fav_player=Zsombor Piros
# dog_player=Elmer Moller
# kalshi_date=2026-05-15
timestamp,Elmer Moller,Zsombor Piros
2026-05-16T19:35:00Z,22.01,78.51
2026-05-16T19:36:00Z,25.00,78.00
2026-05-16T19:37:00Z,24.00,78.00
2026-05-16T19:39:00Z,24.45,76.22
2026-05-16T19:40:00Z,25.00,78.00
2026-05-16T19:41:00Z,25.00,75.25
2026-05-16T19:42:00Z,25.00,77.97
2026-05-16T19:43:00Z,25.00,78.46
2026-05-16T19:44:00Z,22.00,78.46
2026-05-16T19:45:00Z,24.02,75.00
2026-05-16T19:46:00Z,22.00,75.18
2026-05-16T19:47:00Z,24.31,75.18
2026-05-16T19:48:00Z,24.31,75.05
2026-05-16T19:49:00Z,22.00,75.00
2026-05-16T19:50:00Z,25.00,78.00
2026-05-16T19:51:00Z,25.00,75.00
2026-05-16T19:52:00Z,22.00,76.10
2026-05-16T19:53:00Z,24.96,76.10
2026-05-16T19:54:00Z,24.96,75.41
2026-05-16T19:55:00Z,24.96,76.90
2026-05-16T19:57:00Z,24.96,78.00
2026-05-16T19:58:00Z,24.00,74.29
2026-05-16T19:59:00Z,24.58,74.29
2026-05-16T20:00:00Z,24.58,78.00
2026-05-16T20:01:00Z,22.00,78.00
2026-05-16T20:02:00Z,22.00,75.10
2026-05-16T20:03:00Z,23.12,78.00
2026-05-16T20:04:00Z,22.00,78.00
2026-05-16T20:05:00Z,23.29,73.85
2026-05-16T20:06:00Z,23.16,76.83
2026-05-16T20:07:00Z,23.16,77.00
2026-05-16T20:08:00Z,22.11,77.00
2026-05-16T20:09:00Z,22.11,73.25
2026-05-16T20:12:00Z,23.58,74.34
2026-05-16T20:13:00Z,25.00,77.00
2026-05-16T20:16:00Z,25.00,77.00
2026-05-16T20:17:00Z,25.00,77.00
2026-05-16T20:18:00Z,25.00,77.00
2026-05-16T20:19:00Z,25.00,77.00
2026-05-16T20:20:00Z,23.00,77.00
2026-05-16T20:21:00Z,25.00,77.00
2026-05-16T20:22:00Z,25.00,74.00
2026-05-16T20:23:00Z,23.37,74.00
2026-05-16T20:25:00Z,22.52,74.00
2026-05-16T20:26:00Z,24.38,77.00
2026-05-16T20:27:00Z,22.07,76.79
2026-05-16T20:28:00Z,22.54,77.00
2026-05-16T20:29:00Z,22.00,74.93
2026-05-16T20:30:00Z,25.00,74.25
2026-05-16T20:31:00Z,23.32,77.00
2026-05-16T20:32:00Z,25.00,74.00
2026-05-16T20:34:00Z,22.18,77.00
2026-05-16T20:35:00Z,25.00,77.00
2026-05-16T20:36:00Z,22.85,77.00
2026-05-16T20:37:00Z,25.00,74.20
2026-05-16T20:38:00Z,25.00,77.00
2026-05-16T20:39:00Z,25.00,77.00
2026-05-16T20:40:00Z,22.32,77.00
2026-05-16T20:41:00Z,24.58,77.00
2026-05-16T20:42:00Z,25.00,77.00
2026-05-16T20:43:00Z,25.00,74.00
2026-05-16T20:44:00Z,25.00,76.00
2026-05-16T20:46:00Z,25.00,74.28
2026-05-16T20:47:00Z,22.65,77.00
2026-05-16T20:48:00Z,22.65,77.00
2026-05-16T20:49:00Z,22.65,75.04
2026-05-16T20:50:00Z,22.65,77.00
2026-05-16T20:51:00Z,22.65,77.00
2026-05-16T20:52:00Z,22.00,77.00
2026-05-16T20:53:00Z,22.00,75.00
2026-05-16T20:54:00Z,25.00,75.00
2026-05-16T20:55:00Z,25.00,77.00
2026-05-16T20:56:00Z,25.00,77.00
2026-05-16T20:58:00Z,25.00,75.00
2026-05-16T20:59:00Z,22.00,75.00
2026-05-16T21:00:00Z,22.00,77.00
2026-05-16T21:02:00Z,22.00,74.61
2026-05-16T21:03:00Z,25.00,77.00
2026-05-16T21:04:00Z,24.48,77.00
2026-05-16T21:05:00Z,25.00,77.00
2026-05-16T21:06:00Z,23.00,77.00
2026-05-16T21:08:00Z,25.00,77.00
2026-05-16T21:10:00Z,25.00,75.00
2026-05-16T21:12:00Z,25.00,76.73
2026-05-16T21:13:00Z,25.00,77.00
2026-05-16T21:14:00Z,25.00,75.00
2026-05-16T21:15:00Z,25.00,77.00
2026-05-16T21:17:00Z,23.00,77.00
2026-05-16T21:19:00Z,23.00,77.00
2026-05-16T21:21:00Z,22.09,77.00
2026-05-16T21:22:00Z,22.09,75.96
2026-05-16T21:23:00Z,22.09,76.91
2026-05-16T21:25:00Z,22.09,77.00
2026-05-16T21:26:00Z,22.09,77.00
2026-05-16T21:27:00Z,24.02,77.00
2026-05-16T21:28:00Z,24.02,75.00
2026-05-16T21:29:00Z,24.02,77.00
2026-05-16T21:30:00Z,25.00,77.00
2026-05-16T21:31:00Z,25.00,75.23
2026-05-16T21:32:00Z,25.00,77.00
2026-05-16T21:33:00Z,24.35,77.00
2026-05-16T21:34:00Z,22.00,74.92
2026-05-16T21:35:00Z,25.00,74.92
2026-05-16T21:36:00Z,25.00,77.00
2026-05-16T21:37:00Z,25.00,77.00
2026-05-16T21:38:00Z,22.86,77.00
2026-05-16T21:39:00Z,23.00,77.00
2026-05-16T21:40:00Z,22.17,77.00
2026-05-16T21:42:00Z,22.17,75.00
2026-05-16T21:43:00Z,22.17,77.00
2026-05-16T21:44:00Z,22.00,77.00
2026-05-16T21:45:00Z,24.00,77.00
2026-05-16T21:46:00Z,23.27,77.00
2026-05-16T21:49:00Z,22.00,77.00
2026-05-16T21:51:00Z,22.00,75.00
2026-05-16T21:53:00Z,22.64,75.00
2026-05-16T21:54:00Z,22.35,75.00
2026-05-16T21:56:00Z,22.35,77.00
2026-05-16T21:57:00Z,22.65,77.00
2026-05-16T21:59:00Z,22.00,77.00
2026-05-16T22:00:00Z,25.00,77.00
2026-05-16T22:01:00Z,22.00,75.00
2026-05-16T22:02:00Z,22.00,77.00
2026-05-16T22:03:00Z,25.00,77.00
2026-05-16T22:04:00Z,23.97,75.00
2026-05-16T22:05:00Z,23.97,77.00
2026-05-16T22:06:00Z,23.98,77.00
2026-05-16T22:07:00Z,24.00,77.00
2026-05-16T22:08:00Z,24.00,77.00
2026-05-16T22:09:00Z,24.00,77.00
2026-05-16T22:10:00Z,24.00,75.04
2026-05-16T22:12:00Z,22.78,75.04
2026-05-16T22:15:00Z,22.78,77.00
2026-05-16T22:18:00Z,22.78,75.58
2026-05-16T22:19:00Z,22.78,76.05
2026-05-16T22:20:00Z,22.78,76.24
2026-05-16T22:21:00Z,22.78,77.00
2026-05-16T22:22:00Z,24.29,77.00
2026-05-16T22:25:00Z,22.28,75.14
2026-05-16T22:26:00Z,22.28,77.00
2026-05-16T22:27:00Z,25.00,77.00
2026-05-16T22:29:00Z,25.00,77.00
2026-05-16T22:31:00Z,22.60,75.09
2026-05-16T22:32:00Z,22.71,77.00
2026-05-16T22:33:00Z,22.00,77.00
2026-05-16T22:35:00Z,22.00,75.27
2026-05-16T22:36:00Z,24.00,75.27
2026-05-16T22:37:00Z,23.58,75.27
2026-05-16T22:38:00Z,23.92,75.00
2026-05-16T22:39:00Z,23.05,76.00
2026-05-16T22:40:00Z,23.05,75.00
2026-05-16T22:41:00Z,23.05,76.00
2026-05-16T22:43:00Z,24.00,76.00
2026-05-16T22:45:00Z,24.00,76.00
2026-05-16T22:46:00Z,23.20,76.00
2026-05-16T22:47:00Z,23.93,76.00
2026-05-16T22:48:00Z,23.93,75.02
2026-05-16T22:49:00Z,23.00,76.00
2026-05-16T22:50:00Z,23.00,75.17
2026-05-16T22:52:00Z,23.00,75.00
2026-05-16T22:53:00Z,23.00,75.00
2026-05-16T22:54:00Z,23.20,75.00
2026-05-16T22:55:00Z,23.20,75.00
2026-05-16T22:56:00Z,23.20,76.00
2026-05-16T22:57:00Z,24.38,76.00
2026-05-16T22:58:00Z,25.00,75.00
2026-05-16T22:59:00Z,24.43,76.00
2026-05-16T23:00:00Z,25.00,76.00
2026-05-16T23:01:00Z,24.70,76.00
2026-05-16T23:02:00Z,24.19,76.00
2026-05-16T23:03:00Z,24.00,76.00
2026-05-16T23:04:00Z,24.00,76.00
2026-05-16T23:06:00Z,24.00,75.67
2026-05-16T23:07:00Z,25.00,75.57
2026-05-16T23:08:00Z,25.00,76.00
2026-05-16T23:09:00Z,25.00,76.00
2026-05-16T23:10:00Z,25.00,75.06
2026-05-16T23:11:00Z,24.00,75.75
2026-05-16T23:12:00Z,24.00,75.75
2026-05-16T23:13:00Z,23.13,76.00
2026-05-16T23:14:00Z,23.00,75.96
2026-05-16T23:15:00Z,24.34,75.00
2026-05-16T23:16:00Z,24.34,76.00
2026-05-16T23:17:00Z,24.67,76.00
2026-05-16T23:20:00Z,25.00,76.00
2026-05-16T23:21:00Z,24.00,76.00
2026-05-16T23:22:00Z,24.00,76.00
2026-05-16T23:23:00Z,24.00,76.00
